program_prediction_difference	program_error_S	program_error_D	program_error_change	rms_observed	rms_S	rms_D
0.05707514809786773	0.09946910719654865	0.08731879738522012	-0.01215030981132851	0.45234392987228034	0.37367220573214155	0.23763358420212202
