root_id	program_prediction_difference	program_error_S	program_error_D	program_error_change	rms_observed	rms_S	rms_D
ROOT_01	0.055265609586748574	0.10063782664137513	0.09347867844769894	-0.007159148193676168	0.4528487148308719	0.37619822661634333	0.23763358420212205
ROOT_02	0.04947800028424885	0.08137244192798501	0.07640833089354716	-0.004964111034437854	0.4709018560404766	0.36464835271767276	0.23763358420212205
ROOT_03	0.055469408979721024	0.09167935212490544	0.07569960191466604	-0.015979750210239396	0.4490645154388357	0.36244339220041005	0.23763358420212205
ROOT_04	0.060736291270530283	0.08979714304812339	0.08761124288270669	-0.00218590016541671	0.44096380326024676	0.3711981951602006	0.23763358420212205
ROOT_05	0.055916214779670834	0.09609866574724629	0.07422575229933345	-0.021872913447912826	0.4497294527393221	0.3650697889104058	0.23763358420212205
ROOT_06	0.05722618168011138	0.099521234917999	0.08287962166194543	-0.01664161325605356	0.4514709297257573	0.37102905892739413	0.23763358420212205
ROOT_07	0.069800547544918	0.1510117633146993	0.13153158572323864	-0.01948017759146063	0.4412742122698024	0.40791058944695796	0.23763358420212205
ROOT_08	0.05270893065699285	0.08563442985005562	0.0767155652586247	-0.008918864591430925	0.4624979546729301	0.37088004187774776	0.23763358420212205
