allocation	depth_per_gemgroup	cells_per_reference	model	pattern	scaled_squared_error
4	128	1024	zero_effect	P	0.10355033874916166
4	128	1024	zero_effect	O	0.10355033874916166
4	128	1024	zero_effect	D	0.10355033874916166
4	135	1080	additive	S	0.026195167136201958
4	135	1080	additive	M	0.026195167136201958
4	135	1080	additive	P	0.027954376161624824
4	135	1080	additive	O	0.027954376161624824
4	135	1080	additive	D	0.027954376161624824
4	135	1080	compositional_ridge	S	0.025403931071276635
4	135	1080	compositional_ridge	M	0.025403931071276635
4	135	1080	compositional_ridge	P	0.027163140096699515
4	135	1080	compositional_ridge	O	0.027163140096699515
4	135	1080	compositional_ridge	D	0.027163140096699515
4	135	1080	CPA_0.8.8	S	0.092741511179134664
4	135	1080	CPA_0.8.8	M	0.092741511179134664
4	135	1080	CPA_0.8.8	P	0.094613317677291059
4	135	1080	CPA_0.8.8	O	0.094388122731824078
4	135	1080	CPA_0.8.8	D	0.094500720204557576
4	135	1080	zero_effect	S	0.1036472902976731
4	135	1080	zero_effect	M	0.1036472902976731
4	135	1080	zero_effect	P	0.1036472902976731
4	135	1080	zero_effect	O	0.1036472902976731
4	135	1080	zero_effect	D	0.1036472902976731
5	8	64	additive	S	0.026195167136201958
5	8	64	additive	M	0.026195167136201958
5	8	64	additive	P	0.056876374314919972
5	8	64	additive	O	0.056876374314919972
5	8	64	additive	D	0.056876374314919972
5	8	64	compositional_ridge	S	0.025403931071276635
5	8	64	compositional_ridge	M	0.025403931071276635
5	8	64	compositional_ridge	P	0.056085138249994636
5	8	64	compositional_ridge	O	0.056085138249994636
5	8	64	compositional_ridge	D	0.056085138249994636
5	8	64	CPA_0.8.8	S	0.089510055723514337
5	8	64	CPA_0.8.8	M	0.089510055723514323
5	8	64	CPA_0.8.8	P	0.12195774097963812
5	8	64	CPA_0.8.8	O	0.11842478482482666
5	8	64	CPA_0.8.8	D	0.12019126290223232
5	8	64	zero_effect	S	0.11344583877000516
5	8	64	zero_effect	M	0.11344583877000516
5	8	64	zero_effect	P	0.11344583877000516
5	8	64	zero_effect	O	0.11344583877000516
5	8	64	zero_effect	D	0.11344583877000516
5	16	128	additive	S	0.026195167136201958
5	16	128	additive	M	0.026195167136201958
5	16	128	additive	P	0.042037799132078245
5	16	128	additive	O	0.042037799132078245
5	16	128	additive	D	0.042037799132078245
5	16	128	compositional_ridge	S	0.025403931071276635
5	16	128	compositional_ridge	M	0.025403931071276635
5	16	128	compositional_ridge	P	0.041246563067152957
5	16	128	compositional_ridge	O	0.041246563067152957
5	16	128	compositional_ridge	D	0.041246563067152957
5	16	128	CPA_0.8.8	S	0.091347106813820453
5	16	128	CPA_0.8.8	M	0.091347106813820453
5	16	128	CPA_0.8.8	P	0.10884303693245677
5	16	128	CPA_0.8.8	O	0.10553644068693679
5	16	128	CPA_0.8.8	D	0.10718973880969682
5	16	128	zero_effect	S	0.10819334963705508
5	16	128	zero_effect	M	0.10819334963705508
5	16	128	zero_effect	P	0.10819334963705508
5	16	128	zero_effect	O	0.10819334963705508
5	16	128	zero_effect	D	0.10819334963705508
5	32	256	additive	S	0.026195167136201958
5	32	256	additive	M	0.026195167136201958
5	32	256	additive	P	0.033791925962412477
5	32	256	additive	O	0.033791925962412477
5	32	256	additive	D	0.033791925962412477
5	32	256	compositional_ridge	S	0.025403931071276635
5	32	256	compositional_ridge	M	0.025403931071276635
5	32	256	compositional_ridge	P	0.033000689897487168
5	32	256	compositional_ridge	O	0.033000689897487168
5	32	256	compositional_ridge	D	0.033000689897487168
5	32	256	CPA_0.8.8	S	0.092023514751612398
5	32	256	CPA_0.8.8	M	0.092023514751612398
5	32	256	CPA_0.8.8	P	0.10006566972719948
5	32	256	CPA_0.8.8	O	0.099174877428446467
5	32	256	CPA_0.8.8	D	0.099620273577823007
5	32	256	zero_effect	S	0.10572235332560455
5	32	256	zero_effect	M	0.10572235332560455
5	32	256	zero_effect	P	0.10572235332560455
5	32	256	zero_effect	O	0.10572235332560455
5	32	256	zero_effect	D	0.10572235332560455
5	64	512	additive	S	0.026195167136201958
5	64	512	additive	M	0.026195167136201958
5	64	512	additive	P	0.029905063960466202
5	64	512	additive	O	0.029905063960466202
5	64	512	additive	D	0.029905063960466202
5	64	512	compositional_ridge	S	0.025403931071276635
5	64	512	compositional_ridge	M	0.025403931071276635
5	64	512	compositional_ridge	P	0.029113827895540897
5	64	512	compositional_ridge	O	0.029113827895540897
5	64	512	compositional_ridge	D	0.029113827895540897
5	64	512	CPA_0.8.8	S	0.09177893376328719
5	64	512	CPA_0.8.8	M	0.09177893376328719
5	64	512	CPA_0.8.8	P	0.095664876764471649
5	64	512	CPA_0.8.8	O	0.095312784410631304
5	64	512	CPA_0.8.8	D	0.095488830587551504
5	64	512	zero_effect	S	0.10344205507563543
5	64	512	zero_effect	M	0.10344205507563543
5	64	512	zero_effect	P	0.10344205507563543
5	64	512	zero_effect	O	0.10344205507563543
5	64	512	zero_effect	D	0.10344205507563543
5	128	1024	additive	S	0.026195167136201958
5	128	1024	additive	M	0.026195167136201958
5	128	1024	additive	P	0.028130133628864948
5	128	1024	additive	O	0.028130133628864948
5	128	1024	additive	D	0.028130133628864948
5	128	1024	compositional_ridge	S	0.025403931071276635
5	128	1024	compositional_ridge	M	0.025403931071276635
5	128	1024	compositional_ridge	P	0.027338897563939642
5	128	1024	compositional_ridge	O	0.027338897563939642
5	128	1024	compositional_ridge	D	0.027338897563939642
5	128	1024	CPA_0.8.8	S	0.092231956187061495
5	128	1024	CPA_0.8.8	M	0.092231956187061495
5	128	1024	CPA_0.8.8	P	0.094284036413419356
5	128	1024	CPA_0.8.8	O	0.094049808946029614
5	128	1024	CPA_0.8.8	D	0.094166922679724471
5	128	1024	zero_effect	S	0.1031804925646255
5	128	1024	zero_effect	M	0.1031804925646255
5	128	1024	zero_effect	P	0.1031804925646255
5	128	1024	zero_effect	O	0.1031804925646255
5	128	1024	zero_effect	D	0.1031804925646255
5	135	1080	additive	S	0.026195167136201958
5	135	1080	additive	M	0.026195167136201958
5	135	1080	additive	P	0.028032127111676079
5	135	1080	additive	O	0.028032127111676079
5	135	1080	additive	D	0.028032127111676079
5	135	1080	compositional_ridge	S	0.025403931071276635
5	135	1080	compositional_ridge	M	0.025403931071276635
5	135	1080	compositional_ridge	P	0.027240891046750766
5	135	1080	compositional_ridge	O	0.027240891046750766
5	135	1080	compositional_ridge	D	0.027240891046750766
5	135	1080	CPA_0.8.8	S	0.09185496661327068
5	135	1080	CPA_0.8.8	M	0.091854966613270667
5	135	1080	CPA_0.8.8	P	0.093808544962481505
5	135	1080	CPA_0.8.8	O	0.093575308215008063
5	135	1080	CPA_0.8.8	D	0.093691926588744812
5	135	1080	zero_effect	S	0.10271433755719499
5	135	1080	zero_effect	M	0.10271433755719499
5	135	1080	zero_effect	P	0.10271433755719499
5	135	1080	zero_effect	O	0.10271433755719499
5	135	1080	zero_effect	D	0.10271433755719499
6	8	64	additive	S	0.026195167136201958
6	8	64	additive	M	0.026195167136201958
6	8	64	additive	P	0.057143599216588174
6	8	64	additive	O	0.057143599216588174
6	8	64	additive	D	0.057143599216588174
6	8	64	compositional_ridge	S	0.025403931071276635
6	8	64	compositional_ridge	M	0.025403931071276635
6	8	64	compositional_ridge	P	0.056352363151662872
6	8	64	compositional_ridge	O	0.056352363151662872
6	8	64	compositional_ridge	D	0.056352363151662872
6	8	64	CPA_0.8.8	S	0.092141557508763891
6	8	64	CPA_0.8.8	M	0.092141557508763891
6	8	64	CPA_0.8.8	P	0.12686114269499732
6	8	64	CPA_0.8.8	O	0.11931883648330292
6	8	64	CPA_0.8.8	D	0.12308998958915013
6	8	64	zero_effect	S	0.11660727134911351
6	8	64	zero_effect	M	0.11660727134911351
6	8	64	zero_effect	P	0.11660727134911351
6	8	64	zero_effect	O	0.11660727134911351
6	8	64	zero_effect	D	0.11660727134911351
6	16	128	additive	S	0.026195167136201958
6	16	128	additive	M	0.026195167136201958
6	16	128	additive	P	0.042559276600380273
6	16	128	additive	O	0.042559276600380273
6	16	128	additive	D	0.042559276600380273
6	16	128	compositional_ridge	S	0.025403931071276635
6	16	128	compositional_ridge	M	0.025403931071276635
6	16	128	compositional_ridge	P	0.041768040535454951
6	16	128	compositional_ridge	O	0.041768040535454951
6	16	128	compositional_ridge	D	0.041768040535454951
6	16	128	CPA_0.8.8	S	0.094312299383140771
6	16	128	CPA_0.8.8	M	0.094312299383140771
6	16	128	CPA_0.8.8	P	0.11329997317873322
6	16	128	CPA_0.8.8	O	0.10805284451590504
6	16	128	CPA_0.8.8	D	0.11067640884731909
6	16	128	zero_effect	S	0.11155640424469219
6	16	128	zero_effect	M	0.11155640424469217
6	16	128	zero_effect	P	0.11155640424469217
6	16	128	zero_effect	O	0.11155640424469217
6	16	128	zero_effect	D	0.11155640424469217
6	32	256	additive	S	0.026195167136201958
6	32	256	additive	M	0.026195167136201958
6	32	256	additive	P	0.034257083388405274
6	32	256	additive	O	0.034257083388405274
6	32	256	additive	D	0.034257083388405274
6	32	256	compositional_ridge	S	0.025403931071276635
6	32	256	compositional_ridge	M	0.025403931071276635
6	32	256	compositional_ridge	P	0.033465847323479937
6	32	256	compositional_ridge	O	0.033465847323479937
6	32	256	compositional_ridge	D	0.033465847323479937
6	32	256	CPA_0.8.8	S	0.090671492021608069
6	32	256	CPA_0.8.8	M	0.090671492021608069
6	32	256	CPA_0.8.8	P	0.099485063311466615
6	32	256	CPA_0.8.8	O	0.097981753236156086
6	32	256	CPA_0.8.8	D	0.098733408273811343
6	32	256	zero_effect	S	0.10436888665991367
6	32	256	zero_effect	M	0.10436888665991369
6	32	256	zero_effect	P	0.10436888665991369
6	32	256	zero_effect	O	0.10436888665991369
6	32	256	zero_effect	D	0.10436888665991369
6	64	512	additive	S	0.026195167136201958
6	64	512	additive	M	0.026195167136201958
6	64	512	additive	P	0.030157483375357896
6	64	512	additive	O	0.030157483375357896
6	64	512	additive	D	0.030157483375357896
6	64	512	compositional_ridge	S	0.025403931071276635
6	64	512	compositional_ridge	M	0.025403931071276635
6	64	512	compositional_ridge	P	0.029366247310432587
6	64	512	compositional_ridge	O	0.029366247310432587
6	64	512	compositional_ridge	D	0.029366247310432587
6	64	512	CPA_0.8.8	S	0.09129425625871801
6	64	512	CPA_0.8.8	M	0.09129425625871801
6	64	512	CPA_0.8.8	P	0.095673010307089509
6	64	512	CPA_0.8.8	O	0.09484013468865847
6	64	512	CPA_0.8.8	D	0.095256572497874004
6	64	512	zero_effect	S	0.10308991787653868
6	64	512	zero_effect	M	0.10308991787653868
6	64	512	zero_effect	P	0.10308991787653868
6	64	512	zero_effect	O	0.10308991787653868
6	64	512	zero_effect	D	0.10308991787653868
6	128	1024	additive	S	0.026195167136201958
6	128	1024	additive	M	0.026195167136201958
6	128	1024	additive	P	0.02806855655447392
6	128	1024	additive	O	0.02806855655447392
6	128	1024	additive	D	0.02806855655447392
6	128	1024	compositional_ridge	S	0.025403931071276635
6	128	1024	compositional_ridge	M	0.025403931071276635
6	128	1024	compositional_ridge	P	0.027277320489548614
6	128	1024	compositional_ridge	O	0.027277320489548614
6	128	1024	compositional_ridge	D	0.027277320489548614
6	128	1024	CPA_0.8.8	S	0.092157378460264422
6	128	1024	CPA_0.8.8	M	0.092157378460264422
6	128	1024	CPA_0.8.8	P	0.094183833167293507
6	128	1024	CPA_0.8.8	O	0.093877702589779344
6	128	1024	CPA_0.8.8	D	0.094030767878536411
6	128	1024	zero_effect	S	0.10304894970291531
6	128	1024	zero_effect	M	0.10304894970291531
6	128	1024	zero_effect	P	0.10304894970291531
6	128	1024	zero_effect	O	0.10304894970291531
6	128	1024	zero_effect	D	0.10304894970291531
6	135	1080	additive	S	0.026195167136201958
6	135	1080	additive	M	0.026195167136201958
6	135	1080	additive	P	0.027961903921729935
6	135	1080	additive	O	0.027961903921729935
6	135	1080	additive	D	0.027961903921729935
6	135	1080	compositional_ridge	S	0.025403931071276635
6	135	1080	compositional_ridge	M	0.025403931071276635
6	135	1080	compositional_ridge	P	0.027170667856804616
6	135	1080	compositional_ridge	O	0.027170667856804616
6	135	1080	compositional_ridge	D	0.027170667856804616
6	135	1080	CPA_0.8.8	S	0.092099044485365558
6	135	1080	CPA_0.8.8	M	0.092099044485365558
6	135	1080	CPA_0.8.8	P	0.094023796600274143
6	135	1080	CPA_0.8.8	O	0.093707765941512977
6	135	1080	CPA_0.8.8	D	0.093865781270893567
6	135	1080	zero_effect	S	0.10291939648537006
6	135	1080	zero_effect	M	0.10291939648537006
6	135	1080	zero_effect	P	0.10291939648537006
6	135	1080	zero_effect	O	0.10291939648537006
6	135	1080	zero_effect	D	0.10291939648537006
7	8	64	additive	S	0.026195167136201958
7	8	64	additive	M	0.026195167136201958
7	8	64	additive	P	0.057284807559903471
7	8	64	additive	O	0.057284807559903471
7	8	64	additive	D	0.057284807559903471
7	8	64	compositional_ridge	S	0.025403931071276635
7	8	64	compositional_ridge	M	0.025403931071276635
7	8	64	compositional_ridge	P	0.056493571494978176
7	8	64	compositional_ridge	O	0.056493571494978176
7	8	64	compositional_ridge	D	0.056493571494978176
7	8	64	CPA_0.8.8	S	0.092537376891548687
7	8	64	CPA_0.8.8	M	0.092537376891548673
7	8	64	CPA_0.8.8	P	0.12580377303475887
7	8	64	CPA_0.8.8	O	0.12145026159574158
7	8	64	CPA_0.8.8	D	0.12362701731525018
7	8	64	zero_effect	S	0.11766313339936825
7	8	64	zero_effect	M	0.11766313339936826
7	8	64	zero_effect	P	0.11766313339936826
7	8	64	zero_effect	O	0.11766313339936826
7	8	64	zero_effect	D	0.11766313339936826
7	16	128	additive	S	0.026195167136201958
7	16	128	additive	M	0.026195167136201958
7	16	128	additive	P	0.041119904383980291
7	16	128	additive	O	0.041119904383980291
7	16	128	additive	D	0.041119904383980291
7	16	128	compositional_ridge	S	0.025403931071276635
7	16	128	compositional_ridge	M	0.025403931071276635
7	16	128	compositional_ridge	P	0.040328668319054968
7	16	128	compositional_ridge	O	0.040328668319054968
7	16	128	compositional_ridge	D	0.040328668319054968
7	16	128	CPA_0.8.8	S	0.095437705353231386
7	16	128	CPA_0.8.8	M	0.095437705353231386
7	16	128	CPA_0.8.8	P	0.11164811546801959
7	16	128	CPA_0.8.8	O	0.10907676973399988
7	16	128	CPA_0.8.8	D	0.11036244260100979
7	16	128	zero_effect	S	0.11252044681937831
7	16	128	zero_effect	M	0.11252044681937835
7	16	128	zero_effect	P	0.11252044681937835
7	16	128	zero_effect	O	0.11252044681937835
7	16	128	zero_effect	D	0.11252044681937835
7	32	256	additive	S	0.026195167136201958
7	32	256	additive	M	0.026195167136201958
7	32	256	additive	P	0.033822707388398765
7	32	256	additive	O	0.033822707388398765
7	32	256	additive	D	0.033822707388398765
7	32	256	compositional_ridge	S	0.025403931071276635
7	32	256	compositional_ridge	M	0.025403931071276635
7	32	256	compositional_ridge	P	0.033031471323473421
7	32	256	compositional_ridge	O	0.033031471323473421
7	32	256	compositional_ridge	D	0.033031471323473421
7	32	256	CPA_0.8.8	S	0.093307654714382349
7	32	256	CPA_0.8.8	M	0.093307654714382349
7	32	256	CPA_0.8.8	P	0.1017497384155429
7	32	256	CPA_0.8.8	O	0.10012065151761551
7	32	256	CPA_0.8.8	D	0.10093519496657918
7	32	256	zero_effect	S	0.10697517681520838
7	32	256	zero_effect	M	0.10697517681520838
7	32	256	zero_effect	P	0.10697517681520838
7	32	256	zero_effect	O	0.10697517681520838
7	32	256	zero_effect	D	0.10697517681520838
7	64	512	additive	S	0.026195167136201958
7	64	512	additive	M	0.026195167136201958
7	64	512	additive	P	0.029983739782110049
7	64	512	additive	O	0.029983739782110049
7	64	512	additive	D	0.029983739782110049
7	64	512	compositional_ridge	S	0.025403931071276635
7	64	512	compositional_ridge	M	0.025403931071276635
7	64	512	compositional_ridge	P	0.029192503717184737
7	64	512	compositional_ridge	O	0.029192503717184737
7	64	512	compositional_ridge	D	0.029192503717184737
7	64	512	CPA_0.8.8	S	0.092379830277987574
7	64	512	CPA_0.8.8	M	0.092379830277987574
7	64	512	CPA_0.8.8	P	0.096476521375701438
7	64	512	CPA_0.8.8	O	0.095860284472089885
7	64	512	CPA_0.8.8	D	0.096168402923895682
7	64	512	zero_effect	S	0.10429017490082758
7	64	512	zero_effect	M	0.10429017490082758
7	64	512	zero_effect	P	0.10429017490082758
7	64	512	zero_effect	O	0.10429017490082758
7	64	512	zero_effect	D	0.10429017490082758
7	128	1024	additive	S	0.026195167136201958
7	128	1024	additive	M	0.026195167136201958
7	128	1024	additive	P	0.027981185867986303
7	128	1024	additive	O	0.027981185867986303
7	128	1024	additive	D	0.027981185867986303
7	128	1024	compositional_ridge	S	0.025403931071276635
7	128	1024	compositional_ridge	M	0.025403931071276635
7	128	1024	compositional_ridge	P	0.027189949803060998
7	128	1024	compositional_ridge	O	0.027189949803060998
7	128	1024	compositional_ridge	D	0.027189949803060998
7	128	1024	CPA_0.8.8	S	0.092698583048260536
7	128	1024	CPA_0.8.8	M	0.092698583048260536
7	128	1024	CPA_0.8.8	P	0.09457461423506372
7	128	1024	CPA_0.8.8	O	0.094394589325025938
7	128	1024	CPA_0.8.8	D	0.094484601780044822
7	128	1024	zero_effect	S	0.10365207388079314
7	128	1024	zero_effect	M	0.10365207388079314
7	128	1024	zero_effect	P	0.10365207388079314
7	128	1024	zero_effect	O	0.10365207388079314
7	128	1024	zero_effect	D	0.10365207388079314
7	135	1080	additive	S	0.026195167136201958
7	135	1080	additive	M	0.026195167136201958
7	135	1080	additive	P	0.027889682034660402
7	135	1080	additive	O	0.027889682034660402
7	135	1080	additive	D	0.027889682034660402
7	135	1080	compositional_ridge	S	0.025403931071276635
7	135	1080	compositional_ridge	M	0.025403931071276635
7	135	1080	compositional_ridge	P	0.027098445969735086
7	135	1080	compositional_ridge	O	0.027098445969735086
7	135	1080	compositional_ridge	D	0.027098445969735086
7	135	1080	CPA_0.8.8	S	0.092368632117980437
7	135	1080	CPA_0.8.8	M	0.092368632117980437
7	135	1080	CPA_0.8.8	P	0.094150627014803326
7	135	1080	CPA_0.8.8	O	0.093975667018074457
7	135	1080	CPA_0.8.8	D	0.094063147016438919
7	135	1080	zero_effect	S	0.10328281951059527
7	135	1080	zero_effect	M	0.10328281951059529
7	135	1080	zero_effect	P	0.10328281951059529
7	135	1080	zero_effect	O	0.10328281951059529
7	135	1080	zero_effect	D	0.10328281951059529
8	8	64	additive	S	0.026195167136201958
8	8	64	additive	M	0.026195167136201958
8	8	64	additive	P	0.055037720169294639
8	8	64	additive	O	0.055037720169294639
8	8	64	additive	D	0.055037720169294639
8	8	64	compositional_ridge	S	0.025403931071276635
8	8	64	compositional_ridge	M	0.025403931071276635
8	8	64	compositional_ridge	P	0.054246484104369302
8	8	64	compositional_ridge	O	0.054246484104369302
8	8	64	compositional_ridge	D	0.054246484104369302
8	8	64	CPA_0.8.8	S	0.09708932284602878
8	8	64	CPA_0.8.8	M	0.097089322846028767
8	8	64	CPA_0.8.8	P	0.12827319916500027
8	8	64	CPA_0.8.8	O	0.12359055259324266
8	8	64	CPA_0.8.8	D	0.1259318758791215
8	8	64	zero_effect	S	0.11985803781642348
8	8	64	zero_effect	M	0.11985803781642348
8	8	64	zero_effect	P	0.11985803781642348
8	8	64	zero_effect	O	0.11985803781642348
8	8	64	zero_effect	D	0.11985803781642348
8	16	128	additive	S	0.026195167136201958
8	16	128	additive	M	0.026195167136201958
8	16	128	additive	P	0.040535414016020344
8	16	128	additive	O	0.040535414016020344
8	16	128	additive	D	0.040535414016020344
8	16	128	compositional_ridge	S	0.025403931071276635
8	16	128	compositional_ridge	M	0.025403931071276635
8	16	128	compositional_ridge	P	0.039744177951095035
8	16	128	compositional_ridge	O	0.039744177951095035
8	16	128	compositional_ridge	D	0.039744177951095035
8	16	128	CPA_0.8.8	S	0.096585109495288257
8	16	128	CPA_0.8.8	M	0.096585109495288257
8	16	128	CPA_0.8.8	P	0.11155438364476092
8	16	128	CPA_0.8.8	O	0.11029632910545234
8	16	128	CPA_0.8.8	D	0.11092535637510659
8	16	128	zero_effect	S	0.11337408024386959
8	16	128	zero_effect	M	0.11337408024386959
8	16	128	zero_effect	P	0.11337408024386959
8	16	128	zero_effect	O	0.11337408024386959
8	16	128	zero_effect	D	0.11337408024386959
8	32	256	additive	S	0.026195167136201958
8	32	256	additive	M	0.026195167136201958
8	32	256	additive	P	0.033967851641225878
8	32	256	additive	O	0.033967851641225878
8	32	256	additive	D	0.033967851641225878
8	32	256	compositional_ridge	S	0.025403931071276635
8	32	256	compositional_ridge	M	0.025403931071276635
8	32	256	compositional_ridge	P	0.033176615576300555
8	32	256	compositional_ridge	O	0.033176615576300555
8	32	256	compositional_ridge	D	0.033176615576300555
8	32	256	CPA_0.8.8	S	0.095514228859214831
8	32	256	CPA_0.8.8	M	0.095514228859214831
8	32	256	CPA_0.8.8	P	0.10417771189290448
8	32	256	CPA_0.8.8	O	0.10239611483557308
8	32	256	CPA_0.8.8	D	0.10328691336423874
8	32	256	zero_effect	S	0.10904559219547941
8	32	256	zero_effect	M	0.10904559219547941
8	32	256	zero_effect	P	0.10904559219547941
8	32	256	zero_effect	O	0.10904559219547941
8	32	256	zero_effect	D	0.10904559219547941
8	64	512	additive	S	0.026195167136201958
8	64	512	additive	M	0.026195167136201958
8	64	512	additive	P	0.030177750805945411
8	64	512	additive	O	0.030177750805945411
8	64	512	additive	D	0.030177750805945411
8	64	512	compositional_ridge	S	0.025403931071276635
8	64	512	compositional_ridge	M	0.025403931071276635
8	64	512	compositional_ridge	P	0.029386514741020105
8	64	512	compositional_ridge	O	0.029386514741020105
8	64	512	compositional_ridge	D	0.029386514741020105
8	64	512	CPA_0.8.8	S	0.091049092703892304
8	64	512	CPA_0.8.8	M	0.09104909270389229
8	64	512	CPA_0.8.8	P	0.095459233389406067
8	64	512	CPA_0.8.8	O	0.094604119357865474
8	64	512	CPA_0.8.8	D	0.095031676373635784
8	64	512	zero_effect	S	0.10272634782360104
8	64	512	zero_effect	M	0.102726347823601
8	64	512	zero_effect	P	0.102726347823601
8	64	512	zero_effect	O	0.102726347823601
8	64	512	zero_effect	D	0.102726347823601
8	128	1024	additive	S	0.026195167136201958
8	128	1024	additive	M	0.026195167136201958
8	128	1024	additive	P	0.028046496233148876
8	128	1024	additive	O	0.028046496233148876
8	128	1024	additive	D	0.028046496233148876
8	128	1024	compositional_ridge	S	0.025403931071276635
8	128	1024	compositional_ridge	M	0.025403931071276635
8	128	1024	compositional_ridge	P	0.027255260168223563
8	128	1024	compositional_ridge	O	0.027255260168223563
8	128	1024	compositional_ridge	D	0.027255260168223563
8	128	1024	CPA_0.8.8	S	0.092121597111827866
8	128	1024	CPA_0.8.8	M	0.092121597111827866
8	128	1024	CPA_0.8.8	P	0.094101565356347144
8	128	1024	CPA_0.8.8	O	0.0938442870612025
8	128	1024	CPA_0.8.8	D	0.093972926208774815
8	128	1024	zero_effect	S	0.10305400287751607
8	128	1024	zero_effect	M	0.10305400287751604
8	128	1024	zero_effect	P	0.10305400287751604
8	128	1024	zero_effect	O	0.10305400287751604
8	128	1024	zero_effect	D	0.10305400287751604
8	135	1080	additive	S	0.026195167136201958
8	135	1080	additive	M	0.026195167136201958
8	135	1080	additive	P	0.027951955077322243
8	135	1080	additive	O	0.027951955077322243
8	135	1080	additive	D	0.027951955077322243
8	135	1080	compositional_ridge	S	0.025403931071276635
8	135	1080	compositional_ridge	M	0.025403931071276635
8	135	1080	compositional_ridge	P	0.027160719012396931
8	135	1080	compositional_ridge	O	0.027160719012396931
8	135	1080	compositional_ridge	D	0.027160719012396931
8	135	1080	CPA_0.8.8	S	0.092090975613939668
8	135	1080	CPA_0.8.8	M	0.092090975613939668
8	135	1080	CPA_0.8.8	P	0.093961134656189868
8	135	1080	CPA_0.8.8	O	0.093734392453929935
8	135	1080	CPA_0.8.8	D	0.093847763555059902
8	135	1080	zero_effect	S	0.10294503366667812
8	135	1080	zero_effect	M	0.10294503366667811
8	135	1080	zero_effect	P	0.10294503366667811
8	135	1080	zero_effect	O	0.10294503366667811
8	135	1080	zero_effect	D	0.10294503366667811
9	8	64	additive	S	0.026195167136201958
9	8	64	additive	M	0.026195167136201958
9	8	64	additive	P	0.056320508965161151
9	8	64	additive	O	0.056320508965161151
9	8	64	additive	D	0.056320508965161151
9	8	64	compositional_ridge	S	0.025403931071276635
9	8	64	compositional_ridge	M	0.025403931071276635
9	8	64	compositional_ridge	P	0.0555292729002358
9	8	64	compositional_ridge	O	0.0555292729002358
9	8	64	compositional_ridge	D	0.0555292729002358
9	8	64	CPA_0.8.8	S	0.090465395402255441
9	8	64	CPA_0.8.8	M	0.090465395402255441
9	8	64	CPA_0.8.8	P	0.12242551114148982
9	8	64	CPA_0.8.8	O	0.11875596332093943
9	8	64	CPA_0.8.8	D	0.12059073723121469
9	8	64	zero_effect	S	0.11454196913190245
9	8	64	zero_effect	M	0.11454196913190245
9	8	64	zero_effect	P	0.11454196913190245
9	8	64	zero_effect	O	0.11454196913190245
9	8	64	zero_effect	D	0.11454196913190245
9	16	128	additive	S	0.026195167136201958
9	16	128	additive	M	0.026195167136201958
9	16	128	additive	P	0.041782940822703486
9	16	128	additive	O	0.041782940822703486
9	16	128	additive	D	0.041782940822703486
9	16	128	compositional_ridge	S	0.025403931071276635
9	16	128	compositional_ridge	M	0.025403931071276635
9	16	128	compositional_ridge	P	0.040991704757778163
9	16	128	compositional_ridge	O	0.040991704757778163
9	16	128	compositional_ridge	D	0.040991704757778163
9	16	128	CPA_0.8.8	S	0.088998914728778258
9	16	128	CPA_0.8.8	M	0.088998914728778258
9	16	128	CPA_0.8.8	P	0.10568022836669855
9	16	128	CPA_0.8.8	O	0.103493148463861
9	16	128	CPA_0.8.8	D	0.10458668841527981
9	16	128	zero_effect	S	0.10625501477008828
9	16	128	zero_effect	M	0.10625501477008828
9	16	128	zero_effect	P	0.10625501477008828
9	16	128	zero_effect	O	0.10625501477008828
9	16	128	zero_effect	D	0.10625501477008828
9	32	256	additive	S	0.026195167136201958
9	32	256	additive	M	0.026195167136201958
9	32	256	additive	P	0.034202505204869789
9	32	256	additive	O	0.034202505204869789
9	32	256	additive	D	0.034202505204869789
9	32	256	compositional_ridge	S	0.025403931071276635
9	32	256	compositional_ridge	M	0.025403931071276635
9	32	256	compositional_ridge	P	0.033411269139944452
9	32	256	compositional_ridge	O	0.033411269139944452
9	32	256	compositional_ridge	D	0.033411269139944452
9	32	256	CPA_0.8.8	S	0.08989142649727544
9	32	256	CPA_0.8.8	M	0.089891426497275412
9	32	256	CPA_0.8.8	P	0.098797840031205592
9	32	256	CPA_0.8.8	O	0.096999689100680908
9	32	256	CPA_0.8.8	D	0.097898764565943222
9	32	256	zero_effect	S	0.10326577913151645
9	32	256	zero_effect	M	0.10326577913151645
9	32	256	zero_effect	P	0.10326577913151645
9	32	256	zero_effect	O	0.10326577913151645
9	32	256	zero_effect	D	0.10326577913151645
9	64	512	additive	S	0.026195167136201958
9	64	512	additive	M	0.026195167136201958
9	64	512	additive	P	0.030227690868202386
9	64	512	additive	O	0.030227690868202386
9	64	512	additive	D	0.030227690868202386
9	64	512	compositional_ridge	S	0.025403931071276635
9	64	512	compositional_ridge	M	0.025403931071276635
9	64	512	compositional_ridge	P	0.029436454803277074
9	64	512	compositional_ridge	O	0.029436454803277074
9	64	512	compositional_ridge	D	0.029436454803277074
9	64	512	CPA_0.8.8	S	0.09216876112387952
9	64	512	CPA_0.8.8	M	0.09216876112387952
9	64	512	CPA_0.8.8	P	0.096677868664823641
9	64	512	CPA_0.8.8	O	0.095724701046936353
9	64	512	CPA_0.8.8	D	0.096201284855879962
9	64	512	zero_effect	S	0.10383969557077088
9	64	512	zero_effect	M	0.10383969557077088
