dataset	regime	depth	policy_code	family	utility
parse	common128	32	D	CellOT	-0.07554024793216814
parse	common128	40	S	NC	-0.033902130644972425
parse	common128	40	S	CM	-0.03672872806726152
parse	common128	40	S	TW	-0.03446306673908159
parse	common128	40	S	PCA	-0.034455990045574196
parse	common128	40	S	RBF	-0.03214774818276074
parse	common128	40	S	scGen	-0.01783110747491956
parse	common128	40	S	CPA	-0.17364590289863957
parse	common128	40	S	CellOT	-0.024345720795729425
parse	common128	40	M	NC	-0.033902130644972425
parse	common128	40	M	CM	-0.03672872806726152
parse	common128	40	M	TW	-0.03446306673908159
parse	common128	40	M	PCA	-0.034455990045574196
parse	common128	40	M	RBF	-0.03214774818276074
parse	common128	40	M	scGen	-0.01783110747496334
parse	common128	40	M	CPA	-0.1736459028985375
parse	common128	40	M	CellOT	-0.024345720795771946
parse	common128	40	P	NC	-0.033902130644972425
parse	common128	40	P	CM	-0.03672872806726152
parse	common128	40	P	TW	-0.03446306673908159
parse	common128	40	P	PCA	-0.034455990045574196
parse	common128	40	P	RBF	-0.03214774818276074
parse	common128	40	P	scGen	-0.06121331240818081
parse	common128	40	P	CPA	-0.2167442576806505
parse	common128	40	P	CellOT	-0.06800149028678432
parse	common128	40	O	NC	-0.03390213064497243
parse	common128	40	O	CM	-0.03672872806726152
parse	common128	40	O	TW	-0.03446306673908159
parse	common128	40	O	PCA	-0.034455990045574196
parse	common128	40	O	RBF	-0.03214774818276074
parse	common128	40	O	scGen	-0.05575351072946331
parse	common128	40	O	CPA	-0.21185215630456608
parse	common128	40	O	CellOT	-0.06199455949246545
parse	common128	40	D	NC	-0.033902130644972425
parse	common128	40	D	CM	-0.03672872806726152
parse	common128	40	D	TW	-0.03446306673908159
parse	common128	40	D	PCA	-0.034455990045574196
parse	common128	40	D	RBF	-0.03214774818276074
parse	common128	40	D	scGen	-0.05848341156884608
parse	common128	40	D	CPA	-0.21429820699253213
parse	common128	40	D	CellOT	-0.06499802488965163
parse	common128	48	S	NC	-0.030515279084579364
parse	common128	48	S	CM	-0.03334186997471002
parse	common128	48	S	TW	-0.031076224624387652
parse	common128	48	S	PCA	-0.03106914609909716
parse	common128	48	S	RBF	-0.02876092699583244
parse	common128	48	S	scGen	-0.017634659875607663
parse	common128	48	S	CPA	-0.17341901577022464
parse	common128	48	S	CellOT	-0.024093365228830824
parse	common128	48	M	NC	-0.030515279084579364
parse	common128	48	M	CM	-0.03334186997471002
parse	common128	48	M	TW	-0.031076224624387652
parse	common128	48	M	PCA	-0.03106914609909716
parse	common128	48	M	RBF	-0.02876092699583244
parse	common128	48	M	scGen	-0.017634659875606095
parse	common128	48	M	CPA	-0.1734190157701403
parse	common128	48	M	CellOT	-0.024093365228831126
parse	common128	48	P	NC	-0.030515279084579364
parse	common128	48	P	CM	-0.03334186997471002
parse	common128	48	P	TW	-0.031076224624387652
parse	common128	48	P	PCA	-0.03106914609909716
parse	common128	48	P	RBF	-0.02876092699583244
parse	common128	48	P	scGen	-0.053789984868557926
parse	common128	48	P	CPA	-0.2093362465243954
parse	common128	48	P	CellOT	-0.06047691926506095
parse	common128	48	O	NC	-0.030515279084579364
parse	common128	48	O	CM	-0.03334186997471002
parse	common128	48	O	TW	-0.031076224624387652
parse	common128	48	O	PCA	-0.031069146099097156
parse	common128	48	O	RBF	-0.02876092699583244
parse	common128	48	O	scGen	-0.049238616412125964
parse	common128	48	O	CPA	-0.20526106654555612
parse	common128	48	O	CellOT	-0.05546909272204261
parse	common128	48	D	NC	-0.030515279084579364
parse	common128	48	D	CM	-0.03334186997471002
parse	common128	48	D	TW	-0.031076224624387652
parse	common128	48	D	PCA	-0.03106914609909716
parse	common128	48	D	RBF	-0.02876092699583244
parse	common128	48	D	scGen	-0.051514300640342466
parse	common128	48	D	CPA	-0.20729865653491883
parse	common128	48	D	CellOT	-0.0579730059935538
