realization_id	seed	shared_pca64_minus_scgen	split_pca64_minus_scgen	rotation_pca64_minus_scgen	split_minus_shared_shift	rotation_minus_shared_shift	direction_pattern_passed
q1	17	-0.0339990537976535	0.12031850891433962	0.12466578191228986	0.15431756271199312	0.15866483570994336	true
q2	29	-0.032932379893415922	0.12160800818605973	0.12506030825084774	0.15454038807947565	0.15799268814426365	true
q3	43	-0.032876957472577323	0.12243530473472512	0.12594173879337409	0.15531226220730243	0.15881869626595141	true
q4	763929762	-0.032720770346453598	0.12129325483030941	0.12514184973117448	0.15401402517676299	0.15786262007762808	true
q5	85508424	-0.030857366193047579	0.12249462655794911	0.12615546209390543	0.1533519927509967	0.15701282828695301	true

