role_a	role_b	depth	model	model_kind	metric	metric_direction	task_count	allocation_count	directed_contrasts_per_allocation	total_task_mean_contrasts	mean_abs_task_score_change	minimum_task_mean_change	maximum_task_mean_change	mean_abs_task_mean_change	gap_0_positive_count	gap_0_negative_count	gap_0_within_count	gap_0p005_positive_count	gap_0p005_negative_count	gap_0p005_within_count	gap_0p01_positive_count	gap_0p01_negative_count	gap_0p01_within_count	gap_0p02_positive_count	gap_0p02_negative_count	gap_0p02_within_count
Cobs	Cpred	135	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.01893104964123737	-0.03284558358705942	0.03284558358705942	0.01893104964123725	1620	1620	0	1620	1620	0	1620	1620	0	540	540	2160
Cobs	Cpred	135	additive	state	centroid_accuracy	higher	55	30	108	3240	0.001224591594961662	-0.002356902356902355	0.002356902356902355	0.0005836139169472356	1326	1326	588	0	0	3240	0	0	3240	0	0	3240
Cobs	Cpred	135	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0.002428659629652806	-0.004312736099422631	0.004312736099422632	0.002428659629652754	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cobs	Cpred	135	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0.003801647591856508	-0.00671543542487861	0.00671543542487861	0.003801647591856367	1620	1620	0	540	540	2160	0	0	3240	0	0	3240
Cobs	Cpred	135	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.04273049313763149	-0.0741260274112437	0.0741260274112437	0.04273049313763181	1620	1620	0	1620	1620	0	1620	1620	0	1620	1620	0
Cobs	Cpred	135	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0.006357401172212569	-0.00404040404040404	0.00404040404040404	0.001005112856964712	1392	1392	456	0	0	3240	0	0	3240	0	0	3240
Cobs	Cpred	135	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cpred	135	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cpred	135	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cpred	135	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cpred	135	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cpred	135	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cpred	135	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cpred	135	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	selected_CPA	state	standardized_MSE	lower	55	30	108	3240	0.004420355227722481	-0.01819996940489431	0.01819996940489431	0.004420296119752178	1620	1620	0	528	528	2184	84	84	3072	0	0	3240
Cobs	Cmodel	8	selected_CPA	state	raw_RMSE	lower	55	30	108	3240	0.003180492948898475	-0.01623307522632585	0.01623307522632585	0.003142673171994245	1620	1620	0	250	250	2740	30	30	3180	0	0	3240
Cobs	Cmodel	8	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.02838270785738982	-0.0875743019490494	0.0875743019490494	0.01774531622662108	1620	1620	0	1012	1012	1216	788	788	1664	638	638	1964
Cobs	Cmodel	8	selected_CPA	state	centroid_accuracy	higher	55	30	108	3240	0.01828324396227066	-0.01346801346801346	0.01346801346801346	0.002637901650247341	1556	1556	128	232	232	2776	4	4	3232	0	0	3240
Cobs	Cmodel	8	original_CPA_fixed	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	original_CPA_fixed	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	original_CPA_fixed	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	additive	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	additive	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	additive	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	8	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	selected_CPA	state	standardized_MSE	lower	55	30	108	3240	0.002158215031656289	-0.007956728565134791	0.007956728565134791	0.002158130305281781	1620	1620	0	78	78	3084	0	0	3240	0	0	3240
Cobs	Cmodel	16	selected_CPA	state	raw_RMSE	lower	55	30	108	3240	0.001698935961603397	-0.007581469364985068	0.007581469364985068	0.001683336419210057	1620	1620	0	26	26	3188	0	0	3240	0	0	3240
Cobs	Cmodel	16	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.01812333305903379	-0.05649545007783096	0.05649545007783096	0.011242404510711	1620	1620	0	956	956	1328	668	668	1904	314	314	2612
Cobs	Cmodel	16	selected_CPA	state	centroid_accuracy	higher	55	30	108	3240	0.01501600365798048	-0.01077441077441077	0.01077441077441077	0.002249657064471903	1542	1542	156	138	138	2964	2	2	3236	0	0	3240
Cobs	Cmodel	16	original_CPA_fixed	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	original_CPA_fixed	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	original_CPA_fixed	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	additive	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	additive	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	additive	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	16	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	selected_CPA	state	standardized_MSE	lower	55	30	108	3240	0.001117661515357664	-0.004313738697760526	0.004313738697760526	0.001117464404381608	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	selected_CPA	state	raw_RMSE	lower	55	30	108	3240	0.0009422752183132087	-0.003913255329045084	0.003913255329045082	0.0009373436013763096	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.0108273109089297	-0.03295984545743609	0.03295984545743609	0.005739847218551686	1620	1620	0	692	692	1856	296	296	2648	36	36	3168
Cobs	Cmodel	32	selected_CPA	state	centroid_accuracy	higher	55	30	108	3240	0.01190090202434661	-0.007744107744107746	0.007744107744107749	0.001818181818181835	1546	1546	148	52	52	3136	0	0	3240	0	0	3240
Cobs	Cmodel	32	original_CPA_fixed	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	original_CPA_fixed	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	original_CPA_fixed	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	additive	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	additive	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	additive	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	32	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	selected_CPA	state	standardized_MSE	lower	55	30	108	3240	0.0005269047161444598	-0.00210752792429896	0.00210752792429896	0.0005268919161810192	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	selected_CPA	state	raw_RMSE	lower	55	30	108	3240	0.0004625549580992462	-0.001985211725980671	0.001985211725980671	0.0004615187729121385	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.005650981557142905	-0.01414030160366354	0.01414030160366354	0.00259287267221729	1620	1620	0	232	232	2776	18	18	3204	0	0	3240
Cobs	Cmodel	64	selected_CPA	state	centroid_accuracy	higher	55	30	108	3240	0.009377727896235097	-0.006734006734006745	0.006734006734006742	0.001495614582034342	1508	1508	224	14	14	3212	0	0	3240	0	0	3240
Cobs	Cmodel	64	original_CPA_fixed	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	original_CPA_fixed	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	original_CPA_fixed	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	additive	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	additive	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	additive	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	64	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	selected_CPA	state	standardized_MSE	lower	55	30	108	3240	0.0002619765273161833	-0.0009579837241838673	0.0009579837241838675	0.0002619726634217036	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	selected_CPA	state	raw_RMSE	lower	55	30	108	3240	0.0002343187726198485	-0.0008912727552660311	0.0008912727552660312	0.0002340225364164358	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.00300762486934295	-0.006237609434089908	0.006237609434089911	0.001229561161030667	1620	1620	0	10	10	3220	0	0	3240	0	0	3240
Cobs	Cmodel	128	selected_CPA	state	centroid_accuracy	higher	55	30	108	3240	0.007403250613119553	-0.006397306397306401	0.006397306397306401	0.00127862992060523	1480	1480	280	4	4	3232	0	0	3240	0	0	3240
Cobs	Cmodel	128	original_CPA_fixed	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	original_CPA_fixed	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	original_CPA_fixed	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	additive	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	additive	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	additive	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	128	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	selected_CPA	state	standardized_MSE	lower	55	30	108	3240	0.0002510651554180654	-0.0008945385645923506	0.0008945385645923507	0.0002510552630484352	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	selected_CPA	state	raw_RMSE	lower	55	30	108	3240	0.0002246012306302091	-0.0008478610704354482	0.0008478610704354483	0.0002243173576763432	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.002847737010307296	-0.005261151697304131	0.005261151697304129	0.001154285652064019	1620	1620	0	4	4	3232	0	0	3240	0	0	3240
Cobs	Cmodel	135	selected_CPA	state	centroid_accuracy	higher	55	30	108	3240	0.007384129359430425	-0.007070707070707079	0.007070707070707079	0.00135428357650581	1498	1498	244	14	14	3212	0	0	3240	0	0	3240
Cobs	Cmodel	135	original_CPA_fixed	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	original_CPA_fixed	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	original_CPA_fixed	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	additive	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	additive	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	additive	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cobs	Cmodel	135	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
