role	depth	model	model_kind	metric	metric_direction	task_count	allocation_count	directed_contrasts_per_allocation	total_task_mean_contrasts	mean_abs_task_score_change	minimum_task_mean_change	maximum_task_mean_change	mean_abs_task_mean_change	gap_0_positive_count	gap_0_negative_count	gap_0_within_count	gap_0p005_positive_count	gap_0p005_negative_count	gap_0p005_within_count	gap_0p01_positive_count	gap_0p01_negative_count	gap_0p01_within_count	gap_0p02_positive_count	gap_0p02_negative_count	gap_0p02_within_count
Cpred	128	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	135	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.002421099899318825	-0.008891005015924996	0.008891005015924996	0.002227443529188007	810	810	0	58	58	1504	0	0	1620	0	0	1620
Cpred	135	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.002083337087570661	-0.006916016982468255	0.006916016982468255	0.001844008017161794	810	810	0	25	25	1570	0	0	1620	0	0	1620
Cpred	135	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.02343787730975668	-0.03823640490753991	0.03823640490753991	0.01013167998240217	810	810	0	560	560	500	350	350	920	90	90	1440
Cpred	135	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.007153842956311027	-0.007744107744107744	0.007744107744107744	0.001855592966704078	763	763	94	26	26	1568	0	0	1620	0	0	1620
Cpred	135	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0.002580168875209195	-0.009581879224254257	0.009581879224254257	0.002399112201691148	810	810	0	78	78	1464	0	0	1620	0	0	1620
Cpred	135	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0.001988339769550715	-0.007025310349122462	0.007025310349122462	0.001765483743698057	810	810	0	18	18	1584	0	0	1620	0	0	1620
Cpred	135	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.02021499455884121	-0.02321517086760409	0.02321517086760409	0.006105881823465795	810	810	0	408	408	804	165	165	1290	6	6	1608
Cpred	135	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0.005205137797730713	-0.004040404040404046	0.004040404040404046	0.0008679386457164164	705	705	210	0	0	1620	0	0	1620	0	0	1620
Cpred	135	additive	state	standardized_MSE	lower	55	30	54	1620	0.001549735647490579	-0.003080412672535927	0.003080412672535927	0.001331647056820418	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cpred	135	additive	state	raw_RMSE	lower	55	30	54	1620	0.0022165657052187	-0.004458888865646401	0.004458888865646401	0.001941943374982483	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cpred	135	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.01110095599119285	-0.01956009311075509	0.01956009311075509	0.009910296118537608	810	810	0	543	543	534	540	540	540	0	0	1620
Cpred	135	additive	state	centroid_accuracy	higher	55	30	54	1620	0.001144781144781174	-0.004377104377104375	0.004377104377104375	0.0008654445691482646	663	663	294	0	0	1620	0	0	1620	0	0	1620
Cpred	135	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0.001581992633626035	-0.003751318329174759	0.003751318329174759	0.001369398914985221	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cpred	135	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0.002379940506916435	-0.005026233416836921	0.005026233416836921	0.00207596963013021	810	810	0	3	3	1614	0	0	1620	0	0	1620
Cpred	135	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.02459571974587306	-0.04251924714069315	0.04251924714069315	0.02234516485945518	810	810	0	597	597	426	540	540	540	540	540	540
Cpred	135	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0.007085671530114043	-0.01245791245791245	0.01245791245791245	0.003304651452799604	771	771	78	207	207	1206	9	9	1602	0	0	1620
Cpred	135	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	135	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	135	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	135	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	135	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	135	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	135	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	135	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.009220338605325134	-0.04016970314841895	0.04016970314841895	0.008539029118365977	810	810	0	493	493	634	270	270	1080	68	68	1484
Cmodel	8	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.006762810634487797	-0.02579961819980172	0.02579961819980172	0.006074379105917261	810	810	0	392	392	836	158	158	1304	9	9	1602
Cmodel	8	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.04810747021477759	-0.1411609665902449	0.1411609665902449	0.02573932306842262	810	810	0	676	676	268	571	571	478	400	400	820
Cmodel	8	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.02178659018164005	-0.02693602693602693	0.02693602693602693	0.006615953776447618	793	793	34	462	462	696	185	185	1250	7	7	1606
Cmodel	8	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	additive	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	additive	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	additive	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	8	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.006459549519482037	-0.0238530531455845	0.0238530531455845	0.006045286383672038	810	810	0	410	410	800	165	165	1290	5	5	1610
Cmodel	16	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.005051041549940803	-0.01640250004820391	0.01640250004820391	0.004560056005607303	810	810	0	326	326	968	68	68	1484	0	0	1620
Cmodel	16	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.03844551909511749	-0.1067740415266811	0.1067740415266811	0.02157109571246816	810	810	0	712	712	196	594	594	432	351	351	918
Cmodel	16	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.01604938271603971	-0.01616161616161616	0.01616161616161616	0.004772831192584287	790	790	40	334	334	952	83	83	1454	0	0	1620
Cmodel	16	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	additive	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	additive	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	additive	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	16	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.004363346006354703	-0.01622359099617713	0.01622359099617713	0.004080103683682318	810	810	0	254	254	1112	43	43	1534	0	0	1620
Cmodel	32	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.003559158064256319	-0.01193729739257665	0.01193729739257665	0.0032119346046876	810	810	0	181	181	1258	6	6	1608	0	0	1620
Cmodel	32	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.02992448087562907	-0.06777369333837979	0.06777369333837979	0.0160874144511715	810	810	0	656	656	308	531	531	558	242	242	1136
Cmodel	32	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.01203059400589613	-0.01212121212121212	0.01212121212121212	0.003273891175125748	784	784	52	182	182	1256	14	14	1592	0	0	1620
Cmodel	32	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	additive	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	additive	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	additive	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	32	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.002787645772398254	-0.009323243838496791	0.009323243838496791	0.002553751717183985	810	810	0	119	119	1382	0	0	1620	0	0	1620
Cmodel	64	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.002334785082360822	-0.007121946835022934	0.007121946835022934	0.002061073169407527	810	810	0	60	60	1500	0	0	1620	0	0	1620
Cmodel	64	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.02230455842569638	-0.04302103030543548	0.04302103030543548	0.0114914556836176	810	810	0	615	615	390	372	372	876	126	126	1368
Cmodel	64	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.008850646381507572	-0.009427609427609418	0.009427609427609418	0.002391819428856464	770	770	80	98	98	1424	0	0	1620	0	0	1620
Cmodel	64	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	additive	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	additive	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	additive	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	64	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.00191257361821849	-0.006204687337209777	0.006204687337209777	0.001767444041091868	810	810	0	18	18	1584	0	0	1620	0	0	1620
Cmodel	128	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.001614838978621975	-0.004851869413036606	0.004851869413036606	0.001435300801389105	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.01593753579281956	-0.03315415051048557	0.03315415051048557	0.008484711626567266	810	810	0	475	475	670	286	286	1048	51	51	1518
Cmodel	128	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.006576879910212492	-0.007407407407407412	0.007407407407407412	0.001774951157667205	764	764	92	29	29	1562	0	0	1620	0	0	1620
Cmodel	128	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	additive	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	additive	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	additive	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	128	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.001891854956522625	-0.006395664672034511	0.006395664672034511	0.001755037788981073	810	810	0	11	11	1598	0	0	1620	0	0	1620
Cmodel	135	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.001596230849174778	-0.004973694886366785	0.004973694886366785	0.001416808941793892	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.01567820079511868	-0.02832217047134343	0.02832217047134343	0.008143864376546356	810	810	0	465	465	690	289	289	1042	47	47	1526
Cmodel	135	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.006567734962795968	-0.008417508417508423	0.008417508417508423	0.001769131645674847	755	755	110	27	27	1566	0	0	1620	0	0	1620
Cmodel	135	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	additive	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	additive	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	additive	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cmodel	135	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
