role	depth	model	model_kind	metric	metric_direction	task_count	allocation_count	directed_contrasts_per_allocation	total_task_mean_contrasts	mean_abs_task_score_change	minimum_task_mean_change	maximum_task_mean_change	mean_abs_task_mean_change	gap_0_positive_count	gap_0_negative_count	gap_0_within_count	gap_0p005_positive_count	gap_0p005_negative_count	gap_0p005_within_count	gap_0p01_positive_count	gap_0p01_negative_count	gap_0p01_within_count	gap_0p02_positive_count	gap_0p02_negative_count	gap_0p02_within_count
Cobs	128	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0.005026931457147854	-0.002980485315054678	0.002980485315054678	0.0008897626802990414	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cobs	128	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0.003135054246164798	-0.002693602693602692	0.002693602693602692	0.0008679386457164133	720	720	180	0	0	1620	0	0	1620	0	0	1620
Cobs	135	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.002419102406861256	-0.008891005015924996	0.008891005015924996	0.002224180452591782	810	810	0	55	55	1510	0	0	1620	0	0	1620
Cobs	135	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.002081629404846781	-0.006916016982468255	0.006916016982468255	0.001839982173833754	810	810	0	25	25	1570	0	0	1620	0	0	1620
Cobs	135	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.02343124248793553	-0.03823640490753991	0.03823640490753991	0.0100973416372903	810	810	0	560	560	500	350	350	920	87	87	1446
Cobs	135	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.007211206717378459	-0.007744107744107744	0.007744107744107744	0.001869726067256935	765	765	90	27	27	1566	0	0	1620	0	0	1620
Cobs	135	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0.002578117694537196	-0.009581879224254257	0.009581879224254257	0.00239766259172938	810	810	0	81	81	1458	0	0	1620	0	0	1620
Cobs	135	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0.00198859048548603	-0.007025310349122462	0.007025310349122462	0.001764419839746218	810	810	0	18	18	1584	0	0	1620	0	0	1620
Cobs	135	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.02023738972641391	-0.02321517086760409	0.02321517086760409	0.006125182505570609	810	810	0	423	423	774	168	168	1284	6	6	1608
Cobs	135	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0.005264995635366329	-0.004040404040404044	0.004040404040404044	0.0008454919566030634	708	708	204	0	0	1620	0	0	1620	0	0	1620
Cobs	135	additive	state	standardized_MSE	lower	55	30	54	1620	0.001552898252873822	-0.003080412672535927	0.003080412672535927	0.001337927780125506	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cobs	135	additive	state	raw_RMSE	lower	55	30	54	1620	0.002221930118872955	-0.004458888865646401	0.004458888865646401	0.00195389914923373	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cobs	135	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.01110801777795145	-0.01956009311075509	0.01956009311075509	0.009974295081873617	810	810	0	540	540	540	540	540	540	0	0	1620
Cobs	135	additive	state	centroid_accuracy	higher	55	30	54	1620	0.001152263374485626	-0.004377104377104375	0.004377104377104375	0.000890385334829769	678	678	264	0	0	1620	0	0	1620	0	0	1620
Cobs	135	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0.001581201829400069	-0.003751318329174759	0.003751318329174759	0.001367190197830234	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cobs	135	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0.002378698174606146	-0.005026233416836921	0.005026233416836921	0.002073208355171358	810	810	0	3	3	1614	0	0	1620	0	0	1620
Cobs	135	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.02458667502519714	-0.04251924714069315	0.04251924714069315	0.02233837842095109	810	810	0	591	591	438	546	546	528	540	540	540
Cobs	135	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0.006953485472002093	-0.01245791245791245	0.01245791245791245	0.003187429854096513	774	774	72	192	192	1236	12	12	1596	0	0	1620
Cobs	135	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0.002278867084265945	-0.007766672324981348	0.007766672324981348	0.002143161406027074	810	810	0	54	54	1512	0	0	1620	0	0	1620
Cobs	135	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0.001600895409031282	-0.005405345587492712	0.005405345587492712	0.001453673200737841	810	810	0	9	9	1602	0	0	1620	0	0	1620
Cobs	135	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0.01176567770212424	-0.008084830466056431	0.008084830466056431	0.00221756568386777	810	810	0	72	72	1476	0	0	1620	0	0	1620
Cobs	135	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0.004219977553310612	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cobs	135	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0.0006767636631987526	-0.0003829804620451039	0.0003829804620451039	0.0001468639481885135	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cobs	135	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0.001019514848503064	-0.0006968009685823196	0.0006968009685823196	0.0002553487747029364	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cobs	135	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0.005010101341628354	-0.002924870082737613	0.002924870082737613	0.0008518082617435186	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cobs	135	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0.003262252151140494	-0.002693602693602693	0.002693602693602693	0.0008679386457164144	684	684	252	0	0	1620	0	0	1620	0	0	1620
Cpred	8	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.02381370522349625	-0.06759071969973207	0.06759071969973207	0.02346039805380389	810	810	0	704	704	212	631	631	358	477	477	666
Cpred	8	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.01815065856829171	-0.04497140222770644	0.04497140222770644	0.01784627038525629	810	810	0	668	668	284	573	573	474	387	387	846
Cpred	8	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.09857460433867028	-0.1547450576613754	0.1547450576613754	0.04083157829071491	810	810	0	759	759	102	691	691	238	583	583	454
Cpred	8	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.02339526956809829	-0.03097643097643097	0.03097643097643097	0.006742320322567233	795	795	30	466	466	688	211	211	1198	8	8	1604
Cpred	8	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0.02408462516617667	-0.0632869491822344	0.0632869491822344	0.02379875205205922	810	810	0	720	720	180	657	657	306	453	453	714
Cpred	8	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0.01711903147929997	-0.04195924167652477	0.04195924167652477	0.01689465943697459	810	810	0	690	690	240	579	579	462	327	327	966
Cpred	8	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.1166577838816003	-0.108263901291421	0.108263901291421	0.0356240580345854	810	810	0	768	768	84	711	711	198	567	567	486
Cpred	8	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0.01674024192541593	-0.01548821548821549	0.01548821548821549	0.003456790123456813	777	777	66	213	213	1194	27	27	1566	0	0	1620
Cpred	8	additive	state	standardized_MSE	lower	55	30	54	1620	0.0218820651382933	-0.0419440516015681	0.0419440516015681	0.02125764121914252	810	810	0	573	573	474	540	540	540	540	540	540
Cpred	8	additive	state	raw_RMSE	lower	55	30	54	1620	0.02455700891582718	-0.04504029522189618	0.04504029522189618	0.02400826580085691	810	810	0	570	570	480	540	540	540	540	540	540
Cpred	8	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.113181184422267	-0.1839317295560582	0.1839317295560582	0.1090461393768822	810	810	0	699	699	222	591	591	438	549	549	522
Cpred	8	additive	state	centroid_accuracy	higher	55	30	54	1620	0.007372490335452743	-0.02491582491582492	0.02491582491582492	0.004282329467514647	777	777	66	267	267	1086	84	84	1452	3	3	1614
Cpred	8	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0.02196512072000222	-0.04172430353268021	0.04172430353268021	0.02139732591287963	810	810	0	582	582	456	543	543	534	540	540	540
Cpred	8	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0.0255163796964061	-0.04564382631980192	0.04564382631980192	0.02495953385673401	810	810	0	570	570	480	543	543	534	540	540	540
Cpred	8	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.1877693952730696	-0.3228347367939337	0.3228347367939337	0.1822490640695987	810	810	0	759	759	102	702	702	216	618	618	384
Cpred	8	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0.02734505549320506	-0.07407407407407407	0.07407407407407407	0.0149021074947001	804	804	12	633	633	354	453	453	714	216	216	1188
Cpred	8	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	8	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	8	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	8	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	8	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	8	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	8	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	8	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	16	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.01287366210536375	-0.03759009874243205	0.03759009874243205	0.0124451457744681	810	810	0	631	631	358	466	466	688	141	141	1338
Cpred	16	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.01045289492557553	-0.02753261162498721	0.02753261162498721	0.01006471002347434	810	810	0	603	603	414	384	384	852	68	68	1484
Cpred	16	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.07752140664316934	-0.1216319342425556	0.1216319342425556	0.03119760721829539	810	810	0	741	741	138	669	669	282	516	516	588
Cpred	16	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.01733798894291625	-0.01750841750841751	0.01750841750841751	0.005017250696263063	795	795	30	368	368	884	109	109	1402	0	0	1620
Cpred	16	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0.01317941492849321	-0.0367034755595499	0.0367034755595499	0.01269892605414623	810	810	0	636	636	348	465	465	690	156	156	1308
Cpred	16	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0.009858826023993088	-0.02554446621345597	0.02554446621345597	0.009470722768246684	810	810	0	582	582	456	342	342	936	60	60	1500
Cpred	16	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.08306417291442598	-0.0767228740108747	0.0767228740108747	0.02537326294794888	810	810	0	723	723	174	639	639	342	450	450	720
Cpred	16	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0.01232073824665748	-0.009427609427609425	0.009427609427609425	0.002671156004489345	768	768	84	126	126	1368	0	0	1620	0	0	1620
Cpred	16	additive	state	standardized_MSE	lower	55	30	54	1620	0.01111946828785723	-0.02081826686293794	0.02081826686293794	0.01059430693912223	810	810	0	540	540	540	540	540	540	6	6	1608
Cpred	16	additive	state	raw_RMSE	lower	55	30	54	1620	0.01391777755663496	-0.02545906315540207	0.02545906315540207	0.01336144770653999	810	810	0	543	543	534	540	540	540	171	171	1278
Cpred	16	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.06847664788797936	-0.1091514429066627	0.1091514429066627	0.06534514042340332	810	810	0	633	633	354	549	549	522	540	540	540
Cpred	16	additive	state	centroid_accuracy	higher	55	30	54	1620	0.005040528744232742	-0.01245791245791245	0.01245791245791245	0.003122583863324617	771	771	78	168	168	1284	24	24	1572	0	0	1620
Cpred	16	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0.01124219576090887	-0.02159104318567929	0.02159104318567929	0.0108551489546174	810	810	0	546	546	528	540	540	540	18	18	1584
Cpred	16	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0.01468043643333851	-0.02643877064291658	0.02643877064291658	0.01420923019303217	810	810	0	552	552	516	540	540	540	273	273	1074
Cpred	16	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.127054569337927	-0.2168690266888466	0.2168690266888466	0.1226524854080694	810	810	0	744	744	132	687	687	246	591	591	438
Cpred	16	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0.02029430103503676	-0.04242424242424243	0.04242424242424243	0.01062975433345805	801	801	18	555	555	510	360	360	900	111	111	1398
Cpred	16	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	16	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	16	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	16	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	16	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	16	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	16	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	16	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	32	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.007170431886684807	-0.02505474815816235	0.02505474815816235	0.006780782889059931	810	810	0	468	468	684	194	194	1232	8	8	1604
Cpred	32	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.006063243303295844	-0.0189923434312875	0.0189923434312875	0.005658997761039823	810	810	0	422	422	776	111	111	1398	0	0	1620
Cpred	32	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.05545565232308895	-0.08951146263375763	0.08951146263375763	0.02246655997866853	810	810	0	715	715	190	603	603	414	393	393	834
Cpred	32	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.01272477865069768	-0.01313131313131313	0.01313131313131313	0.003461778276593097	788	788	44	211	211	1198	14	14	1592	0	0	1620
Cpred	32	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0.007420859037869231	-0.02368193937137433	0.02368193937137433	0.007029816366584759	810	810	0	471	471	678	222	222	1176	12	12	1596
Cpred	32	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0.005698029047336646	-0.016630020476594	0.016630020476594	0.005298677683032579	810	810	0	393	393	834	102	102	1416	0	0	1620
Cpred	32	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.05422937884526744	-0.04985966482426706	0.04985966482426706	0.01649158938941619	810	810	0	687	687	246	534	534	552	282	282	1056
Cpred	32	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0.009003616411020113	-0.007070707070707071	0.007070707070707071	0.001780770669659563	756	756	108	21	21	1578	0	0	1620	0	0	1620
Cpred	32	additive	state	standardized_MSE	lower	55	30	54	1620	0.005786899256453267	-0.01223813605223668	0.01223813605223668	0.005431438378366632	810	810	0	540	540	540	30	30	1560	0	0	1620
Cpred	32	additive	state	raw_RMSE	lower	55	30	54	1620	0.007787479132269806	-0.0157985298584012	0.0157985298584012	0.007374776298311179	810	810	0	543	543	534	330	330	960	0	0	1620
Cpred	32	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.03912114858009189	-0.06495741626056031	0.06495741626056031	0.03685285801367262	810	810	0	567	567	486	540	540	540	540	540	540
Cpred	32	additive	state	centroid_accuracy	higher	55	30	54	1620	0.003062726025688477	-0.007070707070707067	0.007070707070707067	0.001965332335702702	765	765	90	39	39	1542	0	0	1620	0	0	1620
Cpred	32	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0.005845322233816875	-0.01225991821703486	0.01225991821703486	0.005530944099672299	810	810	0	540	540	540	39	39	1542	0	0	1620
Cpred	32	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0.008257692651314858	-0.01599602713316955	0.01599602713316955	0.007833885433469405	810	810	0	540	540	540	414	414	792	0	0	1620
Cpred	32	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.0791055368446737	-0.1338054010902588	0.1338054010902588	0.07573871527066678	810	810	0	699	699	222	621	621	378	549	549	522
Cpred	32	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0.01437086918568007	-0.02727272727272729	0.02727272727272729	0.007389948871430409	807	807	6	480	480	660	255	255	1110	21	21	1578
Cpred	32	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	32	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	32	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	32	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	32	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	32	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	32	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	32	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	64	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.004039251242135302	-0.01337203606752837	0.01337203606752837	0.003760004090928395	810	810	0	225	225	1170	25	25	1570	0	0	1620
Cpred	64	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.003478394859544051	-0.01039817466145516	0.01039817466145516	0.003158864018029544	810	810	0	150	150	1320	4	4	1612	0	0	1620
Cpred	64	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.03692438224686315	-0.05394356893818993	0.05394356893818993	0.01524788438512884	810	810	0	659	659	302	483	483	654	245	245	1130
Cpred	64	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.009341148106576654	-0.009090909090909096	0.009090909090909096	0.002396807581992767	773	773	74	92	92	1436	0	0	1620	0	0	1620
Cpred	64	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0.004232537558429525	-0.01437935109291368	0.01437935109291368	0.003980729399258772	810	810	0	255	255	1110	36	36	1548	0	0	1620
Cpred	64	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0.003293721024447105	-0.01014460768793691	0.01014460768793691	0.002999049130175265	810	810	0	141	141	1338	3	3	1614	0	0	1620
Cpred	64	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.03365081808945432	-0.03527537449709902	0.03527537449709902	0.01021523805304363	810	810	0	594	594	432	330	330	960	78	78	1464
Cpred	64	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0.006616785135302923	-0.005050505050505057	0.005050505050505057	0.001119840379099628	711	711	198	3	3	1614	0	0	1620	0	0	1620
Cpred	64	additive	state	standardized_MSE	lower	55	30	54	1620	0.002994123251812137	-0.006388828693903431	0.006388828693903431	0.002721470311540027	810	810	0	33	33	1554	0	0	1620	0	0	1620
Cpred	64	additive	state	raw_RMSE	lower	55	30	54	1620	0.004209371622370409	-0.008924180451792871	0.008924180451792871	0.003872580451596228	810	810	0	372	372	876	0	0	1620	0	0	1620
Cpred	64	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.02142136616411032	-0.03764576106284469	0.03764576106284469	0.01979763557943665	810	810	0	549	549	522	540	540	540	540	540	540
Cpred	64	additive	state	centroid_accuracy	higher	55	30	54	1620	0.001865569272976598	-0.004713804713804714	0.004713804713804714	0.001271979049756818	735	735	150	0	0	1620	0	0	1620	0	0	1620
Cpred	64	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0.003031556317061477	-0.00667217335680003	0.00667217335680003	0.002785681361050428	810	810	0	66	66	1488	0	0	1620	0	0	1620
Cpred	64	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0.004494097181928019	-0.008746238395023828	0.008746238395023828	0.004143990923719271	810	810	0	435	435	750	0	0	1620	0	0	1620
Cpred	64	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.04587822256631303	-0.08235447674466834	0.08235447674466834	0.04314503446931826	810	810	0	654	654	312	576	576	468	540	540	540
Cpred	64	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0.00978925052998931	-0.01952861952861953	0.01952861952861953	0.004803591470258139	780	780	60	333	333	954	90	90	1440	0	0	1620
Cpred	64	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	64	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	64	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	64	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	64	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	64	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	64	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	64	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	128	selected_CPA	state	standardized_MSE	lower	55	30	54	1620	0.002491369232632243	-0.008907691002046003	0.008907691002046003	0.002295388598427972	810	810	0	66	66	1488	0	0	1620	0	0	1620
Cpred	128	selected_CPA	state	raw_RMSE	lower	55	30	54	1620	0.002144748080757547	-0.00697426349173433	0.00697426349173433	0.001905621645057357	810	810	0	32	32	1556	0	0	1620	0	0	1620
Cpred	128	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.02415829868489545	-0.03947164727328063	0.03947164727328063	0.01063787909285457	810	810	0	576	576	468	365	365	890	109	109	1402
Cpred	128	selected_CPA	state	centroid_accuracy	higher	55	30	54	1620	0.007193748181401378	-0.007744107744107744	0.007744107744107744	0.001873882861537183	774	774	72	31	31	1558	0	0	1620	0	0	1620
Cpred	128	original_CPA_fixed	state	standardized_MSE	lower	55	30	54	1620	0.002642110431338239	-0.00969455631854905	0.00969455631854905	0.002459033024108214	810	810	0	87	87	1446	0	0	1620	0	0	1620
Cpred	128	original_CPA_fixed	state	raw_RMSE	lower	55	30	54	1620	0.00204291469782923	-0.007185085443742351	0.007185085443742351	0.001821062190849035	810	810	0	27	27	1566	0	0	1620	0	0	1620
Cpred	128	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.02085461501937713	-0.02459536816550685	0.02459536816550685	0.006362884657929121	810	810	0	435	435	750	180	180	1260	6	6	1608
Cpred	128	original_CPA_fixed	state	centroid_accuracy	higher	55	30	54	1620	0.005205137797730783	-0.003030303030303033	0.003030303030303033	0.0008405038034667587	723	723	174	0	0	1620	0	0	1620	0	0	1620
Cpred	128	additive	state	standardized_MSE	lower	55	30	54	1620	0.001612323053752555	-0.003265141359233016	0.003265141359233016	0.001395795693246883	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cpred	128	additive	state	raw_RMSE	lower	55	30	54	1620	0.002305265330818538	-0.004777838133719097	0.004777838133719097	0.002033431173412283	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cpred	128	additive	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.01160834507810651	-0.02065356691462416	0.02065356691462416	0.01039759480019671	810	810	0	540	540	540	540	540	540	3	3	1614
Cpred	128	additive	state	centroid_accuracy	higher	55	30	54	1620	0.00112981668537227	-0.004713804713804712	0.004713804713804712	0.0008429978800349135	663	663	294	0	0	1620	0	0	1620	0	0	1620
Cpred	128	compositional_ridge	state	standardized_MSE	lower	55	30	54	1620	0.001647622886314546	-0.003924732871052789	0.003924732871052789	0.001438841980728949	810	810	0	0	0	1620	0	0	1620	0	0	1620
Cpred	128	compositional_ridge	state	raw_RMSE	lower	55	30	54	1620	0.002478549134950821	-0.005295704804757917	0.005295704804757917	0.002180844280329109	810	810	0	3	3	1614	0	0	1620	0	0	1620
Cpred	128	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	54	1620	0.02574543786198565	-0.04565640084068134	0.04565640084068134	0.02352326164494685	810	810	0	603	603	414	543	543	534	540	540	540
Cpred	128	compositional_ridge	state	centroid_accuracy	higher	55	30	54	1620	0.007115600448931853	-0.01313131313131313	0.01313131313131313	0.00334206260132186	783	783	54	201	201	1218	12	12	1596	0	0	1620
Cpred	128	NC_native_effect	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	128	NC_native_effect	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	128	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	128	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	128	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	128	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
Cpred	128	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	54	1620	0	0	0	0	0	0	1620	0	0	1620	0	0	1620	0	0	1620
