depth	role	model	metric	gap	taskmean_values	positive	negative	within
16	Cobs	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
16	Cobs	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
16	Cobs	native_effect_ridge	standardized_MSE	0.0	1620	810	810	0
16	Cobs	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
16	Cobs	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
16	Cobs	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
16	Cobs	native_effect_ridge	raw_RMSE	0.0	1620	810	810	0
16	Cobs	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
16	Cobs	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
16	Cobs	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
16	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
16	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	243	243	1134
16	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	9	9	1602
16	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
16	Cobs	native_effect_ridge	centroid_accuracy	0.0	1620	783	783	54
16	Cobs	native_effect_ridge	centroid_accuracy	0.005	1620	54	54	1512
16	Cobs	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
16	Cobs	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
16	Cpred	selected_CPA	standardized_MSE	0.0	1620	810	810	0
16	Cpred	selected_CPA	standardized_MSE	0.005	1620	631	631	358
16	Cpred	selected_CPA	standardized_MSE	0.01	1620	466	466	688
16	Cpred	selected_CPA	standardized_MSE	0.02	1620	141	141	1338
16	Cpred	selected_CPA	raw_RMSE	0.0	1620	810	810	0
16	Cpred	selected_CPA	raw_RMSE	0.005	1620	603	603	414
16	Cpred	selected_CPA	raw_RMSE	0.01	1620	384	384	852
16	Cpred	selected_CPA	raw_RMSE	0.02	1620	68	68	1484
16	Cpred	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
16	Cpred	selected_CPA	perturbation_centred_Pearson	0.005	1620	741	741	138
16	Cpred	selected_CPA	perturbation_centred_Pearson	0.01	1620	669	669	282
16	Cpred	selected_CPA	perturbation_centred_Pearson	0.02	1620	516	516	588
16	Cpred	selected_CPA	centroid_accuracy	0.0	1620	795	795	30
16	Cpred	selected_CPA	centroid_accuracy	0.005	1620	368	368	884
16	Cpred	selected_CPA	centroid_accuracy	0.01	1620	109	109	1402
16	Cpred	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
16	Cpred	original_CPA_fixed	standardized_MSE	0.0	1620	810	810	0
16	Cpred	original_CPA_fixed	standardized_MSE	0.005	1620	636	636	348
16	Cpred	original_CPA_fixed	standardized_MSE	0.01	1620	465	465	690
16	Cpred	original_CPA_fixed	standardized_MSE	0.02	1620	156	156	1308
16	Cpred	original_CPA_fixed	raw_RMSE	0.0	1620	810	810	0
16	Cpred	original_CPA_fixed	raw_RMSE	0.005	1620	582	582	456
16	Cpred	original_CPA_fixed	raw_RMSE	0.01	1620	342	342	936
16	Cpred	original_CPA_fixed	raw_RMSE	0.02	1620	60	60	1500
16	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	810	810	0
16	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	723	723	174
16	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	639	639	342
16	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	450	450	720
16	Cpred	original_CPA_fixed	centroid_accuracy	0.0	1620	768	768	84
16	Cpred	original_CPA_fixed	centroid_accuracy	0.005	1620	126	126	1368
16	Cpred	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
16	Cpred	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
16	Cpred	additive	standardized_MSE	0.0	1620	810	810	0
16	Cpred	additive	standardized_MSE	0.005	1620	540	540	540
16	Cpred	additive	standardized_MSE	0.01	1620	540	540	540
16	Cpred	additive	standardized_MSE	0.02	1620	6	6	1608
16	Cpred	additive	raw_RMSE	0.0	1620	810	810	0
16	Cpred	additive	raw_RMSE	0.005	1620	543	543	534
16	Cpred	additive	raw_RMSE	0.01	1620	540	540	540
16	Cpred	additive	raw_RMSE	0.02	1620	171	171	1278
16	Cpred	additive	perturbation_centred_Pearson	0.0	1620	810	810	0
16	Cpred	additive	perturbation_centred_Pearson	0.005	1620	633	633	354
16	Cpred	additive	perturbation_centred_Pearson	0.01	1620	549	549	522
16	Cpred	additive	perturbation_centred_Pearson	0.02	1620	540	540	540
16	Cpred	additive	centroid_accuracy	0.0	1620	771	771	78
16	Cpred	additive	centroid_accuracy	0.005	1620	168	168	1284
16	Cpred	additive	centroid_accuracy	0.01	1620	24	24	1572
16	Cpred	additive	centroid_accuracy	0.02	1620	0	0	1620
16	Cpred	compositional_ridge	standardized_MSE	0.0	1620	810	810	0
16	Cpred	compositional_ridge	standardized_MSE	0.005	1620	546	546	528
16	Cpred	compositional_ridge	standardized_MSE	0.01	1620	540	540	540
16	Cpred	compositional_ridge	standardized_MSE	0.02	1620	18	18	1584
16	Cpred	compositional_ridge	raw_RMSE	0.0	1620	810	810	0
16	Cpred	compositional_ridge	raw_RMSE	0.005	1620	552	552	516
16	Cpred	compositional_ridge	raw_RMSE	0.01	1620	540	540	540
16	Cpred	compositional_ridge	raw_RMSE	0.02	1620	273	273	1074
16	Cpred	compositional_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
16	Cpred	compositional_ridge	perturbation_centred_Pearson	0.005	1620	744	744	132
16	Cpred	compositional_ridge	perturbation_centred_Pearson	0.01	1620	687	687	246
16	Cpred	compositional_ridge	perturbation_centred_Pearson	0.02	1620	591	591	438
16	Cpred	compositional_ridge	centroid_accuracy	0.0	1620	801	801	18
16	Cpred	compositional_ridge	centroid_accuracy	0.005	1620	555	555	510
16	Cpred	compositional_ridge	centroid_accuracy	0.01	1620	360	360	900
16	Cpred	compositional_ridge	centroid_accuracy	0.02	1620	111	111	1398
16	Cpred	NC_native_effect	standardized_MSE	0.0	1620	0	0	1620
16	Cpred	NC_native_effect	standardized_MSE	0.005	1620	0	0	1620
16	Cpred	NC_native_effect	standardized_MSE	0.01	1620	0	0	1620
16	Cpred	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
16	Cpred	NC_native_effect	raw_RMSE	0.0	1620	0	0	1620
16	Cpred	NC_native_effect	raw_RMSE	0.005	1620	0	0	1620
16	Cpred	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
16	Cpred	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
16	Cpred	NC_native_effect	perturbation_centred_Pearson	0.0	1620	0	0	1620
16	Cpred	NC_native_effect	perturbation_centred_Pearson	0.005	1620	0	0	1620
16	Cpred	NC_native_effect	perturbation_centred_Pearson	0.01	1620	0	0	1620
16	Cpred	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
16	Cpred	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
16	Cpred	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
16	Cpred	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
16	Cpred	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
16	Cpred	native_effect_ridge	standardized_MSE	0.0	1620	0	0	1620
16	Cpred	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
16	Cpred	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
16	Cpred	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
16	Cpred	native_effect_ridge	raw_RMSE	0.0	1620	0	0	1620
16	Cpred	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
16	Cpred	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
16	Cpred	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
16	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
16	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
16	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
16	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
16	Cpred	native_effect_ridge	centroid_accuracy	0.0	1620	0	0	1620
16	Cpred	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
16	Cpred	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
16	Cpred	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
16	Cmodel	selected_CPA	standardized_MSE	0.0	1620	810	810	0
16	Cmodel	selected_CPA	standardized_MSE	0.005	1620	410	410	800
16	Cmodel	selected_CPA	standardized_MSE	0.01	1620	165	165	1290
16	Cmodel	selected_CPA	standardized_MSE	0.02	1620	5	5	1610
16	Cmodel	selected_CPA	raw_RMSE	0.0	1620	810	810	0
16	Cmodel	selected_CPA	raw_RMSE	0.005	1620	326	326	968
16	Cmodel	selected_CPA	raw_RMSE	0.01	1620	68	68	1484
16	Cmodel	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
16	Cmodel	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
16	Cmodel	selected_CPA	perturbation_centred_Pearson	0.005	1620	712	712	196
16	Cmodel	selected_CPA	perturbation_centred_Pearson	0.01	1620	594	594	432
16	Cmodel	selected_CPA	perturbation_centred_Pearson	0.02	1620	351	351	918
16	Cmodel	selected_CPA	centroid_accuracy	0.0	1620	790	790	40
16	Cmodel	selected_CPA	centroid_accuracy	0.005	1620	334	334	952
16	Cmodel	selected_CPA	centroid_accuracy	0.01	1620	83	83	1454
16	Cmodel	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
16	Cmodel	original_CPA_fixed	standardized_MSE	0.0	1620	0	0	1620
16	Cmodel	original_CPA_fixed	standardized_MSE	0.005	1620	0	0	1620
16	Cmodel	original_CPA_fixed	standardized_MSE	0.01	1620	0	0	1620
16	Cmodel	original_CPA_fixed	standardized_MSE	0.02	1620	0	0	1620
16	Cmodel	original_CPA_fixed	raw_RMSE	0.0	1620	0	0	1620
16	Cmodel	original_CPA_fixed	raw_RMSE	0.005	1620	0	0	1620
16	Cmodel	original_CPA_fixed	raw_RMSE	0.01	1620	0	0	1620
16	Cmodel	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
16	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	0	0	1620
16	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	0	0	1620
16	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	0	0	1620
16	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	0	0	1620
16	Cmodel	original_CPA_fixed	centroid_accuracy	0.0	1620	0	0	1620
16	Cmodel	original_CPA_fixed	centroid_accuracy	0.005	1620	0	0	1620
16	Cmodel	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
16	Cmodel	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
16	Cmodel	additive	standardized_MSE	0.0	1620	0	0	1620
16	Cmodel	additive	standardized_MSE	0.005	1620	0	0	1620
16	Cmodel	additive	standardized_MSE	0.01	1620	0	0	1620
16	Cmodel	additive	standardized_MSE	0.02	1620	0	0	1620
16	Cmodel	additive	raw_RMSE	0.0	1620	0	0	1620
16	Cmodel	additive	raw_RMSE	0.005	1620	0	0	1620
16	Cmodel	additive	raw_RMSE	0.01	1620	0	0	1620
16	Cmodel	additive	raw_RMSE	0.02	1620	0	0	1620
16	Cmodel	additive	perturbation_centred_Pearson	0.0	1620	0	0	1620
16	Cmodel	additive	perturbation_centred_Pearson	0.005	1620	0	0	1620
16	Cmodel	additive	perturbation_centred_Pearson	0.01	1620	0	0	1620
16	Cmodel	additive	perturbation_centred_Pearson	0.02	1620	0	0	1620
16	Cmodel	additive	centroid_accuracy	0.0	1620	0	0	1620
16	Cmodel	additive	centroid_accuracy	0.005	1620	0	0	1620
16	Cmodel	additive	centroid_accuracy	0.01	1620	0	0	1620
16	Cmodel	additive	centroid_accuracy	0.02	1620	0	0	1620
16	Cmodel	compositional_ridge	standardized_MSE	0.0	1620	0	0	1620
16	Cmodel	compositional_ridge	standardized_MSE	0.005	1620	0	0	1620
16	Cmodel	compositional_ridge	standardized_MSE	0.01	1620	0	0	1620
16	Cmodel	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
16	Cmodel	compositional_ridge	raw_RMSE	0.0	1620	0	0	1620
16	Cmodel	compositional_ridge	raw_RMSE	0.005	1620	0	0	1620
16	Cmodel	compositional_ridge	raw_RMSE	0.01	1620	0	0	1620
16	Cmodel	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
16	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
16	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
16	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
16	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
16	Cmodel	compositional_ridge	centroid_accuracy	0.0	1620	0	0	1620
16	Cmodel	compositional_ridge	centroid_accuracy	0.005	1620	0	0	1620
16	Cmodel	compositional_ridge	centroid_accuracy	0.01	1620	0	0	1620
16	Cmodel	compositional_ridge	centroid_accuracy	0.02	1620	0	0	1620
16	Cmodel	NC_native_effect	standardized_MSE	0.0	1620	0	0	1620
16	Cmodel	NC_native_effect	standardized_MSE	0.005	1620	0	0	1620
16	Cmodel	NC_native_effect	standardized_MSE	0.01	1620	0	0	1620
16	Cmodel	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
16	Cmodel	NC_native_effect	raw_RMSE	0.0	1620	0	0	1620
16	Cmodel	NC_native_effect	raw_RMSE	0.005	1620	0	0	1620
16	Cmodel	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
16	Cmodel	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
16	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.0	1620	0	0	1620
16	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.005	1620	0	0	1620
16	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.01	1620	0	0	1620
16	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
16	Cmodel	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
16	Cmodel	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
16	Cmodel	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
16	Cmodel	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
16	Cmodel	native_effect_ridge	standardized_MSE	0.0	1620	0	0	1620
16	Cmodel	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
16	Cmodel	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
16	Cmodel	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
16	Cmodel	native_effect_ridge	raw_RMSE	0.0	1620	0	0	1620
16	Cmodel	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
16	Cmodel	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
16	Cmodel	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
16	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
16	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
16	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
16	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
16	Cmodel	native_effect_ridge	centroid_accuracy	0.0	1620	0	0	1620
16	Cmodel	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
16	Cmodel	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
16	Cmodel	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
32	Cobs	selected_CPA	standardized_MSE	0.0	1620	810	810	0
32	Cobs	selected_CPA	standardized_MSE	0.005	1620	459	459	702
32	Cobs	selected_CPA	standardized_MSE	0.01	1620	190	190	1240
32	Cobs	selected_CPA	standardized_MSE	0.02	1620	8	8	1604
32	Cobs	selected_CPA	raw_RMSE	0.0	1620	810	810	0
32	Cobs	selected_CPA	raw_RMSE	0.005	1620	417	417	786
32	Cobs	selected_CPA	raw_RMSE	0.01	1620	112	112	1396
32	Cobs	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
32	Cobs	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
32	Cobs	selected_CPA	perturbation_centred_Pearson	0.005	1620	714	714	192
32	Cobs	selected_CPA	perturbation_centred_Pearson	0.01	1620	599	599	422
32	Cobs	selected_CPA	perturbation_centred_Pearson	0.02	1620	399	399	822
32	Cobs	selected_CPA	centroid_accuracy	0.0	1620	785	785	50
32	Cobs	selected_CPA	centroid_accuracy	0.005	1620	212	212	1196
32	Cobs	selected_CPA	centroid_accuracy	0.01	1620	13	13	1594
32	Cobs	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
32	Cobs	original_CPA_fixed	standardized_MSE	0.0	1620	810	810	0
32	Cobs	original_CPA_fixed	standardized_MSE	0.005	1620	462	462	696
32	Cobs	original_CPA_fixed	standardized_MSE	0.01	1620	225	225	1170
32	Cobs	original_CPA_fixed	standardized_MSE	0.02	1620	12	12	1596
32	Cobs	original_CPA_fixed	raw_RMSE	0.0	1620	810	810	0
32	Cobs	original_CPA_fixed	raw_RMSE	0.005	1620	378	378	864
32	Cobs	original_CPA_fixed	raw_RMSE	0.01	1620	102	102	1416
32	Cobs	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
32	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	810	810	0
32	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	687	687	246
32	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	546	546	528
32	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	282	282	1056
32	Cobs	original_CPA_fixed	centroid_accuracy	0.0	1620	759	759	102
32	Cobs	original_CPA_fixed	centroid_accuracy	0.005	1620	27	27	1566
32	Cobs	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
32	Cobs	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
32	Cobs	additive	standardized_MSE	0.0	1620	810	810	0
32	Cobs	additive	standardized_MSE	0.005	1620	540	540	540
32	Cobs	additive	standardized_MSE	0.01	1620	30	30	1560
32	Cobs	additive	standardized_MSE	0.02	1620	0	0	1620
32	Cobs	additive	raw_RMSE	0.0	1620	810	810	0
32	Cobs	additive	raw_RMSE	0.005	1620	540	540	540
32	Cobs	additive	raw_RMSE	0.01	1620	330	330	960
32	Cobs	additive	raw_RMSE	0.02	1620	0	0	1620
32	Cobs	additive	perturbation_centred_Pearson	0.0	1620	810	810	0
32	Cobs	additive	perturbation_centred_Pearson	0.005	1620	591	591	438
32	Cobs	additive	perturbation_centred_Pearson	0.01	1620	540	540	540
32	Cobs	additive	perturbation_centred_Pearson	0.02	1620	540	540	540
32	Cobs	additive	centroid_accuracy	0.0	1620	762	762	96
32	Cobs	additive	centroid_accuracy	0.005	1620	45	45	1530
32	Cobs	additive	centroid_accuracy	0.01	1620	0	0	1620
32	Cobs	additive	centroid_accuracy	0.02	1620	0	0	1620
32	Cobs	compositional_ridge	standardized_MSE	0.0	1620	810	810	0
32	Cobs	compositional_ridge	standardized_MSE	0.005	1620	540	540	540
32	Cobs	compositional_ridge	standardized_MSE	0.01	1620	39	39	1542
32	Cobs	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
32	Cobs	compositional_ridge	raw_RMSE	0.0	1620	810	810	0
32	Cobs	compositional_ridge	raw_RMSE	0.005	1620	543	543	534
32	Cobs	compositional_ridge	raw_RMSE	0.01	1620	414	414	792
32	Cobs	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
32	Cobs	compositional_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
32	Cobs	compositional_ridge	perturbation_centred_Pearson	0.005	1620	687	687	246
32	Cobs	compositional_ridge	perturbation_centred_Pearson	0.01	1620	600	600	420
32	Cobs	compositional_ridge	perturbation_centred_Pearson	0.02	1620	546	546	528
32	Cobs	compositional_ridge	centroid_accuracy	0.0	1620	807	807	6
32	Cobs	compositional_ridge	centroid_accuracy	0.005	1620	504	504	612
32	Cobs	compositional_ridge	centroid_accuracy	0.01	1620	240	240	1140
32	Cobs	compositional_ridge	centroid_accuracy	0.02	1620	27	27	1566
32	Cobs	NC_native_effect	standardized_MSE	0.0	1620	810	810	0
32	Cobs	NC_native_effect	standardized_MSE	0.005	1620	342	342	936
32	Cobs	NC_native_effect	standardized_MSE	0.01	1620	72	72	1476
32	Cobs	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
32	Cobs	NC_native_effect	raw_RMSE	0.0	1620	810	810	0
32	Cobs	NC_native_effect	raw_RMSE	0.005	1620	171	171	1278
32	Cobs	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
32	Cobs	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
32	Cobs	NC_native_effect	perturbation_centred_Pearson	0.0	1620	810	810	0
32	Cobs	NC_native_effect	perturbation_centred_Pearson	0.005	1620	270	270	1080
32	Cobs	NC_native_effect	perturbation_centred_Pearson	0.01	1620	36	36	1548
32	Cobs	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
32	Cobs	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
32	Cobs	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
32	Cobs	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
32	Cobs	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
32	Cobs	native_effect_ridge	standardized_MSE	0.0	1620	810	810	0
32	Cobs	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
32	Cobs	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
32	Cobs	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
32	Cobs	native_effect_ridge	raw_RMSE	0.0	1620	810	810	0
32	Cobs	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
32	Cobs	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
32	Cobs	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
32	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
32	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	81	81	1458
32	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
32	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
32	Cobs	native_effect_ridge	centroid_accuracy	0.0	1620	738	738	144
32	Cobs	native_effect_ridge	centroid_accuracy	0.005	1620	9	9	1602
32	Cobs	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
32	Cobs	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
32	Cpred	selected_CPA	standardized_MSE	0.0	1620	810	810	0
32	Cpred	selected_CPA	standardized_MSE	0.005	1620	468	468	684
32	Cpred	selected_CPA	standardized_MSE	0.01	1620	194	194	1232
32	Cpred	selected_CPA	standardized_MSE	0.02	1620	8	8	1604
32	Cpred	selected_CPA	raw_RMSE	0.0	1620	810	810	0
32	Cpred	selected_CPA	raw_RMSE	0.005	1620	422	422	776
32	Cpred	selected_CPA	raw_RMSE	0.01	1620	111	111	1398
32	Cpred	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
32	Cpred	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
32	Cpred	selected_CPA	perturbation_centred_Pearson	0.005	1620	715	715	190
32	Cpred	selected_CPA	perturbation_centred_Pearson	0.01	1620	603	603	414
32	Cpred	selected_CPA	perturbation_centred_Pearson	0.02	1620	393	393	834
32	Cpred	selected_CPA	centroid_accuracy	0.0	1620	788	788	44
32	Cpred	selected_CPA	centroid_accuracy	0.005	1620	211	211	1198
32	Cpred	selected_CPA	centroid_accuracy	0.01	1620	14	14	1592
32	Cpred	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
32	Cpred	original_CPA_fixed	standardized_MSE	0.0	1620	810	810	0
32	Cpred	original_CPA_fixed	standardized_MSE	0.005	1620	471	471	678
32	Cpred	original_CPA_fixed	standardized_MSE	0.01	1620	222	222	1176
32	Cpred	original_CPA_fixed	standardized_MSE	0.02	1620	12	12	1596
32	Cpred	original_CPA_fixed	raw_RMSE	0.0	1620	810	810	0
32	Cpred	original_CPA_fixed	raw_RMSE	0.005	1620	393	393	834
32	Cpred	original_CPA_fixed	raw_RMSE	0.01	1620	102	102	1416
32	Cpred	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
32	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	810	810	0
32	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	687	687	246
32	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	534	534	552
32	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	282	282	1056
32	Cpred	original_CPA_fixed	centroid_accuracy	0.0	1620	756	756	108
32	Cpred	original_CPA_fixed	centroid_accuracy	0.005	1620	21	21	1578
32	Cpred	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
32	Cpred	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
32	Cpred	additive	standardized_MSE	0.0	1620	810	810	0
32	Cpred	additive	standardized_MSE	0.005	1620	540	540	540
32	Cpred	additive	standardized_MSE	0.01	1620	30	30	1560
32	Cpred	additive	standardized_MSE	0.02	1620	0	0	1620
32	Cpred	additive	raw_RMSE	0.0	1620	810	810	0
32	Cpred	additive	raw_RMSE	0.005	1620	543	543	534
32	Cpred	additive	raw_RMSE	0.01	1620	330	330	960
32	Cpred	additive	raw_RMSE	0.02	1620	0	0	1620
32	Cpred	additive	perturbation_centred_Pearson	0.0	1620	810	810	0
32	Cpred	additive	perturbation_centred_Pearson	0.005	1620	567	567	486
32	Cpred	additive	perturbation_centred_Pearson	0.01	1620	540	540	540
32	Cpred	additive	perturbation_centred_Pearson	0.02	1620	540	540	540
32	Cpred	additive	centroid_accuracy	0.0	1620	765	765	90
32	Cpred	additive	centroid_accuracy	0.005	1620	39	39	1542
32	Cpred	additive	centroid_accuracy	0.01	1620	0	0	1620
32	Cpred	additive	centroid_accuracy	0.02	1620	0	0	1620
32	Cpred	compositional_ridge	standardized_MSE	0.0	1620	810	810	0
32	Cpred	compositional_ridge	standardized_MSE	0.005	1620	540	540	540
32	Cpred	compositional_ridge	standardized_MSE	0.01	1620	39	39	1542
32	Cpred	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
32	Cpred	compositional_ridge	raw_RMSE	0.0	1620	810	810	0
32	Cpred	compositional_ridge	raw_RMSE	0.005	1620	540	540	540
32	Cpred	compositional_ridge	raw_RMSE	0.01	1620	414	414	792
32	Cpred	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
32	Cpred	compositional_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
32	Cpred	compositional_ridge	perturbation_centred_Pearson	0.005	1620	699	699	222
32	Cpred	compositional_ridge	perturbation_centred_Pearson	0.01	1620	621	621	378
32	Cpred	compositional_ridge	perturbation_centred_Pearson	0.02	1620	549	549	522
32	Cpred	compositional_ridge	centroid_accuracy	0.0	1620	807	807	6
32	Cpred	compositional_ridge	centroid_accuracy	0.005	1620	480	480	660
32	Cpred	compositional_ridge	centroid_accuracy	0.01	1620	255	255	1110
