depth	role	model	metric	gap	taskmean_values	positive	negative	within
32	Cpred	compositional_ridge	centroid_accuracy	0.02	1620	21	21	1578
32	Cpred	NC_native_effect	standardized_MSE	0.0	1620	0	0	1620
32	Cpred	NC_native_effect	standardized_MSE	0.005	1620	0	0	1620
32	Cpred	NC_native_effect	standardized_MSE	0.01	1620	0	0	1620
32	Cpred	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
32	Cpred	NC_native_effect	raw_RMSE	0.0	1620	0	0	1620
32	Cpred	NC_native_effect	raw_RMSE	0.005	1620	0	0	1620
32	Cpred	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
32	Cpred	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
32	Cpred	NC_native_effect	perturbation_centred_Pearson	0.0	1620	0	0	1620
32	Cpred	NC_native_effect	perturbation_centred_Pearson	0.005	1620	0	0	1620
32	Cpred	NC_native_effect	perturbation_centred_Pearson	0.01	1620	0	0	1620
32	Cpred	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
32	Cpred	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
32	Cpred	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
32	Cpred	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
32	Cpred	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
32	Cpred	native_effect_ridge	standardized_MSE	0.0	1620	0	0	1620
32	Cpred	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
32	Cpred	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
32	Cpred	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
32	Cpred	native_effect_ridge	raw_RMSE	0.0	1620	0	0	1620
32	Cpred	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
32	Cpred	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
32	Cpred	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
32	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
32	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
32	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
32	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
32	Cpred	native_effect_ridge	centroid_accuracy	0.0	1620	0	0	1620
32	Cpred	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
32	Cpred	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
32	Cpred	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
32	Cmodel	selected_CPA	standardized_MSE	0.0	1620	810	810	0
32	Cmodel	selected_CPA	standardized_MSE	0.005	1620	254	254	1112
32	Cmodel	selected_CPA	standardized_MSE	0.01	1620	43	43	1534
32	Cmodel	selected_CPA	standardized_MSE	0.02	1620	0	0	1620
32	Cmodel	selected_CPA	raw_RMSE	0.0	1620	810	810	0
32	Cmodel	selected_CPA	raw_RMSE	0.005	1620	181	181	1258
32	Cmodel	selected_CPA	raw_RMSE	0.01	1620	6	6	1608
32	Cmodel	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
32	Cmodel	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
32	Cmodel	selected_CPA	perturbation_centred_Pearson	0.005	1620	656	656	308
32	Cmodel	selected_CPA	perturbation_centred_Pearson	0.01	1620	531	531	558
32	Cmodel	selected_CPA	perturbation_centred_Pearson	0.02	1620	242	242	1136
32	Cmodel	selected_CPA	centroid_accuracy	0.0	1620	784	784	52
32	Cmodel	selected_CPA	centroid_accuracy	0.005	1620	182	182	1256
32	Cmodel	selected_CPA	centroid_accuracy	0.01	1620	14	14	1592
32	Cmodel	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
32	Cmodel	original_CPA_fixed	standardized_MSE	0.0	1620	0	0	1620
32	Cmodel	original_CPA_fixed	standardized_MSE	0.005	1620	0	0	1620
32	Cmodel	original_CPA_fixed	standardized_MSE	0.01	1620	0	0	1620
32	Cmodel	original_CPA_fixed	standardized_MSE	0.02	1620	0	0	1620
32	Cmodel	original_CPA_fixed	raw_RMSE	0.0	1620	0	0	1620
32	Cmodel	original_CPA_fixed	raw_RMSE	0.005	1620	0	0	1620
32	Cmodel	original_CPA_fixed	raw_RMSE	0.01	1620	0	0	1620
32	Cmodel	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
32	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	0	0	1620
32	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	0	0	1620
32	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	0	0	1620
32	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	0	0	1620
32	Cmodel	original_CPA_fixed	centroid_accuracy	0.0	1620	0	0	1620
32	Cmodel	original_CPA_fixed	centroid_accuracy	0.005	1620	0	0	1620
32	Cmodel	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
32	Cmodel	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
32	Cmodel	additive	standardized_MSE	0.0	1620	0	0	1620
32	Cmodel	additive	standardized_MSE	0.005	1620	0	0	1620
32	Cmodel	additive	standardized_MSE	0.01	1620	0	0	1620
32	Cmodel	additive	standardized_MSE	0.02	1620	0	0	1620
32	Cmodel	additive	raw_RMSE	0.0	1620	0	0	1620
32	Cmodel	additive	raw_RMSE	0.005	1620	0	0	1620
32	Cmodel	additive	raw_RMSE	0.01	1620	0	0	1620
32	Cmodel	additive	raw_RMSE	0.02	1620	0	0	1620
32	Cmodel	additive	perturbation_centred_Pearson	0.0	1620	0	0	1620
32	Cmodel	additive	perturbation_centred_Pearson	0.005	1620	0	0	1620
32	Cmodel	additive	perturbation_centred_Pearson	0.01	1620	0	0	1620
32	Cmodel	additive	perturbation_centred_Pearson	0.02	1620	0	0	1620
32	Cmodel	additive	centroid_accuracy	0.0	1620	0	0	1620
32	Cmodel	additive	centroid_accuracy	0.005	1620	0	0	1620
32	Cmodel	additive	centroid_accuracy	0.01	1620	0	0	1620
32	Cmodel	additive	centroid_accuracy	0.02	1620	0	0	1620
32	Cmodel	compositional_ridge	standardized_MSE	0.0	1620	0	0	1620
32	Cmodel	compositional_ridge	standardized_MSE	0.005	1620	0	0	1620
32	Cmodel	compositional_ridge	standardized_MSE	0.01	1620	0	0	1620
32	Cmodel	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
32	Cmodel	compositional_ridge	raw_RMSE	0.0	1620	0	0	1620
32	Cmodel	compositional_ridge	raw_RMSE	0.005	1620	0	0	1620
32	Cmodel	compositional_ridge	raw_RMSE	0.01	1620	0	0	1620
32	Cmodel	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
32	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
32	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
32	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
32	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
32	Cmodel	compositional_ridge	centroid_accuracy	0.0	1620	0	0	1620
32	Cmodel	compositional_ridge	centroid_accuracy	0.005	1620	0	0	1620
32	Cmodel	compositional_ridge	centroid_accuracy	0.01	1620	0	0	1620
32	Cmodel	compositional_ridge	centroid_accuracy	0.02	1620	0	0	1620
32	Cmodel	NC_native_effect	standardized_MSE	0.0	1620	0	0	1620
32	Cmodel	NC_native_effect	standardized_MSE	0.005	1620	0	0	1620
32	Cmodel	NC_native_effect	standardized_MSE	0.01	1620	0	0	1620
32	Cmodel	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
32	Cmodel	NC_native_effect	raw_RMSE	0.0	1620	0	0	1620
32	Cmodel	NC_native_effect	raw_RMSE	0.005	1620	0	0	1620
32	Cmodel	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
32	Cmodel	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
32	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.0	1620	0	0	1620
32	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.005	1620	0	0	1620
32	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.01	1620	0	0	1620
32	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
32	Cmodel	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
32	Cmodel	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
32	Cmodel	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
32	Cmodel	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
32	Cmodel	native_effect_ridge	standardized_MSE	0.0	1620	0	0	1620
32	Cmodel	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
32	Cmodel	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
32	Cmodel	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
32	Cmodel	native_effect_ridge	raw_RMSE	0.0	1620	0	0	1620
32	Cmodel	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
32	Cmodel	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
32	Cmodel	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
32	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
32	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
32	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
32	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
32	Cmodel	native_effect_ridge	centroid_accuracy	0.0	1620	0	0	1620
32	Cmodel	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
32	Cmodel	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
32	Cmodel	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
64	Cobs	selected_CPA	standardized_MSE	0.0	1620	810	810	0
64	Cobs	selected_CPA	standardized_MSE	0.005	1620	228	228	1164
64	Cobs	selected_CPA	standardized_MSE	0.01	1620	25	25	1570
64	Cobs	selected_CPA	standardized_MSE	0.02	1620	0	0	1620
64	Cobs	selected_CPA	raw_RMSE	0.0	1620	810	810	0
64	Cobs	selected_CPA	raw_RMSE	0.005	1620	150	150	1320
64	Cobs	selected_CPA	raw_RMSE	0.01	1620	4	4	1612
64	Cobs	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
64	Cobs	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
64	Cobs	selected_CPA	perturbation_centred_Pearson	0.005	1620	665	665	290
64	Cobs	selected_CPA	perturbation_centred_Pearson	0.01	1620	490	490	640
64	Cobs	selected_CPA	perturbation_centred_Pearson	0.02	1620	244	244	1132
64	Cobs	selected_CPA	centroid_accuracy	0.0	1620	771	771	78
64	Cobs	selected_CPA	centroid_accuracy	0.005	1620	89	89	1442
64	Cobs	selected_CPA	centroid_accuracy	0.01	1620	1	1	1618
64	Cobs	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
64	Cobs	original_CPA_fixed	standardized_MSE	0.0	1620	810	810	0
64	Cobs	original_CPA_fixed	standardized_MSE	0.005	1620	261	261	1098
64	Cobs	original_CPA_fixed	standardized_MSE	0.01	1620	39	39	1542
64	Cobs	original_CPA_fixed	standardized_MSE	0.02	1620	0	0	1620
64	Cobs	original_CPA_fixed	raw_RMSE	0.0	1620	810	810	0
64	Cobs	original_CPA_fixed	raw_RMSE	0.005	1620	138	138	1344
64	Cobs	original_CPA_fixed	raw_RMSE	0.01	1620	3	3	1614
64	Cobs	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
64	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	810	810	0
64	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	582	582	456
64	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	336	336	948
64	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	75	75	1470
64	Cobs	original_CPA_fixed	centroid_accuracy	0.0	1620	717	717	186
64	Cobs	original_CPA_fixed	centroid_accuracy	0.005	1620	6	6	1608
64	Cobs	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
64	Cobs	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
64	Cobs	additive	standardized_MSE	0.0	1620	810	810	0
64	Cobs	additive	standardized_MSE	0.005	1620	33	33	1554
64	Cobs	additive	standardized_MSE	0.01	1620	0	0	1620
64	Cobs	additive	standardized_MSE	0.02	1620	0	0	1620
64	Cobs	additive	raw_RMSE	0.0	1620	810	810	0
64	Cobs	additive	raw_RMSE	0.005	1620	372	372	876
64	Cobs	additive	raw_RMSE	0.01	1620	0	0	1620
64	Cobs	additive	raw_RMSE	0.02	1620	0	0	1620
64	Cobs	additive	perturbation_centred_Pearson	0.0	1620	810	810	0
64	Cobs	additive	perturbation_centred_Pearson	0.005	1620	564	564	492
64	Cobs	additive	perturbation_centred_Pearson	0.01	1620	540	540	540
64	Cobs	additive	perturbation_centred_Pearson	0.02	1620	540	540	540
64	Cobs	additive	centroid_accuracy	0.0	1620	732	732	156
64	Cobs	additive	centroid_accuracy	0.005	1620	0	0	1620
64	Cobs	additive	centroid_accuracy	0.01	1620	0	0	1620
64	Cobs	additive	centroid_accuracy	0.02	1620	0	0	1620
64	Cobs	compositional_ridge	standardized_MSE	0.0	1620	810	810	0
64	Cobs	compositional_ridge	standardized_MSE	0.005	1620	66	66	1488
64	Cobs	compositional_ridge	standardized_MSE	0.01	1620	0	0	1620
64	Cobs	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
64	Cobs	compositional_ridge	raw_RMSE	0.0	1620	810	810	0
64	Cobs	compositional_ridge	raw_RMSE	0.005	1620	435	435	750
64	Cobs	compositional_ridge	raw_RMSE	0.01	1620	0	0	1620
64	Cobs	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
64	Cobs	compositional_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
64	Cobs	compositional_ridge	perturbation_centred_Pearson	0.005	1620	651	651	318
64	Cobs	compositional_ridge	perturbation_centred_Pearson	0.01	1620	570	570	480
64	Cobs	compositional_ridge	perturbation_centred_Pearson	0.02	1620	540	540	540
64	Cobs	compositional_ridge	centroid_accuracy	0.0	1620	777	777	66
64	Cobs	compositional_ridge	centroid_accuracy	0.005	1620	318	318	984
64	Cobs	compositional_ridge	centroid_accuracy	0.01	1620	93	93	1434
64	Cobs	compositional_ridge	centroid_accuracy	0.02	1620	0	0	1620
64	Cobs	NC_native_effect	standardized_MSE	0.0	1620	810	810	0
64	Cobs	NC_native_effect	standardized_MSE	0.005	1620	189	189	1242
64	Cobs	NC_native_effect	standardized_MSE	0.01	1620	9	9	1602
64	Cobs	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
64	Cobs	NC_native_effect	raw_RMSE	0.0	1620	810	810	0
64	Cobs	NC_native_effect	raw_RMSE	0.005	1620	63	63	1494
64	Cobs	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
64	Cobs	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
64	Cobs	NC_native_effect	perturbation_centred_Pearson	0.0	1620	810	810	0
64	Cobs	NC_native_effect	perturbation_centred_Pearson	0.005	1620	144	144	1332
64	Cobs	NC_native_effect	perturbation_centred_Pearson	0.01	1620	18	18	1584
64	Cobs	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
64	Cobs	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
64	Cobs	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
64	Cobs	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
64	Cobs	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
64	Cobs	native_effect_ridge	standardized_MSE	0.0	1620	810	810	0
64	Cobs	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
64	Cobs	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
64	Cobs	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
64	Cobs	native_effect_ridge	raw_RMSE	0.0	1620	810	810	0
64	Cobs	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
64	Cobs	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
64	Cobs	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
64	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
64	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	9	9	1602
64	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
64	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
64	Cobs	native_effect_ridge	centroid_accuracy	0.0	1620	729	729	162
64	Cobs	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
64	Cobs	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
64	Cobs	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
64	Cpred	selected_CPA	standardized_MSE	0.0	1620	810	810	0
64	Cpred	selected_CPA	standardized_MSE	0.005	1620	225	225	1170
64	Cpred	selected_CPA	standardized_MSE	0.01	1620	25	25	1570
64	Cpred	selected_CPA	standardized_MSE	0.02	1620	0	0	1620
64	Cpred	selected_CPA	raw_RMSE	0.0	1620	810	810	0
64	Cpred	selected_CPA	raw_RMSE	0.005	1620	150	150	1320
64	Cpred	selected_CPA	raw_RMSE	0.01	1620	4	4	1612
64	Cpred	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
64	Cpred	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
64	Cpred	selected_CPA	perturbation_centred_Pearson	0.005	1620	659	659	302
64	Cpred	selected_CPA	perturbation_centred_Pearson	0.01	1620	483	483	654
64	Cpred	selected_CPA	perturbation_centred_Pearson	0.02	1620	245	245	1130
64	Cpred	selected_CPA	centroid_accuracy	0.0	1620	773	773	74
64	Cpred	selected_CPA	centroid_accuracy	0.005	1620	92	92	1436
64	Cpred	selected_CPA	centroid_accuracy	0.01	1620	0	0	1620
64	Cpred	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
64	Cpred	original_CPA_fixed	standardized_MSE	0.0	1620	810	810	0
64	Cpred	original_CPA_fixed	standardized_MSE	0.005	1620	255	255	1110
64	Cpred	original_CPA_fixed	standardized_MSE	0.01	1620	36	36	1548
64	Cpred	original_CPA_fixed	standardized_MSE	0.02	1620	0	0	1620
64	Cpred	original_CPA_fixed	raw_RMSE	0.0	1620	810	810	0
64	Cpred	original_CPA_fixed	raw_RMSE	0.005	1620	141	141	1338
64	Cpred	original_CPA_fixed	raw_RMSE	0.01	1620	3	3	1614
64	Cpred	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
64	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	810	810	0
64	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	594	594	432
64	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	330	330	960
64	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	78	78	1464
64	Cpred	original_CPA_fixed	centroid_accuracy	0.0	1620	711	711	198
64	Cpred	original_CPA_fixed	centroid_accuracy	0.005	1620	3	3	1614
64	Cpred	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
64	Cpred	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
64	Cpred	additive	standardized_MSE	0.0	1620	810	810	0
64	Cpred	additive	standardized_MSE	0.005	1620	33	33	1554
64	Cpred	additive	standardized_MSE	0.01	1620	0	0	1620
64	Cpred	additive	standardized_MSE	0.02	1620	0	0	1620
64	Cpred	additive	raw_RMSE	0.0	1620	810	810	0
64	Cpred	additive	raw_RMSE	0.005	1620	372	372	876
64	Cpred	additive	raw_RMSE	0.01	1620	0	0	1620
64	Cpred	additive	raw_RMSE	0.02	1620	0	0	1620
64	Cpred	additive	perturbation_centred_Pearson	0.0	1620	810	810	0
64	Cpred	additive	perturbation_centred_Pearson	0.005	1620	549	549	522
64	Cpred	additive	perturbation_centred_Pearson	0.01	1620	540	540	540
64	Cpred	additive	perturbation_centred_Pearson	0.02	1620	540	540	540
64	Cpred	additive	centroid_accuracy	0.0	1620	735	735	150
64	Cpred	additive	centroid_accuracy	0.005	1620	0	0	1620
64	Cpred	additive	centroid_accuracy	0.01	1620	0	0	1620
64	Cpred	additive	centroid_accuracy	0.02	1620	0	0	1620
64	Cpred	compositional_ridge	standardized_MSE	0.0	1620	810	810	0
64	Cpred	compositional_ridge	standardized_MSE	0.005	1620	66	66	1488
64	Cpred	compositional_ridge	standardized_MSE	0.01	1620	0	0	1620
64	Cpred	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
64	Cpred	compositional_ridge	raw_RMSE	0.0	1620	810	810	0
64	Cpred	compositional_ridge	raw_RMSE	0.005	1620	435	435	750
64	Cpred	compositional_ridge	raw_RMSE	0.01	1620	0	0	1620
64	Cpred	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
64	Cpred	compositional_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
64	Cpred	compositional_ridge	perturbation_centred_Pearson	0.005	1620	654	654	312
64	Cpred	compositional_ridge	perturbation_centred_Pearson	0.01	1620	576	576	468
64	Cpred	compositional_ridge	perturbation_centred_Pearson	0.02	1620	540	540	540
64	Cpred	compositional_ridge	centroid_accuracy	0.0	1620	780	780	60
64	Cpred	compositional_ridge	centroid_accuracy	0.005	1620	333	333	954
64	Cpred	compositional_ridge	centroid_accuracy	0.01	1620	90	90	1440
64	Cpred	compositional_ridge	centroid_accuracy	0.02	1620	0	0	1620
64	Cpred	NC_native_effect	standardized_MSE	0.0	1620	0	0	1620
64	Cpred	NC_native_effect	standardized_MSE	0.005	1620	0	0	1620
64	Cpred	NC_native_effect	standardized_MSE	0.01	1620	0	0	1620
64	Cpred	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
64	Cpred	NC_native_effect	raw_RMSE	0.0	1620	0	0	1620
64	Cpred	NC_native_effect	raw_RMSE	0.005	1620	0	0	1620
64	Cpred	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
64	Cpred	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
64	Cpred	NC_native_effect	perturbation_centred_Pearson	0.0	1620	0	0	1620
64	Cpred	NC_native_effect	perturbation_centred_Pearson	0.005	1620	0	0	1620
64	Cpred	NC_native_effect	perturbation_centred_Pearson	0.01	1620	0	0	1620
64	Cpred	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
64	Cpred	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
64	Cpred	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
64	Cpred	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
64	Cpred	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
64	Cpred	native_effect_ridge	standardized_MSE	0.0	1620	0	0	1620
64	Cpred	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
64	Cpred	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
64	Cpred	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
64	Cpred	native_effect_ridge	raw_RMSE	0.0	1620	0	0	1620
64	Cpred	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
64	Cpred	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
64	Cpred	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
64	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
64	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
64	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
64	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
64	Cpred	native_effect_ridge	centroid_accuracy	0.0	1620	0	0	1620
64	Cpred	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
64	Cpred	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
64	Cpred	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
64	Cmodel	selected_CPA	standardized_MSE	0.0	1620	810	810	0
64	Cmodel	selected_CPA	standardized_MSE	0.005	1620	119	119	1382
64	Cmodel	selected_CPA	standardized_MSE	0.01	1620	0	0	1620
64	Cmodel	selected_CPA	standardized_MSE	0.02	1620	0	0	1620
64	Cmodel	selected_CPA	raw_RMSE	0.0	1620	810	810	0
64	Cmodel	selected_CPA	raw_RMSE	0.005	1620	60	60	1500
64	Cmodel	selected_CPA	raw_RMSE	0.01	1620	0	0	1620
64	Cmodel	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
64	Cmodel	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
64	Cmodel	selected_CPA	perturbation_centred_Pearson	0.005	1620	615	615	390
64	Cmodel	selected_CPA	perturbation_centred_Pearson	0.01	1620	372	372	876
64	Cmodel	selected_CPA	perturbation_centred_Pearson	0.02	1620	126	126	1368
64	Cmodel	selected_CPA	centroid_accuracy	0.0	1620	770	770	80
64	Cmodel	selected_CPA	centroid_accuracy	0.005	1620	98	98	1424
64	Cmodel	selected_CPA	centroid_accuracy	0.01	1620	0	0	1620
64	Cmodel	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
64	Cmodel	original_CPA_fixed	standardized_MSE	0.0	1620	0	0	1620
64	Cmodel	original_CPA_fixed	standardized_MSE	0.005	1620	0	0	1620
64	Cmodel	original_CPA_fixed	standardized_MSE	0.01	1620	0	0	1620
64	Cmodel	original_CPA_fixed	standardized_MSE	0.02	1620	0	0	1620
64	Cmodel	original_CPA_fixed	raw_RMSE	0.0	1620	0	0	1620
64	Cmodel	original_CPA_fixed	raw_RMSE	0.005	1620	0	0	1620
64	Cmodel	original_CPA_fixed	raw_RMSE	0.01	1620	0	0	1620
64	Cmodel	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
64	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	0	0	1620
64	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	0	0	1620
64	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	0	0	1620
64	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	0	0	1620
64	Cmodel	original_CPA_fixed	centroid_accuracy	0.0	1620	0	0	1620
64	Cmodel	original_CPA_fixed	centroid_accuracy	0.005	1620	0	0	1620
64	Cmodel	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
64	Cmodel	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
64	Cmodel	additive	standardized_MSE	0.0	1620	0	0	1620
64	Cmodel	additive	standardized_MSE	0.005	1620	0	0	1620
64	Cmodel	additive	standardized_MSE	0.01	1620	0	0	1620
64	Cmodel	additive	standardized_MSE	0.02	1620	0	0	1620
64	Cmodel	additive	raw_RMSE	0.0	1620	0	0	1620
64	Cmodel	additive	raw_RMSE	0.005	1620	0	0	1620
64	Cmodel	additive	raw_RMSE	0.01	1620	0	0	1620
64	Cmodel	additive	raw_RMSE	0.02	1620	0	0	1620
64	Cmodel	additive	perturbation_centred_Pearson	0.0	1620	0	0	1620
64	Cmodel	additive	perturbation_centred_Pearson	0.005	1620	0	0	1620
64	Cmodel	additive	perturbation_centred_Pearson	0.01	1620	0	0	1620
64	Cmodel	additive	perturbation_centred_Pearson	0.02	1620	0	0	1620
