task_index	task	depth	allocation	model	view	Cobs	Cpred	Cmodel	standardized_MSE	raw_RMSE	perturbation_centred_Pearson	centroid_accuracy
0	BAK1+KLF1	8	0	compositional_ridge	roles	1	0	0	0.03591256782087575	0.08319947855361405	0.7074298651771499	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	1	0	1	0.03591256782087575	0.08319947855361405	0.7074298651771499	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	1	0	2	0.03591256782087575	0.08319947855361405	0.7074298651771499	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	1	1	0	0.006043151830994505	0.034773074839558445	0.9435300266021269	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	1	1	1	0.006043151830994505	0.034773074839558445	0.9435300266021269	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	1	1	2	0.006043151830994505	0.034773074839558445	0.9435300266021269	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	1	2	0	0.035326338194509706	0.08187710928041252	0.6982191377303714	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	1	2	1	0.035326338194509706	0.08187710928041252	0.6982191377303714	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	1	2	2	0.035326338194509706	0.08187710928041252	0.6982191377303714	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	2	0	0	0.03476384541908162	0.08123737799577795	0.7294315796806805	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	2	0	1	0.03476384541908162	0.08123737799577795	0.7294315796806805	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	2	0	2	0.03476384541908162	0.08123737799577795	0.7294315796806805	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	2	1	0	0.032200365703079784	0.07779669140457188	0.7437526568035542	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	2	1	1	0.032200365703079784	0.07779669140457188	0.7437526568035542	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	2	1	2	0.032200365703079784	0.07779669140457188	0.7437526568035542	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	2	2	0	0.006043151830994505	0.034773074839558445	0.9435300266021269	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	2	2	1	0.006043151830994505	0.034773074839558445	0.9435300266021269	1.0
0	BAK1+KLF1	8	0	compositional_ridge	roles	2	2	2	0.006043151830994505	0.034773074839558445	0.9435300266021269	1.0
0	BAK1+KLF1	8	0	compositional_ridge	direct_state	unused	unused	0	0.006043151830994505	0.034773074839558445	0.9435300266021269	1.0
