depth	role_pair	model	metric	edges_per_allocation	task_edge_values	all_task_mean_abs_change	all_task_max_abs_change	taskmean_min_change	taskmean_max_change	taskmean_mean_abs_change	taskmean_max_abs_change	taskmean_signed_mean_change
8	Cobs:Cpred	NC_native_effect	standardized_MSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cpred	NC_native_effect	raw_RMSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cpred	NC_native_effect	centroid_accuracy	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cpred	native_effect_ridge	standardized_MSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cpred	native_effect_ridge	raw_RMSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cpred	native_effect_ridge	centroid_accuracy	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	selected_CPA	standardized_MSE	108	178200	0.004420355227722488	0.018510832996058074	-0.018199969404894312	0.018199969404894312	0.0044202961197521776	0.018199969404894312	1.7400775607792046e-20
8	Cobs:Cmodel	selected_CPA	raw_RMSE	108	178200	0.003180492948898475	0.02736898472428837	-0.016233075226325853	0.016233075226325853	0.0031426731719942456	0.016233075226325853	-1.579455016707278e-20
8	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	108	178200	0.028382707857389822	0.25203676857669455	-0.0875743019490494	0.0875743019490494	0.01774531622662108	0.0875743019490494	-2.141633920959021e-20
8	Cobs:Cmodel	selected_CPA	centroid_accuracy	108	178200	0.018283243962270677	0.20370370370370372	-0.013468013468013464	0.013468013468013464	0.002637901650247341	0.013468013468013464	-2.743968461228746e-19
8	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	additive	standardized_MSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	additive	raw_RMSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	additive	perturbation_centred_Pearson	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	additive	centroid_accuracy	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	compositional_ridge	standardized_MSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	compositional_ridge	raw_RMSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	compositional_ridge	centroid_accuracy	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	NC_native_effect	standardized_MSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	NC_native_effect	raw_RMSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	NC_native_effect	centroid_accuracy	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	native_effect_ridge	standardized_MSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	native_effect_ridge	raw_RMSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cpred:Cmodel	selected_CPA	standardized_MSE	108	178200	0.004420355227722485	0.018510832996058074	-0.018199969404894312	0.018199969404894312	0.0044202961197521776	0.018199969404894312	-1.0708169604795105e-21
8	Cpred:Cmodel	selected_CPA	raw_RMSE	108	178200	0.0032028343575891665	0.02736898472428837	-0.016233075226325853	0.016233075226325853	0.0031646633388700885	0.016233075226325853	-1.4188324726353515e-20
8	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	108	178200	0.028438026703720358	0.25203676857669455	-0.0875743019490494	0.0875743019490494	0.017646196292495052	0.0875743019490494	-1.413478387832954e-19
8	Cpred:Cmodel	selected_CPA	centroid_accuracy	108	178200	0.01845284116890503	0.20370370370370372	-0.01380471380471382	0.013804713804713811	0.002524836845824513	0.01380471380471382	-2.895221356896477e-19
8	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
