depth	role	model	metric	edges_per_allocation	task_edge_values	all_task_mean_abs_change	all_task_max_abs_change	taskmean_min_change	taskmean_max_change	taskmean_mean_abs_change	taskmean_max_abs_change	taskmean_signed_mean_change
8	Cpred	selected_CPA	centroid_accuracy	54	89100	0.023395269568098287	0.2777777777777778	-0.030976430976430974	0.030976430976430974	0.006742320322567233	0.030976430976430974	-2.6770424011987762e-21
8	Cpred	original_CPA_fixed	standardized_MSE	54	89100	0.024084625166176668	0.098679914164989	-0.0632869491822344	0.0632869491822344	0.023798752052059224	0.0632869491822344	-1.0922332996891007e-19
8	Cpred	original_CPA_fixed	raw_RMSE	54	89100	0.01711903147929997	0.05401728130461102	-0.041959241676524775	0.041959241676524775	0.016894659436974588	0.041959241676524775	5.782411586589357e-20
8	Cpred	original_CPA_fixed	perturbation_centred_Pearson	54	89100	0.11665778388160028	0.4951170965043089	-0.10826390129142097	0.10826390129142097	0.035624058034585404	0.10826390129142097	-3.0839528461809905e-19
8	Cpred	original_CPA_fixed	centroid_accuracy	54	89100	0.01674024192541593	0.16666666666666663	-0.015488215488215485	0.015488215488215485	0.0034567901234568124	0.015488215488215485	-1.4456028966473392e-20
8	Cpred	additive	standardized_MSE	54	89100	0.021882065138293303	0.061188448403830795	-0.041944051601568104	0.041944051601568104	0.021257641219142517	0.041944051601568104	-5.139921410301651e-20
8	Cpred	additive	raw_RMSE	54	89100	0.02455700891582718	0.06041789798576574	-0.045040295221896176	0.045040295221896176	0.02400826580085691	0.045040295221896176	7.709882115452476e-20
8	Cpred	additive	perturbation_centred_Pearson	54	89100	0.11318118442226704	0.4449158569078827	-0.18393172955605822	0.18393172955605822	0.10904613937688219	0.18393172955605822	6.510567119715425e-19
8	Cpred	additive	centroid_accuracy	54	89100	0.007372490335452745	0.4259259259259258	-0.024915824915824922	0.024915824915824922	0.004282329467514647	0.024915824915824922	5.2737735303615897e-20
8	Cpred	compositional_ridge	standardized_MSE	54	89100	0.021965120720002215	0.06774176559946496	-0.04172430353268021	0.04172430353268021	0.02139732591287963	0.04172430353268021	-4.283267841918042e-21
8	Cpred	compositional_ridge	raw_RMSE	54	89100	0.02551637969640609	0.05931645227821338	-0.04564382631980192	0.04564382631980192	0.024959533856734016	0.04564382631980192	9.851516036411497e-20
8	Cpred	compositional_ridge	perturbation_centred_Pearson	54	89100	0.18776939527306966	0.5995863468451831	-0.32283473679393365	0.32283473679393365	0.18224906406959865	0.32283473679393365	2.638492990621514e-18
8	Cpred	compositional_ridge	centroid_accuracy	54	89100	0.027345055493205064	0.48148148148148145	-0.07407407407407407	0.07407407407407407	0.014902107494700102	0.07407407407407407	1.048062100069321e-19
8	Cpred	NC_native_effect	standardized_MSE	54	89100	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cpred	NC_native_effect	raw_RMSE	54	89100	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cpred	NC_native_effect	perturbation_centred_Pearson	54	89100	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cpred	NC_native_effect	centroid_accuracy	54	89100	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Cpred	native_effect_ridge	standardized_MSE	54	89100	0.0	0.0	0.0	0.0	0.0	0.0	0.0
