depth	role_pair	model	metric	gap	taskmean_values	positive	negative	within
32	Cobs:Cpred	compositional_ridge	standardized_MSE	0.0	3240	1620	1620	0
32	Cobs:Cpred	compositional_ridge	standardized_MSE	0.005	3240	1620	1620	0
32	Cobs:Cpred	compositional_ridge	standardized_MSE	0.01	3240	552	552	2136
32	Cobs:Cpred	compositional_ridge	standardized_MSE	0.02	3240	0	0	3240
32	Cobs:Cpred	compositional_ridge	raw_RMSE	0.0	3240	1620	1620	0
32	Cobs:Cpred	compositional_ridge	raw_RMSE	0.005	3240	1620	1620	0
32	Cobs:Cpred	compositional_ridge	raw_RMSE	0.01	3240	1476	1476	288
32	Cobs:Cpred	compositional_ridge	raw_RMSE	0.02	3240	540	540	2160
32	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.0	3240	1620	1620	0
32	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.005	3240	1620	1620	0
32	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.01	3240	1620	1620	0
32	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.02	3240	1620	1620	0
32	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.0	3240	1560	1560	120
32	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.005	3240	126	126	2988
32	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.01	3240	18	18	3204
32	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.02	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	standardized_MSE	0.0	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	standardized_MSE	0.005	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	standardized_MSE	0.01	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	standardized_MSE	0.02	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	raw_RMSE	0.0	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	raw_RMSE	0.005	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	raw_RMSE	0.01	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	raw_RMSE	0.02	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.0	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.005	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.01	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.02	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.0	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.005	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.01	3240	0	0	3240
32	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.02	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.0	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.005	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.01	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.02	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.0	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.005	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.01	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.02	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.0	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.005	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.01	3240	0	0	3240
32	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.02	3240	0	0	3240
32	Cobs:Cmodel	selected_CPA	standardized_MSE	0.0	3240	1620	1620	0
32	Cobs:Cmodel	selected_CPA	standardized_MSE	0.005	3240	0	0	3240
32	Cobs:Cmodel	selected_CPA	standardized_MSE	0.01	3240	0	0	3240
32	Cobs:Cmodel	selected_CPA	standardized_MSE	0.02	3240	0	0	3240
32	Cobs:Cmodel	selected_CPA	raw_RMSE	0.0	3240	1620	1620	0
32	Cobs:Cmodel	selected_CPA	raw_RMSE	0.005	3240	0	0	3240
32	Cobs:Cmodel	selected_CPA	raw_RMSE	0.01	3240	0	0	3240
32	Cobs:Cmodel	selected_CPA	raw_RMSE	0.02	3240	0	0	3240
32	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.0	3240	1620	1620	0
32	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.005	3240	692	692	1856
32	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.01	3240	296	296	2648
32	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.02	3240	36	36	3168
32	Cobs:Cmodel	selected_CPA	centroid_accuracy	0.0	3240	1546	1546	148
32	Cobs:Cmodel	selected_CPA	centroid_accuracy	0.005	3240	52	52	3136
32	Cobs:Cmodel	selected_CPA	centroid_accuracy	0.01	3240	0	0	3240
32	Cobs:Cmodel	selected_CPA	centroid_accuracy	0.02	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	0.0	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	0.005	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	0.01	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	0.02	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	0.0	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	0.005	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	0.01	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	0.02	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.0	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.005	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.01	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.02	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	0.0	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	0.005	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	0.01	3240	0	0	3240
32	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	0.02	3240	0	0	3240
32	Cobs:Cmodel	additive	standardized_MSE	0.0	3240	0	0	3240
32	Cobs:Cmodel	additive	standardized_MSE	0.005	3240	0	0	3240
32	Cobs:Cmodel	additive	standardized_MSE	0.01	3240	0	0	3240
32	Cobs:Cmodel	additive	standardized_MSE	0.02	3240	0	0	3240
32	Cobs:Cmodel	additive	raw_RMSE	0.0	3240	0	0	3240
32	Cobs:Cmodel	additive	raw_RMSE	0.005	3240	0	0	3240
32	Cobs:Cmodel	additive	raw_RMSE	0.01	3240	0	0	3240
32	Cobs:Cmodel	additive	raw_RMSE	0.02	3240	0	0	3240
32	Cobs:Cmodel	additive	perturbation_centred_Pearson	0.0	3240	0	0	3240
32	Cobs:Cmodel	additive	perturbation_centred_Pearson	0.005	3240	0	0	3240
32	Cobs:Cmodel	additive	perturbation_centred_Pearson	0.01	3240	0	0	3240
32	Cobs:Cmodel	additive	perturbation_centred_Pearson	0.02	3240	0	0	3240
32	Cobs:Cmodel	additive	centroid_accuracy	0.0	3240	0	0	3240
32	Cobs:Cmodel	additive	centroid_accuracy	0.005	3240	0	0	3240
32	Cobs:Cmodel	additive	centroid_accuracy	0.01	3240	0	0	3240
32	Cobs:Cmodel	additive	centroid_accuracy	0.02	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	standardized_MSE	0.0	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	standardized_MSE	0.005	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	standardized_MSE	0.01	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	standardized_MSE	0.02	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	raw_RMSE	0.0	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	raw_RMSE	0.005	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	raw_RMSE	0.01	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	raw_RMSE	0.02	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	centroid_accuracy	0.0	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	centroid_accuracy	0.005	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	centroid_accuracy	0.01	3240	0	0	3240
32	Cobs:Cmodel	compositional_ridge	centroid_accuracy	0.02	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	standardized_MSE	0.0	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	standardized_MSE	0.005	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	standardized_MSE	0.01	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	standardized_MSE	0.02	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	raw_RMSE	0.0	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	raw_RMSE	0.005	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	raw_RMSE	0.01	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	raw_RMSE	0.02	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.0	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.005	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.01	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.02	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	centroid_accuracy	0.0	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	centroid_accuracy	0.005	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	centroid_accuracy	0.01	3240	0	0	3240
32	Cobs:Cmodel	NC_native_effect	centroid_accuracy	0.02	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	standardized_MSE	0.0	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	standardized_MSE	0.005	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	standardized_MSE	0.01	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	standardized_MSE	0.02	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	raw_RMSE	0.0	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	raw_RMSE	0.005	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	raw_RMSE	0.01	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	raw_RMSE	0.02	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	0.0	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	0.005	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	0.01	3240	0	0	3240
32	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	0.02	3240	0	0	3240
32	Cpred:Cmodel	selected_CPA	standardized_MSE	0.0	3240	1620	1620	0
32	Cpred:Cmodel	selected_CPA	standardized_MSE	0.005	3240	0	0	3240
32	Cpred:Cmodel	selected_CPA	standardized_MSE	0.01	3240	0	0	3240
32	Cpred:Cmodel	selected_CPA	standardized_MSE	0.02	3240	0	0	3240
32	Cpred:Cmodel	selected_CPA	raw_RMSE	0.0	3240	1620	1620	0
32	Cpred:Cmodel	selected_CPA	raw_RMSE	0.005	3240	0	0	3240
32	Cpred:Cmodel	selected_CPA	raw_RMSE	0.01	3240	0	0	3240
32	Cpred:Cmodel	selected_CPA	raw_RMSE	0.02	3240	0	0	3240
32	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	0.0	3240	1620	1620	0
32	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	0.005	3240	690	690	1860
32	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	0.01	3240	298	298	2644
32	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	0.02	3240	36	36	3168
32	Cpred:Cmodel	selected_CPA	centroid_accuracy	0.0	3240	1540	1540	160
32	Cpred:Cmodel	selected_CPA	centroid_accuracy	0.005	3240	60	60	3120
32	Cpred:Cmodel	selected_CPA	centroid_accuracy	0.01	3240	0	0	3240
32	Cpred:Cmodel	selected_CPA	centroid_accuracy	0.02	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	0.0	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	0.005	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	0.01	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	0.02	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	0.0	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	0.005	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	0.01	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	0.02	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.0	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.005	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.01	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.02	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	centroid_accuracy	0.0	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	centroid_accuracy	0.005	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	centroid_accuracy	0.01	3240	0	0	3240
32	Cpred:Cmodel	original_CPA_fixed	centroid_accuracy	0.02	3240	0	0	3240
32	Cpred:Cmodel	additive	standardized_MSE	0.0	3240	0	0	3240
32	Cpred:Cmodel	additive	standardized_MSE	0.005	3240	0	0	3240
32	Cpred:Cmodel	additive	standardized_MSE	0.01	3240	0	0	3240
32	Cpred:Cmodel	additive	standardized_MSE	0.02	3240	0	0	3240
32	Cpred:Cmodel	additive	raw_RMSE	0.0	3240	0	0	3240
32	Cpred:Cmodel	additive	raw_RMSE	0.005	3240	0	0	3240
32	Cpred:Cmodel	additive	raw_RMSE	0.01	3240	0	0	3240
32	Cpred:Cmodel	additive	raw_RMSE	0.02	3240	0	0	3240
32	Cpred:Cmodel	additive	perturbation_centred_Pearson	0.0	3240	0	0	3240
32	Cpred:Cmodel	additive	perturbation_centred_Pearson	0.005	3240	0	0	3240
32	Cpred:Cmodel	additive	perturbation_centred_Pearson	0.01	3240	0	0	3240
32	Cpred:Cmodel	additive	perturbation_centred_Pearson	0.02	3240	0	0	3240
32	Cpred:Cmodel	additive	centroid_accuracy	0.0	3240	0	0	3240
32	Cpred:Cmodel	additive	centroid_accuracy	0.005	3240	0	0	3240
32	Cpred:Cmodel	additive	centroid_accuracy	0.01	3240	0	0	3240
32	Cpred:Cmodel	additive	centroid_accuracy	0.02	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	standardized_MSE	0.0	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	standardized_MSE	0.005	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	standardized_MSE	0.01	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	standardized_MSE	0.02	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	raw_RMSE	0.0	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	raw_RMSE	0.005	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	raw_RMSE	0.01	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	raw_RMSE	0.02	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	centroid_accuracy	0.0	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	centroid_accuracy	0.005	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	centroid_accuracy	0.01	3240	0	0	3240
32	Cpred:Cmodel	compositional_ridge	centroid_accuracy	0.02	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	standardized_MSE	0.0	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	standardized_MSE	0.005	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	standardized_MSE	0.01	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	standardized_MSE	0.02	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	raw_RMSE	0.0	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	raw_RMSE	0.005	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	raw_RMSE	0.01	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	raw_RMSE	0.02	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.0	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.005	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.01	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.02	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	centroid_accuracy	0.0	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	centroid_accuracy	0.005	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	centroid_accuracy	0.01	3240	0	0	3240
32	Cpred:Cmodel	NC_native_effect	centroid_accuracy	0.02	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	standardized_MSE	0.0	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	standardized_MSE	0.005	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	standardized_MSE	0.01	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	standardized_MSE	0.02	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	raw_RMSE	0.0	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	raw_RMSE	0.005	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	raw_RMSE	0.01	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	raw_RMSE	0.02	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	centroid_accuracy	0.0	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	centroid_accuracy	0.005	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	centroid_accuracy	0.01	3240	0	0	3240
32	Cpred:Cmodel	native_effect_ridge	centroid_accuracy	0.02	3240	0	0	3240
64	Cobs:Cpred	selected_CPA	standardized_MSE	0.0	3240	1620	1620	0
64	Cobs:Cpred	selected_CPA	standardized_MSE	0.005	3240	540	540	2160
64	Cobs:Cpred	selected_CPA	standardized_MSE	0.01	3240	0	0	3240
64	Cobs:Cpred	selected_CPA	standardized_MSE	0.02	3240	0	0	3240
64	Cobs:Cpred	selected_CPA	raw_RMSE	0.0	3240	1620	1620	0
64	Cobs:Cpred	selected_CPA	raw_RMSE	0.005	3240	540	540	2160
64	Cobs:Cpred	selected_CPA	raw_RMSE	0.01	3240	0	0	3240
64	Cobs:Cpred	selected_CPA	raw_RMSE	0.02	3240	0	0	3240
64	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	0.0	3240	1620	1620	0
64	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	0.005	3240	1616	1616	8
64	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	0.01	3240	1538	1538	164
64	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	0.02	3240	518	518	2204
64	Cobs:Cpred	selected_CPA	centroid_accuracy	0.0	3240	1490	1490	260
64	Cobs:Cpred	selected_CPA	centroid_accuracy	0.005	3240	10	10	3220
64	Cobs:Cpred	selected_CPA	centroid_accuracy	0.01	3240	0	0	3240
64	Cobs:Cpred	selected_CPA	centroid_accuracy	0.02	3240	0	0	3240
64	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.0	3240	1620	1620	0
64	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.005	3240	540	540	2160
64	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.01	3240	0	0	3240
64	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.02	3240	0	0	3240
64	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.0	3240	1620	1620	0
64	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.005	3240	540	540	2160
64	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.01	3240	0	0	3240
64	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.02	3240	0	0	3240
64	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.0	3240	1620	1620	0
64	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.005	3240	1620	1620	0
64	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.01	3240	1590	1590	60
64	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.02	3240	540	540	2160
64	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.0	3240	1422	1422	396
64	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.005	3240	0	0	3240
64	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.01	3240	0	0	3240
64	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.02	3240	0	0	3240
64	Cobs:Cpred	additive	standardized_MSE	0.0	3240	1620	1620	0
64	Cobs:Cpred	additive	standardized_MSE	0.005	3240	540	540	2160
64	Cobs:Cpred	additive	standardized_MSE	0.01	3240	0	0	3240
64	Cobs:Cpred	additive	standardized_MSE	0.02	3240	0	0	3240
64	Cobs:Cpred	additive	raw_RMSE	0.0	3240	1620	1620	0
64	Cobs:Cpred	additive	raw_RMSE	0.005	3240	1416	1416	408
64	Cobs:Cpred	additive	raw_RMSE	0.01	3240	522	522	2196
64	Cobs:Cpred	additive	raw_RMSE	0.02	3240	0	0	3240
64	Cobs:Cpred	additive	perturbation_centred_Pearson	0.0	3240	1620	1620	0
64	Cobs:Cpred	additive	perturbation_centred_Pearson	0.005	3240	1620	1620	0
64	Cobs:Cpred	additive	perturbation_centred_Pearson	0.01	3240	1620	1620	0
64	Cobs:Cpred	additive	perturbation_centred_Pearson	0.02	3240	1620	1620	0
64	Cobs:Cpred	additive	centroid_accuracy	0.0	3240	1362	1362	516
64	Cobs:Cpred	additive	centroid_accuracy	0.005	3240	0	0	3240
64	Cobs:Cpred	additive	centroid_accuracy	0.01	3240	0	0	3240
64	Cobs:Cpred	additive	centroid_accuracy	0.02	3240	0	0	3240
64	Cobs:Cpred	compositional_ridge	standardized_MSE	0.0	3240	1620	1620	0
64	Cobs:Cpred	compositional_ridge	standardized_MSE	0.005	3240	540	540	2160
64	Cobs:Cpred	compositional_ridge	standardized_MSE	0.01	3240	0	0	3240
64	Cobs:Cpred	compositional_ridge	standardized_MSE	0.02	3240	0	0	3240
64	Cobs:Cpred	compositional_ridge	raw_RMSE	0.0	3240	1620	1620	0
64	Cobs:Cpred	compositional_ridge	raw_RMSE	0.005	3240	1584	1584	72
64	Cobs:Cpred	compositional_ridge	raw_RMSE	0.01	3240	534	534	2172
64	Cobs:Cpred	compositional_ridge	raw_RMSE	0.02	3240	0	0	3240
64	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.0	3240	1620	1620	0
64	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.005	3240	1620	1620	0
64	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.01	3240	1620	1620	0
64	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.02	3240	1620	1620	0
64	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.0	3240	1506	1506	228
64	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.005	3240	6	6	3228
64	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.01	3240	0	0	3240
64	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.02	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	standardized_MSE	0.0	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	standardized_MSE	0.005	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	standardized_MSE	0.01	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	standardized_MSE	0.02	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	raw_RMSE	0.0	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	raw_RMSE	0.005	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	raw_RMSE	0.01	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	raw_RMSE	0.02	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.0	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.005	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.01	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.0	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.005	3240	0	0	3240
