depth	role_pair	model	metric	gap	taskmean_values	positive	negative	within
16	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.005	3240	1620	1620	0
16	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.01	3240	1620	1620	0
16	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.02	3240	540	540	2160
16	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.0	3240	1620	1620	0
16	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.005	3240	1620	1620	0
16	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.01	3240	1620	1620	0
16	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.02	3240	540	540	2160
16	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.0	3240	1620	1620	0
16	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.005	3240	1620	1620	0
16	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.01	3240	1620	1620	0
16	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.02	3240	1620	1620	0
16	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.0	3240	1518	1518	204
16	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.005	3240	54	54	3132
16	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.01	3240	0	0	3240
16	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.02	3240	0	0	3240
16	Cobs:Cpred	additive	standardized_MSE	0.0	3240	1620	1620	0
16	Cobs:Cpred	additive	standardized_MSE	0.005	3240	1620	1620	0
16	Cobs:Cpred	additive	standardized_MSE	0.01	3240	1620	1620	0
16	Cobs:Cpred	additive	standardized_MSE	0.02	3240	540	540	2160
16	Cobs:Cpred	additive	raw_RMSE	0.0	3240	1620	1620	0
16	Cobs:Cpred	additive	raw_RMSE	0.005	3240	1620	1620	0
16	Cobs:Cpred	additive	raw_RMSE	0.01	3240	1620	1620	0
16	Cobs:Cpred	additive	raw_RMSE	0.02	3240	852	852	1536
16	Cobs:Cpred	additive	perturbation_centred_Pearson	0.0	3240	1620	1620	0
16	Cobs:Cpred	additive	perturbation_centred_Pearson	0.005	3240	1620	1620	0
16	Cobs:Cpred	additive	perturbation_centred_Pearson	0.01	3240	1620	1620	0
16	Cobs:Cpred	additive	perturbation_centred_Pearson	0.02	3240	1620	1620	0
16	Cobs:Cpred	additive	centroid_accuracy	0.0	3240	1518	1518	204
16	Cobs:Cpred	additive	centroid_accuracy	0.005	3240	126	126	2988
16	Cobs:Cpred	additive	centroid_accuracy	0.01	3240	0	0	3240
16	Cobs:Cpred	additive	centroid_accuracy	0.02	3240	0	0	3240
16	Cobs:Cpred	compositional_ridge	standardized_MSE	0.0	3240	1620	1620	0
16	Cobs:Cpred	compositional_ridge	standardized_MSE	0.005	3240	1620	1620	0
16	Cobs:Cpred	compositional_ridge	standardized_MSE	0.01	3240	1620	1620	0
16	Cobs:Cpred	compositional_ridge	standardized_MSE	0.02	3240	540	540	2160
16	Cobs:Cpred	compositional_ridge	raw_RMSE	0.0	3240	1620	1620	0
16	Cobs:Cpred	compositional_ridge	raw_RMSE	0.005	3240	1620	1620	0
16	Cobs:Cpred	compositional_ridge	raw_RMSE	0.01	3240	1620	1620	0
16	Cobs:Cpred	compositional_ridge	raw_RMSE	0.02	3240	1188	1188	864
16	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.0	3240	1620	1620	0
16	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.005	3240	1620	1620	0
16	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.01	3240	1620	1620	0
16	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.02	3240	1620	1620	0
16	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.0	3240	1584	1584	72
16	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.005	3240	522	522	2196
16	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.01	3240	162	162	2916
16	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.02	3240	12	12	3216
16	Cobs:Cpred	NC_native_effect	standardized_MSE	0.0	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	standardized_MSE	0.005	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	standardized_MSE	0.01	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	standardized_MSE	0.02	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	raw_RMSE	0.0	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	raw_RMSE	0.005	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	raw_RMSE	0.01	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	raw_RMSE	0.02	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.0	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.005	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.01	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.02	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.0	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.005	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.01	3240	0	0	3240
16	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.02	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.0	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.005	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.01	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.02	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.0	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.005	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.01	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.02	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.0	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.005	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.01	3240	0	0	3240
16	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.02	3240	0	0	3240
16	Cobs:Cmodel	selected_CPA	standardized_MSE	0.0	3240	1620	1620	0
16	Cobs:Cmodel	selected_CPA	standardized_MSE	0.005	3240	78	78	3084
16	Cobs:Cmodel	selected_CPA	standardized_MSE	0.01	3240	0	0	3240
16	Cobs:Cmodel	selected_CPA	standardized_MSE	0.02	3240	0	0	3240
16	Cobs:Cmodel	selected_CPA	raw_RMSE	0.0	3240	1620	1620	0
16	Cobs:Cmodel	selected_CPA	raw_RMSE	0.005	3240	26	26	3188
16	Cobs:Cmodel	selected_CPA	raw_RMSE	0.01	3240	0	0	3240
16	Cobs:Cmodel	selected_CPA	raw_RMSE	0.02	3240	0	0	3240
16	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.0	3240	1620	1620	0
16	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.005	3240	956	956	1328
16	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.01	3240	668	668	1904
16	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.02	3240	314	314	2612
16	Cobs:Cmodel	selected_CPA	centroid_accuracy	0.0	3240	1542	1542	156
16	Cobs:Cmodel	selected_CPA	centroid_accuracy	0.005	3240	138	138	2964
16	Cobs:Cmodel	selected_CPA	centroid_accuracy	0.01	3240	2	2	3236
16	Cobs:Cmodel	selected_CPA	centroid_accuracy	0.02	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	0.0	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	0.005	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	0.01	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	0.02	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	0.0	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	0.005	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	0.01	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	0.02	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.0	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.005	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.01	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.02	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	0.0	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	0.005	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	0.01	3240	0	0	3240
16	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	0.02	3240	0	0	3240
16	Cobs:Cmodel	additive	standardized_MSE	0.0	3240	0	0	3240
16	Cobs:Cmodel	additive	standardized_MSE	0.005	3240	0	0	3240
16	Cobs:Cmodel	additive	standardized_MSE	0.01	3240	0	0	3240
16	Cobs:Cmodel	additive	standardized_MSE	0.02	3240	0	0	3240
16	Cobs:Cmodel	additive	raw_RMSE	0.0	3240	0	0	3240
16	Cobs:Cmodel	additive	raw_RMSE	0.005	3240	0	0	3240
16	Cobs:Cmodel	additive	raw_RMSE	0.01	3240	0	0	3240
16	Cobs:Cmodel	additive	raw_RMSE	0.02	3240	0	0	3240
16	Cobs:Cmodel	additive	perturbation_centred_Pearson	0.0	3240	0	0	3240
16	Cobs:Cmodel	additive	perturbation_centred_Pearson	0.005	3240	0	0	3240
16	Cobs:Cmodel	additive	perturbation_centred_Pearson	0.01	3240	0	0	3240
16	Cobs:Cmodel	additive	perturbation_centred_Pearson	0.02	3240	0	0	3240
16	Cobs:Cmodel	additive	centroid_accuracy	0.0	3240	0	0	3240
16	Cobs:Cmodel	additive	centroid_accuracy	0.005	3240	0	0	3240
16	Cobs:Cmodel	additive	centroid_accuracy	0.01	3240	0	0	3240
16	Cobs:Cmodel	additive	centroid_accuracy	0.02	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	standardized_MSE	0.0	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	standardized_MSE	0.005	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	standardized_MSE	0.01	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	standardized_MSE	0.02	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	raw_RMSE	0.0	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	raw_RMSE	0.005	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	raw_RMSE	0.01	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	raw_RMSE	0.02	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	centroid_accuracy	0.0	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	centroid_accuracy	0.005	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	centroid_accuracy	0.01	3240	0	0	3240
16	Cobs:Cmodel	compositional_ridge	centroid_accuracy	0.02	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	standardized_MSE	0.0	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	standardized_MSE	0.005	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	standardized_MSE	0.01	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	standardized_MSE	0.02	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	raw_RMSE	0.0	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	raw_RMSE	0.005	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	raw_RMSE	0.01	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	raw_RMSE	0.02	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.0	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.005	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.01	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.02	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	centroid_accuracy	0.0	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	centroid_accuracy	0.005	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	centroid_accuracy	0.01	3240	0	0	3240
16	Cobs:Cmodel	NC_native_effect	centroid_accuracy	0.02	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	standardized_MSE	0.0	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	standardized_MSE	0.005	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	standardized_MSE	0.01	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	standardized_MSE	0.02	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	raw_RMSE	0.0	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	raw_RMSE	0.005	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	raw_RMSE	0.01	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	raw_RMSE	0.02	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	0.0	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	0.005	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	0.01	3240	0	0	3240
16	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	0.02	3240	0	0	3240
16	Cpred:Cmodel	selected_CPA	standardized_MSE	0.0	3240	1620	1620	0
16	Cpred:Cmodel	selected_CPA	standardized_MSE	0.005	3240	78	78	3084
16	Cpred:Cmodel	selected_CPA	standardized_MSE	0.01	3240	0	0	3240
16	Cpred:Cmodel	selected_CPA	standardized_MSE	0.02	3240	0	0	3240
16	Cpred:Cmodel	selected_CPA	raw_RMSE	0.0	3240	1620	1620	0
16	Cpred:Cmodel	selected_CPA	raw_RMSE	0.005	3240	30	30	3180
16	Cpred:Cmodel	selected_CPA	raw_RMSE	0.01	3240	0	0	3240
16	Cpred:Cmodel	selected_CPA	raw_RMSE	0.02	3240	0	0	3240
16	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	0.0	3240	1620	1620	0
16	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	0.005	3240	932	932	1376
16	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	0.01	3240	668	668	1904
16	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	0.02	3240	314	314	2612
16	Cpred:Cmodel	selected_CPA	centroid_accuracy	0.0	3240	1556	1556	128
16	Cpred:Cmodel	selected_CPA	centroid_accuracy	0.005	3240	162	162	2916
16	Cpred:Cmodel	selected_CPA	centroid_accuracy	0.01	3240	2	2	3236
16	Cpred:Cmodel	selected_CPA	centroid_accuracy	0.02	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	0.0	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	0.005	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	0.01	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	0.02	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	0.0	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	0.005	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	0.01	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	0.02	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.0	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.005	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.01	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.02	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	centroid_accuracy	0.0	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	centroid_accuracy	0.005	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	centroid_accuracy	0.01	3240	0	0	3240
16	Cpred:Cmodel	original_CPA_fixed	centroid_accuracy	0.02	3240	0	0	3240
16	Cpred:Cmodel	additive	standardized_MSE	0.0	3240	0	0	3240
16	Cpred:Cmodel	additive	standardized_MSE	0.005	3240	0	0	3240
16	Cpred:Cmodel	additive	standardized_MSE	0.01	3240	0	0	3240
16	Cpred:Cmodel	additive	standardized_MSE	0.02	3240	0	0	3240
16	Cpred:Cmodel	additive	raw_RMSE	0.0	3240	0	0	3240
16	Cpred:Cmodel	additive	raw_RMSE	0.005	3240	0	0	3240
16	Cpred:Cmodel	additive	raw_RMSE	0.01	3240	0	0	3240
16	Cpred:Cmodel	additive	raw_RMSE	0.02	3240	0	0	3240
16	Cpred:Cmodel	additive	perturbation_centred_Pearson	0.0	3240	0	0	3240
16	Cpred:Cmodel	additive	perturbation_centred_Pearson	0.005	3240	0	0	3240
16	Cpred:Cmodel	additive	perturbation_centred_Pearson	0.01	3240	0	0	3240
16	Cpred:Cmodel	additive	perturbation_centred_Pearson	0.02	3240	0	0	3240
16	Cpred:Cmodel	additive	centroid_accuracy	0.0	3240	0	0	3240
16	Cpred:Cmodel	additive	centroid_accuracy	0.005	3240	0	0	3240
16	Cpred:Cmodel	additive	centroid_accuracy	0.01	3240	0	0	3240
16	Cpred:Cmodel	additive	centroid_accuracy	0.02	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	standardized_MSE	0.0	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	standardized_MSE	0.005	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	standardized_MSE	0.01	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	standardized_MSE	0.02	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	raw_RMSE	0.0	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	raw_RMSE	0.005	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	raw_RMSE	0.01	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	raw_RMSE	0.02	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	centroid_accuracy	0.0	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	centroid_accuracy	0.005	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	centroid_accuracy	0.01	3240	0	0	3240
16	Cpred:Cmodel	compositional_ridge	centroid_accuracy	0.02	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	standardized_MSE	0.0	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	standardized_MSE	0.005	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	standardized_MSE	0.01	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	standardized_MSE	0.02	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	raw_RMSE	0.0	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	raw_RMSE	0.005	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	raw_RMSE	0.01	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	raw_RMSE	0.02	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.0	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.005	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.01	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.02	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	centroid_accuracy	0.0	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	centroid_accuracy	0.005	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	centroid_accuracy	0.01	3240	0	0	3240
16	Cpred:Cmodel	NC_native_effect	centroid_accuracy	0.02	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	standardized_MSE	0.0	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	standardized_MSE	0.005	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	standardized_MSE	0.01	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	standardized_MSE	0.02	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	raw_RMSE	0.0	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	raw_RMSE	0.005	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	raw_RMSE	0.01	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	raw_RMSE	0.02	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	centroid_accuracy	0.0	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	centroid_accuracy	0.005	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	centroid_accuracy	0.01	3240	0	0	3240
16	Cpred:Cmodel	native_effect_ridge	centroid_accuracy	0.02	3240	0	0	3240
32	Cobs:Cpred	selected_CPA	standardized_MSE	0.0	3240	1620	1620	0
32	Cobs:Cpred	selected_CPA	standardized_MSE	0.005	3240	1620	1620	0
32	Cobs:Cpred	selected_CPA	standardized_MSE	0.01	3240	552	552	2136
32	Cobs:Cpred	selected_CPA	standardized_MSE	0.02	3240	0	0	3240
32	Cobs:Cpred	selected_CPA	raw_RMSE	0.0	3240	1620	1620	0
32	Cobs:Cpred	selected_CPA	raw_RMSE	0.005	3240	1620	1620	0
32	Cobs:Cpred	selected_CPA	raw_RMSE	0.01	3240	540	540	2160
32	Cobs:Cpred	selected_CPA	raw_RMSE	0.02	3240	0	0	3240
32	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	0.0	3240	1620	1620	0
32	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	0.005	3240	1620	1620	0
32	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	0.01	3240	1610	1610	20
32	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	0.02	3240	1264	1264	712
32	Cobs:Cpred	selected_CPA	centroid_accuracy	0.0	3240	1542	1542	156
32	Cobs:Cpred	selected_CPA	centroid_accuracy	0.005	3240	92	92	3056
32	Cobs:Cpred	selected_CPA	centroid_accuracy	0.01	3240	0	0	3240
32	Cobs:Cpred	selected_CPA	centroid_accuracy	0.02	3240	0	0	3240
32	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.0	3240	1620	1620	0
32	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.005	3240	1620	1620	0
32	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.01	3240	552	552	2136
32	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.02	3240	0	0	3240
32	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.0	3240	1620	1620	0
32	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.005	3240	1620	1620	0
32	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.01	3240	540	540	2160
32	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.02	3240	0	0	3240
32	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.0	3240	1620	1620	0
32	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.005	3240	1620	1620	0
32	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.01	3240	1620	1620	0
32	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.02	3240	1086	1086	1068
32	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.0	3240	1500	1500	240
32	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.005	3240	0	0	3240
32	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.01	3240	0	0	3240
32	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.02	3240	0	0	3240
32	Cobs:Cpred	additive	standardized_MSE	0.0	3240	1620	1620	0
32	Cobs:Cpred	additive	standardized_MSE	0.005	3240	1620	1620	0
32	Cobs:Cpred	additive	standardized_MSE	0.01	3240	552	552	2136
32	Cobs:Cpred	additive	standardized_MSE	0.02	3240	0	0	3240
32	Cobs:Cpred	additive	raw_RMSE	0.0	3240	1620	1620	0
32	Cobs:Cpred	additive	raw_RMSE	0.005	3240	1620	1620	0
32	Cobs:Cpred	additive	raw_RMSE	0.01	3240	1320	1320	600
32	Cobs:Cpred	additive	raw_RMSE	0.02	3240	432	432	2376
32	Cobs:Cpred	additive	perturbation_centred_Pearson	0.0	3240	1620	1620	0
32	Cobs:Cpred	additive	perturbation_centred_Pearson	0.005	3240	1620	1620	0
32	Cobs:Cpred	additive	perturbation_centred_Pearson	0.01	3240	1620	1620	0
32	Cobs:Cpred	additive	perturbation_centred_Pearson	0.02	3240	1620	1620	0
32	Cobs:Cpred	additive	centroid_accuracy	0.0	3240	1416	1416	408
32	Cobs:Cpred	additive	centroid_accuracy	0.005	3240	6	6	3228
32	Cobs:Cpred	additive	centroid_accuracy	0.01	3240	0	0	3240
32	Cobs:Cpred	additive	centroid_accuracy	0.02	3240	0	0	3240
