dataset	regime	family	mode	depth	seed_summary	root_index	root_tasks	rms
parse	common48	CPA	raw_state	32	43	1	722	0.059335640202111434
parse	common48	CPA	raw_state	32	43	2	722	0.06281645674788518
parse	common48	CPA	raw_state	32	43	3	722	0.06242576985412205
parse	common48	CPA	raw_state	32	43	4	722	0.06338392761449084
parse	common48	CPA	raw_state	32	43	5	722	0.06487799982449828
parse	common48	CPA	raw_state	32	43	6	722	0.06392968130882594
parse	common48	CPA	raw_state	32	43	7	722	0.060837109942563715
parse	common48	CPA	raw_state	40	mean_of_squared_seed_displacements	0	722	0.05876955861308423
parse	common48	CPA	raw_state	40	mean_of_squared_seed_displacements	1	722	0.053041644495451956
parse	common48	CPA	raw_state	40	mean_of_squared_seed_displacements	2	722	0.056244853503560746
parse	common48	CPA	raw_state	40	mean_of_squared_seed_displacements	3	722	0.056058890952969884
parse	common48	CPA	raw_state	40	mean_of_squared_seed_displacements	4	722	0.056310470763512414
parse	common48	CPA	raw_state	40	mean_of_squared_seed_displacements	5	722	0.058111746551868855
parse	common48	CPA	raw_state	40	mean_of_squared_seed_displacements	6	722	0.057108536143559444
parse	common48	CPA	raw_state	40	mean_of_squared_seed_displacements	7	722	0.05446978788772288
parse	common48	CPA	raw_state	40	17	0	722	0.05905195653079646
parse	common48	CPA	raw_state	40	17	1	722	0.0531638028768355
parse	common48	CPA	raw_state	40	17	2	722	0.05660053968348396
parse	common48	CPA	raw_state	40	17	3	722	0.056209466887080166
parse	common48	CPA	raw_state	40	17	4	722	0.05664118746088384
parse	common48	CPA	raw_state	40	17	5	722	0.05815378643476307
parse	common48	CPA	raw_state	40	17	6	722	0.057141755666927356
parse	common48	CPA	raw_state	40	17	7	722	0.05467457948060507
parse	common48	CPA	raw_state	40	29	0	722	0.05860169646663665
parse	common48	CPA	raw_state	40	29	1	722	0.05282923536214418
parse	common48	CPA	raw_state	40	29	2	722	0.05598721864730769
parse	common48	CPA	raw_state	40	29	3	722	0.05607685759895877
parse	common48	CPA	raw_state	40	29	4	722	0.055602726294642406
parse	common48	CPA	raw_state	40	29	5	722	0.058024146684075836
parse	common48	CPA	raw_state	40	29	6	722	0.05703951220866952
parse	common48	CPA	raw_state	40	29	7	722	0.05438507384949672
parse	common48	CPA	raw_state	40	43	0	722	0.0586539909967546
parse	common48	CPA	raw_state	40	43	1	722	0.0531312535808245
parse	common48	CPA	raw_state	40	43	2	722	0.05614499882080291
parse	common48	CPA	raw_state	40	43	3	722	0.055889888519545655
parse	common48	CPA	raw_state	40	43	4	722	0.05668086153587707
parse	common48	CPA	raw_state	40	43	5	722	0.058157207522462395
parse	common48	CPA	raw_state	40	43	6	722	0.05714427799595448
parse	common48	CPA	raw_state	40	43	7	722	0.054349125831096565
parse	common48	CPA	raw_state	48	mean_of_squared_seed_displacements	0	722	0.05359591009078784
parse	common48	CPA	raw_state	48	mean_of_squared_seed_displacements	1	722	0.048431059656604186
