dataset	regime	family	mode	depth	seed_summary	root_index	root_tasks	rms
parse	common128	CPA	raw_state	16	mean_of_squared_seed_displacements	0	722	0.08759518549847582
parse	common128	CPA	raw_state	16	mean_of_squared_seed_displacements	1	722	0.07695439094485237
parse	common128	CPA	raw_state	16	mean_of_squared_seed_displacements	2	722	0.08250564316138455
parse	common128	CPA	raw_state	16	mean_of_squared_seed_displacements	3	722	0.08181653616346556
parse	common128	CPA	raw_state	16	mean_of_squared_seed_displacements	4	722	0.08181891672649583
parse	common128	CPA	raw_state	16	mean_of_squared_seed_displacements	5	722	0.08594285042782099
parse	common128	CPA	raw_state	16	mean_of_squared_seed_displacements	6	722	0.08491581876292104
parse	common128	CPA	raw_state	16	mean_of_squared_seed_displacements	7	722	0.07898787445737854
parse	common128	CPA	raw_state	16	17	0	722	0.0879528494009711
parse	common128	CPA	raw_state	16	17	1	722	0.07692375719566272
parse	common128	CPA	raw_state	16	17	2	722	0.08266958351409381
parse	common128	CPA	raw_state	16	17	3	722	0.08191569418836125
parse	common128	CPA	raw_state	16	17	4	722	0.081887999070617
parse	common128	CPA	raw_state	16	17	5	722	0.0859257527281089
parse	common128	CPA	raw_state	16	17	6	722	0.08497578492771593
parse	common128	CPA	raw_state	16	17	7	722	0.0792049045755433
parse	common128	CPA	raw_state	16	29	0	722	0.08753033786836659
parse	common128	CPA	raw_state	16	29	1	722	0.07668339085820208
parse	common128	CPA	raw_state	16	29	2	722	0.08221025703249235
parse	common128	CPA	raw_state	16	29	3	722	0.08188741448827294
parse	common128	CPA	raw_state	16	29	4	722	0.08171754368536925
parse	common128	CPA	raw_state	16	29	5	722	0.0859747528695128
parse	common128	CPA	raw_state	16	29	6	722	0.08474285783293613
parse	common128	CPA	raw_state	16	29	7	722	0.07894409138742278
parse	common128	CPA	raw_state	16	43	0	722	0.08730112142714368
parse	common128	CPA	raw_state	16	43	1	722	0.07725495454966264
parse	common128	CPA	raw_state	16	43	2	722	0.08263629384646305
parse	common128	CPA	raw_state	16	43	3	722	0.08164623177726975
parse	common128	CPA	raw_state	16	43	4	722	0.08185110912585225
parse	common128	CPA	raw_state	16	43	5	722	0.08592803678724746
parse	common128	CPA	raw_state	16	43	6	722	0.0850285413890953
parse	common128	CPA	raw_state	16	43	7	722	0.07881412601860882
parse	common128	CPA	raw_state	24	mean_of_squared_seed_displacements	0	722	0.07168336531617907
parse	common128	CPA	raw_state	24	mean_of_squared_seed_displacements	1	722	0.06292061005470788
parse	common128	CPA	raw_state	24	mean_of_squared_seed_displacements	2	722	0.0672846309145611
parse	common128	CPA	raw_state	24	mean_of_squared_seed_displacements	3	722	0.06675959733634898
parse	common128	CPA	raw_state	24	mean_of_squared_seed_displacements	4	722	0.06677304175866594
