task	model_a	model_b	allocation	S_margin	O_margin	O_fixed_input_margin	S_direction	O_direction	O_fixed_input_direction	strict_S_O_reversal	actual_vs_fixed_input_direction_changed
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	3	-0.03501885350063065	-0.03657986394036705	-0.03657986394036705	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	4	-0.03501885350063065	-0.03285545687615328	-0.03285545687615328	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	5	-0.03501885350063065	-0.037182250125108146	-0.037182250125108146	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	6	-0.03501885350063065	-0.033500989141303006	-0.033500989141303006	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	7	-0.03501885350063065	-0.03653671785995835	-0.03653671785995835	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	8	-0.03501885350063065	-0.03398009312891978	-0.03398009312891978	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	9	-0.03501885350063065	-0.036057613872341576	-0.036057613872341576	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	10	-0.03501885350063065	-0.03499748785177549	-0.03499748785177549	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	11	-0.03501885350063065	-0.03504021914948595	-0.03504021914948595	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	12	-0.03501885350063065	-0.03566910429601455	-0.03566910429601455	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	13	-0.03501885350063065	-0.0343686027052469	-0.0343686027052469	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	14	-0.03501885350063065	-0.03543886142432044	-0.03543886142432044	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	15	-0.03501885350063065	-0.034598845576940845	-0.034598845576940845	-1	-1	-1	False	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	0	-0.04511712538346452	0.06909389688274534	0.07246812933194721	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	1	-0.04511712538346452	0.07858769282501932	0.0805057842470498	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	2	-0.04511712538346452	0.07371504418590596	0.07739429782894727	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	3	-0.04511712538346452	0.07721449548735823	0.07921589000101936	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	4	-0.04511712538346452	0.07781352327090577	0.08124376396090632	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	5	-0.04511712538346452	0.07300903053465255	0.07541612145377291	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	6	-0.04511712538346452	0.07479854263825608	0.07951441635700007	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	7	-0.04511712538346452	0.07490425516331334	0.07746612075456524	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	8	-0.04511712538346452	0.07411767318360185	0.07786618313010324	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	9	-0.04511712538346452	0.07197013587066922	0.07469037155327962	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	10	-0.04511712538346452	0.0736050646077053	0.07652636095063087	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	11	-0.04511712538346452	0.07612709850709745	0.08065117362755231	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	12	-0.04511712538346452	0.07339969555426754	0.07622493245622927	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	13	-0.04511712538346452	0.0753047673194912	0.07779012705541499	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	14	-0.04511712538346452	0.07446852540051152	0.07789242378186181	-1	1	1	True	False
FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	15	-0.04511712538346452	0.07580494137100113	0.0797623440817509	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	0	-0.010098271882833867	0.10517187856773716	0.10854611101693903	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	1	-0.010098271882833867	0.11254741814128882	0.1144655095633193	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	2	-0.010098271882833867	0.1071728872468002	0.11085214088984151	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	3	-0.010098271882833867	0.11379435942772528	0.11579575394138641	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	4	-0.010098271882833867	0.11066898014705905	0.1140992208370596	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	5	-0.010098271882833867	0.1101912806597607	0.11259837157888106	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	6	-0.010098271882833867	0.10829953177955909	0.11301540549830308	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	7	-0.010098271882833867	0.11144097302327169	0.1140028386145236	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	8	-0.010098271882833867	0.10809776631252163	0.11184627625902302	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	9	-0.010098271882833867	0.1080277497430108	0.1107479854256212	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	10	-0.010098271882833867	0.10860255245948079	0.11152384880240636	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	11	-0.010098271882833867	0.1111673176565834	0.11569139277703826	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	12	-0.010098271882833867	0.10906879985028209	0.11189403675224383	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	13	-0.010098271882833867	0.1096733700247381	0.1121587297606619	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	14	-0.010098271882833867	0.10990738682483196	0.11333128520618226	-1	1	1	True	False
FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	15	-0.010098271882833867	0.11040378694794198	0.11436118965869174	-1	1	1	True	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	0	-0.03100116981874171	-0.03178609892497186	-0.03178609892497186	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	1	-0.03100116981874171	-0.03021624071251161	-0.03021624071251161	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	2	-0.03100116981874171	-0.03074131356588858	-0.03074131356588858	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	3	-0.03100116981874171	-0.03126102607159478	-0.03126102607159478	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	4	-0.03100116981874171	-0.02880101926633069	-0.02880101926633069	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	5	-0.03100116981874171	-0.03320132037115264	-0.03320132037115264	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	6	-0.03100116981874171	-0.03149191979250654	-0.03149191979250654	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	7	-0.03100116981874171	-0.03051041984497682	-0.03051041984497682	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	8	-0.03100116981874171	-0.0273775159094303	-0.0273775159094303	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	9	-0.03100116981874171	-0.03462482372805306	-0.03462482372805306	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	10	-0.03100116981874171	-0.03408500402250661	-0.03408500402250661	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	11	-0.03100116981874171	-0.027917335614976807	-0.027917335614976807	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	12	-0.03100116981874171	-0.03029137768177359	-0.03029137768177359	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	13	-0.03100116981874171	-0.03171096195570988	-0.03171096195570988	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	14	-0.03100116981874171	-0.02960880282610956	-0.02960880282610956	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	15	-0.03100116981874171	-0.03239353681137383	-0.03239353681137383	-1	-1	-1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	0	0.016672492076367257	0.11433472249773885	0.1162113779325955	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	1	0.016672492076367257	0.11901299848527741	0.12249093709207981	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	2	0.016672492076367257	0.11816504629421018	0.12177349082181047	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	3	0.016672492076367257	0.11889773499645248	0.12227541737304046	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	4	0.016672492076367257	0.1198781683381687	0.12445177151669487	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	5	0.016672492076367257	0.1100559035363296	0.11217368070135492	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	6	0.016672492076367257	0.1179404188202362	0.12093985398653628	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	7	0.016672492076367257	0.11821531652144962	0.12261593136166715	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	8	0.016672492076367257	0.12537350370627873	0.13358454728434502	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	9	0.016672492076367257	0.1119788622092629	0.11414375783939656	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	10	0.016672492076367257	0.11441461314618576	0.11536536140571316	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	11	0.016672492076367257	0.12488266899611847	0.1306239241792335	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	12	0.016672492076367257	0.1191300355816326	0.1238962034726625	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	13	0.016672492076367257	0.11100724297797665	0.11372307331933001	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	14	0.016672492076367257	0.12422986974629285	0.12784075602742623	1	1	1	False	False
P_FPP	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	15	0.016672492076367257	0.11524565183552893	0.11941085927594197	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	0	0.047673661895108965	0.1461208214227107	0.14799747685756737	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	1	0.047673661895108965	0.14922923919778902	0.15270717780459142	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	2	0.047673661895108965	0.14890635986009876	0.15251480438769904	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	3	0.047673661895108965	0.15015876106804726	0.15353644344463524	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	4	0.047673661895108965	0.14867918760449939	0.15325279078302556	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	5	0.047673661895108965	0.14325722390748225	0.14537500107250756	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	6	0.047673661895108965	0.14943233861274274	0.15243177377904282	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	7	0.047673661895108965	0.14872573636642644	0.15312635120664397	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	8	0.047673661895108965	0.15275101961570903	0.16096206319377532	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	9	0.047673661895108965	0.14660368593731596	0.14876858156744963	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	10	0.047673661895108965	0.14849961716869237	0.14945036542821977	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	11	0.047673661895108965	0.15280000461109527	0.1585412597942103	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	12	0.047673661895108965	0.1494214132634062	0.1541875811544361	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	13	0.047673661895108965	0.14271820493368653	0.1454340352750399	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	14	0.047673661895108965	0.1538386725724024	0.1574495588535358	1	1	1	False	False
P_FPP	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	15	0.047673661895108965	0.14763918864690276	0.1518043960873158	1	1	1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	0	-0.03822489934060258	-0.03958977455812139	-0.03958977455812139	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	1	-0.03822489934060258	-0.03686002412308373	-0.03686002412308373	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	2	-0.03822489934060258	-0.03765003716478907	-0.03765003716478907	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	3	-0.03822489934060258	-0.03879976151641602	-0.03879976151641602	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	4	-0.03822489934060258	-0.039122367939851924	-0.039122367939851924	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	5	-0.03822489934060258	-0.03732743074135321	-0.03732743074135321	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	6	-0.03822489934060258	-0.03762711256165538	-0.03762711256165538	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	7	-0.03822489934060258	-0.03882268611954977	-0.03882268611954977	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	8	-0.03822489934060258	-0.03712997263629367	-0.03712997263629367	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	9	-0.03822489934060258	-0.03931982604491138	-0.03931982604491138	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	10	-0.03822489934060258	-0.03883330140730974	-0.03883330140730974	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	11	-0.03822489934060258	-0.03761649727389543	-0.03761649727389543	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	12	-0.03822489934060258	-0.038734557141014814	-0.038734557141014814	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	13	-0.03822489934060258	-0.03771524154019028	-0.03771524154019028	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	14	-0.03822489934060258	-0.03871333717800139	-0.03871333717800139	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	15	-0.03822489934060258	-0.037736461503203686	-0.037736461503203686	-1	-1	-1	False	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	0	-0.023838984464781304	0.06044258263699495	0.06314784323953279	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	1	-0.023838984464781304	0.062125766666849186	0.06640914270126477	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	2	-0.023838984464781304	0.06204241300184504	0.06545150572478639	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	3	-0.023838984464781304	0.06382807092315454	0.06888213046476274	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	4	-0.023838984464781304	0.0644138335071012	0.06800601800867151	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	5	-0.023838984464781304	0.06117611099500603	0.06374053398172219	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	6	-0.023838984464781304	0.0655003964815018	0.0736375505319792	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	7	-0.023838984464781304	0.06414183295371573	0.06950757996169382	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	8	-0.023838984464781304	0.06495904843136913	0.06918519603757425	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	9	-0.023838984464781304	0.05936858344998072	0.06270807515354282	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	10	-0.023838984464781304	0.06219650730851006	0.06474338149748904	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	11	-0.023838984464781304	0.05978088186970221	0.06344669206047981	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	12	-0.023838984464781304	0.06023275185875532	0.0635415758456824	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	13	-0.023838984464781304	0.0641374520461852	0.06869583953388234	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	14	-0.023838984464781304	0.06126447386667391	0.06435229327990791	-1	1	1	True	False
Sert	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	15	-0.023838984464781304	0.05977140142023568	0.06328974845355365	-1	1	1	True	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	0	0.014385914875821276	0.10003235719511634	0.10273761779765418	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	1	0.014385914875821276	0.09898579078993291	0.1032691668243485	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	2	0.014385914875821276	0.09969245016663411	0.10310154288957546	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	3	0.014385914875821276	0.10262783243957056	0.10768189198117877	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	4	0.014385914875821276	0.10353620144695312	0.10712838594852343	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	5	0.014385914875821276	0.09850354173635924	0.1010679647230754	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	6	0.014385914875821276	0.10312750904315718	0.11126466309363459	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	7	0.014385914875821276	0.1029645190732655	0.10833026608124359	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	8	0.014385914875821276	0.1020890210676628	0.10631516867386792	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	9	0.014385914875821276	0.0986884094948921	0.1020279011984542	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	10	0.014385914875821276	0.1010298087158198	0.10357668290479878	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	11	0.014385914875821276	0.09739737914359764	0.10106318933437525	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	12	0.014385914875821276	0.09896730899977013	0.10227613298669722	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	13	0.014385914875821276	0.10185269358637548	0.10641108107407261	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	14	0.014385914875821276	0.0999778110446753	0.1030656304579093	1	1	1	False	False
Sert	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	15	0.014385914875821276	0.09750786292343937	0.10102620995675733	1	1	1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	0	-0.03570482390156647	-0.03646935466921891	-0.03646935466921891	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	1	-0.03570482390156647	-0.034940293133914085	-0.034940293133914085	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	2	-0.03570482390156647	-0.03742708314494342	-0.03742708314494342	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	3	-0.03570482390156647	-0.03398256465818961	-0.03398256465818961	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	4	-0.03570482390156647	-0.033848962990619846	-0.033848962990619846	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	5	-0.03570482390156647	-0.03756068481251318	-0.03756068481251318	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	6	-0.03570482390156647	-0.036306781047741626	-0.036306781047741626	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	7	-0.03570482390156647	-0.0351028667553914	-0.0351028667553914	-1	-1	-1	False	False
