dataset	regime	panel	seed	depth	unit	allocations	biological_roots	contrast	family	utility_before	utility_after	utility_gain	structural_input_unused	deterministic_seed_alias
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_O	NC	-0.06439464414952933	-0.06439464414952933	-4.1546627249644523e-19	True	True
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_O	CM	-0.06721308512966481	-0.06721308512966481	-3.877106968808164e-19	True	True
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_O	TW	-0.06494750393959613	-0.06494750393959613	-4.2240516640035257e-19	True	True
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_O	PCA	-0.06494043772085291	-0.06494043772085291	-4.657732532997727e-19	True	True
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_O	RBF	-0.06263434771179872	-0.06263434771179872	-3.1051550219984846e-19	True	True
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_O	scGen	-0.12074019031795351	-0.11398947321965408	0.006750717098299433	False	False
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_O	CPA	-0.27776683668020746	-0.2716561017555249	0.006110734924682517	False	False
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_O	CellOT	-0.12869438684507598	-0.12121361113006184	0.007480775715014079	False	False
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_P	NC	-0.06439464414952933	-0.06439464414952933	0.0	True	True
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_P	CM	-0.06721308512966481	-0.06721308512966481	0.0	True	True
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_P	TW	-0.06494750393959613	-0.06494750393959613	0.0	True	True
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_P	PCA	-0.06494043772085291	-0.06494043772085291	0.0	True	True
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_P	RBF	-0.06263434771179872	-0.06263434771179872	0.0	True	True
parse	common128	primary	17	16	equal_eight_root_mean	1000	8	D_to_P	scGen	-0.12074019031795351	-0.12749090741637936	-0.006750717098425842	False	False
