realization_id	root_task_index	root_id	root_index	task_id	task_index	construction	pca64_standardized_mse	scgen_standardized_mse	pca64_utility	scgen_utility	pca64_minus_scgen	expected_pca64_utility	expected_scgen_utility	maximum_method_absolute_error_vs_expected
q1	29	R46	5	T05	4	split	0.30554452272414634	0.44808132566268877	-0.30554452272414634	-0.44808132566268877	0.14253680293854243	-0.30554452272414634	-0.44808132566268877	0
q1	30	R47	6	T01	0	split	0.2679201362837863	0.41083918055464841	-0.2679201362837863	-0.41083918055464841	0.14291904427086211	-0.2679201362837863	-0.41083918055464841	0
q1	31	R47	6	T02	1	split	0.2451471054208833	0.36452089094925777	-0.2451471054208833	-0.36452089094925777	0.11937378552837447	-0.2451471054208833	-0.36452089094925777	0
q1	32	R47	6	T03	2	split	0.30759244491837895	0.45970299125169001	-0.30759244491837895	-0.45970299125169001	0.15211054633331106	-0.30759244491837895	-0.45970299125169001	0
q1	33	R47	6	T04	3	split	0.28778514754486029	0.48303471115800267	-0.28778514754486029	-0.48303471115800267	0.19524956361314239	-0.28778514754486029	-0.48303471115800267	0
q1	34	R47	6	T05	4	split	0.31808192039380567	0.47402558201870088	-0.31808192039380567	-0.47402558201870088	0.1559436616248952	-0.31808192039380567	-0.47402558201870088	0
q1	35	R48	7	T01	0	split	0.23377153875061663	0.344569733817289	-0.23377153875061663	-0.344569733817289	0.11079819506667238	-0.23377153875061663	-0.344569733817289	0
q1	36	R48	7	T02	1	split	0.21673863466560192	0.32493730684557298	-0.21673863466560192	-0.32493730684557298	0.10819867217997106	-0.21673863466560192	-0.32493730684557298	0
q1	37	R48	7	T03	2	split	0.26990316127728176	0.38696674812846987	-0.26990316127728176	-0.38696674812846987	0.11706358685118812	-0.26990316127728176	-0.38696674812846987	0
q1	38	R48	7	T04	3	split	0.20348756779992747	0.32768977950544503	-0.20348756779992747	-0.32768977950544503	0.12420221170551757	-0.20348756779992747	-0.32768977950544503	0
q1	39	R48	7	T05	4	split	0.31568281033494328	0.44197652724634928	-0.31568281033494328	-0.44197652724634928	0.12629371691140601	-0.31568281033494328	-0.44197652724634928	0
q1	0	R41	0	T01	0	rotation	0.22339547712525212	0.34741506459905153	-0.22339547712525212	-0.34741506459905153	0.1240195874737994	-0.22339547712525212	-0.34741506459905153	0
q1	1	R41	0	T02	1	rotation	0.21800791471642031	0.3302305252850487	-0.21800791471642031	-0.3302305252850487	0.11222261056862839	-0.21800791471642031	-0.3302305252850487	0
q1	2	R41	0	T03	2	rotation	0.28605307163778509	0.42994459693781839	-0.28605307163778509	-0.42994459693781839	0.1438915253000333	-0.28605307163778509	-0.42994459693781839	0
q1	3	R41	0	T04	3	rotation	0.22596332382469977	0.37809220484357547	-0.22596332382469977	-0.37809220484357547	0.1521288810188757	-0.22596332382469977	-0.37809220484357547	0
q1	4	R41	0	T05	4	rotation	0.30256866729628479	0.43821877393147624	-0.30256866729628479	-0.43821877393147624	0.13565010663519145	-0.30256866729628479	-0.43821877393147624	0
q1	5	R42	1	T01	0	rotation	0.20849964917705341	0.30563136549634479	-0.20849964917705341	-0.30563136549634479	0.097131716319291378	-0.20849964917705341	-0.30563136549634479	0
q1	6	R42	1	T02	1	rotation	0.21005389726813165	0.31390617035684282	-0.21005389726813165	-0.31390617035684282	0.10385227308871117	-0.21005389726813165	-0.31390617035684282	0
q1	7	R42	1	T03	2	rotation	0.24370320310573934	0.37204510916008027	-0.24370320310573934	-0.37204510916008027	0.12834190605434093	-0.24370320310573934	-0.37204510916008027	0
q1	8	R42	1	T04	3	rotation	0.18854384710287944	0.30485598224128685	-0.18854384710287944	-0.30485598224128685	0.11631213513840741	-0.18854384710287944	-0.30485598224128685	0
q1	9	R42	1	T05	4	rotation	0.28901449413125396	0.42121555099728547	-0.28901449413125396	-0.42121555099728547	0.13220105686603151	-0.28901449413125396	-0.42121555099728547	0
q1	10	R43	2	T01	0	rotation	0.20007638466027222	0.29395393158319777	-0.20007638466027222	-0.29395393158319777	0.093877546922925548	-0.20007638466027222	-0.29395393158319777	0
q1	11	R43	2	T02	1	rotation	0.19864222612070168	0.29871139623048609	-0.19864222612070168	-0.29871139623048609	0.10006917010978442	-0.19864222612070168	-0.29871139623048609	0
q1	12	R43	2	T03	2	rotation	0.23821667846982697	0.35047630950527447	-0.23821667846982697	-0.35047630950527447	0.1122596310354475	-0.23821667846982697	-0.35047630950527447	0
q1	13	R43	2	T04	3	rotation	0.19336675247152588	0.31478941205369176	-0.19336675247152588	-0.31478941205369176	0.12142265958216589	-0.19336675247152588	-0.31478941205369176	0
q1	14	R43	2	T05	4	rotation	0.27184955240388242	0.41073704781667181	-0.27184955240388242	-0.41073704781667181	0.13888749541278939	-0.27184955240388242	-0.41073704781667181	0
q1	15	R44	3	T01	0	rotation	0.21526703927946786	0.32768438662877836	-0.21526703927946786	-0.32768438662877836	0.1124173473493105	-0.21526703927946786	-0.32768438662877836	0
q1	16	R44	3	T02	1	rotation	0.19159421493648218	0.29363383025571704	-0.19159421493648218	-0.29363383025571704	0.10203961531923486	-0.19159421493648218	-0.29363383025571704	0
q1	17	R44	3	T03	2	rotation	0.24492949763921731	0.36197086553451113	-0.24492949763921731	-0.36197086553451113	0.11704136789529382	-0.24492949763921731	-0.36197086553451113	0
q1	18	R44	3	T04	3	rotation	0.21481388691270886	0.32870466209289678	-0.21481388691270886	-0.32870466209289678	0.11389077518018792	-0.21481388691270886	-0.32870466209289678	0
