realization_id	root_id	root_index	construction	pca64_mean_standardized_mse	scgen_mean_standardized_mse	pca64_mean_utility	scgen_mean_utility	pca64_minus_scgen
q5	R47	6	shared	0.1946129169989875	0.17354122844436484	-0.1946129169989875	-0.17354122844436484	-0.021071688554622658
q5	R48	7	shared	0.16536433997359828	0.12945876868599296	-0.16536433997359828	-0.12945876868599296	-0.035905571287605326
q5	R41	0	split	0.24843211357493072	0.37629492570372058	-0.24843211357493072	-0.37629492570372058	0.12786281212878986
q5	R42	1	split	0.23584725845448845	0.35301553651666079	-0.23584725845448845	-0.35301553651666079	0.11716827806217234
q5	R43	2	split	0.21850504802052567	0.33720681525612151	-0.21850504802052567	-0.33720681525612151	0.11870176723559583
q5	R44	3	split	0.227459011696476	0.33645820299693779	-0.227459011696476	-0.33645820299693779	0.10899919130046179
q5	R45	4	split	0.23377569566011025	0.35141694061720818	-0.23377569566011025	-0.35141694061720818	0.11764124495709793
q5	R46	5	split	0.24182021700412831	0.36430570874018953	-0.24182021700412831	-0.36430570874018953	0.12248549173606121
q5	R47	6	split	0.28530535091234288	0.42929820875348323	-0.28530535091234288	-0.42929820875348323	0.14399285784114035
q5	R48	7	split	0.24791674256567423	0.37102211176794792	-0.24791674256567423	-0.37102211176794792	0.12310536920227369
q5	R41	0	rotation	0.25119769092008842	0.38623265347161961	-0.25119769092008842	-0.38623265347161961	0.13503496255153119
q5	R42	1	rotation	0.22796301815701153	0.34668942393101104	-0.22796301815701153	-0.34668942393101104	0.11872640577399951
q5	R43	2	rotation	0.22043031882524183	0.33908077525087998	-0.22043031882524183	-0.33908077525087998	0.11865045642563815
q5	R44	3	rotation	0.2279507362516652	0.34619668978202117	-0.2279507362516652	-0.34619668978202117	0.11824595353035597
q5	R45	4	rotation	0.22831354583291086	0.34363969443087916	-0.22831354583291086	-0.34363969443087916	0.1153261485979683
q5	R46	5	rotation	0.2389618684805494	0.36567511680235343	-0.2389618684805494	-0.36567511680235343	0.12671324832180403
q5	R47	6	rotation	0.28058487481755556	0.43277873559879598	-0.28058487481755556	-0.43277873559879598	0.15219386078124042
q5	R48	7	rotation	0.24453295507075867	0.36888561583946444	-0.24453295507075867	-0.36888561583946444	0.12435266076870577
