dataset	regime	seed	depth	unit	policy_code	family	utility
gse162632	cap48	29	4	root_04	O	CM	-0.3373996788656769
gse162632	cap48	29	4	root_04	O	TW	-0.337430568743985
gse162632	cap48	29	4	root_04	O	PCA	-0.3371037820725949
gse162632	cap48	29	4	root_04	O	RBF	-0.3374533567054901
gse162632	cap48	29	4	root_04	O	scGen	-0.5538925346152265
gse162632	cap48	29	4	root_04	O	CPA	-0.7962546611743068
gse162632	cap48	29	4	root_04	O	CellOT	-0.5609074135666395
gse162632	cap48	29	4	root_04	D	NC	-0.41770653454901846
gse162632	cap48	29	4	root_04	D	CM	-0.3373996788656769
gse162632	cap48	29	4	root_04	D	TW	-0.337430568743985
gse162632	cap48	29	4	root_04	D	PCA	-0.3371037820725949
gse162632	cap48	29	4	root_04	D	RBF	-0.3374533567054901
gse162632	cap48	29	4	root_04	D	scGen	-0.5731527010559287
gse162632	cap48	29	4	root_04	D	CPA	-0.8094877285331942
gse162632	cap48	29	4	root_04	D	CellOT	-0.5836799842118952
gse162632	cap48	29	4	root_05	S	NC	-0.42233453446231084
gse162632	cap48	29	4	root_05	S	CM	-0.35616922864311845
gse162632	cap48	29	4	root_05	S	TW	-0.35594651980772035
gse162632	cap48	29	4	root_05	S	PCA	-0.3558247648710167
gse162632	cap48	29	4	root_05	S	RBF	-0.35578984186639345
gse162632	cap48	29	4	root_05	S	scGen	-0.13260286966524418
gse162632	cap48	29	4	root_05	S	CPA	-0.39231016976553357
gse162632	cap48	29	4	root_05	S	CellOT	-0.13771186384622783
gse162632	cap48	29	4	root_05	M	NC	-0.4223345344623108
gse162632	cap48	29	4	root_05	M	CM	-0.35616922864311845
gse162632	cap48	29	4	root_05	M	TW	-0.35594651980772035
gse162632	cap48	29	4	root_05	M	PCA	-0.3558247648710167
gse162632	cap48	29	4	root_05	M	RBF	-0.35578984186639345
gse162632	cap48	29	4	root_05	M	scGen	-0.13260286966471152
gse162632	cap48	29	4	root_05	M	CPA	-0.3923101697664281
gse162632	cap48	29	4	root_05	M	CellOT	-0.13771186384168257
gse162632	cap48	29	4	root_05	P	NC	-0.4223345344623108
gse162632	cap48	29	4	root_05	P	CM	-0.35616922864311845
gse162632	cap48	29	4	root_05	P	TW	-0.35594651980772035
gse162632	cap48	29	4	root_05	P	PCA	-0.3558247648710167
gse162632	cap48	29	4	root_05	P	RBF	-0.35578984186639345
gse162632	cap48	29	4	root_05	P	scGen	-0.6318823758380553
gse162632	cap48	29	4	root_05	P	CPA	-0.884631175464814
gse162632	cap48	29	4	root_05	P	CellOT	-0.6404387704528937
gse162632	cap48	29	4	root_05	O	NC	-0.4223345344623108
gse162632	cap48	29	4	root_05	O	CM	-0.35616922864311845
gse162632	cap48	29	4	root_05	O	TW	-0.35594651980772035
gse162632	cap48	29	4	root_05	O	PCA	-0.3558247648710167
gse162632	cap48	29	4	root_05	O	RBF	-0.35578984186639345
gse162632	cap48	29	4	root_05	O	scGen	-0.5904802360527496
gse162632	cap48	29	4	root_05	O	CPA	-0.8571460365986119
gse162632	cap48	29	4	root_05	O	CellOT	-0.5921418297934491
gse162632	cap48	29	4	root_05	D	NC	-0.4223345344623108
gse162632	cap48	29	4	root_05	D	CM	-0.35616922864311845
gse162632	cap48	29	4	root_05	D	TW	-0.35594651980772035
gse162632	cap48	29	4	root_05	D	PCA	-0.3558247648710167
gse162632	cap48	29	4	root_05	D	RBF	-0.35578984186639345
gse162632	cap48	29	4	root_05	D	scGen	-0.6111813059466912
gse162632	cap48	29	4	root_05	D	CPA	-0.8708886060296185
gse162632	cap48	29	4	root_05	D	CellOT	-0.6162903001212197
gse162632	cap48	29	4	root_06	S	NC	-0.40490719162876515
gse162632	cap48	29	4	root_06	S	CM	-0.4080312246171032
gse162632	cap48	29	4	root_06	S	TW	-0.40734566899049285
gse162632	cap48	29	4	root_06	S	PCA	-0.40699427445856373
gse162632	cap48	29	4	root_06	S	RBF	-0.40642604489046913
gse162632	cap48	29	4	root_06	S	scGen	-0.15837819473499162
gse162632	cap48	29	4	root_06	S	CPA	-0.514240474808547
gse162632	cap48	29	4	root_06	S	CellOT	-0.1635965776664771
gse162632	cap48	29	4	root_06	M	NC	-0.40490719162876515
gse162632	cap48	29	4	root_06	M	CM	-0.4080312246171032
gse162632	cap48	29	4	root_06	M	TW	-0.40734566899049285
gse162632	cap48	29	4	root_06	M	PCA	-0.4069942744585637
gse162632	cap48	29	4	root_06	M	RBF	-0.4064260448904691
gse162632	cap48	29	4	root_06	M	scGen	-0.15837819473089537
gse162632	cap48	29	4	root_06	M	CPA	-0.514240474827414
gse162632	cap48	29	4	root_06	M	CellOT	-0.16359657766235686
gse162632	cap48	29	4	root_06	P	NC	-0.40490719162876515
gse162632	cap48	29	4	root_06	P	CM	-0.4080312246171032
gse162632	cap48	29	4	root_06	P	TW	-0.40734566899049285
gse162632	cap48	29	4	root_06	P	PCA	-0.4069942744585637
gse162632	cap48	29	4	root_06	P	RBF	-0.4064260448904691
gse162632	cap48	29	4	root_06	P	scGen	-0.6970489539798553
gse162632	cap48	29	4	root_06	P	CPA	-1.0442782338267482
gse162632	cap48	29	4	root_06	P	CellOT	-0.7049548942698477
gse162632	cap48	29	4	root_06	O	NC	-0.4049071916287651
gse162632	cap48	29	4	root_06	O	CM	-0.4080312246171032
gse162632	cap48	29	4	root_06	O	TW	-0.40734566899049274
gse162632	cap48	29	4	root_06	O	PCA	-0.4069942744585637
gse162632	cap48	29	4	root_06	O	RBF	-0.4064260448904691
gse162632	cap48	29	4	root_06	O	scGen	-0.6543317001114807
gse162632	cap48	29	4	root_06	O	CPA	-1.018826980461071
gse162632	cap48	29	4	root_06	O	CellOT	-0.6568625256708015
gse162632	cap48	29	4	root_06	D	NC	-0.40490719162876515
gse162632	cap48	29	4	root_06	D	CM	-0.4080312246171032
gse162632	cap48	29	4	root_06	D	TW	-0.40734566899049285
gse162632	cap48	29	4	root_06	D	PCA	-0.4069942744585637
gse162632	cap48	29	4	root_06	D	RBF	-0.4064260448904691
gse162632	cap48	29	4	root_06	D	scGen	-0.6756903270447886
gse162632	cap48	29	4	root_06	D	CPA	-1.0315526071518726
gse162632	cap48	29	4	root_06	D	CellOT	-0.6809087099740904
gse162632	cap48	29	4	root_07	S	NC	-0.4252949607573834
gse162632	cap48	29	4	root_07	S	CM	-0.3605370218862029
gse162632	cap48	29	4	root_07	S	TW	-0.36050918888553546
gse162632	cap48	29	4	root_07	S	PCA	-0.36043240298191853
gse162632	cap48	29	4	root_07	S	RBF	-0.36036750555563746
gse162632	cap48	29	4	root_07	S	scGen	-0.13248405008234107
gse162632	cap48	29	4	root_07	S	CPA	-0.42560395145684066
gse162632	cap48	29	4	root_07	S	CellOT	-0.14286373397668894
gse162632	cap48	29	4	root_07	M	NC	-0.4252949607573834
gse162632	cap48	29	4	root_07	M	CM	-0.3605370218862029
gse162632	cap48	29	4	root_07	M	TW	-0.36050918888553546
gse162632	cap48	29	4	root_07	M	PCA	-0.36043240298191853
gse162632	cap48	29	4	root_07	M	RBF	-0.36036750555563746
gse162632	cap48	29	4	root_07	M	scGen	-0.13248405008884445
gse162632	cap48	29	4	root_07	M	CPA	-0.4256039514672278
gse162632	cap48	29	4	root_07	M	CellOT	-0.14286373398205648
gse162632	cap48	29	4	root_07	P	NC	-0.4252949607573834
gse162632	cap48	29	4	root_07	P	CM	-0.3605370218862029
gse162632	cap48	29	4	root_07	P	TW	-0.36050918888553546
gse162632	cap48	29	4	root_07	P	PCA	-0.36043240298191853
gse162632	cap48	29	4	root_07	P	RBF	-0.36036750555563746
gse162632	cap48	29	4	root_07	P	scGen	-0.6291109600021716
gse162632	cap48	29	4	root_07	P	CPA	-0.9152360748848818
gse162632	cap48	29	4	root_07	P	CellOT	-0.64322222624385
gse162632	cap48	29	4	root_07	O	NC	-0.4252949607573833
gse162632	cap48	29	4	root_07	O	CM	-0.3605370218862029
gse162632	cap48	29	4	root_07	O	TW	-0.36050918888553546
gse162632	cap48	29	4	root_07	O	PCA	-0.36043240298191853
gse162632	cap48	29	4	root_07	O	RBF	-0.36036750555563746
gse162632	cap48	29	4	root_07	O	scGen	-0.5885642589671929
gse162632	cap48	29	4	root_07	O	CPA	-0.8886789468232499
gse162632	cap48	29	4	root_07	O	CellOT	-0.5952123604974381
gse162632	cap48	29	4	root_07	D	NC	-0.4252949607573834
gse162632	cap48	29	4	root_07	D	CM	-0.3605370218862029
gse162632	cap48	29	4	root_07	D	TW	-0.36050918888553546
gse162632	cap48	29	4	root_07	D	PCA	-0.36043240298191853
gse162632	cap48	29	4	root_07	D	RBF	-0.36036750555563746
gse162632	cap48	29	4	root_07	D	scGen	-0.6088376094839077
gse162632	cap48	29	4	root_07	D	CPA	-0.9019575108593149
gse162632	cap48	29	4	root_07	D	CellOT	-0.6192172933793435
gse162632	cap48	29	6	root_00	S	NC	-0.34102551748717674
gse162632	cap48	29	6	root_00	S	CM	-0.28809609571795014
gse162632	cap48	29	6	root_00	S	TW	-0.2877820160166753
gse162632	cap48	29	6	root_00	S	PCA	-0.2873131263741891
gse162632	cap48	29	6	root_00	S	RBF	-0.2874791564616664
gse162632	cap48	29	6	root_00	S	scGen	-0.13639907924312628
gse162632	cap48	29	6	root_00	S	CPA	-0.4479385891105793
gse162632	cap48	29	6	root_00	S	CellOT	-0.1428908457175744
gse162632	cap48	29	6	root_00	M	NC	-0.34102551748717674
gse162632	cap48	29	6	root_00	M	CM	-0.2880960957179501
gse162632	cap48	29	6	root_00	M	TW	-0.2877820160166753
gse162632	cap48	29	6	root_00	M	PCA	-0.2873131263741891
gse162632	cap48	29	6	root_00	M	RBF	-0.2874791564616664
gse162632	cap48	29	6	root_00	M	scGen	-0.13639907923543795
gse162632	cap48	29	6	root_00	M	CPA	-0.4479385890992557
gse162632	cap48	29	6	root_00	M	CellOT	-0.14289084570940228
gse162632	cap48	29	6	root_00	P	NC	-0.34102551748717674
gse162632	cap48	29	6	root_00	P	CM	-0.2880960957179501
gse162632	cap48	29	6	root_00	P	TW	-0.2877820160166753
gse162632	cap48	29	6	root_00	P	PCA	-0.2873131263741891
gse162632	cap48	29	6	root_00	P	RBF	-0.2874791564616664
gse162632	cap48	29	6	root_00	P	scGen	-0.47722963198746615
gse162632	cap48	29	6	root_00	P	CPA	-0.7833061524722716
gse162632	cap48	29	6	root_00	P	CellOT	-0.48648212495998805
gse162632	cap48	29	6	root_00	O	NC	-0.34102551748717674
gse162632	cap48	29	6	root_00	O	CM	-0.2880960957179501
gse162632	cap48	29	6	root_00	O	TW	-0.2877820160166753
gse162632	cap48	29	6	root_00	O	PCA	-0.2873131263741891
gse162632	cap48	29	6	root_00	O	RBF	-0.2874791564616664
gse162632	cap48	29	6	root_00	O	scGen	-0.44744406780117896
gse162632	cap48	29	6	root_00	O	CPA	-0.7644465670579256
gse162632	cap48	29	6	root_00	O	CellOT	-0.4511751077713927
gse162632	cap48	29	6	root_00	D	NC	-0.34102551748717674
gse162632	cap48	29	6	root_00	D	CM	-0.2880960957179501
gse162632	cap48	29	6	root_00	D	TW	-0.2877820160166753
gse162632	cap48	29	6	root_00	D	PCA	-0.2873131263741891
gse162632	cap48	29	6	root_00	D	RBF	-0.2874791564616664
gse162632	cap48	29	6	root_00	D	scGen	-0.46233684988918483
gse162632	cap48	29	6	root_00	D	CPA	-0.7738763597571894
gse162632	cap48	29	6	root_00	D	CellOT	-0.4688286163628545
gse162632	cap48	29	6	root_01	S	NC	-0.3624718944540366
gse162632	cap48	29	6	root_01	S	CM	-0.26390630028294926
gse162632	cap48	29	6	root_01	S	TW	-0.26400156851624074
gse162632	cap48	29	6	root_01	S	PCA	-0.26393214118869274
gse162632	cap48	29	6	root_01	S	RBF	-0.26421680799082037
gse162632	cap48	29	6	root_01	S	scGen	-0.12378892115407682
gse162632	cap48	29	6	root_01	S	CPA	-0.342492234041096
gse162632	cap48	29	6	root_01	S	CellOT	-0.13188944846448047
gse162632	cap48	29	6	root_01	M	NC	-0.3624718944540366
gse162632	cap48	29	6	root_01	M	CM	-0.26390630028294926
gse162632	cap48	29	6	root_01	M	TW	-0.26400156851624074
gse162632	cap48	29	6	root_01	M	PCA	-0.26393214118869274
gse162632	cap48	29	6	root_01	M	RBF	-0.26421680799082037
gse162632	cap48	29	6	root_01	M	scGen	-0.12378892115616337
gse162632	cap48	29	6	root_01	M	CPA	-0.34249223405695167
gse162632	cap48	29	6	root_01	M	CellOT	-0.13188944846652584
gse162632	cap48	29	6	root_01	P	NC	-0.3624718944540366
gse162632	cap48	29	6	root_01	P	CM	-0.26390630028294926
gse162632	cap48	29	6	root_01	P	TW	-0.26400156851624074
gse162632	cap48	29	6	root_01	P	PCA	-0.26393214118869274
gse162632	cap48	29	6	root_01	P	RBF	-0.26421680799082037
gse162632	cap48	29	6	root_01	P	scGen	-0.4418853842515601
gse162632	cap48	29	6	root_01	P	CPA	-0.6561399768243309
gse162632	cap48	29	6	root_01	P	CellOT	-0.45283496234185955
gse162632	cap48	29	6	root_01	O	NC	-0.3624718944540366
gse162632	cap48	29	6	root_01	O	CM	-0.26390630028294926
gse162632	cap48	29	6	root_01	O	TW	-0.26400156851624074
gse162632	cap48	29	6	root_01	O	PCA	-0.26393214118869274
gse162632	cap48	29	6	root_01	O	RBF	-0.26421680799082037
gse162632	cap48	29	6	root_01	O	scGen	-0.4131903450305798
gse162632	cap48	29	6	root_01	O	CPA	-0.6363423783687673
gse162632	cap48	29	6	root_01	O	CellOT	-0.4184418215735865
gse162632	cap48	29	6	root_01	D	NC	-0.3624718944540366
gse162632	cap48	29	6	root_01	D	CM	-0.26390630028294926
gse162632	cap48	29	6	root_01	D	TW	-0.26400156851624074
gse162632	cap48	29	6	root_01	D	PCA	-0.26393214118869274
gse162632	cap48	29	6	root_01	D	RBF	-0.26421680799082037
gse162632	cap48	29	6	root_01	D	scGen	-0.42753786464056354
gse162632	cap48	29	6	root_01	D	CPA	-0.6462411776046938
gse162632	cap48	29	6	root_01	D	CellOT	-0.43563839195735954
gse162632	cap48	29	6	root_02	S	NC	-0.342359951039915
gse162632	cap48	29	6	root_02	S	CM	-0.2533116686126149
gse162632	cap48	29	6	root_02	S	TW	-0.2533383539848574
gse162632	cap48	29	6	root_02	S	PCA	-0.2530741028421296
gse162632	cap48	29	6	root_02	S	RBF	-0.25344805063516296
gse162632	cap48	29	6	root_02	S	scGen	-0.11673796922080014
gse162632	cap48	29	6	root_02	S	CPA	-0.3224982600729554
gse162632	cap48	29	6	root_02	S	CellOT	-0.12216517698392931
gse162632	cap48	29	6	root_02	M	NC	-0.342359951039915
gse162632	cap48	29	6	root_02	M	CM	-0.2533116686126149
gse162632	cap48	29	6	root_02	M	TW	-0.2533383539848574
gse162632	cap48	29	6	root_02	M	PCA	-0.2530741028421296
gse162632	cap48	29	6	root_02	M	RBF	-0.2534480506351629
gse162632	cap48	29	6	root_02	M	scGen	-0.11673796922372841
gse162632	cap48	29	6	root_02	M	CPA	-0.32249826008699994
gse162632	cap48	29	6	root_02	M	CellOT	-0.12216517698980806
gse162632	cap48	29	6	root_02	P	NC	-0.342359951039915
gse162632	cap48	29	6	root_02	P	CM	-0.2533116686126149
gse162632	cap48	29	6	root_02	P	TW	-0.2533383539848574
gse162632	cap48	29	6	root_02	P	PCA	-0.2530741028421296
gse162632	cap48	29	6	root_02	P	RBF	-0.2534480506351629
gse162632	cap48	29	6	root_02	P	scGen	-0.42354961827051624
gse162632	cap48	29	6	root_02	P	CPA	-0.6239224650931685
gse162632	cap48	29	6	root_02	P	CellOT	-0.4307208684096018
gse162632	cap48	29	6	root_02	O	NC	-0.342359951039915
gse162632	cap48	29	6	root_02	O	CM	-0.2533116686126149
gse162632	cap48	29	6	root_02	O	TW	-0.2533383539848574
gse162632	cap48	29	6	root_02	O	PCA	-0.2530741028421296
gse162632	cap48	29	6	root_02	O	RBF	-0.2534480506351629
gse162632	cap48	29	6	root_02	O	scGen	-0.3944895814518423
gse162632	cap48	29	6	root_02	O	CPA	-0.6056373163243195
gse162632	cap48	29	6	root_02	O	CellOT	-0.3981727468340391
gse162632	cap48	29	6	root_02	D	NC	-0.342359951039915
gse162632	cap48	29	6	root_02	D	CM	-0.2533116686126149
gse162632	cap48	29	6	root_02	D	TW	-0.2533383539848574
gse162632	cap48	29	6	root_02	D	PCA	-0.2530741028421296
gse162632	cap48	29	6	root_02	D	RBF	-0.2534480506351629
gse162632	cap48	29	6	root_02	D	scGen	-0.40901959986417896
gse162632	cap48	29	6	root_02	D	CPA	-0.6147798907197287
gse162632	cap48	29	6	root_02	D	CellOT	-0.414446807624551
gse162632	cap48	29	6	root_03	S	NC	-0.3225800361445955
gse162632	cap48	29	6	root_03	S	CM	-0.2584058655881369
gse162632	cap48	29	6	root_03	S	TW	-0.2582619987979921
gse162632	cap48	29	6	root_03	S	PCA	-0.25838833215948875
gse162632	cap48	29	6	root_03	S	RBF	-0.25809715000771793
gse162632	cap48	29	6	root_03	S	scGen	-0.11994524819499083
gse162632	cap48	29	6	root_03	S	CPA	-0.35344440965433993
gse162632	cap48	29	6	root_03	S	CellOT	-0.1296573076059186
gse162632	cap48	29	6	root_03	M	NC	-0.3225800361445955
gse162632	cap48	29	6	root_03	M	CM	-0.2584058655881369
gse162632	cap48	29	6	root_03	M	TW	-0.2582619987979921
gse162632	cap48	29	6	root_03	M	PCA	-0.25838833215948875
gse162632	cap48	29	6	root_03	M	RBF	-0.25809715000771793
gse162632	cap48	29	6	root_03	M	scGen	-0.11994524819728683
gse162632	cap48	29	6	root_03	M	CPA	-0.3534444096721324
gse162632	cap48	29	6	root_03	M	CellOT	-0.12965730760801839
gse162632	cap48	29	6	root_03	P	NC	-0.3225800361445955
gse162632	cap48	29	6	root_03	P	CM	-0.2584058655881369
gse162632	cap48	29	6	root_03	P	TW	-0.2582619987979921
gse162632	cap48	29	6	root_03	P	PCA	-0.25838833215948875
gse162632	cap48	29	6	root_03	P	RBF	-0.25809715000771793
gse162632	cap48	29	6	root_03	P	scGen	-0.4258858466742247
gse162632	cap48	29	6	root_03	P	CPA	-0.6547507011123563
gse162632	cap48	29	6	root_03	P	CellOT	-0.4380142764813194
gse162632	cap48	29	6	root_03	O	NC	-0.3225800361445955
gse162632	cap48	29	6	root_03	O	CM	-0.2584058655881369
gse162632	cap48	29	6	root_03	O	TW	-0.2582619987979921
gse162632	cap48	29	6	root_03	O	PCA	-0.25838833215948875
gse162632	cap48	29	6	root_03	O	RBF	-0.25809715000771793
gse162632	cap48	29	6	root_03	O	scGen	-0.39739175740260485
gse162632	cap48	29	6	root_03	O	CPA	-0.6355252259810069
gse162632	cap48	29	6	root_03	O	CellOT	-0.404687446420809
gse162632	cap48	29	6	root_03	D	NC	-0.3225800361445955
gse162632	cap48	29	6	root_03	D	CM	-0.2584058655881369
gse162632	cap48	29	6	root_03	D	TW	-0.2582619987979921
gse162632	cap48	29	6	root_03	D	PCA	-0.25838833215948875
gse162632	cap48	29	6	root_03	D	RBF	-0.25809715000771793
gse162632	cap48	29	6	root_03	D	scGen	-0.4116388020394509
gse162632	cap48	29	6	root_03	D	CPA	-0.6451379635563234
gse162632	cap48	29	6	root_03	D	CellOT	-0.42135086145176204
gse162632	cap48	29	6	root_04	S	NC	-0.34304276418790997
gse162632	cap48	29	6	root_04	S	CM	-0.2628639315779146
gse162632	cap48	29	6	root_04	S	TW	-0.26289366107032625
gse162632	cap48	29	6	root_04	S	PCA	-0.26256555809534915
gse162632	cap48	29	6	root_04	S	RBF	-0.262914993812086
gse162632	cap48	29	6	root_04	S	scGen	-0.12173770786712923
gse162632	cap48	29	6	root_04	S	CPA	-0.3572826669718318
gse162632	cap48	29	6	root_04	S	CellOT	-0.1307531586097157
gse162632	cap48	29	6	root_04	M	NC	-0.34304276418790997
gse162632	cap48	29	6	root_04	M	CM	-0.26286393157791454
gse162632	cap48	29	6	root_04	M	TW	-0.26289366107032625
gse162632	cap48	29	6	root_04	M	PCA	-0.26256555809534915
gse162632	cap48	29	6	root_04	M	RBF	-0.262914993812086
gse162632	cap48	29	6	root_04	M	scGen	-0.12173770786689972
gse162632	cap48	29	6	root_04	M	CPA	-0.35728266696735383
gse162632	cap48	29	6	root_04	M	CellOT	-0.13075315860101777
gse162632	cap48	29	6	root_04	P	NC	-0.34304276418790997
gse162632	cap48	29	6	root_04	P	CM	-0.26286393157791454
gse162632	cap48	29	6	root_04	P	TW	-0.26289366107032625
gse162632	cap48	29	6	root_04	P	PCA	-0.26256555809534915
gse162632	cap48	29	6	root_04	P	RBF	-0.262914993812086
gse162632	cap48	29	6	root_04	P	scGen	-0.4335751698942487
gse162632	cap48	29	6	root_04	P	CPA	-0.6650224958201553
gse162632	cap48	29	6	root_04	P	CellOT	-0.4449215768961216
gse162632	cap48	29	6	root_04	O	NC	-0.34304276418790997
gse162632	cap48	29	6	root_04	O	CM	-0.26286393157791454
gse162632	cap48	29	6	root_04	O	TW	-0.26289366107032625
gse162632	cap48	29	6	root_04	O	PCA	-0.26256555809534915
gse162632	cap48	29	6	root_04	O	RBF	-0.262914993812086
gse162632	cap48	29	6	root_04	O	scGen	-0.40776638199681997
gse162632	cap48	29	6	root_04	O	CPA	-0.6474089743948872
gse162632	cap48	29	6	root_04	O	CellOT	-0.4144508764744206
gse162632	cap48	29	6	root_04	D	NC	-0.34304276418790997
gse162632	cap48	29	6	root_04	D	CM	-0.26286393157791454
gse162632	cap48	29	6	root_04	D	TW	-0.26289366107032625
gse162632	cap48	29	6	root_04	D	PCA	-0.26256555809534915
gse162632	cap48	29	6	root_04	D	RBF	-0.262914993812086
gse162632	cap48	29	6	root_04	D	scGen	-0.4206707759527863
gse162632	cap48	29	6	root_04	D	CPA	-0.6562157350992032
gse162632	cap48	29	6	root_04	D	CellOT	-0.42968622667983647
gse162632	cap48	29	6	root_05	S	NC	-0.342475476055104
gse162632	cap48	29	6	root_05	S	CM	-0.2763418287812696
gse162632	cap48	29	6	root_05	S	TW	-0.276119527679466
gse162632	cap48	29	6	root_05	S	PCA	-0.2760007513481837
gse162632	cap48	29	6	root_05	S	RBF	-0.2759625935705521
gse162632	cap48	29	6	root_05	S	scGen	-0.12889439823772958
gse162632	cap48	29	6	root_05	S	CPA	-0.38818598065271886
gse162632	cap48	29	6	root_05	S	CellOT	-0.13268413579061103
gse162632	cap48	29	6	root_05	M	NC	-0.342475476055104
gse162632	cap48	29	6	root_05	M	CM	-0.2763418287812696
gse162632	cap48	29	6	root_05	M	TW	-0.27611952767946596
gse162632	cap48	29	6	root_05	M	PCA	-0.2760007513481837
gse162632	cap48	29	6	root_05	M	RBF	-0.2759625935705521
gse162632	cap48	29	6	root_05	M	scGen	-0.12889439824201882
gse162632	cap48	29	6	root_05	M	CPA	-0.38818598066986953
gse162632	cap48	29	6	root_05	M	CellOT	-0.1326841357968471
gse162632	cap48	29	6	root_05	P	NC	-0.342475476055104
gse162632	cap48	29	6	root_05	P	CM	-0.2763418287812696
gse162632	cap48	29	6	root_05	P	TW	-0.27611952767946596
gse162632	cap48	29	6	root_05	P	PCA	-0.2760007513481837
gse162632	cap48	29	6	root_05	P	RBF	-0.2759625935705521
gse162632	cap48	29	6	root_05	P	scGen	-0.46143794563760415
gse162632	cap48	29	6	root_05	P	CPA	-0.7161551780994811
gse162632	cap48	29	6	root_05	P	CellOT	-0.46750111690550605
gse162632	cap48	29	6	root_05	O	NC	-0.342475476055104
gse162632	cap48	29	6	root_05	O	CM	-0.2763418287812696
gse162632	cap48	29	6	root_05	O	TW	-0.27611952767946596
gse162632	cap48	29	6	root_05	O	PCA	-0.27600075134818375
gse162632	cap48	29	6	root_05	O	RBF	-0.2759625935705521
gse162632	cap48	29	6	root_05	O	scGen	-0.43416573833751854
gse162632	cap48	29	6	root_05	O	CPA	-0.6980316707106181
gse162632	cap48	29	6	root_05	O	CellOT	-0.43568204217885825
gse162632	cap48	29	6	root_05	D	NC	-0.342475476055104
gse162632	cap48	29	6	root_05	D	CM	-0.2763418287812696
gse162632	cap48	29	6	root_05	D	TW	-0.27611952767946596
gse162632	cap48	29	6	root_05	D	PCA	-0.2760007513481837
gse162632	cap48	29	6	root_05	D	RBF	-0.2759625935705521
gse162632	cap48	29	6	root_05	D	scGen	-0.4478018419917813
gse162632	cap48	29	6	root_05	D	CPA	-0.7070934244152711
gse162632	cap48	29	6	root_05	D	CellOT	-0.4515915795457656
gse162632	cap48	29	6	root_06	S	NC	-0.31877564544792814
gse162632	cap48	29	6	root_06	S	CM	-0.321879597407278
gse162632	cap48	29	6	root_06	S	TW	-0.3211945075276889
gse162632	cap48	29	6	root_06	S	PCA	-0.3208426760436652
gse162632	cap48	29	6	root_06	S	RBF	-0.3202751540372704
gse162632	cap48	29	6	root_06	S	scGen	-0.15438810685489746
gse162632	cap48	29	6	root_06	S	CPA	-0.5099574154070147
gse162632	cap48	29	6	root_06	S	CellOT	-0.15860076158392036
gse162632	cap48	29	6	root_06	M	NC	-0.3187756454479282
gse162632	cap48	29	6	root_06	M	CM	-0.321879597407278
gse162632	cap48	29	6	root_06	M	TW	-0.3211945075276889
gse162632	cap48	29	6	root_06	M	PCA	-0.3208426760436652
gse162632	cap48	29	6	root_06	M	RBF	-0.3202751540372704
gse162632	cap48	29	6	root_06	M	scGen	-0.15438810686201201
gse162632	cap48	29	6	root_06	M	CPA	-0.5099574154018056
gse162632	cap48	29	6	root_06	M	CellOT	-0.15860076160212863
gse162632	cap48	29	6	root_06	P	NC	-0.3187756454479282
gse162632	cap48	29	6	root_06	P	CM	-0.321879597407278
gse162632	cap48	29	6	root_06	P	TW	-0.3211945075276889
gse162632	cap48	29	6	root_06	P	PCA	-0.3208426760436652
gse162632	cap48	29	6	root_06	P	RBF	-0.3202751540372704
gse162632	cap48	29	6	root_06	P	scGen	-0.5135933043027099
gse162632	cap48	29	6	root_06	P	CPA	-0.8633562581742426
gse162632	cap48	29	6	root_06	P	CellOT	-0.5195588208426737
gse162632	cap48	29	6	root_06	O	NC	-0.3187756454479282
gse162632	cap48	29	6	root_06	O	CM	-0.321879597407278
gse162632	cap48	29	6	root_06	O	TW	-0.3211945075276889
gse162632	cap48	29	6	root_06	O	PCA	-0.3208426760436652
gse162632	cap48	29	6	root_06	O	RBF	-0.3202751540372704
gse162632	cap48	29	6	root_06	O	scGen	-0.48506033203203663
gse162632	cap48	29	6	root_06	O	CPA	-0.846435995133323
gse162632	cap48	29	6	root_06	O	CellOT	-0.48752012496073077
gse162632	cap48	29	6	root_06	D	NC	-0.3187756454479282
gse162632	cap48	29	6	root_06	D	CM	-0.321879597407278
gse162632	cap48	29	6	root_06	D	TW	-0.3211945075276889
gse162632	cap48	29	6	root_06	D	PCA	-0.3208426760436652
gse162632	cap48	29	6	root_06	D	RBF	-0.3202751540372704
gse162632	cap48	29	6	root_06	D	scGen	-0.49932681817495117
gse162632	cap48	29	6	root_06	D	CPA	-0.8548961266548191
gse162632	cap48	29	6	root_06	D	CellOT	-0.5035394729113475
gse162632	cap48	29	6	root_07	S	NC	-0.3458512406583756
gse162632	cap48	29	6	root_07	S	CM	-0.2810712485282364
gse162632	cap48	29	6	root_07	S	TW	-0.2810442090100268
gse162632	cap48	29	6	root_07	S	PCA	-0.28096789385221255
gse162632	cap48	29	6	root_07	S	RBF	-0.28090286495847766
gse162632	cap48	29	6	root_07	S	scGen	-0.12871367532642572
gse162632	cap48	29	6	root_07	S	CPA	-0.4215149719069953
gse162632	cap48	29	6	root_07	S	CellOT	-0.1376894144344781
gse162632	cap48	29	6	root_07	M	NC	-0.3458512406583756
gse162632	cap48	29	6	root_07	M	CM	-0.2810712485282364
gse162632	cap48	29	6	root_07	M	TW	-0.2810442090100268
gse162632	cap48	29	6	root_07	M	PCA	-0.28096789385221255
