dataset	regime	seed	depth	unit	policy_code	family	utility
parse	common48	17	16	root_07	P	PCA	-0.06695719909859049
parse	common48	17	16	root_07	P	RBF	-0.06545928608474712
parse	common48	17	16	root_07	P	scGen	-0.12858091229741092
parse	common48	17	16	root_07	P	CPA	-0.2880233194860918
parse	common48	17	16	root_07	P	CellOT	-0.13447903352264115
parse	common48	17	16	root_07	O	NC	-0.06707177724600219
parse	common48	17	16	root_07	O	CM	-0.07102741050309977
parse	common48	17	16	root_07	O	TW	-0.06694668665417515
parse	common48	17	16	root_07	O	PCA	-0.06695719909859049
parse	common48	17	16	root_07	O	RBF	-0.06545928608474712
parse	common48	17	16	root_07	O	scGen	-0.11554748505175488
parse	common48	17	16	root_07	O	CPA	-0.2789080014024903
parse	common48	17	16	root_07	O	CellOT	-0.11999579186529083
parse	common48	17	16	root_07	D	NC	-0.06707177724600219
parse	common48	17	16	root_07	D	CM	-0.07102741050309977
parse	common48	17	16	root_07	D	TW	-0.06694668665417515
parse	common48	17	16	root_07	D	PCA	-0.06695719909859049
parse	common48	17	16	root_07	D	RBF	-0.06545928608474712
parse	common48	17	16	root_07	D	scGen	-0.12206419867449897
parse	common48	17	16	root_07	D	CPA	-0.283465660443639
parse	common48	17	16	root_07	D	CellOT	-0.1272374126938268
parse	common48	17	24	root_00	S	NC	-0.04929887012893416
parse	common48	17	24	root_00	S	CM	-0.05739541966474205
parse	common48	17	24	root_00	S	TW	-0.052916006024216616
parse	common48	17	24	root_00	S	PCA	-0.05292718890488029
parse	common48	17	24	root_00	S	RBF	-0.04877412961385826
parse	common48	17	24	root_00	S	scGen	-0.02279111631156359
parse	common48	17	24	root_00	S	CPA	-0.1487569781270078
parse	common48	17	24	root_00	S	CellOT	-0.030414931865723905
parse	common48	17	24	root_00	M	NC	-0.04929887012893416
parse	common48	17	24	root_00	M	CM	-0.05739541966474205
parse	common48	17	24	root_00	M	TW	-0.052916006024216616
parse	common48	17	24	root_00	M	PCA	-0.05292718890488028
parse	common48	17	24	root_00	M	RBF	-0.04877412961385825
parse	common48	17	24	root_00	M	scGen	-0.02279111631165776
parse	common48	17	24	root_00	M	CPA	-0.14875697812739314
parse	common48	17	24	root_00	M	CellOT	-0.03041493186582509
parse	common48	17	24	root_00	P	NC	-0.04929887012893416
parse	common48	17	24	root_00	P	CM	-0.05739541966474205
parse	common48	17	24	root_00	P	TW	-0.052916006024216616
parse	common48	17	24	root_00	P	PCA	-0.05292718890488028
parse	common48	17	24	root_00	P	RBF	-0.04877412961385825
parse	common48	17	24	root_00	P	scGen	-0.09272788783885136
parse	common48	17	24	root_00	P	CPA	-0.217454358803466
parse	common48	17	24	root_00	P	CellOT	-0.10078769940737341
parse	common48	17	24	root_00	O	NC	-0.04929887012893416
parse	common48	17	24	root_00	O	CM	-0.05739541966474205
parse	common48	17	24	root_00	O	TW	-0.052916006024216616
parse	common48	17	24	root_00	O	PCA	-0.052927188904880296
parse	common48	17	24	root_00	O	RBF	-0.04877412961385825
parse	common48	17	24	root_00	O	scGen	-0.0826594478392865
parse	common48	17	24	root_00	O	CPA	-0.20986470050570677
parse	common48	17	24	root_00	O	CellOT	-0.08984726737917016
parse	common48	17	24	root_00	D	NC	-0.04929887012893416
parse	common48	17	24	root_00	D	CM	-0.05739541966474205
parse	common48	17	24	root_00	D	TW	-0.052916006024216616
parse	common48	17	24	root_00	D	PCA	-0.05292718890488028
parse	common48	17	24	root_00	D	RBF	-0.04877412961385825
parse	common48	17	24	root_00	D	scGen	-0.08769366783913118
parse	common48	17	24	root_00	D	CPA	-0.21365952965479346
parse	common48	17	24	root_00	D	CellOT	-0.09531748339333602
parse	common48	17	24	root_01	S	NC	-0.04827628396954775
parse	common48	17	24	root_01	S	CM	-0.05332068487630273
parse	common48	17	24	root_01	S	TW	-0.0490803489067665
parse	common48	17	24	root_01	S	PCA	-0.049089760770496135
parse	common48	17	24	root_01	S	RBF	-0.04693734062598426
parse	common48	17	24	root_01	S	scGen	-0.01482020308743322
parse	common48	17	24	root_01	S	CPA	-0.19415905635150052
parse	common48	17	24	root_01	S	CellOT	-0.019601234334046157
parse	common48	17	24	root_01	M	NC	-0.04827628396954775
parse	common48	17	24	root_01	M	CM	-0.05332068487630273
parse	common48	17	24	root_01	M	TW	-0.0490803489067665
parse	common48	17	24	root_01	M	PCA	-0.049089760770496135
parse	common48	17	24	root_01	M	RBF	-0.04693734062598426
parse	common48	17	24	root_01	M	scGen	-0.014820203087323234
parse	common48	17	24	root_01	M	CPA	-0.19415905635175235
parse	common48	17	24	root_01	M	CellOT	-0.019601234333999535
parse	common48	17	24	root_01	P	NC	-0.04827628396954775
parse	common48	17	24	root_01	P	CM	-0.05332068487630273
parse	common48	17	24	root_01	P	TW	-0.0490803489067665
parse	common48	17	24	root_01	P	PCA	-0.049089760770496135
parse	common48	17	24	root_01	P	RBF	-0.04693734062598426
parse	common48	17	24	root_01	P	scGen	-0.08988457705726147
parse	common48	17	24	root_01	P	CPA	-0.26770204075819715
parse	common48	17	24	root_01	P	CellOT	-0.0951659243344118
parse	common48	17	24	root_01	O	NC	-0.04827628396954775
parse	common48	17	24	root_01	O	CM	-0.05332068487630273
parse	common48	17	24	root_01	O	TW	-0.0490803489067665
parse	common48	17	24	root_01	O	PCA	-0.049089760770496135
parse	common48	17	24	root_01	O	RBF	-0.04693734062598426
parse	common48	17	24	root_01	O	scGen	-0.08119008985093748
parse	common48	17	24	root_01	O	CPA	-0.2620503326779464
parse	common48	17	24	root_01	O	CellOT	-0.0854708050671632
parse	common48	17	24	root_01	D	NC	-0.04827628396954775
parse	common48	17	24	root_01	D	CM	-0.05332068487630273
parse	common48	17	24	root_01	D	TW	-0.0490803489067665
parse	common48	17	24	root_01	D	PCA	-0.049089760770496135
parse	common48	17	24	root_01	D	RBF	-0.04693734062598426
parse	common48	17	24	root_01	D	scGen	-0.08553733345400844
parse	common48	17	24	root_01	D	CPA	-0.26487618671823965
parse	common48	17	24	root_01	D	CellOT	-0.09031836470075914
parse	common48	17	24	root_02	S	NC	-0.044282193307097074
parse	common48	17	24	root_02	S	CM	-0.05161958751740006
parse	common48	17	24	root_02	S	TW	-0.04787406291968079
parse	common48	17	24	root_02	S	PCA	-0.04788497416249709
parse	common48	17	24	root_02	S	RBF	-0.04429240058009853
parse	common48	17	24	root_02	S	scGen	-0.022657798839192188
parse	common48	17	24	root_02	S	CPA	-0.18625687184755693
parse	common48	17	24	root_02	S	CellOT	-0.03689807652609035
parse	common48	17	24	root_02	M	NC	-0.044282193307097074
parse	common48	17	24	root_02	M	CM	-0.051619587517400055
parse	common48	17	24	root_02	M	TW	-0.04787406291968079
parse	common48	17	24	root_02	M	PCA	-0.047884974162497096
parse	common48	17	24	root_02	M	RBF	-0.04429240058009852
parse	common48	17	24	root_02	M	scGen	-0.022657798839392305
parse	common48	17	24	root_02	M	CPA	-0.18625687184699882
parse	common48	17	24	root_02	M	CellOT	-0.036898076526207677
parse	common48	17	24	root_02	P	NC	-0.044282193307097074
parse	common48	17	24	root_02	P	CM	-0.051619587517400055
parse	common48	17	24	root_02	P	TW	-0.04787406291968079
parse	common48	17	24	root_02	P	PCA	-0.047884974162497096
parse	common48	17	24	root_02	P	RBF	-0.04429240058009852
parse	common48	17	24	root_02	P	scGen	-0.09213575654712934
parse	common48	17	24	root_02	P	CPA	-0.2546363822050499
parse	common48	17	24	root_02	P	CellOT	-0.10670563648198426
parse	common48	17	24	root_02	O	NC	-0.04428219330709708
parse	common48	17	24	root_02	O	CM	-0.051619587517400055
parse	common48	17	24	root_02	O	TW	-0.0478740629196808
parse	common48	17	24	root_02	O	PCA	-0.04788497416249708
parse	common48	17	24	root_02	O	RBF	-0.04429240058009852
parse	common48	17	24	root_02	O	scGen	-0.08326439928435066
parse	common48	17	24	root_02	O	CPA	-0.24796191964172698
parse	common48	17	24	root_02	O	CellOT	-0.09717507472281459
parse	common48	17	24	root_02	D	NC	-0.044282193307097074
parse	common48	17	24	root_02	D	CM	-0.051619587517400055
parse	common48	17	24	root_02	D	TW	-0.04787406291968079
parse	common48	17	24	root_02	D	PCA	-0.047884974162497096
parse	common48	17	24	root_02	D	RBF	-0.04429240058009852
parse	common48	17	24	root_02	D	scGen	-0.08770007791586047
parse	common48	17	24	root_02	D	CPA	-0.2512991509230194
parse	common48	17	24	root_02	D	CellOT	-0.1019403556025019
parse	common48	17	24	root_03	S	NC	-0.05007909319904096
parse	common48	17	24	root_03	S	CM	-0.057984391658399505
parse	common48	17	24	root_03	S	TW	-0.05390770824924547
parse	common48	17	24	root_03	S	PCA	-0.053918966480200635
parse	common48	17	24	root_03	S	RBF	-0.05003661281843639
parse	common48	17	24	root_03	S	scGen	-0.027700321482415247
parse	common48	17	24	root_03	S	CPA	-0.18641218155846292
parse	common48	17	24	root_03	S	CellOT	-0.03856759202596115
parse	common48	17	24	root_03	M	NC	-0.05007909319904096
parse	common48	17	24	root_03	M	CM	-0.057984391658399505
parse	common48	17	24	root_03	M	TW	-0.05390770824924547
parse	common48	17	24	root_03	M	PCA	-0.053918966480200635
parse	common48	17	24	root_03	M	RBF	-0.05003661281843639
parse	common48	17	24	root_03	M	scGen	-0.027700321482404915
parse	common48	17	24	root_03	M	CPA	-0.18641218155822445
parse	common48	17	24	root_03	M	CellOT	-0.038567592026055766
parse	common48	17	24	root_03	P	NC	-0.05007909319904096
parse	common48	17	24	root_03	P	CM	-0.057984391658399505
parse	common48	17	24	root_03	P	TW	-0.05390770824924547
parse	common48	17	24	root_03	P	PCA	-0.053918966480200635
parse	common48	17	24	root_03	P	RBF	-0.05003661281843639
parse	common48	17	24	root_03	P	scGen	-0.09681068214283774
parse	common48	17	24	root_03	P	CPA	-0.25444382210375543
parse	common48	17	24	root_03	P	CellOT	-0.10803075532414674
parse	common48	17	24	root_03	O	NC	-0.05007909319904096
parse	common48	17	24	root_03	O	CM	-0.057984391658399505
parse	common48	17	24	root_03	O	TW	-0.05390770824924547
parse	common48	17	24	root_03	O	PCA	-0.053918966480200635
parse	common48	17	24	root_03	O	RBF	-0.05003661281843639
parse	common48	17	24	root_03	O	scGen	-0.08804613965397834
parse	common48	17	24	root_03	O	CPA	-0.24783671984430355
parse	common48	17	24	root_03	O	CellOT	-0.09856060755975624
parse	common48	17	24	root_03	D	NC	-0.05007909319904096
parse	common48	17	24	root_03	D	CM	-0.057984391658399505
parse	common48	17	24	root_03	D	TW	-0.05390770824924547
parse	common48	17	24	root_03	D	PCA	-0.053918966480200635
parse	common48	17	24	root_03	D	RBF	-0.05003661281843639
parse	common48	17	24	root_03	D	scGen	-0.09242841089844216
parse	common48	17	24	root_03	D	CPA	-0.2511402709737332
parse	common48	17	24	root_03	D	CellOT	-0.10329568144202876
parse	common48	17	24	root_04	S	NC	-0.044006903413515076
parse	common48	17	24	root_04	S	CM	-0.04888998552042558
parse	common48	17	24	root_04	S	TW	-0.04464771863509413
parse	common48	17	24	root_04	S	PCA	-0.044659781236549234
parse	common48	17	24	root_04	S	RBF	-0.04302126951094567
parse	common48	17	24	root_04	S	scGen	-0.016512690908459565
parse	common48	17	24	root_04	S	CPA	-0.17505715366090885
parse	common48	17	24	root_04	S	CellOT	-0.022850247291636396
parse	common48	17	24	root_04	M	NC	-0.044006903413515076
parse	common48	17	24	root_04	M	CM	-0.04888998552042558
parse	common48	17	24	root_04	M	TW	-0.04464771863509413
parse	common48	17	24	root_04	M	PCA	-0.044659781236549234
parse	common48	17	24	root_04	M	RBF	-0.04302126951094567
parse	common48	17	24	root_04	M	scGen	-0.016512690908515464
parse	common48	17	24	root_04	M	CPA	-0.17505715366093386
parse	common48	17	24	root_04	M	CellOT	-0.022850247291741985
parse	common48	17	24	root_04	P	NC	-0.044006903413515076
parse	common48	17	24	root_04	P	CM	-0.04888998552042558
parse	common48	17	24	root_04	P	TW	-0.04464771863509413
parse	common48	17	24	root_04	P	PCA	-0.044659781236549234
parse	common48	17	24	root_04	P	RBF	-0.04302126951094567
parse	common48	17	24	root_04	P	scGen	-0.0915989370627273
parse	common48	17	24	root_04	P	CPA	-0.24848401179804472
parse	common48	17	24	root_04	P	CellOT	-0.09856357670259946
parse	common48	17	24	root_04	O	NC	-0.044006903413515076
parse	common48	17	24	root_04	O	CM	-0.04888998552042558
parse	common48	17	24	root_04	O	TW	-0.04464771863509413
parse	common48	17	24	root_04	O	PCA	-0.044659781236549234
parse	common48	17	24	root_04	O	RBF	-0.04302126951094567
parse	common48	17	24	root_04	O	scGen	-0.08179607866101775
parse	common48	17	24	root_04	O	CPA	-0.24199992942902676
parse	common48	17	24	root_04	O	CellOT	-0.08750655178776658
parse	common48	17	24	root_04	D	NC	-0.044006903413515076
parse	common48	17	24	root_04	D	CM	-0.04888998552042558
parse	common48	17	24	root_04	D	TW	-0.04464771863509413
parse	common48	17	24	root_04	D	PCA	-0.044659781236549234
parse	common48	17	24	root_04	D	RBF	-0.04302126951094567
parse	common48	17	24	root_04	D	scGen	-0.08669750786185933
parse	common48	17	24	root_04	D	CPA	-0.2452419706136357
parse	common48	17	24	root_04	D	CellOT	-0.0930350642451769
parse	common48	17	24	root_05	S	NC	-0.049927871120995046
parse	common48	17	24	root_05	S	CM	-0.05450382790025049
parse	common48	17	24	root_05	S	TW	-0.05027171121943033
parse	common48	17	24	root_05	S	PCA	-0.05028446401142334
parse	common48	17	24	root_05	S	RBF	-0.048391498197513184
parse	common48	17	24	root_05	S	scGen	-0.01649470684869334
parse	common48	17	24	root_05	S	CPA	-0.1661794785440594
parse	common48	17	24	root_05	S	CellOT	-0.020122112483820592
parse	common48	17	24	root_05	M	NC	-0.04992787112099504
parse	common48	17	24	root_05	M	CM	-0.05450382790025049
parse	common48	17	24	root_05	M	TW	-0.05027171121943033
parse	common48	17	24	root_05	M	PCA	-0.05028446401142334
parse	common48	17	24	root_05	M	RBF	-0.048391498197513164
parse	common48	17	24	root_05	M	scGen	-0.01649470684876321
parse	common48	17	24	root_05	M	CPA	-0.1661794785445506
parse	common48	17	24	root_05	M	CellOT	-0.02012211248393793
parse	common48	17	24	root_05	P	NC	-0.04992787112099504
parse	common48	17	24	root_05	P	CM	-0.05450382790025049
parse	common48	17	24	root_05	P	TW	-0.05027171121943033
parse	common48	17	24	root_05	P	PCA	-0.05028446401142334
parse	common48	17	24	root_05	P	RBF	-0.048391498197513164
parse	common48	17	24	root_05	P	scGen	-0.0917753835141408
parse	common48	17	24	root_05	P	CPA	-0.2399639247187183
parse	common48	17	24	root_05	P	CellOT	-0.0959471120316339
parse	common48	17	24	root_05	O	NC	-0.04992787112099504
parse	common48	17	24	root_05	O	CM	-0.05450382790025049
parse	common48	17	24	root_05	O	TW	-0.05027171121943033
parse	common48	17	24	root_05	O	PCA	-0.05028446401142334
parse	common48	17	24	root_05	O	RBF	-0.04839149819751317
parse	common48	17	24	root_05	O	scGen	-0.08141666532759294
parse	common48	17	24	root_05	O	CPA	-0.232597667515822
parse	common48	17	24	root_05	O	CellOT	-0.08449974808062104
parse	common48	17	24	root_05	D	NC	-0.04992787112099504
parse	common48	17	24	root_05	D	CM	-0.05450382790025049
parse	common48	17	24	root_05	D	TW	-0.05027171121943033
parse	common48	17	24	root_05	D	PCA	-0.05028446401142334
parse	common48	17	24	root_05	D	RBF	-0.048391498197513164
parse	common48	17	24	root_05	D	scGen	-0.08659602442091058
parse	common48	17	24	root_05	D	CPA	-0.23628079611752478
parse	common48	17	24	root_05	D	CellOT	-0.09022343005619544
parse	common48	17	24	root_06	S	NC	-0.044015414366751264
parse	common48	17	24	root_06	S	CM	-0.04995187672956664
parse	common48	17	24	root_06	S	TW	-0.04575123163955354
parse	common48	17	24	root_06	S	PCA	-0.04576228477470733
parse	common48	17	24	root_06	S	RBF	-0.04326593204236001
parse	common48	17	24	root_06	S	scGen	-0.014576657004488961
parse	common48	17	24	root_06	S	CPA	-0.15113668564116287
parse	common48	17	24	root_06	S	CellOT	-0.02141761422665852
parse	common48	17	24	root_06	M	NC	-0.044015414366751264
parse	common48	17	24	root_06	M	CM	-0.04995187672956664
parse	common48	17	24	root_06	M	TW	-0.04575123163955354
parse	common48	17	24	root_06	M	PCA	-0.04576228477470733
parse	common48	17	24	root_06	M	RBF	-0.04326593204236001
parse	common48	17	24	root_06	M	scGen	-0.014576657004505096
parse	common48	17	24	root_06	M	CPA	-0.15113668564147892
parse	common48	17	24	root_06	M	CellOT	-0.021417614226676342
parse	common48	17	24	root_06	P	NC	-0.044015414366751264
parse	common48	17	24	root_06	P	CM	-0.04995187672956664
parse	common48	17	24	root_06	P	TW	-0.04575123163955354
parse	common48	17	24	root_06	P	PCA	-0.04576228477470733
parse	common48	17	24	root_06	P	RBF	-0.04326593204236001
parse	common48	17	24	root_06	P	scGen	-0.08647346133701658
parse	common48	17	24	root_06	P	CPA	-0.22155675256785126
parse	common48	17	24	root_06	P	CellOT	-0.09374291330066102
parse	common48	17	24	root_06	O	NC	-0.044015414366751264
parse	common48	17	24	root_06	O	CM	-0.04995187672956664
parse	common48	17	24	root_06	O	TW	-0.04575123163955354
parse	common48	17	24	root_06	O	PCA	-0.04576228477470733
parse	common48	17	24	root_06	O	RBF	-0.04326593204236001
parse	common48	17	24	root_06	O	scGen	-0.07637662923743163
parse	common48	17	24	root_06	O	CPA	-0.214413395282068
parse	common48	17	24	root_06	O	CellOT	-0.08278909171842014
parse	common48	17	24	root_06	D	NC	-0.044015414366751264
parse	common48	17	24	root_06	D	CM	-0.04995187672956664
parse	common48	17	24	root_06	D	TW	-0.04575123163955354
parse	common48	17	24	root_06	D	PCA	-0.04576228477470733
parse	common48	17	24	root_06	D	RBF	-0.04326593204236001
parse	common48	17	24	root_06	D	scGen	-0.08142504528724306
parse	common48	17	24	root_06	D	CPA	-0.21798507392517544
parse	common48	17	24	root_06	D	CellOT	-0.0882660025095568
parse	common48	17	24	root_07	S	NC	-0.04971443686456812
parse	common48	17	24	root_07	S	CM	-0.053680952381550844
parse	common48	17	24	root_07	S	TW	-0.0495979179099723
parse	common48	17	24	root_07	S	PCA	-0.049608432535006165
parse	common48	17	24	root_07	S	RBF	-0.048104307072845506
parse	common48	17	24	root_07	S	scGen	-0.017017668898219457
parse	common48	17	24	root_07	S	CPA	-0.1781230502411692
parse	common48	17	24	root_07	S	CellOT	-0.021839305135741345
parse	common48	17	24	root_07	M	NC	-0.04971443686456812
parse	common48	17	24	root_07	M	CM	-0.05368095238155083
parse	common48	17	24	root_07	M	TW	-0.04959791790997229
parse	common48	17	24	root_07	M	PCA	-0.049608432535006165
parse	common48	17	24	root_07	M	RBF	-0.048104307072845506
parse	common48	17	24	root_07	M	scGen	-0.017017668898239628
parse	common48	17	24	root_07	M	CPA	-0.1781230502410026
parse	common48	17	24	root_07	M	CellOT	-0.021839305135759626
parse	common48	17	24	root_07	P	NC	-0.04971443686456812
parse	common48	17	24	root_07	P	CM	-0.05368095238155083
parse	common48	17	24	root_07	P	TW	-0.04959791790997229
parse	common48	17	24	root_07	P	PCA	-0.049608432535006165
parse	common48	17	24	root_07	P	RBF	-0.048104307072845506
parse	common48	17	24	root_07	P	scGen	-0.09080694473870689
parse	common48	17	24	root_07	P	CPA	-0.2505947800771219
parse	common48	17	24	root_07	P	CellOT	-0.09611639494831936
parse	common48	17	24	root_07	O	NC	-0.04971443686456812
parse	common48	17	24	root_07	O	CM	-0.05368095238155083
parse	common48	17	24	root_07	O	TW	-0.04959791790997229
parse	common48	17	24	root_07	O	PCA	-0.04960843253500616
parse	common48	17	24	root_07	O	RBF	-0.048104307072845506
parse	common48	17	24	root_07	O	scGen	-0.08207200301558709
parse	common48	17	24	root_07	O	CPA	-0.24449493035890751
parse	common48	17	24	root_07	O	CellOT	-0.08640582528098972
parse	common48	17	24	root_07	D	NC	-0.04971443686456812
parse	common48	17	24	root_07	D	CM	-0.05368095238155083
parse	common48	17	24	root_07	D	TW	-0.04959791790997229
parse	common48	17	24	root_07	D	PCA	-0.049608432535006165
parse	common48	17	24	root_07	D	RBF	-0.048104307072845506
parse	common48	17	24	root_07	D	scGen	-0.08643947387717213
parse	common48	17	24	root_07	D	CPA	-0.24754485521771846
parse	common48	17	24	root_07	D	CellOT	-0.09126111011459709
parse	common48	17	32	root_00	S	NC	-0.04119377112101334
parse	common48	17	32	root_00	S	CM	-0.04928376765141502
parse	common48	17	32	root_00	S	TW	-0.0448050014439236
parse	common48	17	32	root_00	S	PCA	-0.044816191021004786
parse	common48	17	32	root_00	S	RBF	-0.04066755973617777
parse	common48	17	32	root_00	S	scGen	-0.022250354635124318
parse	common48	17	32	root_00	S	CPA	-0.1480346564091249
parse	common48	17	32	root_00	S	CellOT	-0.0296731719507113
parse	common48	17	32	root_00	M	NC	-0.04119377112101334
parse	common48	17	32	root_00	M	CM	-0.04928376765141502
parse	common48	17	32	root_00	M	TW	-0.0448050014439236
parse	common48	17	32	root_00	M	PCA	-0.044816191021004786
parse	common48	17	32	root_00	M	RBF	-0.04066755973617777
parse	common48	17	32	root_00	M	scGen	-0.022250354635031923
parse	common48	17	32	root_00	M	CPA	-0.14803465640886823
parse	common48	17	32	root_00	M	CellOT	-0.02967317195055232
parse	common48	17	32	root_00	P	NC	-0.04119377112101334
parse	common48	17	32	root_00	P	CM	-0.04928376765141502
parse	common48	17	32	root_00	P	TW	-0.0448050014439236
parse	common48	17	32	root_00	P	PCA	-0.044816191021004786
parse	common48	17	32	root_00	P	RBF	-0.04066755973617777
parse	common48	17	32	root_00	P	scGen	-0.07472761198776612
parse	common48	17	32	root_00	P	CPA	-0.19958016304362322
parse	common48	17	32	root_00	P	CellOT	-0.08247601993292139
parse	common48	17	32	root_00	O	NC	-0.04119377112101335
parse	common48	17	32	root_00	O	CM	-0.04928376765141502
parse	common48	17	32	root_00	O	TW	-0.0448050014439236
parse	common48	17	32	root_00	O	PCA	-0.044816191021004786
parse	common48	17	32	root_00	O	RBF	-0.04066755973617777
parse	common48	17	32	root_00	O	scGen	-0.06716863557532134
parse	common48	17	32	root_00	O	CPA	-0.1938846880682893
parse	common48	17	32	root_00	O	CellOT	-0.07426586226124904
parse	common48	17	32	root_00	D	NC	-0.04119377112101334
parse	common48	17	32	root_00	D	CM	-0.04928376765141502
parse	common48	17	32	root_00	D	TW	-0.0448050014439236
parse	common48	17	32	root_00	D	PCA	-0.044816191021004786
parse	common48	17	32	root_00	D	RBF	-0.04066755973617777
parse	common48	17	32	root_00	D	scGen	-0.07094812378153112
parse	common48	17	32	root_00	D	CPA	-0.19673242555578024
parse	common48	17	32	root_00	D	CellOT	-0.07837094109703559
parse	common48	17	32	root_01	S	NC	-0.0394354647824607
parse	common48	17	32	root_01	S	CM	-0.044473553158927925
parse	common48	17	32	root_01	S	TW	-0.04023550867894469
parse	common48	17	32	root_01	S	PCA	-0.04024491832983814
parse	common48	17	32	root_01	S	RBF	-0.03809518283368212
parse	common48	17	32	root_01	S	scGen	-0.014337863034915061
parse	common48	17	32	root_01	S	CPA	-0.19358332512853263
parse	common48	17	32	root_01	S	CellOT	-0.01893046230661532
parse	common48	17	32	root_01	M	NC	-0.039435464782460704
parse	common48	17	32	root_01	M	CM	-0.044473553158927925
parse	common48	17	32	root_01	M	TW	-0.04023550867894469
parse	common48	17	32	root_01	M	PCA	-0.040244918329838134
parse	common48	17	32	root_01	M	RBF	-0.03809518283368212
parse	common48	17	32	root_01	M	scGen	-0.014337863034930828
parse	common48	17	32	root_01	M	CPA	-0.1935833251290065
parse	common48	17	32	root_01	M	CellOT	-0.018930462306662618
parse	common48	17	32	root_01	P	NC	-0.039435464782460704
parse	common48	17	32	root_01	P	CM	-0.044473553158927925
parse	common48	17	32	root_01	P	TW	-0.04023550867894469
parse	common48	17	32	root_01	P	PCA	-0.040244918329838134
parse	common48	17	32	root_01	P	RBF	-0.03809518283368212
parse	common48	17	32	root_01	P	scGen	-0.07061411790275059
parse	common48	17	32	root_01	P	CPA	-0.24872049242055166
parse	common48	17	32	root_01	P	CellOT	-0.0755818577981835
parse	common48	17	32	root_01	O	NC	-0.039435464782460704
parse	common48	17	32	root_01	O	CM	-0.044473553158927925
parse	common48	17	32	root_01	O	TW	-0.04023550867894469
parse	common48	17	32	root_01	O	PCA	-0.040244918329838134
parse	common48	17	32	root_01	O	RBF	-0.03809518283368212
parse	common48	17	32	root_01	O	scGen	-0.06412208156144869
parse	common48	17	32	root_01	O	CPA	-0.24450663123174046
parse	common48	17	32	root_01	O	CellOT	-0.06833954020949673
parse	common48	17	32	root_01	D	NC	-0.039435464782460704
parse	common48	17	32	root_01	D	CM	-0.044473553158927925
parse	common48	17	32	root_01	D	TW	-0.04023550867894469
parse	common48	17	32	root_01	D	PCA	-0.040244918329838134
parse	common48	17	32	root_01	D	RBF	-0.03809518283368212
parse	common48	17	32	root_01	D	scGen	-0.06736809973211012
parse	common48	17	32	root_01	D	CPA	-0.24661356182635857
parse	common48	17	32	root_01	D	CellOT	-0.07196069900386323
parse	common48	17	32	root_02	S	NC	-0.036148445554029615
parse	common48	17	32	root_02	S	CM	-0.04349421413402426
parse	common48	17	32	root_02	S	TW	-0.039745553216608866
parse	common48	17	32	root_02	S	PCA	-0.03975646209665323
parse	common48	17	32	root_02	S	RBF	-0.036160407313462206
parse	common48	17	32	root_02	S	scGen	-0.022179811260522007
parse	common48	17	32	root_02	S	CPA	-0.18561420964921382
parse	common48	17	32	root_02	S	CellOT	-0.03625054179159211
parse	common48	17	32	root_02	M	NC	-0.036148445554029615
parse	common48	17	32	root_02	M	CM	-0.04349421413402426
parse	common48	17	32	root_02	M	TW	-0.039745553216608866
parse	common48	17	32	root_02	M	PCA	-0.03975646209665323
parse	common48	17	32	root_02	M	RBF	-0.036160407313462206
parse	common48	17	32	root_02	M	scGen	-0.022179811260525123
parse	common48	17	32	root_02	M	CPA	-0.1856142096492207
parse	common48	17	32	root_02	M	CellOT	-0.03625054179157557
parse	common48	17	32	root_02	P	NC	-0.036148445554029615
parse	common48	17	32	root_02	P	CM	-0.04349421413402426
parse	common48	17	32	root_02	P	TW	-0.039745553216608866
parse	common48	17	32	root_02	P	PCA	-0.03975646209665323
parse	common48	17	32	root_02	P	RBF	-0.036160407313462206
parse	common48	17	32	root_02	P	scGen	-0.07429403311629507
parse	common48	17	32	root_02	P	CPA	-0.23690435289673706
parse	common48	17	32	root_02	P	CellOT	-0.08861157077968779
parse	common48	17	32	root_02	O	NC	-0.036148445554029615
parse	common48	17	32	root_02	O	CM	-0.04349421413402426
parse	common48	17	32	root_02	O	TW	-0.039745553216608866
parse	common48	17	32	root_02	O	PCA	-0.03975646209665323
parse	common48	17	32	root_02	O	RBF	-0.036160407313462206
parse	common48	17	32	root_02	O	scGen	-0.0676226537826481
parse	common48	17	32	root_02	O	CPA	-0.23188113077964811
parse	common48	17	32	root_02	O	CellOT	-0.08144657718139574
parse	common48	17	32	root_02	D	NC	-0.036148445554029615
parse	common48	17	32	root_02	D	CM	-0.04349421413402426
parse	common48	17	32	root_02	D	TW	-0.039745553216608866
parse	common48	17	32	root_02	D	PCA	-0.03975646209665323
parse	common48	17	32	root_02	D	RBF	-0.036160407313462206
parse	common48	17	32	root_02	D	scGen	-0.07095834344948182
parse	common48	17	32	root_02	D	CPA	-0.23439274183813552
parse	common48	17	32	root_02	D	CellOT	-0.08502907398052213
parse	common48	17	32	root_03	S	NC	-0.04199845670996235
parse	common48	17	32	root_03	S	CM	-0.04990368574386436
parse	common48	17	32	root_03	S	TW	-0.04582510743671203
parse	common48	17	32	root_03	S	PCA	-0.045836361745164936
parse	common48	17	32	root_03	S	RBF	-0.041955874277463265
parse	common48	17	32	root_03	S	scGen	-0.027225290559838897
parse	common48	17	32	root_03	S	CPA	-0.18575529994199064
parse	common48	17	32	root_03	S	CellOT	-0.03792358911650931
