matching_id	graph_id	cardinality	model	utility_sum_numerator	utility_sum_denominator
M066	G12	12	CPA	51683942330670009	4503599627370496
M066	G12	12	scGen	108019319428309847	9007199254740992
M066	G12	12	CellOT	107000341286603853	9007199254740992
M067	G12	12	NC	54033508794049683	4503599627370496
M067	G12	12	CM	27016627314400235	2251799813685248
M067	G12	12	TW	108066545446491773	9007199254740992
M067	G12	12	PCA	108066545446491773	9007199254740992
M067	G12	12	RBF	27016657976198723	2251799813685248
M067	G12	12	CPA	51677329821798251	4503599627370496
M067	G12	12	scGen	108017870388546443	9007199254740992
M067	G12	12	CellOT	106995647840975539	9007199254740992
M068	G12	12	NC	108067027003305771	9007199254740992
M068	G12	12	CM	27016685512379391	2251799813685248
M068	G12	12	TW	54033388242135817	4503599627370496
M068	G12	12	PCA	54033388242135817	4503599627370496
M068	G12	12	RBF	108066852942571683	9007199254740992
M068	G12	12	CPA	103333440976207159	9007199254740992
M068	G12	12	scGen	108017967146013903	9007199254740992
M068	G12	12	CellOT	26751642929488661	2251799813685248
M069	G12	12	NC	13508380021322143	1125899906842624
M069	G12	12	CM	108067246884510109	9007199254740992
M069	G12	12	TW	54033637771710433	4503599627370496
M069	G12	12	PCA	54033637771710433	4503599627370496
M069	G12	12	RBF	108067330406739247	9007199254740992
M069	G12	12	CPA	51687057282296599	4503599627370496
M069	G12	12	scGen	6751115516720105	562949953421312
M069	G12	12	CellOT	107006716976191223	9007199254740992
M070	G12	12	NC	54033520290522243	4503599627370496
M070	G12	12	CM	6754196007887445	562949953421312
M070	G12	12	TW	3377098916342309	281474976710656
M070	G12	12	PCA	3377098916342309	281474976710656
M070	G12	12	RBF	6754201577235901	562949953421312
M070	G12	12	CPA	103354584624824243	9007199254740992
M070	G12	12	scGen	54009102505398065	4503599627370496
M070	G12	12	CellOT	26751156381447395	2251799813685248
M071	G12	12	NC	13508380243100879	1125899906842624
M071	G12	12	CM	27016727665170043	2251799813685248
M071	G12	12	TW	54033472379216095	4503599627370496
M071	G12	12	PCA	54033472379216095	4503599627370496
M071	G12	12	RBF	54033507074256341	4503599627370496
M071	G12	12	CPA	25836753188104303	2251799813685248
M071	G12	12	scGen	27004667715154259	2251799813685248
M071	G12	12	CellOT	107007160582530809	9007199254740992
M072	G12	12	NC	108067045208971243	9007199254740992
M072	G12	12	CM	108066658838799963	9007199254740992
M072	G12	12	TW	108066695815128649	9007199254740992
M072	G12	12	PCA	108066695815128649	9007199254740992
M072	G12	12	RBF	54033388217349561	4503599627370496
M072	G12	12	CPA	51672910019265011	4503599627370496
M072	G12	12	scGen	54009362210899555	4503599627370496
M072	G12	12	CellOT	835873539514415	70368744177664
M073	G12	12	NC	108067053003185397	9007199254740992
M073	G12	12	CM	54033288141182421	4503599627370496
M073	G12	12	TW	422135202618835	35184372088832
M073	G12	12	PCA	422135202618835	35184372088832
M073	G12	12	RBF	3377084280943529	281474976710656
M073	G12	12	CPA	103341359607080727	9007199254740992
M073	G12	12	scGen	54008377985516363	4503599627370496
M073	G12	12	CellOT	53499966040080633	4503599627370496
M074	G12	12	NC	108067055112078405	9007199254740992
M074	G12	12	CM	108067415495672717	9007199254740992
M074	G12	12	TW	54033721908790711	4503599627370496
M074	G12	12	PCA	54033721908790711	4503599627370496
M074	G12	12	RBF	54033745806340123	4503599627370496
M074	G12	12	CPA	103387686340803251	9007199254740992
M074	G12	12	scGen	108018551982124813	9007199254740992
M074	G12	12	CellOT	26751826460191847	2251799813685248
M075	G12	12	NC	108067055522545747	9007199254740992
M075	G12	12	CM	1688551636521277	140737488355328
M075	G12	12	TW	27016833399278611	2251799813685248
M075	G12	12	PCA	27016833399278611	2251799813685248
M075	G12	12	RBF	108067386441715415	9007199254740992
M075	G12	12	CPA	12921019550129287	1125899906842624
M075	G12	12	scGen	108018908725399263	9007199254740992
M075	G12	12	CellOT	107005214390365745	9007199254740992
M076	G12	12	NC	54033533972343329	4503599627370496
M076	G12	12	CM	54033372446763725	4503599627370496
M076	G12	12	TW	27016695036145579	2251799813685248
M076	G12	12	PCA	27016695036145579	2251799813685248
M076	G12	12	RBF	108066858196133927	9007199254740992
M076	G12	12	CPA	25838732845822695	2251799813685248
M076	G12	12	scGen	108017459685635859	9007199254740992
M076	G12	12	CellOT	107000520944737431	9007199254740992
M077	G12	12	NC	54033540312028637	4503599627370496
M077	G12	12	CM	108066725863563865	9007199254740992
M077	G12	12	TW	27016690559764659	2251799813685248
M077	G12	12	PCA	27016690559764659	2251799813685248
M077	G12	12	RBF	54033420760048579	4503599627370496
M077	G12	12	CPA	103332520002014247	9007199254740992
M077	G12	12	scGen	108017610004285393	9007199254740992
M077	G12	12	CellOT	106996097297030847	9007199254740992
M078	G12	12	NC	54033547048803399	4503599627370496
M078	G12	12	CM	108067161546499175	9007199254740992
M078	G12	12	TW	27016797921694723	2251799813685248
M078	G12	12	PCA	27016797921694723	2251799813685248
M078	G12	12	RBF	108067252700455679	9007199254740992
M078	G12	12	CPA	51689012502610117	4503599627370496
M078	G12	12	scGen	108017507161875807	9007199254740992
M078	G12	12	CellOT	6687564254810579	562949953421312
M079	G12	12	NC	108067095565558535	9007199254740992
M079	G12	12	CM	108066894474726473	9007199254740992
M079	G12	12	TW	13508366314152399	1125899906842624
M079	G12	12	PCA	13508366314152399	1125899906842624
M079	G12	12	RBF	108067002726038157	9007199254740992
M079	G12	12	CPA	25836522944556075	2251799813685248
M079	G12	12	scGen	54009156859444263	4503599627370496
M079	G12	12	CellOT	26749171540401753	2251799813685248
M080	G12	12	NC	108067129512692829	9007199254740992
M080	G12	12	CM	108067228571263077	9007199254740992
M080	G12	12	TW	108067258110708879	9007199254740992
M080	G12	12	PCA	108067258110708879	9007199254740992
M080	G12	12	RBF	108067317785853715	9007199254740992
M080	G12	12	CPA	103364724968704459	9007199254740992
M080	G12	12	scGen	54008196372181045	4503599627370496
M080	G12	12	CellOT	107005312316154991	9007199254740992
M081	G12	12	NC	54033572227097045	4503599627370496
M081	G12	12	CM	108067397182425685	9007199254740992
M081	G12	12	TW	108067426384869435	9007199254740992
M081	G12	12	PCA	108067426384869435	9007199254740992
M081	G12	12	RBF	54033739495897357	4503599627370496
M081	G12	12	CPA	6461143546557157	562949953421312
M081	G12	12	scGen	108017096458965223	9007199254740992
M081	G12	12	CellOT	26751475295182789	2251799813685248
M082	G12	12	NC	3377100018685625	281474976710656
M082	G12	12	CM	13508382194295967	1125899906842624
M082	G12	12	TW	108067095502424217	9007199254740992
M082	G12	12	PCA	108067095502424217	9007199254740992
M082	G12	12	RBF	6754197787692599	562949953421312
M082	G12	12	CPA	51669903331514153	4503599627370496
M082	G12	12	scGen	54009205271078931	4503599627370496
M082	G12	12	CellOT	3343702443388265	281474976710656
M083	G12	12	NC	108067218710098811	9007199254740992
M083	G12	12	CM	13508367565721891	1125899906842624
M083	G12	12	TW	108066972967534275	9007199254740992
M083	G12	12	PCA	108066972967534275	9007199254740992
M083	G12	12	RBF	108067049543926367	9007199254740992
M083	G12	12	CPA	51683596601170739	4503599627370496
M083	G12	12	scGen	54009517389169125	4503599627370496
M083	G12	12	CellOT	13375280549690155	1125899906842624
M084	G12	12	NC	54033616143918763	4503599627370496
M084	G12	12	CM	27016833650614171	2251799813685248
M084	G12	12	TW	108067361806216529	9007199254740992
M084	G12	12	PCA	108067361806216529	9007199254740992
M084	G12	12	RBF	27016855459282275	2251799813685248
M084	G12	12	CPA	51694168425479281	4503599627370496
M084	G12	12	scGen	108019272643120477	9007199254740992
M084	G12	12	CellOT	6687518637834761	562949953421312
M085	G12	12	NC	108067236013026031	9007199254740992
M085	G12	12	CM	54033562289565819	4503599627370496
M085	G12	12	TW	27016790481588551	2251799813685248
M085	G12	12	PCA	27016790481588551	2251799813685248
M085	G12	12	RBF	27016807422119905	2251799813685248
M085	G12	12	CPA	103326506626512531	9007199254740992
M085	G12	12	scGen	108017296124644145	9007199254740992
M085	G12	12	CellOT	107002762427610207	9007199254740992
M086	G12	12	NC	27016812738631823	2251799813685248
M086	G12	12	CM	54033646595147123	4503599627370496
M086	G12	12	TW	13508416275064345	1125899906842624
M086	G12	12	PCA	13508416275064345	1125899906842624
M086	G12	12	RBF	108067390894420619	9007199254740992
M086	G12	12	CPA	12917509800340323	1125899906842624
M086	G12	12	scGen	54008999919623639	4503599627370496
M086	G12	12	CellOT	26750837823046593	2251799813685248
M087	G12	12	NC	54033627062592421	4503599627370496
M087	G12	12	CM	54033503775269515	4503599627370496
M087	G12	12	TW	54033519695732131	4503599627370496
M087	G12	12	PCA	54033519695732131	4503599627370496
M087	G12	12	RBF	108067114629324403	9007199254740992
M087	G12	12	CPA	103353893165825703	9007199254740992
M087	G12	12	scGen	108017920360824533	9007199254740992
M087	G12	12	CellOT	107006528636706967	9007199254740992
M088	G12	12	NC	108067267702923557	9007199254740992
M088	G12	12	CM	54033700813610293	4503599627370496
M088	G12	12	TW	27016857057536629	2251799813685248
M088	G12	12	PCA	27016857057536629	2251799813685248
M088	G12	12	RBF	3377108966328973	281474976710656
M088	G12	12	CPA	103375036814442787	9007199254740992
M088	G12	12	scGen	13502269778200845	1125899906842624
M088	G12	12	CellOT	107004582444541903	9007199254740992
M089	G12	12	NC	108067269066686103	9007199254740992
M089	G12	12	CM	54033588080850819	4503599627370496
M089	G12	12	TW	54033603832812409	4503599627370496
M089	G12	12	PCA	54033603832812409	4503599627370496
M089	G12	12	RBF	54033637917632701	4503599627370496
M089	G12	12	CPA	25841866235508939	2251799813685248
M089	G12	12	scGen	54009312037713833	4503599627370496
M089	G12	12	CellOT	26751779375320783	2251799813685248
M090	G12	12	NC	54033636165425157	4503599627370496
M090	G12	12	CM	108066924339821429	9007199254740992
M090	G12	12	TW	108066958722321277	9007199254740992
M090	G12	12	PCA	108066958722321277	9007199254740992
M090	G12	12	RBF	54033519060725921	4503599627370496
M090	G12	12	CPA	51683136114074283	4503599627370496
M090	G12	12	scGen	27004669409152435	2251799813685248
M090	G12	12	CellOT	106991769976597443	9007199254740992
M091	G12	12	NC	54033636826369965	4503599627370496
M091	G12	12	CM	27016752004799739	2251799813685248
M091	G12	12	TW	108067043343688095	9007199254740992
M091	G12	12	PCA	108067043343688095	9007199254740992
M091	G12	12	RBF	6754194919435485	562949953421312
M091	G12	12	CPA	103353199419408999	9007199254740992
M091	G12	12	scGen	108018935911160203	9007199254740992
M091	G12	12	CellOT	53500533967566111	4503599627370496
M092	G12	12	NC	54033641322212409	4503599627370496
M092	G12	12	CM	54033785119191597	4503599627370496
M092	G12	12	TW	844278097689899	70368744177664
M092	G12	12	PCA	844278097689899	70368744177664
M092	G12	12	RBF	108067648128468135	9007199254740992
M092	G12	12	CPA	12923576073831605	1125899906842624
M092	G12	12	scGen	108018861940209893	9007199254740992
M092	G12	12	CellOT	26751292827279517	2251799813685248
M093	G12	12	NC	108067307745936345	9007199254740992
M093	G12	12	CM	108066991364585331	9007199254740992
M093	G12	12	TW	52767102122193	4398046511104
M093	G12	12	PCA	52767102122193	4398046511104
M093	G12	12	RBF	54033551603424939	4503599627370496
M093	G12	12	CPA	103352972191632791	9007199254740992
M093	G12	12	scGen	108017563219096023	9007199254740992
M093	G12	12	CellOT	53498027107891585	4503599627370496
M094	G12	12	NC	108067309067825961	9007199254740992
M094	G12	12	CM	54033537521981429	4503599627370496
M094	G12	12	TW	54033554883809041	4503599627370496
M094	G12	12	PCA	54033554883809041	4503599627370496
M094	G12	12	RBF	27016795949091449	2251799813685248
M094	G12	12	CPA	12917487422861653	1125899906842624
M094	G12	12	scGen	54008910746823243	4503599627370496
M094	G12	12	CellOT	107005352174317949	9007199254740992
M095	G12	12	NC	54033661343718803	4503599627370496
M095	G12	12	CM	108067159975747939	9007199254740992
M095	G12	12	TW	27016798355102955	2251799813685248
M095	G12	12	PCA	27016798355102955	2251799813685248
M095	G12	12	RBF	108067264412790877	9007199254740992
M095	G12	12	CPA	25841635991960711	2251799813685248
M095	G12	12	scGen	27004566733424789	2251799813685248
M095	G12	12	CellOT	106996643080359335	9007199254740992
M096	G12	12	NC	54033662004663611	4503599627370496
M096	G12	12	CM	54033621827562733	4503599627370496
M096	G12	12	TW	54033639020889319	4503599627370496
M096	G12	12	PCA	54033639020889319	4503599627370496
M096	G12	12	RBF	108067345002306795	9007199254740992
M096	G12	12	CPA	103353471159103277	9007199254740992
M096	G12	12	scGen	108018525208249619	9007199254740992
M096	G12	12	CellOT	53502970519447057	4503599627370496
M097	G12	12	NC	108067362994855615	9007199254740992
M097	G12	12	CM	27016747426487981	2251799813685248
M097	G12	12	TW	27016756477744027	2251799813685248
M097	G12	12	PCA	27016756477744027	2251799813685248
M097	G12	12	RBF	27016776522520557	2251799813685248
M097	G12	12	CPA	25835952455880065	2251799813685248
M097	G12	12	scGen	108017480388000613	9007199254740992
M097	G12	12	CellOT	53499831637547995	4503599627370496
M098	G12	12	NC	54033699204970823	4503599627370496
M098	G12	12	CM	54033528365357913	4503599627370496
M098	G12	12	TW	108067092334906095	9007199254740992
M098	G12	12	PCA	108067092334906095	9007199254740992
M098	G12	12	RBF	13508396396935033	1125899906842624
M098	G12	12	CPA	103330509787004485	9007199254740992
M098	G12	12	scGen	6751022873155431	562949953421312
M098	G12	12	CellOT	107003947514281717	9007199254740992
M099	G12	12	NC	108067413351442907	9007199254740992
M099	G12	12	CM	54033612670939217	4503599627370496
M099	G12	12	TW	108067260609066651	9007199254740992
M099	G12	12	PCA	108067260609066651	9007199254740992
M099	G12	12	RBF	108067332381421263	9007199254740992
M099	G12	12	CPA	51672040781607269	4503599627370496
M099	G12	12	scGen	108017069685090029	9007199254740992
M099	G12	12	CellOT	53502268189428941	4503599627370496
M100	G12	12	NC	108067427719819071	9007199254740992
M100	G12	12	CM	54033661527694601	4503599627370496
M100	G12	12	TW	108067358409616845	9007199254740992
M100	G12	12	PCA	108067358409616845	9007199254740992
M100	G12	12	RBF	1688553535778661	140737488355328
M100	G12	12	CPA	51680129426323425	4503599627370496
M100	G12	12	scGen	27004590939242123	2251799813685248
M100	G12	12	CellOT	106998435107176803	9007199254740992
M101	G12	12	NC	54033731567452551	4503599627370496
M101	G12	12	CM	6754211880009569	562949953421312
M101	G12	12	TW	6754214052096677	562949953421312
M101	G12	12	PCA	6754214052096677	562949953421312
M101	G12	12	RBF	27016872843808085	2251799813685248
M101	G12	12	CPA	103346958816131075	9007199254740992
M101	G12	12	scGen	108017249339454775	9007199254740992
M101	G12	12	CellOT	53501359673181265	4503599627370496
M102	G12	12	NC	108067478076406363	9007199254740992
M102	G12	12	CM	13191840660561	1099511627776
M102	G12	12	TW	27016898276926847	2251799813685248
M102	G12	12	PCA	27016898276926847	2251799813685248
M102	G12	12	RBF	108067652581173339	9007199254740992
M102	G12	12	CPA	12920066324042641	1125899906842624
M102	G12	12	scGen	27004488263514477	2251799813685248
M102	G12	12	CellOT	107003308210938695	9007199254740992
M103	G12	12	NC	27016871901836907	2251799813685248
M103	G12	12	CM	108066768685227877	9007199254740992
M103	G12	12	TW	108066807191731491	9007199254740992
M103	G12	12	PCA	108066807191731491	9007199254740992
M103	G12	12	RBF	27016725733388229	2251799813685248
M103	G12	12	CPA	3229155563145047	281474976710656
M103	G12	12	scGen	6751188000278941	562949953421312
M103	G12	12	CellOT	53500439797823983	4503599627370496
M104	G12	12	NC	108067500774619001	9007199254740992
M104	G12	12	CM	54033636760110211	4503599627370496
M104	G12	12	TW	108067306250880723	9007199254740992
M104	G12	12	PCA	108067306250880723	9007199254740992
M104	G12	12	RBF	3377105637428765	281474976710656
M104	G12	12	CPA	103373651609027543	9007199254740992
M104	G12	12	scGen	108018889125970833	9007199254740992
M104	G12	12	CellOT	107001024853884545	9007199254740992
M105	G12	12	NC	108067501185086343	9007199254740992
M105	G12	12	CM	108067162761909433	9007199254740992
M105	G12	12	TW	108067196030413745	9007199254740992
M105	G12	12	PCA	108067196030413745	9007199254740992
M105	G12	12	RBF	108067275226755649	9007199254740992
M105	G12	12	CPA	25838530417314647	2251799813685248
M105	G12	12	scGen	108019245869245283	9007199254740992
M105	G12	12	CellOT	53499466701741451	4503599627370496
M106	G12	12	NC	108067523022433659	9007199254740992
M106	G12	12	CM	108066835709991779	9007199254740992
M106	G12	12	TW	54033436807830739	4503599627370496
M106	G12	12	PCA	54033436807830739	4503599627370496
M106	G12	12	RBF	13508371002368869	1125899906842624
M106	G12	12	CPA	103319677984125729	9007199254740992
M106	G12	12	scGen	108017893586949339	9007199254740992
M106	G12	12	CellOT	107005163834833693	9007199254740992
M107	G12	12	NC	13508442023713129	1125899906842624
M107	G12	12	CM	27016835136246081	2251799813685248
M107	G12	12	TW	54033686337405355	4503599627370496
M107	G12	12	PCA	54033686337405355	4503599627370496
M107	G12	12	RBF	27016861370779629	2251799813685248
M107	G12	12	CPA	12920043946563971	1125899906842624
M107	G12	12	scGen	27004443677114279	2251799813685248
M107	G12	12	CellOT	1671957954579223	140737488355328
M108	G12	12	NC	54033768300086187	4503599627370496
M108	G12	12	CM	108067229786673335	9007199254740992
M108	G12	12	TW	27016815613585933	2251799813685248
M108	G12	12	PCA	27016815613585933	2251799813685248
M108	G12	12	RBF	108067340312153685	9007199254740992
M108	G12	12	CPA	103340821632742813	9007199254740992
M108	G12	12	scGen	54009065725865783	4503599627370496
M108	G12	12	CellOT	107003217642668629	9007199254740992
M109	G12	12	NC	13508442245491865	1125899906842624
M109	G12	12	CM	108067004321154387	9007199254740992
M109	G12	12	TW	54033520944911017	4503599627370496
M109	G12	12	PCA	54033520944911017	4503599627370496
M109	G12	12	RBF	108067129224891951	9007199254740992
M109	G12	12	CPA	51666624880167891	4503599627370496
M109	G12	12	scGen	13502324662694059	1125899906842624
M109	G12	12	CellOT	53502876349704929	4503599627370496
M110	G12	12	NC	108067551131206293	9007199254740992
M110	G12	12	CM	27016877289036733	2251799813685248
M110	G12	12	TW	54033770474485633	4503599627370496
M110	G12	12	PCA	54033770474485633	4503599627370496
M110	G12	12	RBF	108067606689059515	9007199254740992
M110	G12	12	CPA	103373923348721821	9007199254740992
M110	G12	12	scGen	108018478423060249	9007199254740992
M110	G12	12	CellOT	107005897957646437	9007199254740992
M111	G12	12	NC	108067551541673635	9007199254740992
M111	G12	12	CM	108067398397835943	9007199254740992
M111	G12	12	TW	3377107210265759	281474976710656
M111	G12	12	PCA	3377107210265759	281474976710656
M111	G12	12	RBF	27016875379523671	2251799813685248
M111	G12	12	CPA	51677196704476433	4503599627370496
M111	G12	12	scGen	108018835166334699	9007199254740992
M111	G12	12	CellOT	53501903253622397	4503599627370496
M112	G12	12	NC	54033795058367343	4503599627370496
M112	G12	12	CM	54033627603486695	4503599627370496
M112	G12	12	TW	3377102775567773	281474976710656
M112	G12	12	PCA	3377102775567773	281474976710656
M112	G12	12	RBF	27016841944208737	2251799813685248
M112	G12	12	CPA	25841065503284701	2251799813685248
M112	G12	12	scGen	108017433602811243	9007199254740992
M112	G12	12	CellOT	106999620193848313	9007199254740992
M113	G12	12	NC	108067625531820717	9007199254740992
M113	G12	12	CM	27016830557934323	2251799813685248
M113	G12	12	TW	108067355242098723	9007199254740992
M113	G12	12	PCA	108067355242098723	9007199254740992
M113	G12	12	RBF	13508429107779123	1125899906842624
M113	G12	12	CPA	103350961976623029	9007199254740992
M113	G12	12	scGen	54008159592648763	4503599627370496
M113	G12	12	CellOT	13375488054129255	1125899906842624
M114	G12	12	NC	54033820236660989	4503599627370496
M114	G12	12	CM	27016872710724975	2251799813685248
M114	G12	12	TW	108067523516259279	9007199254740992
M114	G12	12	PCA	108067523516259279	9007199254740992
M114	G12	12	RBF	108067594068173983	9007199254740992
M114	G12	12	CPA	51682266876416541	4503599627370496
M114	G12	12	scGen	108017022899900659	9007199254740992
M114	G12	12	CellOT	107004493297610205	9007199254740992
M115	G12	12	NC	108067683784459635	9007199254740992
M115	G12	12	CM	54033910908493609	4503599627370496
M115	G12	12	TW	108067856306813167	9007199254740992
M115	G12	12	PCA	108067856306813167	9007199254740992
M115	G12	12	RBF	27016978274001793	2251799813685248
M115	G12	12	CPA	103358798628459347	9007199254740992
M115	G12	12	scGen	27004857319895563	2251799813685248
M115	G12	12	CellOT	53501927600666743	4503599627370496
M116	G12	12	NC	108067714729226699	9007199254740992
M116	G12	12	CM	108067034186249343	9007199254740992
M116	G12	12	TW	108067070098924119	9007199254740992
M116	G12	12	PCA	108067070098924119	9007199254740992
M116	G12	12	RBF	27016791155076409	2251799813685248
M116	G12	12	CPA	6459589388141253	562949953421312
M116	G12	12	scGen	54009480609636843	4503599627370496
M116	G12	12	CellOT	107000836514400289	9007199254740992
M117	G12	12	NC	54033859599772833	4503599627370496
M117	G12	12	CM	6754243052609445	562949953421312
M117	G12	12	TW	54033961365371577	4503599627370496
M117	G12	12	PCA	54033961365371577	4503599627370496
M117	G12	12	RBF	13508497272675651	1125899906842624
M117	G12	12	CPA	25836374647985893	2251799813685248
M117	G12	12	scGen	108018314862068535	9007199254740992
M117	G12	12	CellOT	107008139440519213	9007199254740992
M118	G12	12	NC	54033864153482707	4503599627370496
M118	G12	12	CM	108067428262930899	9007199254740992
M118	G12	12	TW	108067458937606373	9007199254740992
M118	G12	12	PCA	108067458937606373	9007199254740992
M118	G12	12	RBF	108067536913508369	9007199254740992
M118	G12	12	CPA	25843643464719283	2251799813685248
M118	G12	12	scGen	108019199084055913	9007199254740992
M118	G12	12	CellOT	106998890322235225	9007199254740992
M119	G12	12	NC	108067734141046927	9007199254740992
M119	G12	12	CM	1688563397701777	140737488355328
M119	G12	12	TW	54034045502451855	4503599627370496
M119	G12	12	PCA	54034045502451855	4503599627370496
M119	G12	12	RBF	108068139387346207	9007199254740992
M119	G12	12	CPA	103359070368153625	9007199254740992
M119	G12	12	scGen	27004754644167917	2251799813685248
M119	G12	12	CellOT	53504364152547689	4503599627370496
M120	G12	12	NC	54033875072156365	4503599627370496
M120	G12	12	CM	108067101211013245	9007199254740992
M120	G12	12	TW	54033568261427053	4503599627370496
M120	G12	12	PCA	54033568261427053	4503599627370496
M120	G12	12	RBF	13508403713212959	1125899906842624
M120	G12	12	CPA	103340130173744273	9007199254740992
M120	G12	12	scGen	108017846801759969	9007199254740992
M120	G12	12	CellOT	3343910023549563	281474976710656
M121	G12	12	NC	108067763722051445	9007199254740992
M121	G12	12	CM	108067495287694801	9007199254740992
M121	G12	12	TW	13508440670192045	1125899906842624
M121	G12	12	PCA	13508440670192045	1125899906842624
M121	G12	12	RBF	108067601998906405	9007199254740992
M121	G12	12	CPA	103361273822361357	9007199254740992
M121	G12	12	scGen	27004521166635549	2251799813685248
M121	G12	12	CellOT	13375396820177619	1125899906842624
M122	G12	12	NC	108067765085813991	9007199254740992
M122	G12	12	CM	108067269822175853	9007199254740992
M122	G12	12	TW	54033652398507331	4503599627370496
M122	G12	12	PCA	54033652398507331	4503599627370496
M122	G12	12	RBF	108067390911644671	9007199254740992
M122	G12	12	CPA	51676850974977163	4503599627370496
M122	G12	12	scGen	54009275258181551	4503599627370496
M122	G12	12	CellOT	107005709618162181	9007199254740992
M123	G12	12	NC	13508471640821915	1125899906842624
M123	G12	12	CM	54033901751870093	4503599627370496
M123	G12	12	TW	27016959718525295	2251799813685248
M123	G12	12	PCA	27016959718525295	2251799813685248
M123	G12	12	RBF	13508487559390205	1125899906842624
M123	G12	12	CPA	6459338064535663	562949953421312
M123	G12	12	scGen	54008986878211331	4503599627370496
M123	G12	12	CellOT	53501225270648627	4503599627370496
M124	G12	12	NC	54033889331776353	4503599627370496
M124	G12	12	CM	108067663898857409	9007199254740992
M124	G12	12	TW	27016923408924229	2251799813685248
M124	G12	12	PCA	27016923408924229	2251799813685248
M124	G12	12	RBF	27016940801211851	2251799813685248
M124	G12	12	CPA	51687422799285705	4503599627370496
M124	G12	12	scGen	108018788381145329	9007199254740992
M124	G12	12	CellOT	107003763425997117	9007199254740992
M125	G12	12	NC	108067808541661351	9007199254740992
M125	G12	12	CM	13508483816063011	1125899906842624
M125	G12	12	TW	108067905298031167	9007199254740992
M125	G12	12	PCA	108067905298031167	9007199254740992
M125	G12	12	RBF	27016991390129919	2251799813685248
M125	G12	12	CPA	103336108996054833	9007199254740992
M125	G12	12	scGen	108016859338908945	9007199254740992
M125	G12	12	CellOT	107006734780482981	9007199254740992
M126	G12	12	NC	27016955870790653	2251799813685248
M126	G12	12	CM	13508504892458337	1125899906842624
M126	G12	12	TW	108068073572191723	9007199254740992
M126	G12	12	PCA	108068073572191723	9007199254740992
M126	G12	12	RBF	108068126766460675	9007199254740992
M126	G12	12	CPA	51674840386132443	4503599627370496
M126	G12	12	scGen	54008781526756039	4503599627370496
M126	G12	12	CellOT	53503661822529573	4503599627370496
M127	G12	12	NC	108067897739067333	9007199254740992
M127	G12	12	CM	108067582483016139	9007199254740992
M127	G12	12	TW	108067620154856563	9007199254740992
M127	G12	12	PCA	108067620154856563	9007199254740992
M127	G12	12	RBF	13508462164824041	1125899906842624
M127	G12	12	CPA	25834644307422963	2251799813685248
M127	G12	12	scGen	108019501372885105	9007199254740992
M127	G12	12	CellOT	53501833430924615	4503599627370496
M128	G12	12	NC	54033955453169353	4503599627370496
M128	G12	12	CM	27017021829502171	2251799813685248
M128	G12	12	TW	108068119214005795	9007199254740992
M128	G12	12	PCA	108068119214005795	9007199254740992
M128	G12	12	RBF	27017043695689973	2251799813685248
M128	G12	12	CPA	103379250818077891	9007199254740992
M128	G12	12	scGen	54009691247196441	4503599627370496
M128	G12	12	CellOT	107003812120085809	9007199254740992
M129	G12	12	NC	3377122228650189	281474976710656
M129	G12	12	CM	108067976559697695	9007199254740992
M129	G12	12	TW	108068008993538817	9007199254740992
M129	G12	12	PCA	108068008993538817	9007199254740992
M129	G12	12	RBF	108068069611795061	9007199254740992
M129	G12	12	CPA	12919965109788617	1125899906842624
M129	G12	12	scGen	27004934809416833	2251799813685248
M129	G12	12	CellOT	53500860334842083	4503599627370496
M130	G12	12	NC	27016983288538341	2251799813685248
M130	G12	12	CM	108067649507780041	9007199254740992
M130	G12	12	TW	54033843289393275	4503599627370496
M130	G12	12	PCA	54033843289393275	4503599627370496
M130	G12	12	RBF	27016940600997591	2251799813685248
M130	G12	12	CPA	103325277193176077	9007199254740992
M130	G12	12	scGen	27004596738842847	2251799813685248
M130	G12	12	CellOT	107007951101034957	9007199254740992
M131	G12	12	NC	108067946321424737	9007199254740992
M131	G12	12	CM	54034077171386293	4503599627370496
M131	G12	12	TW	54034092818967891	4503599627370496
M131	G12	12	PCA	54034092818967891	4503599627370496
M131	G12	12	RBF	13508529983519741	1125899906842624
M131	G12	12	CPA	25841487695390529	2251799813685248
M131	G12	12	scGen	108018268076879165	9007199254740992
M131	G12	12	CellOT	6688006022454471	562949953421312
M132	G12	12	NC	108067946731892079	9007199254740992
M132	G12	12	CM	108068043584461597	9007199254740992
M132	G12	12	TW	27017018854367201	2251799813685248
M132	G12	12	PCA	27017018854367201	2251799813685248
M132	G12	12	RBF	108068134697193097	9007199254740992
M132	G12	12	CPA	103346420841793161	9007199254740992
M132	G12	12	scGen	108018624820153615	9007199254740992
M132	G12	12	CellOT	107006004908869893	9007199254740992
M133	G12	12	NC	108067948095654625	9007199254740992
M133	G12	12	CM	108067818118942649	9007199254740992
M133	G12	12	TW	54033927426473553	4503599627370496
M133	G12	12	PCA	54033927426473553	4503599627370496
M133	G12	12	RBF	108067923609931363	9007199254740992
M133	G12	12	CPA	51669424484693065	4503599627370496
M133	G12	12	scGen	108019090669974521	9007199254740992
M133	G12	12	CellOT	53504269982805561	4503599627370496
M134	G12	12	NC	54033980631462999	4503599627370496
M134	G12	12	CM	54034161476967597	4503599627370496
M134	G12	12	TW	54034176956048169	4503599627370496
M134	G12	12	PCA	54034176956048169	4503599627370496
M134	G12	12	RBF	108068401074098927	9007199254740992
