condition	depth_per_gemgroup	model_a	model_b	pair_role	pattern	S_margin	margin	displacement	crossing_allocation_count	n_allocations	strict_crossing_after_allocation_mean
BAK1+KLF1	8	compositional_ridge	zero_effect	zero_effect_diagnostic	S	0.041110574135497499	0.041110574135497499	0	0	30	False
BAK1+KLF1	8	compositional_ridge	zero_effect	zero_effect_diagnostic	M	0.041110574135497499	0.041110574135497499	-1.1564823173178713e-18	0	30	False
BAK1+KLF1	8	compositional_ridge	zero_effect	zero_effect_diagnostic	P	0.041110574135497499	0.010339477553952699	-0.030771096581544699	0	30	False
BAK1+KLF1	8	compositional_ridge	zero_effect	zero_effect_diagnostic	O	0.041110574135497499	0.010339477553952699	-0.030771096581544699	0	30	False
BAK1+KLF1	8	compositional_ridge	zero_effect	zero_effect_diagnostic	D	0.041110574135497499	0.010339477553952699	-0.030771096581544699	0	30	False
BAK1+KLF1	16	compositional_ridge	zero_effect	zero_effect_diagnostic	S	0.033195293552939403	0.033195293552939403	0	0	30	False
BAK1+KLF1	16	compositional_ridge	zero_effect	zero_effect_diagnostic	M	0.033195293552939403	0.033195293552939403	0	0	30	False
BAK1+KLF1	16	compositional_ridge	zero_effect	zero_effect_diagnostic	P	0.033195293552939403	0.017854470856821798	-0.0153408226961176	0	30	False
BAK1+KLF1	16	compositional_ridge	zero_effect	zero_effect_diagnostic	O	0.033195293552939403	0.017854470856821798	-0.0153408226961176	0	30	False
BAK1+KLF1	16	compositional_ridge	zero_effect	zero_effect_diagnostic	D	0.033195293552939403	0.017854470856821798	-0.0153408226961176	0	30	False
BAK1+KLF1	32	compositional_ridge	zero_effect	zero_effect_diagnostic	S	0.029736632180274902	0.029736632180274902	0	0	30	False
BAK1+KLF1	32	compositional_ridge	zero_effect	zero_effect_diagnostic	M	0.029736632180274902	0.029736632180274902	-3.4694469519536142e-18	0	30	False
BAK1+KLF1	32	compositional_ridge	zero_effect	zero_effect_diagnostic	P	0.029736632180274902	0.022002621617290299	-0.0077340105629844997	0	30	False
BAK1+KLF1	32	compositional_ridge	zero_effect	zero_effect_diagnostic	O	0.029736632180274902	0.022002621617290299	-0.0077340105629844997	0	30	False
BAK1+KLF1	32	compositional_ridge	zero_effect	zero_effect_diagnostic	D	0.029736632180274902	0.022002621617290299	-0.0077340105629844997	0	30	False
