cohort	assignment_index	prediction_index	label_id	inference_block	observation_block	evaluation	mse_S	mse_D	mse_D_minus_S	mae_S	mae_D	mae_D_minus_S	prediction_mae_difference	donor_count	task_count	D_lower_mse_donors	D_lower_mae_donors	D_lower_mse_tasks	D_lower_mae_tasks
extension34_five_types	51	12	400	1	all_excluding_input	deeper_observation	0.007991270362930075	0.004001714824796141	-0.003989555538133934	0.06659775087949521	0.04251441514061504	-0.024083335738880156	0.053893937148977604	34	170	33	33	158	161
primary39_two_types	52	13	400	2	1	independent_observation	0.02203293523087359	0.018005001060809128	-0.004027934170064461	0.11381984774535742	0.10195014559999747	-0.011869702145359944	0.058617997023525756	39	78	30	28	60	54
extension39_four_types	52	13	400	2	1	independent_observation	0.017434789048604446	0.014025933109518081	-0.003408855939086364	0.1014110829483506	0.09016664695834423	-0.011244435990006397	0.053683398615281194	39	156	35	35	127	126
extension34_five_types	52	13	400	2	1	independent_observation	0.017270591404676617	0.013735722040201594	-0.003534869364475021	0.10135118273776395	0.0889632635436419	-0.012387919194122033	0.05345831432190215	34	170	32	34	142	143
primary39_two_types	53	13	400	2	2	shared_observation	0.016739746685624838	0.01920567551712092	0.0024659288314960856	0.09884369298787685	0.10731865950016349	0.008474966512286646	0.058617997023525756	39	78	12	12	22	18
extension39_four_types	53	13	400	2	2	shared_observation	0.011839721798453174	0.014870585679850655	0.003030863881397481	0.08124376163606077	0.09322972213875605	0.011985960502695287	0.053683398615281194	39	156	4	2	25	21
extension34_five_types	53	13	400	2	2	shared_observation	0.011040007044569502	0.014325971388122874	0.0032859643435533756	0.0787424180422458	0.09177445243243787	0.013032034390192064	0.05345831432190215	34	170	2	1	25	21
primary39_two_types	54	13	400	2	3	independent_observation	0.02225957383314281	0.018493024176829187	-0.0037665496563136155	0.115976893012608	0.10457255941195494	-0.01140433360065308	0.058617997023525756	39	78	31	30	66	60
extension39_four_types	54	13	400	2	3	independent_observation	0.017547824160497837	0.014004431313169328	-0.003543392847328508	0.10218209495418504	0.08985315819341355	-0.012328936760771497	0.053683398615281194	39	156	35	37	138	130
extension34_five_types	54	13	400	2	3	independent_observation	0.017164729351837993	0.0135164608285708	-0.003648268523267192	0.10145675904863063	0.08860049069521554	-0.012856268353415108	0.05345831432190215	34	170	31	34	151	144
primary39_two_types	55	13	400	2	all_excluding_input	deeper_observation	0.009672786553590836	0.005588186158834239	-0.004084600394756596	0.07319478871167774	0.051044633510870574	-0.022150155200807174	0.058617997023525756	39	78	32	34	66	67
extension39_four_types	55	13	400	2	all_excluding_input	deeper_observation	0.007658516587103845	0.003929140229766448	-0.003729376357337397	0.06485109273865516	0.04079096008293026	-0.024060132655724903	0.053683398615281194	39	156	38	39	144	145
extension34_five_types	55	13	400	2	all_excluding_input	deeper_observation	0.0078035415324285715	0.003951625799910753	-0.0038519157325178177	0.06624255407818797	0.04207307762936685	-0.024169476448821114	0.05345831432190215	34	170	33	34	158	160
primary39_two_types	56	14	400	3	1	independent_observation	0.0215401310834422	0.018005001060809128	-0.003535130022633068	0.11399548434665635	0.10195014559999747	-0.012045338746658883	0.060506066121882814	39	78	28	29	60	59
extension39_four_types	56	14	400	3	1	independent_observation	0.01756543487184437	0.014025933109518081	-0.0035395017623262854	0.10260584372434449	0.09016664695834423	-0.012439196766000282	0.054499353191207085	39	156	36	35	131	130
extension34_five_types	56	14	400	3	1	independent_observation	0.01748987810653446	0.013735722040201594	-0.0037541560663328635	0.10196706110483165	0.0889632635436419	-0.013003797561189752	0.05468313896873296	34	170	32	32	141	143
primary39_two_types	57	14	400	3	2	independent_observation	0.02221499094614086	0.01920567551712092	-0.003009315429019937	0.11606721284548498	0.10731865950016349	-0.008748553345321495	0.060506066121882814	39	78	27	25	55	52
extension39_four_types	57	14	400	3	2	independent_observation	0.018285171337810845	0.014870585679850655	-0.003414585657960191	0.1043936544295667	0.09322972213875605	-0.011163932290810651	0.054499353191207085	39	156	34	35	126	123
extension34_five_types	57	14	400	3	2	independent_observation	0.018004127947607106	0.014325971388122874	-0.0036781565594842308	0.10371109063839497	0.09177445243243787	-0.0119366382059571	0.05468313896873296	34	170	31	32	139	136
primary39_two_types	58	14	400	3	3	shared_observation	0.01511229466295077	0.018493024176829187	0.003380729513878417	0.09327160102816179	0.10457255941195494	0.011300958383793138	0.060506066121882814	39	78	13	9	23	22
extension39_four_types	58	14	400	3	3	shared_observation	0.010798999056616146	0.014004431313169328	0.0032054322565531843	0.07728587434418788	0.08985315819341355	0.01256728384922566	0.054499353191207085	39	156	5	4	30	31
extension34_five_types	58	14	400	3	3	shared_observation	0.010238340049952816	0.0135164608285708	0.003278120778617985	0.07519487101045194	0.08860049069521554	0.013405619684763592	0.05468313896873296	34	170	2	1	27	29
primary39_two_types	59	14	400	3	all_excluding_input	deeper_observation	0.00988322322185319	0.005623256646860164	-0.004259966574993025	0.07544487041300815	0.05142537269571187	-0.024019497717296272	0.060506066121882814	39	78	34	37	70	71
extension39_four_types	59	14	400	3	all_excluding_input	deeper_observation	0.007855849778102532	0.003950334409499111	-0.003905515368603421	0.06637157001708888	0.04102366925114309	-0.025347900765945782	0.054499353191207085	39	156	37	39	148	149
extension34_five_types	59	14	400	3	all_excluding_input	deeper_observation	0.008007057006893088	0.003975347578170794	-0.004031709428722294	0.06744671316994064	0.04229129335024165	-0.025155419819698977	0.05468313896873296	34	170	33	34	162	164
primary39_two_types	60	15	500	1	1	shared_observation	0.01618626912792348	0.01866402743738712	0.0024777583094636397	0.09691218109642548	0.10415104223698549	0.007238861140560016	0.05905271500591008	39	78	11	11	23	21
extension39_four_types	60	15	500	1	1	shared_observation	0.011345528090402825	0.014255969946413103	0.0029104418560102793	0.07912554867750257	0.09035019386278641	0.011224645185283835	0.053584960591836	39	156	7	5	26	26
extension34_five_types	60	15	500	1	1	shared_observation	0.010580074167375341	0.013861419059247232	0.003281344891871891	0.07646404949016171	0.0889250091734873	0.012460959683325579	0.0538339290710906	34	170	4	1	26	25
primary39_two_types	61	15	500	1	2	independent_observation	0.0230989338297334	0.018864284705436208	-0.004234649124297188	0.11741129807984285	0.10554486003582489	-0.011866438044017989	0.05905271500591008	39	78	28	30	60	57
extension39_four_types	61	15	500	1	2	independent_observation	0.01841190416314585	0.01460230453709577	-0.003809599626050079	0.10400841639203129	0.09154832666156497	-0.012460089730466311	0.053584960591836	39	156	37	38	132	129
extension34_five_types	61	15	500	1	2	independent_observation	0.01796458851951522	0.014256933113115811	-0.003707655406399405	0.10363161323367125	0.0910722967873524	-0.012559316446318858	0.0538339290710906	34	170	32	33	146	143
primary39_two_types	62	15	500	1	3	independent_observation	0.02223547248599952	0.01900793069186233	-0.0032275417941371918	0.11549726618959298	0.10625357549979086	-0.009243690689802114	0.05905271500591008	39	78	28	29	54	53
extension39_four_types	62	15	500	1	3	independent_observation	0.017646305664267812	0.014447674937359715	-0.0031986307269080997	0.10244811348773071	0.09185718778503835	-0.010590925702692374	0.053584960591836	39	156	34	36	126	125
extension34_five_types	62	15	500	1	3	independent_observation	0.017188160963023814	0.013914165365174074	-0.003273995597849737	0.10151605541199298	0.09014401414612987	-0.011372041265863095	0.0538339290710906	34	170	31	32	137	137
primary39_two_types	63	15	500	1	all_excluding_input	deeper_observation	0.010030642359837352	0.005674746617176482	-0.00435589574266087	0.07437152694835909	0.051649405613817825	-0.02272212133454127	0.05905271500591008	39	78	35	36	67	68
extension39_four_types	63	15	500	1	all_excluding_input	deeper_observation	0.007833524597004565	0.0039801696534958325	-0.0038533549435087323	0.06522797331215842	0.04114164757714682	-0.024086325735011606	0.053584960591836	39	156	38	39	145	145
extension34_five_types	63	15	500	1	all_excluding_input	deeper_observation	0.007855186312491394	0.0039677488676032385	-0.0038874374448881546	0.06578841221110115	0.04220379242629257	-0.02358461978480858	0.0538339290710906	34	170	32	34	159	159
primary39_two_types	64	16	500	2	1	independent_observation	0.0226821084093975	0.01866402743738712	-0.004018080972010387	0.11718451891756983	0.10415104223698549	-0.01303347668058432	0.06309069483433404	39	78	32	34	65	62
extension39_four_types	64	16	500	2	1	independent_observation	0.01800625757736019	0.014255969946413103	-0.003750287630947082	0.10354611930004304	0.09035019386278641	-0.013195925437256612	0.05527490963228772	39	156	36	38	138	136
extension34_five_types	64	16	500	2	1	independent_observation	0.017599355244518708	0.013861419059247232	-0.0037379361852714786	0.10209867039671289	0.0889250091734873	-0.013173661223225592	0.05515298239380385	34	170	33	34	147	146
primary39_two_types	65	16	500	2	2	shared_observation	0.015516393387780936	0.018864284705436208	0.003347891317655276	0.09500961451234687	0.10554486003582489	0.010535245523478003	0.06309069483433404	39	78	11	10	21	21
extension39_four_types	65	16	500	2	2	shared_observation	0.01136071361020928	0.01460230453709577	0.0032415909268864894	0.0797384797756436	0.09154832666156497	0.011809846885921361	0.05527490963228772	39	156	6	5	30	30
extension34_five_types	65	16	500	2	2	shared_observation	0.010760968490152225	0.014256933113115811	0.0034959646229635877	0.07798687992436659	0.0910722967873524	0.01308541686298581	0.05515298239380385	34	170	3	3	26	27
primary39_two_types	66	16	500	2	3	independent_observation	0.02224458576523873	0.01900793069186233	-0.003236655073376397	0.11642170697737728	0.10625357549979086	-0.010168131477586415	0.06309069483433404	39	78	30	29	59	57
extension39_four_types	66	16	500	2	3	independent_observation	0.017597410335263842	0.014447674937359715	-0.0031497353979041296	0.1024300365426077	0.09185718778503835	-0.010572848757569354	0.05527490963228772	39	156	36	38	130	128
extension34_five_types	66	16	500	2	3	independent_observation	0.017119695831998075	0.013914165365174074	-0.0032055304668240007	0.10124522844425562	0.09014401414612987	-0.011101214298125748	0.05515298239380385	34	170	32	33	143	142
primary39_two_types	67	16	500	2	all_excluding_input	deeper_observation	0.009955784432953328	0.00566040474092471	-0.004295379692028617	0.07546338668721611	0.051430390902704654	-0.02403299578451146	0.06309069483433404	39	78	32	34	69	69
extension39_four_types	67	16	500	2	all_excluding_input	deeper_observation	0.007770977285762985	0.003964678824094979	-0.0038062984616680055	0.0658185532110354	0.041012453623805026	-0.024806099587230387	0.05527490963228772	39	156	38	39	147	147
extension34_five_types	67	16	500	2	all_excluding_input	deeper_observation	0.008058270242319159	0.004007681110891619	-0.004050589131427542	0.06716037283319339	0.04235891207156667	-0.0248014607616267	0.05515298239380385	34	170	33	34	162	162
primary39_two_types	68	17	500	3	1	independent_observation	0.022942630153953782	0.01866402743738712	-0.004278602716566666	0.11744053573548317	0.10415104223698549	-0.013289493498497687	0.059674754830922994	39	78	33	33	61	61
extension39_four_types	68	17	500	3	1	independent_observation	0.01789978853865091	0.014255969946413103	-0.0036438185922378036	0.10267257037985952	0.09035019386278641	-0.012322376517073111	0.05364466957504836	39	156	37	36	132	132
extension34_five_types	68	17	500	3	1	independent_observation	0.017958894347055387	0.013861419059247232	-0.004097475287808157	0.10282131870975728	0.0889250091734873	-0.013896309536269984	0.053466855015350284	34	170	32	32	148	149
primary39_two_types	69	17	500	3	2	independent_observation	0.02313445570997301	0.018864284705436208	-0.004270171004536797	0.11791581860446394	0.10554486003582489	-0.01237095856863906	0.059674754830922994	39	78	31	32	60	61
extension39_four_types	69	17	500	3	2	independent_observation	0.018185569519385	0.01460230453709577	-0.0035832649822892288	0.10370153097898212	0.09154832666156497	-0.012153204317417144	0.05364466957504836	39	156	36	36	132	131
extension34_five_types	69	17	500	3	2	independent_observation	0.01816670623862728	0.014256933113115811	-0.003909773125511466	0.10359972381765653	0.0910722967873524	-0.012527427030304144	0.053466855015350284	34	170	34	34	147	145
primary39_two_types	70	17	500	3	3	shared_observation	0.016386882677594777	0.01900793069186233	0.002621048014267553	0.0968667104467632	0.10625357549979086	0.009386865053027662	0.059674754830922994	39	78	12	11	22	20
extension39_four_types	70	17	500	3	3	shared_observation	0.011587345438292717	0.014447674937359715	0.0028603294990669995	0.08016002345535068	0.09185718778503835	0.011697164329687646	0.05364466957504836	39	156	6	6	28	27
extension34_five_types	70	17	500	3	3	shared_observation	0.011056120080021334	0.013914165365174074	0.002858045285152742	0.07825836588878728	0.09014401414612987	0.011885648257342608	0.053466855015350284	34	170	5	2	31	28
primary39_two_types	71	17	500	3	all_excluding_input	deeper_observation	0.01037858860813163	0.005594227772449679	-0.00478436083568195	0.0767723421270701	0.05145874186299452	-0.025313600264075576	0.059674754830922994	39	78	38	37	75	73
extension39_four_types	71	17	500	3	all_excluding_input	deeper_observation	0.007975661656717882	0.00393559410899884	-0.004040067547719042	0.066606830538347	0.041052996813395304	-0.025553833724951694	0.05364466957504836	39	156	38	39	152	151
extension34_five_types	71	17	500	3	all_excluding_input	deeper_observation	0.008109407371275338	0.00396766260459086	-0.004141744766684479	0.06761538466505085	0.042362391725064494	-0.025252992939986355	0.053466855015350284	34	170	33	34	166	165
primary39_two_types	72	18	600	1	1	shared_observation	0.015089997358717536	0.01929142558485047	0.004201428226132937	0.09275997727702548	0.10744723199069571	0.014687254713670226	0.060339842490060705	39	78	10	11	25	21
extension39_four_types	72	18	600	1	1	shared_observation	0.010871966071965958	0.014772581402487613	0.003900615330521652	0.07750613801608809	0.09284797855269972	0.015341840536611643	0.0541238491117789	39	156	3	2	30	27
extension34_five_types	72	18	600	1	1	shared_observation	0.010401369053250393	0.014021427753678735	0.0036200587004283457	0.07604139116106359	0.09020448712444837	0.014163095963384775	0.05352136490895488	34	170	2	1	28	29
primary39_two_types	73	18	600	1	2	independent_observation	0.021459315539411897	0.01858337667188672	-0.002875938867525179	0.11293447521203531	0.10433622148526167	-0.008598253726773643	0.060339842490060705	39	78	28	26	59	56
extension39_four_types	73	18	600	1	2	independent_observation	0.01689950026761297	0.014069587401585607	-0.0028299128660273687	0.0993568582025699	0.08973919084014123	-0.009617667362428667	0.0541238491117789	39	156	35	34	130	125
extension34_five_types	73	18	600	1	2	independent_observation	0.01688390886325485	0.013661490872199873	-0.0032224179910549772	0.09890090159912872	0.08842978355138295	-0.010471118047745778	0.05352136490895488	34	170	32	32	144	135
primary39_two_types	74	18	600	1	3	independent_observation	0.023742538357601654	0.01901004058290443	-0.004732497774697229	0.11937679149109542	0.10572399489225158	-0.013652796598843837	0.060339842490060705	39	78	31	32	60	56
extension39_four_types	74	18	600	1	3	independent_observation	0.018307192377715324	0.014533544349667664	-0.003773648028047659	0.10401206021280239	0.0916058422413128	-0.012406217971489596	0.0541238491117789	39	156	36	36	128	126
extension34_five_types	74	18	600	1	3	independent_observation	0.018375373873423813	0.014288397365206668	-0.004086976508217145	0.10415467458918203	0.09116739004885119	-0.012987284540330846	0.05352136490895488	34	170	33	32	142	139
primary39_two_types	75	18	600	1	all_excluding_input	deeper_observation	0.00962347536105731	0.005573099674762379	-0.00405037568629493	0.07313748560072719	0.051258113221584856	-0.021879372379142347	0.060339842490060705	39	78	33	34	67	67
extension39_four_types	75	18	600	1	all_excluding_input	deeper_observation	0.007537109766744099	0.00392949649947301	-0.003607613267271087	0.06478090782583182	0.040985129722678905	-0.0237957781031529	0.0541238491117789	39	156	37	39	144	145
extension34_five_types	75	18	600	1	all_excluding_input	deeper_observation	0.007745900081843975	0.003967641188356114	-0.0037782588934878614	0.06629336344737655	0.042301960297401006	-0.023991403149975544	0.05352136490895488	34	170	32	34	159	160
primary39_two_types	76	19	600	2	1	independent_observation	0.024468265810751753	0.01929142558485047	-0.005176840225901286	0.12140253050372164	0.10744723199069571	-0.013955298513025925	0.061579615122900465	39	78	30	31	60	56
extension39_four_types	76	19	600	2	1	independent_observation	0.01886934721926266	0.014772581402487613	-0.004096765816775051	0.1058579576863967	0.09284797855269972	-0.01300997913369698	0.054228096867039624	39	156	36	37	131	125
extension34_five_types	76	19	600	2	1	independent_observation	0.017988846910018653	0.014021427753678735	-0.003967419156339921	0.10363288779570083	0.09020448712444837	-0.01342840067125248	0.05397475379289241	34	170	32	33	143	138
primary39_two_types	77	19	600	2	2	shared_observation	0.017029718514949062	0.01858337667188672	0.0015536581569376513	0.09759224644142546	0.10433622148526167	0.0067439750438362134	0.061579615122900465	39	78	9	12	22	23
extension39_four_types	77	19	600	2	2	shared_observation	0.01189539804273805	0.014069587401585607	0.002174189358847556	0.08018973805383776	0.08973919084014123	0.009549452786303448	0.054228096867039624	39	156	7	7	26	29
extension34_five_types	77	19	600	2	2	shared_observation	0.010856682521596446	0.013661490872199873	0.0028048083506034254	0.07722468238611165	0.08842978355138295	0.011205101165271309	0.05397475379289241	34	170	4	4	23	26
primary39_two_types	78	19	600	2	3	independent_observation	0.02421568650258924	0.01901004058290443	-0.005205645919684813	0.11945600857192183	0.10572399489225158	-0.013732013679670245	0.061579615122900465	39	78	33	31	62	60
extension39_four_types	78	19	600	2	3	independent_observation	0.01876987809981588	0.014533544349667664	-0.004236333750148216	0.1046769645375678	0.0916058422413128	-0.013071122296255002	0.054228096867039624	39	156	36	37	135	132
extension34_five_types	78	19	600	2	3	independent_observation	0.018283498683204898	0.014288397365206668	-0.00399510131799823	0.10364895154439817	0.09116739004885119	-0.012481561495546967	0.05397475379289241	34	170	33	33	146	146
primary39_two_types	79	19	600	2	all_excluding_input	deeper_observation	0.010705130422155061	0.005707320648685483	-0.00499780977346958	0.07696138561228986	0.0518640662513553	-0.025097319360934556	0.061579615122900465	39	78	36	36	72	68
extension39_four_types	79	19	600	2	all_excluding_input	deeper_observation	0.008095228403294649	0.003991787802103636	-0.004103440601191012	0.06609812170696189	0.04123459840315151	-0.02486352330381037	0.054228096867039624	39	156	37	38	150	144
extension34_five_types	79	19	600	2	all_excluding_input	deeper_observation	0.008142990317404817	0.004003641619735496	-0.00413934869766932	0.06692885826313688	0.042475649955325094	-0.02445320830781177	0.05397475379289241	34	170	33	34	163	158
primary39_two_types	80	20	600	3	1	independent_observation	0.02277649884335793	0.01929142558485047	-0.0034850732585074576	0.11770499826386605	0.10744723199069571	-0.010257766273170342	0.06062980395376727	39	78	32	29	62	59
extension39_four_types	80	20	600	3	1	independent_observation	0.0182193103399768	0.014772581402487613	-0.0034467289374891896	0.1040986385167376	0.09284797855269972	-0.011250659964037875	0.05455621619797115	39	156	35	36	135	128
extension34_five_types	80	20	600	3	1	independent_observation	0.017528934562958492	0.014021427753678735	-0.0035075068092797553	0.10224479624272956	0.09020448712444837	-0.012040309118281205	0.0545785750637981	34	170	32	32	146	143
primary39_two_types	81	20	600	3	2	independent_observation	0.02120926757641057	0.01858337667188672	-0.0026258909045238513	0.1122500709711584	0.10433622148526167	-0.007913849485896724	0.06062980395376727	39	78	26	23	58	53
extension39_four_types	81	20	600	3	2	independent_observation	0.017189598356672376	0.014069587401585607	-0.0031200109550867687	0.1006520629381671	0.08973919084014123	-0.010912872098025878	0.05455621619797115	39	156	36	36	132	124
extension34_five_types	81	20	600	3	2	independent_observation	0.016840030129895472	0.013661490872199873	-0.003178539257695597	0.09968903333346697	0.08842978355138295	-0.011259249782084035	0.0545785750637981	34	170	31	32	140	137
primary39_two_types	82	20	600	3	3	shared_observation	0.016435554403190583	0.01901004058290443	0.0025744861797138406	0.09799115631720413	0.10572399489225158	0.007732838575047468	0.06062980395376727	39	78	12	10	19	22
extension39_four_types	82	20	600	3	3	shared_observation	0.011603521881605254	0.014533544349667664	0.0029300224680624105	0.08024284016736355	0.0916058422413128	0.01136300207394923	0.05455621619797115	39	156	5	5	23	27
extension34_five_types	82	20	600	3	3	shared_observation	0.01093806634961696	0.014288397365206668	0.0033503310155897077	0.07827936676826476	0.09116739004885119	0.012888023280586443	0.0545785750637981	34	170	4	5	22	29
primary39_two_types	83	20	600	3	all_excluding_input	deeper_observation	0.010348715707611238	0.005654452340248231	-0.004694263367363004	0.07642447158550547	0.051413642887133064	-0.025010828698372404	0.06062980395376727	39	78	35	36	70	71
extension39_four_types	83	20	600	3	all_excluding_input	deeper_observation	0.008063544260117772	0.003961154648673473	-0.0041023896114443	0.06665524858548688	0.041006877306822134	-0.02564837127866474	0.05455621619797115	39	156	38	39	148	149
extension34_five_types	83	20	600	3	all_excluding_input	deeper_observation	0.008092542974603087	0.003971276985601025	-0.004121265989002063	0.06682006601205355	0.04209842011512906	-0.024721645896924486	0.0545785750637981	34	170	33	34	162	164
primary39_two_types	84	21	700	1	1	shared_observation	0.014827717148581214	0.018275946325166343	0.0034482291765851308	0.091586834140579	0.10250826545366658	0.010921431313087582	0.05865813068222016	39	78	8	8	16	16
extension39_four_types	84	21	700	1	1	shared_observation	0.010921843577194017	0.014415892767836674	0.003494049190642657	0.07765759165033334	0.09067301266910777	0.013015421018774393	0.05378342486874601	39	156	3	2	19	21
extension34_five_types	84	21	700	1	1	shared_observation	0.01040651955443605	0.013870515577484623	0.003463996023048573	0.0756945646952466	0.08899484150876855	0.013300276813521947	0.05329856911528611	34	170	1	1	20	24
primary39_two_types	85	21	700	1	2	independent_observation	0.021561879860197697	0.01817304227463838	-0.0033888375855593155	0.11395422705490493	0.10386345952977899	-0.010090767525125947	0.05865813068222016	39	78	33	31	59	56
extension39_four_types	85	21	700	1	2	independent_observation	0.017497175259107954	0.014111251637149685	-0.00338592362195827	0.10194866861391885	0.09055714542714187	-0.011391523186776985	0.05378342486874601	39	156	38	37	127	125
extension34_five_types	85	21	700	1	2	independent_observation	0.01694969470552227	0.013612890586884998	-0.003336804118637274	0.10074118806067324	0.08894234865526704	-0.011798839405406193	0.05329856911528611	34	170	34	34	144	142
primary39_two_types	86	21	700	1	3	independent_observation	0.023616002045082466	0.020248325313098534	-0.0033676767319839322	0.11955143042382455	0.10994741851620979	-0.009604011907614785	0.05865813068222016	39	78	31	32	58	55
extension39_four_types	86	21	700	1	3	independent_observation	0.01812974659178323	0.014813985788412877	-0.003315760803370352	0.1034289114068889	0.09234764986440858	-0.01108126154248032	0.05378342486874601	39	156	37	36	131	126
extension34_five_types	86	21	700	1	3	independent_observation	0.017599107264657167	0.014363625367495305	-0.0032354818971618614	0.1023779563890069	0.09154566466821693	-0.01083229172078997	0.05329856911528611	34	170	32	32	144	141
primary39_two_types	87	21	700	1	all_excluding_input	deeper_observation	0.009800503239201444	0.005633958784238478	-0.004166544454962966	0.07389543517725788	0.051709009258963004	-0.02218642591829488	0.05865813068222016	39	78	35	36	70	71
extension39_four_types	87	21	700	1	all_excluding_input	deeper_observation	0.007801639092446182	0.003953551747239293	-0.0038480873452068887	0.06534739623066763	0.04113057371978125	-0.024216822510886384	0.05378342486874601	39	156	38	39	148	149
extension34_five_types	87	21	700	1	all_excluding_input	deeper_observation	0.007866532657331563	0.003992226581753205	-0.003874306075578358	0.0661394606198133	0.04242420315288857	-0.023715257466924714	0.05329856911528611	34	170	34	34	161	163
primary39_two_types	88	22	700	2	1	independent_observation	0.021666712662888204	0.018275946325166343	-0.003390766337721865	0.11416899051362686	0.10250826545366658	-0.011660725059960304	0.06000831780390867	39	78	32	31	62	62
extension39_four_types	88	22	700	2	1	independent_observation	0.01770878229029561	0.014415892767836674	-0.003292889522458936	0.10260859333311424	0.09067301266910777	-0.011935580664006507	0.054275202605384515	39	156	35	36	130	130
extension34_five_types	88	22	700	2	1	independent_observation	0.017316119531926417	0.013870515577484623	-0.003445603954441794	0.10111282116074119	0.08899484150876855	-0.012117979651972654	0.054367033763107295	34	170	30	33	142	140
primary39_two_types	89	22	700	2	2	shared_observation	0.01586256106696902	0.01817304227463838	0.002310481207669356	0.09588742635530013	0.10386345952977899	0.007976033174478868	0.06000831780390867	39	78	13	13	23	25
extension39_four_types	89	22	700	2	2	shared_observation	0.011345422513183719	0.014111251637149685	0.0027658291239659664	0.07941782595285192	0.09055714542714187	0.011139319474289953	0.054275202605384515	39	156	7	6	31	34
extension34_five_types	89	22	700	2	2	shared_observation	0.010617710207456757	0.013612890586884998	0.002995180379428238	0.0768529143261332	0.08894234865526704	0.01208943432913384	0.054367033763107295	34	170	5	3	29	35
primary39_two_types	90	22	700	2	3	independent_observation	0.024347526041298362	0.020248325313098534	-0.004099200728199829	0.12031105813910084	0.10994741851620979	-0.010363639622891068	0.06000831780390867	39	78	29	27	58	54
extension39_four_types	90	22	700	2	3	independent_observation	0.018479321643210336	0.014813985788412877	-0.0036653358547974555	0.10415742354854647	0.09234764986440858	-0.011809773684137896	0.054275202605384515	39	156	35	36	129	127
extension34_five_types	90	22	700	2	3	independent_observation	0.017993912283879476	0.014363625367495305	-0.0036302869163841716	0.10349708060926728	0.09154566466821693	-0.011951415941050349	0.054367033763107295	34	170	33	33	143	141
primary39_two_types	91	22	700	2	all_excluding_input	deeper_observation	0.010321012992773392	0.005719932967438888	-0.004601080025334504	0.07551767207528294	0.05169993843854591	-0.02381773363673704	0.06000831780390867	39	78	34	35	69	69
extension39_four_types	91	22	700	2	all_excluding_input	deeper_observation	0.007951507464092867	0.003994982685634778	-0.003956524778458089	0.06610919456610528	0.04116088080767869	-0.024948313758426606	0.054275202605384515	39	156	37	38	146	147
extension34_five_types	91	22	700	2	all_excluding_input	deeper_observation	0.008104250953833145	0.004017218946331238	-0.004087032007501906	0.06719149570259371	0.04245072831700976	-0.024740767385583947	0.054367033763107295	34	170	32	34	161	162
primary39_two_types	92	23	700	3	1	independent_observation	0.02219895225425272	0.018275946325166343	-0.0039230059290863775	0.11597058730842832	0.10250826545366658	-0.013462321854761757	0.059854373629088437	39	78	33	30	60	57
extension39_four_types	92	23	700	3	1	independent_observation	0.017913049530752196	0.014415892767836674	-0.0034971567629155224	0.10287200525529697	0.09067301266910777	-0.012198992586189242	0.05320955436161571	39	156	36	36	129	127
extension34_five_types	92	23	700	3	1	independent_observation	0.01756110275456291	0.013870515577484623	-0.0036905871770782886	0.10164945871725148	0.08899484150876855	-0.012654617208482925	0.05258413150562152	34	170	33	33	142	141
primary39_two_types	93	23	700	3	2	independent_observation	0.022030851172606974	0.01817304227463838	-0.0038578088979685987	0.11556810668871784	0.10386345952977899	-0.01170464715893885	0.059854373629088437	39	78	31	32	60	56
extension39_four_types	93	23	700	3	2	independent_observation	0.017655171017314352	0.014111251637149685	-0.0035439193801646658	0.10238406961864481	0.09055714542714187	-0.011826924191502938	0.05320955436161571	39	156	34	35	129	122
extension34_five_types	93	23	700	3	2	independent_observation	0.01712177700990474	0.013612890586884998	-0.0035088864230197444	0.1007509174432544	0.08894234865526704	-0.011808568787987361	0.05258413150562152	34	170	31	30	142	136
primary39_two_types	94	23	700	3	3	shared_observation	0.017168816142206222	0.020248325313098534	0.0030795091708923105	0.10035415673690079	0.10994741851620979	0.009593261779308977	0.059854373629088437	39	78	11	11	23	24
extension39_four_types	94	23	700	3	3	shared_observation	0.011826154860646415	0.014813985788412877	0.0029878309277664634	0.08099153097702583	0.09234764986440858	0.011356118887382742	0.05320955436161571	39	156	5	4	30	30
extension34_five_types	94	23	700	3	3	shared_observation	0.011162171252783671	0.014363625367495305	0.003201454114711634	0.07927873705014774	0.09154566466821693	0.012266927618069209	0.05258413150562152	34	170	1	1	27	29
primary39_two_types	95	23	700	3	all_excluding_input	deeper_observation	0.009646479840710178	0.005597851093479201	-0.004048628747230979	0.07424374236333148	0.051319186668270296	-0.022924555695061195	0.059854373629088437	39	78	36	36	70	67
extension39_four_types	95	23	700	3	all_excluding_input	deeper_observation	0.0075812407197374705	0.003943144413783736	-0.0036380963059537337	0.06476524658085132	0.041011895399076376	-0.02375335118177494	0.05320955436161571	39	156	38	38	147	145
extension34_five_types	95	23	700	3	all_excluding_input	deeper_observation	0.007600190947575354	0.003937662895963029	-0.0036625280516123246	0.06505196276922744	0.042101106685254804	-0.02295085608397264	0.05258413150562152	34	170	33	34	161	159
primary39_two_types	96	24	800	1	1	shared_observation	0.015800412984752026	0.018621040935315428	0.002820627950563402	0.09447285791349463	0.1036220834881782	0.009149225574683562	0.061467200461843376	39	78	11	12	19	21
extension39_four_types	96	24	800	1	1	shared_observation	0.01123294382446555	0.01402434671965576	0.0027914028951902077	0.07859544034525123	0.089368386991526	0.010772946646274768	0.054933338812664025	39	156	7	7	25	31
