dataset	regime	panel	seed	depth	unit	allocations	biological_roots	contrast	family	utility_before	utility_after	utility_gain	structural_input_unused	deterministic_seed_alias
parse	common48	primary	17	16	root_05	1000	1	D_to_O	scGen	-0.12271786960868085	-0.11497014279398005	0.007747726814700951	False	False
parse	common48	primary	17	16	root_05	1000	1	D_to_O	CPA	-0.27270287075496075	-0.26718789861043585	0.005514972144525061	False	False
parse	common48	primary	17	16	root_05	1000	1	D_to_O	CellOT	-0.1267422659856475	-0.11817707134616338	0.00856519463948402	False	False
parse	common48	primary	17	16	root_05	1000	1	D_to_P	NC	-0.06742092854103936	-0.06742092854103936	0.0	True	True
parse	common48	primary	17	16	root_05	1000	1	D_to_P	CM	-0.07199866217824988	-0.07199866217824988	0.0	True	True
parse	common48	primary	17	16	root_05	1000	1	D_to_P	TW	-0.06776395672525867	-0.06776395672525867	0.0	True	True
parse	common48	primary	17	16	root_05	1000	1	D_to_P	PCA	-0.06777671350960374	-0.06777671350960374	0.0	True	True
parse	common48	primary	17	16	root_05	1000	1	D_to_P	RBF	-0.06588486187848451	-0.06588486187848451	0.0	True	True
parse	common48	primary	17	16	root_05	1000	1	D_to_P	scGen	-0.12271786960868085	-0.1304655964234934	-0.007747726814812575	False	False
parse	common48	primary	17	16	root_05	1000	1	D_to_P	CPA	-0.27270287075496075	-0.2782178429003535	-0.005514972145392179	False	False
parse	common48	primary	17	16	root_05	1000	1	D_to_P	CellOT	-0.1267422659856475	-0.13530746062532467	-0.008565194639677113	False	False
parse	common48	primary	17	16	root_05	1000	1	S_to_M	NC	-0.06742092854103936	-0.06742092854103936	-5.134781488891349e-19	True	True
parse	common48	primary	17	16	root_05	1000	1	S_to_M	CM	-0.07199866217824988	-0.07199866217824988	-3.3306690738754697e-19	True	True
parse	common48	primary	17	16	root_05	1000	1	S_to_M	TW	-0.06776395672525867	-0.06776395672525867	-3.0531133177191803e-19	True	True
parse	common48	primary	17	16	root_05	1000	1	S_to_M	PCA	-0.06777671350960375	-0.06777671350960374	-1.942890293094024e-19	True	True
parse	common48	primary	17	16	root_05	1000	1	S_to_M	RBF	-0.06588486187848451	-0.06588486187848451	-1.3877787807814457e-19	True	True
parse	common48	primary	17	16	root_05	1000	1	S_to_M	scGen	-0.017614920386345597	-0.017614920386392317	-4.6733790448616474e-14	False	False
parse	common48	primary	17	16	root_05	1000	1	S_to_M	CPA	-0.16759992153508085	-0.16759992153470438	3.763891420760501e-13	False	False
parse	common48	primary	17	16	root_05	1000	1	S_to_M	CellOT	-0.0216393167636453	-0.021639316763621953	2.331294879365231e-14	False	False
parse	common48	primary	17	16	root_06	1000	1	D_to_O	NC	-0.06076525081117937	-0.06076525081117937	-3.885780586188048e-19	True	True
parse	common48	primary	17	16	root_06	1000	1	D_to_O	CM	-0.06670654896218033	-0.06670654896218033	-3.7470027081099033e-19	True	True
parse	common48	primary	17	16	root_06	1000	1	D_to_O	TW	-0.06250193768209286	-0.06250193768209286	-3.8163916471489756e-19	True	True
parse	common48	primary	17	16	root_06	1000	1	D_to_O	PCA	-0.06251299156625233	-0.06251299156625233	-6.036837696399288e-19	True	True
parse	common48	primary	17	16	root_06	1000	1	D_to_O	RBF	-0.06001677912081763	-0.06001677912081763	-4.3021142204224816e-19	True	True
parse	common48	primary	17	16	root_06	1000	1	D_to_O	scGen	-0.1160252624636764	-0.1084386273448335	0.007586635118842966	False	False
parse	common48	primary	17	16	root_06	1000	1	D_to_O	CPA	-0.2528395966810599	-0.24748016771896958	0.005359428962090169	False	False
parse	common48	primary	17	16	root_06	1000	1	D_to_O	CellOT	-0.12321557906149833	-0.11498894565437205	0.008226633407126104	False	False
parse	common48	primary	17	16	root_06	1000	1	D_to_P	NC	-0.06076525081117937	-0.06076525081117937	0.0	True	True
parse	common48	primary	17	16	root_06	1000	1	D_to_P	CM	-0.06670654896218033	-0.06670654896218033	0.0	True	True
parse	common48	primary	17	16	root_06	1000	1	D_to_P	TW	-0.06250193768209286	-0.06250193768209286	0.0	True	True
parse	common48	primary	17	16	root_06	1000	1	D_to_P	PCA	-0.06251299156625233	-0.06251299156625233	0.0	True	True
parse	common48	primary	17	16	root_06	1000	1	D_to_P	RBF	-0.06001677912081763	-0.06001677912081763	0.0	True	True
parse	common48	primary	17	16	root_06	1000	1	D_to_P	scGen	-0.1160252624636764	-0.12361189758276218	-0.007586635119085885	False	False
parse	common48	primary	17	16	root_06	1000	1	D_to_P	CPA	-0.2528395966810599	-0.25819902564337893	-0.005359428962319004	False	False
parse	common48	primary	17	16	root_06	1000	1	D_to_P	CellOT	-0.12321557906149833	-0.13144221246890253	-0.008226633407404116	False	False
parse	common48	primary	17	16	root_06	1000	1	S_to_M	NC	-0.06076525081117937	-0.06076525081117937	1.4779844015322396e-18	True	True
parse	common48	primary	17	16	root_06	1000	1	S_to_M	CM	-0.06670654896218033	-0.06670654896218033	-2.220446049250313e-19	True	True
parse	common48	primary	17	16	root_06	1000	1	S_to_M	TW	-0.06250193768209286	-0.06250193768209286	4.0245584642661927e-19	True	True
parse	common48	primary	17	16	root_06	1000	1	S_to_M	PCA	-0.06251299156625233	-0.06251299156625233	6.730727086790012e-19	True	True
parse	common48	primary	17	16	root_06	1000	1	S_to_M	RBF	-0.06001677912081763	-0.06001677912081763	1.6792123247455492e-18	True	True
parse	common48	primary	17	16	root_06	1000	1	S_to_M	scGen	-0.01568829714512145	-0.015688297145086523	3.4953163627338136e-14	False	False
parse	common48	primary	17	16	root_06	1000	1	S_to_M	CPA	-0.15250263137139217	-0.1525026313709537	4.383763629878246e-13	False	False
parse	common48	primary	17	16	root_06	1000	1	S_to_M	CellOT	-0.022878613743315856	-0.022878613743193953	1.2190383424925954e-13	False	False
parse	common48	primary	17	16	root_07	1000	1	D_to_O	NC	-0.06707177724600219	-0.06707177724600219	-4.85722573273506e-19	True	True
parse	common48	primary	17	16	root_07	1000	1	D_to_O	CM	-0.07102741050309977	-0.07102741050309977	-1.942890293094024e-19	True	True
parse	common48	primary	17	16	root_07	1000	1	D_to_O	TW	-0.06694668665417515	-0.06694668665417515	-3.4694469519536144e-19	True	True
parse	common48	primary	17	16	root_07	1000	1	D_to_O	PCA	-0.06695719909859049	-0.06695719909859049	-4.85722573273506e-19	True	True
parse	common48	primary	17	16	root_07	1000	1	D_to_O	RBF	-0.06545928608474712	-0.06545928608474712	-2.359223927328458e-19	True	True
parse	common48	primary	17	16	root_07	1000	1	D_to_O	scGen	-0.12206419867449897	-0.11554748505175488	0.006516713622744248	False	False
parse	common48	primary	17	16	root_07	1000	1	D_to_O	CPA	-0.283465660443639	-0.2789080014024903	0.004557659041148807	False	False
parse	common48	primary	17	16	root_07	1000	1	D_to_O	CellOT	-0.1272374126938268	-0.11999579186529083	0.007241620828535608	False	False
parse	common48	primary	17	16	root_07	1000	1	D_to_P	NC	-0.06707177724600219	-0.06707177724600219	0.0	True	True
parse	common48	primary	17	16	root_07	1000	1	D_to_P	CM	-0.07102741050309977	-0.07102741050309977	0.0	True	True
parse	common48	primary	17	16	root_07	1000	1	D_to_P	TW	-0.06694668665417515	-0.06694668665417515	0.0	True	True
parse	common48	primary	17	16	root_07	1000	1	D_to_P	PCA	-0.06695719909859049	-0.06695719909859049	0.0	True	True
parse	common48	primary	17	16	root_07	1000	1	D_to_P	RBF	-0.06545928608474712	-0.06545928608474712	0.0	True	True
