alpha	fold	condition	condition_order	standardized_mse
0	4	IRF1	1	0.004619161557997473
0	4	IRF1+SET	2	0.0046191615579974721
0	4	ISL2	1	0.0038231633640948624
0	4	JUN	1	0
0	4	KIAA1804	1	0
0	4	KIF18B	1	0
0	4	KIF2C	1	0
0	4	KLF1	1	0.0023563603603243967
0	4	KLF1+MAP2K6	2	0.006705842488270621
0	4	KLF1+SET	2	0.0057707097395171226
0	4	KMT2A	1	0
0	4	LHX1	1	0.0019299886301697988
0	4	LYL1	1	0.0023072969371019979
0	4	MAML2	1	0
0	4	MAP2K3	1	0.0036774369324043907
0	4	MAP2K3+MAP2K6	2	0.00410589375649881
0	4	MAP2K6	1	0.0033498740564508094
0	4	MAP2K6+SPI1	2	0.012929008745578299
0	4	MAP4K3	1	0
0	4	MAP4K5	1	0
0	4	MAP7D1	1	0.004742152389162862
0	4	MAPK1	1	0.011357202779676669
0	4	MEIS1	1	0.0020120125865449746
0	4	MIDN	1	0
0	4	NCL	1	0
0	4	NIT1	1	0
0	4	OSR2	1	0.0027124254367731975
0	4	PLK4	1	0
0	4	POU3F2	1	0
0	4	PRDM1	1	0
0	4	PRTG	1	0.0035812123512615444
0	4	PTPN1	1	0
0	4	PTPN12	1	0.0038806550515397449
0	4	PTPN12+PTPN9	2	0.0020222968188929142
0	4	PTPN12+UBASH3B	2	0.0021405959195603028
0	4	PTPN12+ZBTB25	2	0.0019752566424649132
0	4	PTPN13	1	0
0	4	PTPN9	1	0.0029502787988698186
0	4	PTPN9+UBASH3B	2	0.0020172477053485385
0	4	RHOXF2B	1	0
0	4	RREB1	1	0
0	4	RUNX1T1	1	0.0014074376900906538
0	4	S1PR2	1	0.0024637617139295315
0	4	S1PR2+SGK1	2	0.0024637617139295315
0	4	SAMD1	1	0
0	4	SET	1	0.0092321631585247782
0	4	SGK1	1	0.0024637617139295319
0	4	SLC38A2	1	0
0	4	SLC4A1	1	0
0	4	SLC6A9	1	0
0	4	SNAI1	1	0.0028109899974039579
0	4	SNAI1+UBASH3B	2	0.0028109899974039579
0	4	SPI1	1	0.012929008745578291
0	4	STIL	1	0
0	4	TBX2	1	0
0	4	TBX3	1	0
0	4	TGFBR2	1	0.0025768002450243604
0	4	TMSB4X	1	0
0	4	TP73	1	0
0	4	TSC22D1	1	0
0	4	UBASH3A	1	0
0	4	UBASH3B	1	0.0033490361294253204
0	4	ZBTB1	1	0
0	4	ZBTB10	1	0
0	4	ZBTB25	1	0.0019752566424649132
0	4	ZC3HAV1	1	0
0	4	ZNF318	1	0
0	4	ctrl	0	0
0.01	0	AHR	1	0.0038739077815573902
0.01	0	AHR+FEV	2	0.0039782228657781298
0.01	0	ARID1A	1	1.3962193264756244e-05
0.01	0	ARRDC3	1	1.5212666204216837e-06
0.01	0	ATL1	1	9.9340364944897423e-06
0.01	0	BAK1	1	0.001315840831177983
0.01	0	BAK1+BCL2L11	2	0.0013295125095465154
0.01	0	BCL2L11	1	0.0015647104677741835
0.01	0	BCL2L11+TGFBR2	2	0.0014871802779332977
0.01	0	BCORL1	1	1.0318856794231275e-06
0.01	0	BPGM	1	0.0020655473714054399
0.01	0	BPGM+SAMD1	2	0.0020157998084764026
0.01	0	C19orf26	1	0.0033503298270576537
0.01	0	C19orf26+TGFBR2	2	0.0034509081493225196
0.01	0	C3orf72	1	6.9786987038254428e-06
0.01	0	CBFA2T3	1	2.5751517872777451e-06
0.01	0	CBL	1	0.0020063904042848346
0.01	0	CBL+TGFBR2	2	0.002017282542443231
0.01	0	CDKN1A	1	7.2277980837999892e-06
0.01	0	CDKN1B	1	4.4203329982637206e-06
0.01	0	CDKN1C	1	7.3396289505250691e-06
0.01	0	CEBPA	1	0.015462148084713407
0.01	0	CEBPA+CEBPE	2	0.014530637665435981
0.01	0	CEBPB	1	0.0073066067667588311
0.01	0	CEBPB+LYL1	2	0.0071209788119156268
0.01	0	CEBPB+OSR2	2	0.0028600767527693248
0.01	0	CEBPE	1	0.04228534653859177
0.01	0	CEBPE+FOSB	2	0.012757022665151522
0.01	0	CEBPE+KLF1	2	0.011025724518003653
0.01	0	CEBPE+RUNX1T1	2	0.00090902335618638119
0.01	0	CEBPE+SET	2	0.0074296114058961891
0.01	0	CEBPE+ZC3HAV1	2	0.0029152580782362322
0.01	0	CELF2	1	1.8377911112671172e-06
0.01	0	CITED1	1	7.6022740626349632e-06
0.01	0	CKS1B	1	7.411773882842203e-06
0.01	0	CLDN6	1	7.8874505086335187e-06
0.01	0	CNN1	1	0.0037405309302881449
0.01	0	CNN1+MAPK1	2	0.0041315270752438149
0.01	0	CNN1+UBASH3B	2	0.0058121189979793006
0.01	0	CNNM4	1	2.0872065516827474e-06
0.01	0	COL1A1	1	1.1139061524668477e-05
0.01	0	COL2A1	1	7.3717895348011566e-06
0.01	0	CSRNP1	1	1.2629339219901217e-06
0.01	0	DLX2	1	3.5625919439289767e-06
0.01	0	DUSP9	1	0.004539784634029923
0.01	0	DUSP9+KLF1	2	0.0074950576317817401
0.01	0	DUSP9+MAPK1	2	0.012802454845575016
0.01	0	EGR1	1	2.8833973971226292e-06
0.01	0	ELMSAN1	1	0.002161074588754731
0.01	0	ELMSAN1+MAP2K3	2	0.0019728019170231668
0.01	0	ELMSAN1+MAP2K6	2	0.0012941426860454109
0.01	0	ETS2	1	0.0037682916674408925
0.01	0	ETS2+MAP7D1	2	0.0033246161846501145
0.01	0	ETS2+MAPK1	2	0.010755540740280584
0.01	0	ETS2+PRTG	2	0.0042214618429547027
0.01	0	FEV	1	0.0070237114177767153
0.01	0	FEV+ISL2	2	0.0041573032116397268
0.01	0	FOSB	1	0.012415483318290317
0.01	0	FOXA1	1	0.0038064886241676219
0.01	0	FOXA1+FOXF1	2	0.0026330636222028458
0.01	0	FOXA1+KLF1	2	0.0046219867250151319
0.01	0	FOXA3	1	0.0029107702830569603
0.01	0	FOXA3+FOXF1	2	0.0028624740811898997
0.01	0	FOXF1	1	0.0051708792069969541
0.01	0	FOXF1+FOXL2	2	0.0053170559116831866
0.01	0	FOXF1+HOXB9	2	0.002569640098538301
0.01	0	FOXL2	1	0.004491568994339599
0.01	0	FOXL2+MEIS1	2	0.0021366398721631131
0.01	0	FOXO4	1	8.5783107954120976e-06
0.01	0	GLB1L2	1	2.2763298819201014e-06
0.01	0	HES7	1	1.7316464851286863e-05
0.01	0	HK2	1	1.6249303769795175e-06
0.01	0	HNF4A	1	1.148385889972263e-05
0.01	0	HOXA13	1	1.7594756860887187e-05
0.01	0	HOXB9	1	0.0025411724792541433
0.01	0	HOXC13	1	1.0118176306496434e-05
0.01	0	IER5L	1	0.0036908634132273477
0.01	0	IER5L+LYL1	2	0.0038014466487718587
0.01	0	IGDCC3	1	4.5656810495579757e-06
0.01	0	IKZF3	1	0.0057694959290119762
0.01	0	IKZF3+MAP2K3	2	0.0040504128788445152
0.01	0	IKZF3+MAPK1	2	0.0064700327645642354
0.01	0	IRF1	1	0.0043677332320105544
0.01	0	IRF1+SET	2	0.0043575292196524739
0.01	0	ISL2	1	0.0040525526451979776
0.01	0	JUN	1	6.3023235691996093e-06
0.01	0	KIAA1804	1	1.609392762092435e-06
0.01	0	KIF18B	1	1.4804706648560303e-06
0.01	0	KIF2C	1	7.9320715834746065e-07
0.01	0	KLF1	1	0.0017672259103861381
0.01	0	KLF1+MAP2K6	2	0.0031557190589857702
0.01	0	KLF1+SET	2	0.0058446920212378147
0.01	0	KMT2A	1	1.5577929895752929e-06
0.01	0	LHX1	1	3.2204708896503177e-06
0.01	0	LYL1	1	0.0041009873985665612
0.01	0	MAML2	1	7.425180275327987e-07
0.01	0	MAP2K3	1	0.003953716182701808
0.01	0	MAP2K3+MAP2K6	2	0.0025161765450576359
0.01	0	MAP2K3+SLC38A2	2	0.001459821232517669
0.01	0	MAP2K6	1	0.0034191270038200169
0.01	0	MAP4K3	1	9.112548199420266e-07
0.01	0	MAP4K5	1	1.0117834293873936e-06
0.01	0	MAP7D1	1	0.0032291109926247852
0.01	0	MAPK1	1	0.010745151600068144
0.01	0	MAPK1+PRTG	2	0.0023735719610973598
0.01	0	MEIS1	1	0.0021134362347796543
0.01	0	MIDN	1	8.416405075818656e-06
0.01	0	NCL	1	1.2335497221218174e-06
0.01	0	NIT1	1	1.2917975971150392e-05
0.01	0	OSR2	1	0.0028876948501060369
0.01	0	PLK4	1	2.6174011531795667e-06
0.01	0	POU3F2	1	3.0884206202702846e-06
0.01	0	PRDM1	1	1.1315428605454367e-05
0.01	0	PRTG	1	0.0067820299835386075
0.01	0	PTPN1	1	9.7815761738417461e-06
0.01	0	PTPN12	1	0.0018358938518920416
0.01	0	PTPN12+ZBTB25	2	0.0018843114169393416
0.01	0	PTPN13	1	2.8881606461806631e-06
0.01	0	PTPN9	1	0.0017947427399084611
0.01	0	PTPN9+UBASH3B	2	0.0018314647944573147
0.01	0	RHOXF2B	1	0.0053534514980574247
0.01	0	RHOXF2B+SET	2	0.0052297822622175798
0.01	0	RREB1	1	3.6690996769793105e-06
0.01	0	RUNX1T1	1	0.00090983725036124469
0.01	0	S1PR2	1	0.002434745730082863
0.01	0	S1PR2+SGK1	2	0.0024498137007510985
0.01	0	SAMD1	1	0.0021187784492303612
0.01	0	SET	1	0.010163928853441093
0.01	0	SGK1	1	0.0025106324614655568
0.01	0	SLC38A2	1	0.0014670366343081593
0.01	0	SLC4A1	1	4.6267322023498278e-06
0.01	0	SLC6A9	1	2.2139646696254008e-06
0.01	0	SNAI1	1	0.00279448428807975
0.01	0	SNAI1+UBASH3B	2	0.002720099672262874
0.01	0	SPI1	1	1.8018200648694006e-05
0.01	0	STIL	1	2.2629710335295837e-06
0.01	0	TBX2	1	4.9094712913177309e-06
0.01	0	TBX3	1	2.3976945785550933e-06
0.01	0	TGFBR2	1	0.0025908287639393917
0.01	0	TMSB4X	1	1.0235141909614657e-06
0.01	0	TP73	1	2.5880281436914297e-05
0.01	0	TSC22D1	1	1.2151067519746701e-06
0.01	0	UBASH3A	1	8.1453141343884334e-07
0.01	0	UBASH3B	1	0.0037842106093111442
0.01	0	ZBTB1	1	4.3449747114517745e-06
0.01	0	ZBTB10	1	1.2598207699359931e-05
0.01	0	ZBTB25	1	0.0018321374905557616
0.01	0	ZC3HAV1	1	0.0028736464209229004
0.01	0	ZNF318	1	7.9845833831976057e-07
0.01	0	ctrl	0	0
0.01	1	AHR	1	0.0051351184417517395
0.01	1	AHR+FEV	2	0.0088453277671917459
0.01	1	AHR+KLF1	2	0.012974827888608591
0.01	1	ARID1A	1	1.3962193264756244e-05
0.01	1	ARRDC3	1	1.5212666204216837e-06
0.01	1	ATL1	1	9.9340364944897423e-06
0.01	1	BAK1	1	0.0012893694663959777
0.01	1	BAK1+BCL2L11	2	0.0013048632192337007
0.01	1	BCL2L11	1	0.0014142007175754142
0.01	1	BCL2L11+TGFBR2	2	0.0011836585679029874
0.01	1	BCORL1	1	1.0318856794231275e-06
0.01	1	BPGM	1	0.0020655473714054399
0.01	1	BPGM+SAMD1	2	0.0020157998084764026
0.01	1	C19orf26	1	1.2038965793799237e-06
0.01	1	C3orf72	1	6.9786987038254428e-06
0.01	1	CBFA2T3	1	2.5751517872777451e-06
0.01	1	CBL	1	0.0018990012601672599
0.01	1	CBL+TGFBR2	2	0.0019325759677435246
0.01	1	CDKN1A	1	7.2277980837999892e-06
0.01	1	CDKN1B	1	4.4203329982637206e-06
0.01	1	CDKN1C	1	7.3396289505250691e-06
0.01	1	CEBPA	1	0.015452920485109807
0.01	1	CEBPA+CEBPE	2	0.018458190347644395
0.01	1	CEBPA+KLF1	2	0.009954782195333408
0.01	1	CEBPB	1	0.0073066067667588311
0.01	1	CEBPB+LYL1	2	0.0071209788119156268
0.01	1	CEBPB+OSR2	2	0.0028600767527693248
0.01	1	CEBPE	1	0.042178281661821679
0.01	1	CEBPE+RUNX1T1	2	0.00088035863382923631
0.01	1	CEBPE+SET	2	0.0072626010017561209
0.01	1	CEBPE+ZC3HAV1	2	0.0028133047696118725
0.01	1	CELF2	1	1.8377911112671172e-06
0.01	1	CITED1	1	7.6022740626349632e-06
0.01	1	CKS1B	1	7.411773882842203e-06
0.01	1	CLDN6	1	7.8874505086335187e-06
0.01	1	CNN1	1	0.0048665493222955405
0.01	1	CNN1+MAPK1	2	0.004492306561050991
0.01	1	CNN1+UBASH3B	2	0.0046608497732753308
0.01	1	CNNM4	1	2.0872065516827474e-06
0.01	1	COL1A1	1	1.1139061524668477e-05
0.01	1	COL2A1	1	7.3717895348011566e-06
0.01	1	CSRNP1	1	1.2629339219901217e-06
0.01	1	DLX2	1	3.5625919439289767e-06
0.01	1	DUSP9	1	0.0044379247305909794
0.01	1	DUSP9+ETS2	2	0.0053351659552114484
0.01	1	DUSP9+IGDCC3	2	0.0052641063421077104
0.01	1	DUSP9+KLF1	2	0.0080815727361207238
0.01	1	DUSP9+MAPK1	2	0.006982333799785044
0.01	1	EGR1	1	2.8833973971226292e-06
0.01	1	ELMSAN1	1	0.002595913163346088
0.01	1	ELMSAN1+LHX1	2	0.0019496192300636284
0.01	1	ELMSAN1+MAP2K3	2	0.0021304673322847158
0.01	1	ELMSAN1+MAP2K6	2	0.0021433345853825404
0.01	1	ETS2	1	0.0026854837499864664
0.01	1	ETS2+MAP7D1	2	0.004018084897567201
0.01	1	FEV	1	0.0080532795818448778
0.01	1	FEV+MAP7D1	2	0.0027582496741863842
0.01	1	FOSB	1	2.5107851728451565e-06
0.01	1	FOXA1	1	0.0041462596318198302
0.01	1	FOXA1+FOXF1	2	0.0026206838594199319
0.01	1	FOXA1+KLF1	2	0.0044215412492907887
0.01	1	FOXA3	1	0.002675829084294742
0.01	1	FOXA3+FOXF1	2	0.0026461594449567905
0.01	1	FOXF1	1	0.0036404753523292302
0.01	1	FOXF1+HOXB9	2	0.0026283485077882611
0.01	1	FOXL2	1	4.5807305193804223e-06
0.01	1	FOXO4	1	8.5783107954120976e-06
0.01	1	GLB1L2	1	2.2763298819201014e-06
0.01	1	HES7	1	1.7316464851286863e-05
0.01	1	HK2	1	1.6249303769795175e-06
0.01	1	HNF4A	1	1.148385889972263e-05
0.01	1	HOXA13	1	1.7594756860887187e-05
0.01	1	HOXB9	1	0.0025752928509975965
0.01	1	HOXC13	1	1.0118176306496434e-05
0.01	1	IER5L	1	0.0036908634132273477
0.01	1	IER5L+LYL1	2	0.0038014466487718587
0.01	1	IGDCC3	1	0.0033920686396398314
0.01	1	IGDCC3+MAPK1	2	0.0037667673394362611
0.01	1	IKZF3	1	0.0047127872917834632
0.01	1	IKZF3+MAP2K3	2	0.0039506653503249686
0.01	1	IKZF3+MAP2K6	2	0.0028890171745932533
0.01	1	IKZF3+MAPK1	2	0.0056020074491622248
0.01	1	IRF1	1	0.0043031744217321031
0.01	1	IRF1+SET	2	0.0042937058350789228
0.01	1	ISL2	1	7.3601262636452537e-07
0.01	1	JUN	1	6.3023235691996093e-06
0.01	1	KIAA1804	1	1.609392762092435e-06
0.01	1	KIF18B	1	1.4804706648560303e-06
0.01	1	KIF2C	1	7.9320715834746065e-07
0.01	1	KLF1	1	0.002617134645192505
0.01	1	KLF1+MAP2K6	2	0.0063928069574146207
0.01	1	KLF1+SET	2	0.0067187785079949941
0.01	1	KMT2A	1	1.5577929895752929e-06
0.01	1	LHX1	1	0.0019234413446226513
0.01	1	LYL1	1	0.0041009873985665612
0.01	1	MAML2	1	7.425180275327987e-07
0.01	1	MAP2K3	1	0.0026267310732993512
0.01	1	MAP2K3+SLC38A2	2	0.0015172521119369534
0.01	1	MAP2K6	1	0.00277087249066539
0.01	1	MAP2K6+SPI1	2	0.010817304458564445
0.01	1	MAP4K3	1	9.112548199420266e-07
0.01	1	MAP4K5	1	1.0117834293873936e-06
0.01	1	MAP7D1	1	0.0047021040051543781
0.01	1	MAPK1	1	0.018982463940334302
0.01	1	MAPK1+PRTG	2	0.002123657422422182
0.01	1	MEIS1	1	9.9699896851910648e-07
0.01	1	MIDN	1	8.416405075818656e-06
0.01	1	NCL	1	1.2335497221218174e-06
0.01	1	NIT1	1	1.2917975971150392e-05
0.01	1	OSR2	1	0.0028876948501060369
0.01	1	PLK4	1	2.6174011531795667e-06
0.01	1	POU3F2	1	3.0884206202702846e-06
0.01	1	PRDM1	1	1.1315428605454367e-05
0.01	1	PRTG	1	0.002148900351225079
0.01	1	PTPN1	1	9.7815761738417461e-06
0.01	1	PTPN12	1	0.0036883748618147852
0.01	1	PTPN12+PTPN9	2	0.001955798324111936
0.01	1	PTPN12+UBASH3B	2	0.0019292754993355758
0.01	1	PTPN12+ZBTB25	2	0.0019004947613760193
0.01	1	PTPN13	1	2.8881606461806631e-06
0.01	1	PTPN9	1	0.0019343152011728976
0.01	1	RHOXF2B	1	0.0051568616492386893
0.01	1	RHOXF2B+SET	2	0.0050334517452448931
0.01	1	RREB1	1	3.6690996769793105e-06
0.01	1	RUNX1T1	1	0.00088130083268934695
0.01	1	S1PR2	1	0.002434745730082863
0.01	1	S1PR2+SGK1	2	0.0024498137007510985
0.01	1	SAMD1	1	0.0021187784492303612
0.01	1	SET	1	0.010396965847194106
0.01	1	SGK1	1	0.0025106324614655568
0.01	1	SLC38A2	1	0.0015312741817999883
0.01	1	SLC4A1	1	4.6267322023498278e-06
0.01	1	SLC6A9	1	2.2139646696254008e-06
0.01	1	SNAI1	1	4.2668383217393284e-06
0.01	1	SPI1	1	0.011391063816473899
0.01	1	STIL	1	2.2629710335295837e-06
0.01	1	TBX2	1	4.9094712913177309e-06
0.01	1	TBX3	1	2.3976945785550933e-06
0.01	1	TGFBR2	1	0.0016385029633094162
0.01	1	TMSB4X	1	1.0235141909614657e-06
0.01	1	TP73	1	2.5880281436914297e-05
0.01	1	TSC22D1	1	1.2151067519746701e-06
0.01	1	UBASH3A	1	8.1453141343884334e-07
0.01	1	UBASH3B	1	0.0039472710309760711
0.01	1	ZBTB1	1	4.3449747114517745e-06
0.01	1	ZBTB10	1	1.2598207699359931e-05
0.01	1	ZBTB25	1	0.0018510642730291814
0.01	1	ZC3HAV1	1	0.0027744866708950518
0.01	1	ZNF318	1	7.9845833831976057e-07
0.01	1	ctrl	0	0
0.01	2	AHR	1	0.0046304690673070201
0.01	2	AHR+FEV	2	0.0069282832295474795
0.01	2	AHR+KLF1	2	0.0084038563197525451
0.01	2	ARID1A	1	1.3962193264756244e-05
0.01	2	ARRDC3	1	1.5212666204216837e-06
0.01	2	ATL1	1	9.9340364944897423e-06
0.01	2	BAK1	1	0.0010678778283289621
0.01	2	BAK1+BCL2L11	2	0.0010802007313473988
0.01	2	BCL2L11	1	0.0010749538925866047
0.01	2	BCORL1	1	1.0318856794231275e-06
0.01	2	BPGM	1	0.0020655473714054399
0.01	2	BPGM+SAMD1	2	0.0020157998084764026
0.01	2	C19orf26	1	0.0025609473494286224
0.01	2	C19orf26+TGFBR2	2	0.0026437360195427431
0.01	2	C3orf72	1	6.9786987038254428e-06
0.01	2	CBFA2T3	1	2.5751517872777451e-06
0.01	2	CBL	1	2.7682700776212483e-06
0.01	2	CDKN1A	1	7.2277980837999892e-06
0.01	2	CDKN1B	1	4.4203329982637206e-06
0.01	2	CDKN1C	1	7.3396289505250691e-06
0.01	2	CEBPA	1	0.014638619431135546
0.01	2	CEBPA+CEBPE	2	0.022053669221207755
0.01	2	CEBPA+KLF1	2	0.0093561447925413106
0.01	2	CEBPB	1	0.0049514048468881008
0.01	2	CEBPB+LYL1	2	0.0046829805978964995
0.01	2	CEBPE	1	0.036796287833758178
0.01	2	CEBPE+FOSB	2	0.010741068849093833
0.01	2	CEBPE+KLF1	2	0.0092020547683258763
0.01	2	CEBPE+RUNX1T1	2	0.0012338289490142018
0.01	2	CEBPE+ZC3HAV1	2	0.0037166297088534707
0.01	2	CELF2	1	1.8377911112671172e-06
0.01	2	CITED1	1	7.6022740626349632e-06
0.01	2	CKS1B	1	7.411773882842203e-06
0.01	2	CLDN6	1	7.8874505086335187e-06
0.01	2	CNN1	1	0.0030593923535800417
0.01	2	CNN1+MAPK1	2	0.0050603968189980491
0.01	2	CNN1+UBASH3B	2	0.0071567874009971742
0.01	2	CNNM4	1	2.0872065516827474e-06
0.01	2	COL1A1	1	1.1139061524668477e-05
0.01	2	COL2A1	1	7.3717895348011566e-06
0.01	2	CSRNP1	1	1.2629339219901217e-06
0.01	2	DLX2	1	3.5625919439289767e-06
0.01	2	DUSP9	1	0.0031865177471796396
0.01	2	DUSP9+ETS2	2	0.0068023669323214646
0.01	2	DUSP9+IGDCC3	2	0.0051298269558849316
0.01	2	EGR1	1	2.8833973971226292e-06
0.01	2	ELMSAN1	1	0.0022505677978025868
0.01	2	ELMSAN1+LHX1	2	0.0021796917339841739
0.01	2	ELMSAN1+MAP2K3	2	0.0024146952262670885
0.01	2	ELMSAN1+MAP2K6	2	0.0019762414517476173
0.01	2	ETS2	1	0.00350471533587003
0.01	2	ETS2+MAPK1	2	0.010223187375670054
0.01	2	ETS2+PRTG	2	0.0016218097399698123
0.01	2	FEV	1	0.010500686641370074
0.01	2	FEV+ISL2	2	0.0038419798345522612
0.01	2	FEV+MAP7D1	2	0.0027647303104198187
0.01	2	FOSB	1	0.010448240006585383
0.01	2	FOXA1	1	0.004442715050520487
0.01	2	FOXA1+FOXF1	2	0.0024676912274400817
0.01	2	FOXA1+KLF1	2	0.0054377150837323258
0.01	2	FOXA3	1	0.0027367462815886209
0.01	2	FOXA3+FOXF1	2	0.002694907945652344
0.01	2	FOXF1	1	0.0045448449066566796
0.01	2	FOXF1+FOXL2	2	0.0054330636046874469
0.01	2	FOXL2	1	0.004639769408269703
0.01	2	FOXL2+MEIS1	2	0.0020967211473865975
0.01	2	FOXO4	1	8.5783107954120976e-06
0.01	2	GLB1L2	1	2.2763298819201014e-06
0.01	2	HES7	1	1.7316464851286863e-05
0.01	2	HK2	1	1.6249303769795175e-06
0.01	2	HNF4A	1	1.148385889972263e-05
0.01	2	HOXA13	1	1.7594756860887187e-05
0.01	2	HOXB9	1	4.084929482555793e-06
0.01	2	HOXC13	1	1.0118176306496434e-05
0.01	2	IER5L	1	5.6062161031022041e-06
0.01	2	IGDCC3	1	0.0041349763869074144
0.01	2	IGDCC3+MAPK1	2	0.0079431292024879883
0.01	2	IKZF3	1	0.0046758806402103677
0.01	2	IKZF3+MAP2K3	2	0.0033582873345674733
0.01	2	IKZF3+MAP2K6	2	0.0024533504346965552
0.01	2	IRF1	1	6.4495215199663651e-06
0.01	2	ISL2	1	0.0037537930036379312
0.01	2	JUN	1	6.3023235691996093e-06
0.01	2	KIAA1804	1	1.609392762092435e-06
0.01	2	KIF18B	1	1.4804706648560303e-06
0.01	2	KIF2C	1	7.9320715834746065e-07
0.01	2	KLF1	1	0.0031817298796278505
0.01	2	KLF1+MAP2K6	2	0.007865017517281931
0.01	2	KLF1+SET	2	0.0058084436760457228
0.01	2	KMT2A	1	1.5577929895752929e-06
0.01	2	LHX1	1	0.002137902372105253
0.01	2	LYL1	1	0.0046625808391660721
0.01	2	MAML2	1	7.425180275327987e-07
0.01	2	MAP2K3	1	0.0034455758043718484
0.01	2	MAP2K3+MAP2K6	2	0.0044729617236126387
0.01	2	MAP2K3+SLC38A2	2	0.0014710930607175156
0.01	2	MAP2K6	1	0.0029933187296751467
0.01	2	MAP2K6+SPI1	2	0.012792868516292293
0.01	2	MAP4K3	1	9.112548199420266e-07
0.01	2	MAP4K5	1	1.0117834293873936e-06
0.01	2	MAP7D1	1	0.0026949085928411752
0.01	2	MAPK1	1	0.0058590400122244353
0.01	2	MAPK1+PRTG	2	0.0038299733944978749
0.01	2	MEIS1	1	0.0020757528697147513
0.01	2	MIDN	1	8.416405075818656e-06
0.01	2	NCL	1	1.2335497221218174e-06
0.01	2	NIT1	1	1.2917975971150392e-05
0.01	2	OSR2	1	3.553845338754773e-06
0.01	2	PLK4	1	2.6174011531795667e-06
0.01	2	POU3F2	1	3.0884206202702846e-06
0.01	2	PRDM1	1	1.1315428605454367e-05
0.01	2	PRTG	1	0.0065111177693206379
0.01	2	PTPN1	1	9.7815761738417461e-06
0.01	2	PTPN12	1	0.0038074849575020792
0.01	2	PTPN12+PTPN9	2	0.0021139847884459901
0.01	2	PTPN12+UBASH3B	2	0.0021870900267846453
0.01	2	PTPN12+ZBTB25	2	0.00202327100474999
0.01	2	PTPN13	1	2.8881606461806631e-06
0.01	2	PTPN9	1	0.0028701938271015683
0.01	2	PTPN9+UBASH3B	2	0.0019793606309142331
0.01	2	RHOXF2B	1	0.0064696081981460412
0.01	2	RHOXF2B+SET	2	0.0062945336717084195
0.01	2	RREB1	1	3.6690996769793105e-06
0.01	2	RUNX1T1	1	0.0012322571458239962
0.01	2	S1PR2	1	0.002434745730082863
0.01	2	S1PR2+SGK1	2	0.0024498137007510985
0.01	2	SAMD1	1	0.0021187784492303612
0.01	2	SET	1	0.0060384116436209626
0.01	2	SGK1	1	0.0025106324614655568
0.01	2	SLC38A2	1	0.0014808286108220822
0.01	2	SLC4A1	1	4.6267322023498278e-06
0.01	2	SLC6A9	1	2.2139646696254008e-06
0.01	2	SNAI1	1	0.0030713534215900985
0.01	2	SNAI1+UBASH3B	2	0.0029944033259063697
0.01	2	SPI1	1	0.013412717446335532
0.01	2	STIL	1	2.2629710335295837e-06
0.01	2	TBX2	1	4.9094712913177309e-06
0.01	2	TBX3	1	2.3976945785550933e-06
0.01	2	TGFBR2	1	0.002602875202779104
0.01	2	TMSB4X	1	1.0235141909614657e-06
0.01	2	TP73	1	2.5880281436914297e-05
0.01	2	TSC22D1	1	1.2151067519746701e-06
0.01	2	UBASH3A	1	8.1453141343884334e-07
0.01	2	UBASH3B	1	0.0038957862494174425
0.01	2	ZBTB1	1	4.3449747114517745e-06
0.01	2	ZBTB10	1	1.2598207699359931e-05
0.01	2	ZBTB25	1	0.0019705598211230426
0.01	2	ZC3HAV1	1	0.0036542906853173967
0.01	2	ZNF318	1	7.9845833831976057e-07
0.01	2	ctrl	0	0
0.01	3	AHR	1	0.005319952564132883
0.01	3	AHR+KLF1	2	0.0052025625666370593
0.01	3	ARID1A	1	1.3962193264756244e-05
0.01	3	ARRDC3	1	1.5212666204216837e-06
0.01	3	ATL1	1	9.9340364944897423e-06
0.01	3	BAK1	1	3.112086324480312e-07
0.01	3	BCL2L11	1	0.0011949988519420651
0.01	3	BCL2L11+TGFBR2	2	0.0012024273034032351
0.01	3	BCORL1	1	1.0318856794231275e-06
0.01	3	BPGM	1	0.0020655473714054399
0.01	3	BPGM+SAMD1	2	0.0020157998084764026
0.01	3	C19orf26	1	0.0033058945058980858
0.01	3	C19orf26+TGFBR2	2	0.0034057266216000466
0.01	3	C3orf72	1	6.9786987038254428e-06
0.01	3	CBFA2T3	1	2.5751517872777451e-06
0.01	3	CBL	1	0.0019621412436932901
0.01	3	CBL+TGFBR2	2	0.0019725234403151709
0.01	3	CDKN1A	1	7.2277980837999892e-06
0.01	3	CDKN1B	1	4.4203329982637206e-06
0.01	3	CDKN1C	1	7.3396289505250691e-06
0.01	3	CEBPA	1	0.014027642965984518
0.01	3	CEBPA+CEBPE	2	0.019156606843535394
0.01	3	CEBPA+KLF1	2	0.0078633685495797974
0.01	3	CEBPB	1	0.0073066067667588311
0.01	3	CEBPB+LYL1	2	0.0071209788119156268
0.01	3	CEBPB+OSR2	2	0.0028600767527693248
0.01	3	CEBPE	1	0.042566142053422067
0.01	3	CEBPE+FOSB	2	0.012085635399939303
0.01	3	CEBPE+KLF1	2	0.0076671215883147613
0.01	3	CEBPE+SET	2	0.0085279908198246587
0.01	3	CEBPE+ZC3HAV1	2	0.003115007808468624
0.01	3	CELF2	1	1.8377911112671172e-06
0.01	3	CITED1	1	7.6022740626349632e-06
0.01	3	CKS1B	1	7.411773882842203e-06
