dataset	regime	family	mode	depth	seed_summary	root_index	root_tasks	rms
parse	common48	scGen	raw_state	16	mean_of_squared_seed_displacements	0	722	0.08072622722797675
parse	common48	scGen	raw_state	16	mean_of_squared_seed_displacements	1	722	0.0750804706379934
parse	common48	scGen	raw_state	16	mean_of_squared_seed_displacements	2	722	0.07603024358016384
parse	common48	scGen	raw_state	16	mean_of_squared_seed_displacements	3	722	0.07556677781772432
parse	common48	scGen	raw_state	16	mean_of_squared_seed_displacements	4	722	0.080176927999408
parse	common48	scGen	raw_state	16	mean_of_squared_seed_displacements	5	722	0.08266616613389884
parse	common48	scGen	raw_state	16	mean_of_squared_seed_displacements	6	722	0.08128174900735444
parse	common48	scGen	raw_state	16	mean_of_squared_seed_displacements	7	722	0.0755407431798546
parse	common48	scGen	raw_state	16	17	0	722	0.0804160722717892
parse	common48	scGen	raw_state	16	17	1	722	0.07504521283311334
parse	common48	scGen	raw_state	16	17	2	722	0.07570718778640205
parse	common48	scGen	raw_state	16	17	3	722	0.07542105984176378
parse	common48	scGen	raw_state	16	17	4	722	0.08016012707262547
parse	common48	scGen	raw_state	16	17	5	722	0.082465760003181
parse	common48	scGen	raw_state	16	17	6	722	0.08112066553248304
parse	common48	scGen	raw_state	16	17	7	722	0.07546522080489458
parse	common48	scGen	raw_state	16	29	0	722	0.08099727789598424
parse	common48	scGen	raw_state	16	29	1	722	0.07507297409427964
parse	common48	scGen	raw_state	16	29	2	722	0.07635481114461455
parse	common48	scGen	raw_state	16	29	3	722	0.07571953219200331
parse	common48	scGen	raw_state	16	29	4	722	0.08087280841733509
parse	common48	scGen	raw_state	16	29	5	722	0.08283874867720477
parse	common48	scGen	raw_state	16	29	6	722	0.08149532981029288
parse	common48	scGen	raw_state	16	29	7	722	0.07564463679760297
parse	common48	scGen	raw_state	16	43	0	722	0.08076427168747229
parse	common48	scGen	raw_state	16	43	1	722	0.07512320417247992
parse	common48	scGen	raw_state	16	43	2	722	0.0760273526378621
parse	common48	scGen	raw_state	16	43	3	722	0.07555944617471226
parse	common48	scGen	raw_state	16	43	4	722	0.07949190044690285
parse	common48	scGen	raw_state	16	43	5	722	0.08269356211050974
parse	common48	scGen	raw_state	16	43	6	722	0.08122879420354732
parse	common48	scGen	raw_state	16	43	7	722	0.0755122573700553
parse	common48	scGen	raw_state	24	mean_of_squared_seed_displacements	0	722	0.06617835718826642
parse	common48	scGen	raw_state	24	mean_of_squared_seed_displacements	1	722	0.06144684340404928
parse	common48	scGen	raw_state	24	mean_of_squared_seed_displacements	2	722	0.06211754537025931
parse	common48	scGen	raw_state	24	mean_of_squared_seed_displacements	3	722	0.06160843353209495
parse	common48	scGen	raw_state	24	mean_of_squared_seed_displacements	4	722	0.06541679737523833
parse	common48	scGen	raw_state	24	mean_of_squared_seed_displacements	5	722	0.0676211149232785
parse	common48	scGen	raw_state	24	mean_of_squared_seed_displacements	6	722	0.06631141148470979
parse	common48	scGen	raw_state	24	mean_of_squared_seed_displacements	7	722	0.06185777113808668
parse	common48	scGen	raw_state	24	17	0	722	0.06589317470236916
parse	common48	scGen	raw_state	24	17	1	722	0.06143122898231725
parse	common48	scGen	raw_state	24	17	2	722	0.061863835645329594
parse	common48	scGen	raw_state	24	17	3	722	0.06147787903752743
parse	common48	scGen	raw_state	24	17	4	722	0.06539642362674589
parse	common48	scGen	raw_state	24	17	5	722	0.06745916682187501
parse	common48	scGen	raw_state	24	17	6	722	0.0661696981797185
parse	common48	scGen	raw_state	24	17	7	722	0.06178396385656637
parse	common48	scGen	raw_state	24	29	0	722	0.06641599233852105
parse	common48	scGen	raw_state	24	29	1	722	0.061444762590876716
parse	common48	scGen	raw_state	24	29	2	722	0.062384857270464646
parse	common48	scGen	raw_state	24	29	3	722	0.06172939294870069
parse	common48	scGen	raw_state	24	29	4	722	0.06597731445510173
parse	common48	scGen	raw_state	24	29	5	722	0.06778015555566862
parse	common48	scGen	raw_state	24	29	6	722	0.06648246153883984
parse	common48	scGen	raw_state	24	29	7	722	0.06197076889134002
parse	common48	scGen	raw_state	24	43	0	722	0.06622484707227264
parse	common48	scGen	raw_state	24	43	1	722	0.06146453407322141
parse	common48	scGen	raw_state	24	43	2	722	0.06210284817196455
parse	common48	scGen	raw_state	24	43	3	722	0.06161777083007572
parse	common48	scGen	raw_state	24	43	4	722	0.0648719807823282
parse	common48	scGen	raw_state	24	43	5	722	0.06762364139078518
parse	common48	scGen	raw_state	24	43	6	722	0.06628169603914151
parse	common48	scGen	raw_state	24	43	7	722	0.06181842090916226
parse	common48	scGen	raw_state	32	mean_of_squared_seed_displacements	0	722	0.05732982563276934
parse	common48	scGen	raw_state	32	mean_of_squared_seed_displacements	1	722	0.05308030553737101
parse	common48	scGen	raw_state	32	mean_of_squared_seed_displacements	2	722	0.05389096625609223
parse	common48	scGen	raw_state	32	mean_of_squared_seed_displacements	3	722	0.05349210337304867
parse	common48	scGen	raw_state	32	mean_of_squared_seed_displacements	4	722	0.05665558856940892
parse	common48	scGen	raw_state	32	mean_of_squared_seed_displacements	5	722	0.058534177530681304
parse	common48	scGen	raw_state	32	mean_of_squared_seed_displacements	6	722	0.05742264684801652
parse	common48	scGen	raw_state	32	mean_of_squared_seed_displacements	7	722	0.05349406767426417
parse	common48	scGen	raw_state	32	17	0	722	0.057094467690284305
parse	common48	scGen	raw_state	32	17	1	722	0.053064007646931095
parse	common48	scGen	raw_state	32	17	2	722	0.05364233193809334
parse	common48	scGen	raw_state	32	17	3	722	0.053364314160650496
parse	common48	scGen	raw_state	32	17	4	722	0.05665911950196791
parse	common48	scGen	raw_state	32	17	5	722	0.058396110997153076
parse	common48	scGen	raw_state	32	17	6	722	0.05729079097115801
parse	common48	scGen	raw_state	32	17	7	722	0.05342510066010818
parse	common48	scGen	raw_state	32	29	0	722	0.05753560379722325
parse	common48	scGen	raw_state	32	29	1	722	0.053081189759228695
parse	common48	scGen	raw_state	32	29	2	722	0.0541461347024918
parse	common48	scGen	raw_state	32	29	3	722	0.0536153517532094
parse	common48	scGen	raw_state	32	29	4	722	0.05713144649307054
parse	common48	scGen	raw_state	32	29	5	722	0.058671103345807926
parse	common48	scGen	raw_state	32	29	6	722	0.05757417647656288
parse	common48	scGen	raw_state	32	29	7	722	0.05357364948292716
parse	common48	scGen	raw_state	32	43	0	722	0.05735854579836587
parse	common48	scGen	raw_state	32	43	1	722	0.053095714459955715
parse	common48	scGen	raw_state	32	43	2	722	0.05388325392057197
parse	common48	scGen	raw_state	32	43	3	722	0.05349634941154213
parse	common48	scGen	raw_state	32	43	4	722	0.056172138532457366
parse	common48	scGen	raw_state	32	43	5	722	0.058534995260729764
parse	common48	scGen	raw_state	32	43	6	722	0.05740261828558632
parse	common48	scGen	raw_state	32	43	7	722	0.053483348152056076
parse	common48	scGen	raw_state	40	mean_of_squared_seed_displacements	0	722	0.05128747327119109
parse	common48	scGen	raw_state	40	mean_of_squared_seed_displacements	1	722	0.04747520649342535
parse	common48	scGen	raw_state	40	mean_of_squared_seed_displacements	2	722	0.04812630339396685
parse	common48	scGen	raw_state	40	mean_of_squared_seed_displacements	3	722	0.04800726299062281
parse	common48	scGen	raw_state	40	mean_of_squared_seed_displacements	4	722	0.05050680763717566
parse	common48	scGen	raw_state	40	mean_of_squared_seed_displacements	5	722	0.05241873648449918
parse	common48	scGen	raw_state	40	mean_of_squared_seed_displacements	6	722	0.051335866177952896
parse	common48	scGen	raw_state	40	mean_of_squared_seed_displacements	7	722	0.04780649392508361
parse	common48	scGen	raw_state	40	17	0	722	0.05106252214746594
parse	common48	scGen	raw_state	40	17	1	722	0.04744714922666583
parse	common48	scGen	raw_state	40	17	2	722	0.04791819830412687
parse	common48	scGen	raw_state	40	17	3	722	0.04790186299076521
parse	common48	scGen	raw_state	40	17	4	722	0.050501949395630116
parse	common48	scGen	raw_state	40	17	5	722	0.05228141486686898
parse	common48	scGen	raw_state	40	17	6	722	0.05121886970309573
parse	common48	scGen	raw_state	40	17	7	722	0.04774579825754796
parse	common48	scGen	raw_state	40	29	0	722	0.051480098366087454
parse	common48	scGen	raw_state	40	29	1	722	0.04747497338356114
parse	common48	scGen	raw_state	40	29	2	722	0.04834667689567253
parse	common48	scGen	raw_state	40	29	3	722	0.04812257707680711
parse	common48	scGen	raw_state	40	29	4	722	0.05092587962569742
parse	common48	scGen	raw_state	40	29	5	722	0.05254141542148377
parse	common48	scGen	raw_state	40	29	6	722	0.05146950345559186
parse	common48	scGen	raw_state	40	29	7	722	0.04788333249518566
parse	common48	scGen	raw_state	40	43	0	722	0.051318934593256385
parse	common48	scGen	raw_state	40	43	1	722	0.04750348015959248
parse	common48	scGen	raw_state	40	43	2	722	0.04811307867447538
parse	common48	scGen	raw_state	40	43	3	722	0.0479970936313147
parse	common48	scGen	raw_state	40	43	4	722	0.05008912800884246
parse	common48	scGen	raw_state	40	43	5	722	0.05243305378212789
parse	common48	scGen	raw_state	40	43	6	722	0.05131891531486392
parse	common48	scGen	raw_state	40	43	7	722	0.047790247981488794
parse	common48	scGen	raw_state	48	mean_of_squared_seed_displacements	0	722	0.04673689292273646
parse	common48	scGen	raw_state	48	mean_of_squared_seed_displacements	1	722	0.04328225044267377
parse	common48	scGen	raw_state	48	mean_of_squared_seed_displacements	2	722	0.04393866505895315
parse	common48	scGen	raw_state	48	mean_of_squared_seed_displacements	3	722	0.0438222885259954
parse	common48	scGen	raw_state	48	mean_of_squared_seed_displacements	4	722	0.04613983273133171
parse	common48	scGen	raw_state	48	mean_of_squared_seed_displacements	5	722	0.04789686287949882
parse	common48	scGen	raw_state	48	mean_of_squared_seed_displacements	6	722	0.046958138532487634
parse	common48	scGen	raw_state	48	mean_of_squared_seed_displacements	7	722	0.043671582550182955
parse	common48	scGen	raw_state	48	17	0	722	0.04652905935968503
parse	common48	scGen	raw_state	48	17	1	722	0.043257849279065785
parse	common48	scGen	raw_state	48	17	2	722	0.0437474788154482
parse	common48	scGen	raw_state	48	17	3	722	0.043729289140072826
parse	common48	scGen	raw_state	48	17	4	722	0.04613387287800673
parse	common48	scGen	raw_state	48	17	5	722	0.047772584378924864
parse	common48	scGen	raw_state	48	17	6	722	0.046868925676283056
parse	common48	scGen	raw_state	48	17	7	722	0.04361174475608699
parse	common48	scGen	raw_state	48	29	0	722	0.0469133536346364
parse	common48	scGen	raw_state	48	29	1	722	0.043278793438967025
parse	common48	scGen	raw_state	48	29	2	722	0.044137749018390834
parse	common48	scGen	raw_state	48	29	3	722	0.043918130514331154
parse	common48	scGen	raw_state	48	29	4	722	0.046525779877531835
parse	common48	scGen	raw_state	48	29	5	722	0.0480129001508486
parse	common48	scGen	raw_state	48	29	6	722	0.04707642642649729
parse	common48	scGen	raw_state	48	29	7	722	0.04374340385403054
parse	common48	scGen	raw_state	48	43	0	722	0.04676746054756931
parse	common48	scGen	raw_state	48	43	1	722	0.04331009263859711
parse	common48	scGen	raw_state	48	43	2	722	0.04392989950330023
parse	common48	scGen	raw_state	48	43	3	722	0.043819242330246345
parse	common48	scGen	raw_state	48	43	4	722	0.04575663966561765
parse	common48	scGen	raw_state	48	43	5	722	0.04790480165866124
parse	common48	scGen	raw_state	48	43	6	722	0.04692882061346258
parse	common48	scGen	raw_state	48	43	7	722	0.04365949731622483
parse	common48	scGen	input_centered_effect	16	mean_of_squared_seed_displacements	0	722	0.297995784157775
parse	common48	scGen	input_centered_effect	16	mean_of_squared_seed_displacements	1	722	0.31413457595518546
parse	common48	scGen	input_centered_effect	16	mean_of_squared_seed_displacements	2	722	0.2999116694743644
parse	common48	scGen	input_centered_effect	16	mean_of_squared_seed_displacements	3	722	0.29942165913673685
parse	common48	scGen	input_centered_effect	16	mean_of_squared_seed_displacements	4	722	0.3115081434001474
parse	common48	scGen	input_centered_effect	16	mean_of_squared_seed_displacements	5	722	0.310485177366736
parse	common48	scGen	input_centered_effect	16	mean_of_squared_seed_displacements	6	722	0.3028813878933111
parse	common48	scGen	input_centered_effect	16	mean_of_squared_seed_displacements	7	722	0.3110774251136659
parse	common48	scGen	input_centered_effect	16	17	0	722	0.29801044260682535
parse	common48	scGen	input_centered_effect	16	17	1	722	0.3141293177710561
parse	common48	scGen	input_centered_effect	16	17	2	722	0.299912352569849
parse	common48	scGen	input_centered_effect	16	17	3	722	0.2994144574792791
parse	common48	scGen	input_centered_effect	16	17	4	722	0.31150144383076794
parse	common48	scGen	input_centered_effect	16	17	5	722	0.31049653323842435
parse	common48	scGen	input_centered_effect	16	17	6	722	0.3028931452725705
parse	common48	scGen	input_centered_effect	16	17	7	722	0.3110738110934811
parse	common48	scGen	input_centered_effect	16	29	0	722	0.2979607175480517
parse	common48	scGen	input_centered_effect	16	29	1	722	0.3141486983899634
parse	common48	scGen	input_centered_effect	16	29	2	722	0.2998819813142292
parse	common48	scGen	input_centered_effect	16	29	3	722	0.29939888487863553
parse	common48	scGen	input_centered_effect	16	29	4	722	0.31148713239748077
parse	common48	scGen	input_centered_effect	16	29	5	722	0.31047084664471447
parse	common48	scGen	input_centered_effect	16	29	6	722	0.30286966546102917
parse	common48	scGen	input_centered_effect	16	29	7	722	0.311075090230817
parse	common48	scGen	input_centered_effect	16	43	0	722	0.2980161891960846
parse	common48	scGen	input_centered_effect	16	43	1	722	0.3141257112180019
parse	common48	scGen	input_centered_effect	16	43	2	722	0.29994067166653443
parse	common48	scGen	input_centered_effect	16	43	3	722	0.2994516325993356
parse	common48	scGen	input_centered_effect	16	43	4	722	0.3115358519592267
parse	common48	scGen	input_centered_effect	16	43	5	722	0.3104881516644309
parse	common48	scGen	input_centered_effect	16	43	6	722	0.3028813524912843
parse	common48	scGen	input_centered_effect	16	43	7	722	0.31108337393006275
parse	common48	scGen	input_centered_effect	24	mean_of_squared_seed_displacements	0	722	0.24324994267078218
parse	common48	scGen	input_centered_effect	24	mean_of_squared_seed_displacements	1	722	0.2565119977137363
parse	common48	scGen	input_centered_effect	24	mean_of_squared_seed_displacements	2	722	0.2449449945384087
parse	common48	scGen	input_centered_effect	24	mean_of_squared_seed_displacements	3	722	0.2444294505377175
parse	common48	scGen	input_centered_effect	24	mean_of_squared_seed_displacements	4	722	0.25428483231695814
parse	common48	scGen	input_centered_effect	24	mean_of_squared_seed_displacements	5	722	0.25355176641777016
parse	common48	scGen	input_centered_effect	24	mean_of_squared_seed_displacements	6	722	0.24723363276278223
parse	common48	scGen	input_centered_effect	24	mean_of_squared_seed_displacements	7	722	0.2539770581511121
parse	common48	scGen	input_centered_effect	24	17	0	722	0.2432612217275644
parse	common48	scGen	input_centered_effect	24	17	1	722	0.2565081656611469
parse	common48	scGen	input_centered_effect	24	17	2	722	0.24494500602292402
parse	common48	scGen	input_centered_effect	24	17	3	722	0.2444239688210669
parse	common48	scGen	input_centered_effect	24	17	4	722	0.2542806535478377
parse	common48	scGen	input_centered_effect	24	17	5	722	0.25356131127761317
parse	common48	scGen	input_centered_effect	24	17	6	722	0.24724478788605872
parse	common48	scGen	input_centered_effect	24	17	7	722	0.2539766159409363
parse	common48	scGen	input_centered_effect	24	29	0	722	0.24322374856308096
parse	common48	scGen	input_centered_effect	24	29	1	722	0.256523402112474
parse	common48	scGen	input_centered_effect	24	29	2	722	0.24491871315380617
parse	common48	scGen	input_centered_effect	24	29	3	722	0.24440948460199347
parse	common48	scGen	input_centered_effect	24	29	4	722	0.2542693173368879
parse	common48	scGen	input_centered_effect	24	29	5	722	0.2535401407052357
parse	common48	scGen	input_centered_effect	24	29	6	722	0.24722318499952678
parse	common48	scGen	input_centered_effect	24	29	7	722	0.2539720491398309
parse	common48	scGen	input_centered_effect	24	43	0	722	0.2432648555927307
parse	common48	scGen	input_centered_effect	24	43	1	722	0.25650442497366727
parse	common48	scGen	input_centered_effect	24	43	2	722	0.24497126162016813
parse	common48	scGen	input_centered_effect	24	43	3	722	0.2444548959887231
parse	common48	scGen	input_centered_effect	24	43	4	722	0.25430452479597954
parse	common48	scGen	input_centered_effect	24	43	5	722	0.25355384681574133
parse	common48	scGen	input_centered_effect	24	43	6	722	0.24723292492933446
parse	common48	scGen	input_centered_effect	24	43	7	722	0.2539825092642914
parse	common48	scGen	input_centered_effect	32	mean_of_squared_seed_displacements	0	722	0.21070200205371833
parse	common48	scGen	input_centered_effect	32	mean_of_squared_seed_displacements	1	722	0.22215906137769942
parse	common48	scGen	input_centered_effect	32	mean_of_squared_seed_displacements	2	722	0.2120937716358738
parse	common48	scGen	input_centered_effect	32	mean_of_squared_seed_displacements	3	722	0.21171938236053278
parse	common48	scGen	input_centered_effect	32	mean_of_squared_seed_displacements	4	722	0.2202170611543139
parse	common48	scGen	input_centered_effect	32	mean_of_squared_seed_displacements	5	722	0.21960548414930955
parse	common48	scGen	input_centered_effect	32	mean_of_squared_seed_displacements	6	722	0.21411399137451556
parse	common48	scGen	input_centered_effect	32	mean_of_squared_seed_displacements	7	722	0.21996239599941825
parse	common48	scGen	input_centered_effect	32	17	0	722	0.21070968410792695
parse	common48	scGen	input_centered_effect	32	17	1	722	0.2221575775584216
parse	common48	scGen	input_centered_effect	32	17	2	722	0.21209585717025012
parse	common48	scGen	input_centered_effect	32	17	3	722	0.21171523908524334
parse	common48	scGen	input_centered_effect	32	17	4	722	0.22021295299616814
parse	common48	scGen	input_centered_effect	32	17	5	722	0.21961360988768175
parse	common48	scGen	input_centered_effect	32	17	6	722	0.21412306317851654
parse	common48	scGen	input_centered_effect	32	17	7	722	0.21996228388284902
parse	common48	scGen	input_centered_effect	32	29	0	722	0.2106809405211348
parse	common48	scGen	input_centered_effect	32	29	1	722	0.22216837819073545
parse	common48	scGen	input_centered_effect	32	29	2	722	0.2120700202505438
parse	common48	scGen	input_centered_effect	32	29	3	722	0.21170128477663988
parse	common48	scGen	input_centered_effect	32	29	4	722	0.22020450344852938
parse	common48	scGen	input_centered_effect	32	29	5	722	0.2195953607019978
parse	common48	scGen	input_centered_effect	32	29	6	722	0.21410515619125814
parse	common48	scGen	input_centered_effect	32	29	7	722	0.21996062848937048
parse	common48	scGen	input_centered_effect	32	43	0	722	0.21071537991471576
parse	common48	scGen	input_centered_effect	32	43	1	722	0.22215122804552281
parse	common48	scGen	input_centered_effect	32	43	2	722	0.21211543504031427
parse	common48	scGen	input_centered_effect	32	43	3	722	0.2117416212377122
parse	common48	scGen	input_centered_effect	32	43	4	722	0.2202337259913266
parse	common48	scGen	input_centered_effect	32	43	5	722	0.2196074814654969
parse	common48	scGen	input_centered_effect	32	43	6	722	0.2141137543791725
parse	common48	scGen	input_centered_effect	32	43	7	722	0.21996427561087475
parse	common48	scGen	input_centered_effect	40	mean_of_squared_seed_displacements	0	722	0.18844435820965533
parse	common48	scGen	input_centered_effect	40	mean_of_squared_seed_displacements	1	722	0.19870842272264155
parse	common48	scGen	input_centered_effect	40	mean_of_squared_seed_displacements	2	722	0.18973453690578213
parse	common48	scGen	input_centered_effect	40	mean_of_squared_seed_displacements	3	722	0.18936361385530037
parse	common48	scGen	input_centered_effect	40	mean_of_squared_seed_displacements	4	722	0.19696412831452376
parse	common48	scGen	input_centered_effect	40	mean_of_squared_seed_displacements	5	722	0.19642226611692806
parse	common48	scGen	input_centered_effect	40	mean_of_squared_seed_displacements	6	722	0.19153251889625683
parse	common48	scGen	input_centered_effect	40	mean_of_squared_seed_displacements	7	722	0.1967379172914174
parse	common48	scGen	input_centered_effect	40	17	0	722	0.18845205808325907
parse	common48	scGen	input_centered_effect	40	17	1	722	0.19870793784413626
parse	common48	scGen	input_centered_effect	40	17	2	722	0.18973709460246166
parse	common48	scGen	input_centered_effect	40	17	3	722	0.18935827692391138
parse	common48	scGen	input_centered_effect	40	17	4	722	0.196961381230476
parse	common48	scGen	input_centered_effect	40	17	5	722	0.19642884172979966
parse	common48	scGen	input_centered_effect	40	17	6	722	0.19154211425265175
parse	common48	scGen	input_centered_effect	40	17	7	722	0.19673741083386329
parse	common48	scGen	input_centered_effect	40	29	0	722	0.1884250718040611
parse	common48	scGen	input_centered_effect	40	29	1	722	0.1987176305983927
parse	common48	scGen	input_centered_effect	40	29	2	722	0.18971332023331786
parse	common48	scGen	input_centered_effect	40	29	3	722	0.18934653901887682
parse	common48	scGen	input_centered_effect	40	29	4	722	0.19695132767516235
parse	common48	scGen	input_centered_effect	40	29	5	722	0.19641298412094396
parse	common48	scGen	input_centered_effect	40	29	6	722	0.19152346683251195
parse	common48	scGen	input_centered_effect	40	29	7	722	0.1967362084099275
parse	common48	scGen	input_centered_effect	40	43	0	722	0.1884559432412919
parse	common48	scGen	input_centered_effect	40	43	1	722	0.19869969931998252
parse	common48	scGen	input_centered_effect	40	43	2	722	0.18975319376079552
parse	common48	scGen	input_centered_effect	40	43	3	722	0.18938602345209724
parse	common48	scGen	input_centered_effect	40	43	4	722	0.19697967498925947
parse	common48	scGen	input_centered_effect	40	43	5	722	0.19642497215202273
parse	common48	scGen	input_centered_effect	40	43	6	722	0.1915319751485763
parse	common48	scGen	input_centered_effect	40	43	7	722	0.19674013260991566
parse	common48	scGen	input_centered_effect	48	mean_of_squared_seed_displacements	0	722	0.17204003268952955
parse	common48	scGen	input_centered_effect	48	mean_of_squared_seed_displacements	1	722	0.18140288714058608
parse	common48	scGen	input_centered_effect	48	mean_of_squared_seed_displacements	2	722	0.17321372991722928
parse	common48	scGen	input_centered_effect	48	mean_of_squared_seed_displacements	3	722	0.17286730885762783
parse	common48	scGen	input_centered_effect	48	mean_of_squared_seed_displacements	4	722	0.1798094600362555
parse	common48	scGen	input_centered_effect	48	mean_of_squared_seed_displacements	5	722	0.1793031709376706
parse	common48	scGen	input_centered_effect	48	mean_of_squared_seed_displacements	6	722	0.17485812822225857
parse	common48	scGen	input_centered_effect	48	mean_of_squared_seed_displacements	7	722	0.17958822342395103
parse	common48	scGen	input_centered_effect	48	17	0	722	0.17204695971909584
parse	common48	scGen	input_centered_effect	48	17	1	722	0.181401934882541
parse	common48	scGen	input_centered_effect	48	17	2	722	0.17321456479227204
parse	common48	scGen	input_centered_effect	48	17	3	722	0.17286227419236158
parse	common48	scGen	input_centered_effect	48	17	4	722	0.17980610240523248
parse	common48	scGen	input_centered_effect	48	17	5	722	0.17930944120007475
parse	common48	scGen	input_centered_effect	48	17	6	722	0.17486577277748566
parse	common48	scGen	input_centered_effect	48	17	7	722	0.17958626150029466
parse	common48	scGen	input_centered_effect	48	29	0	722	0.172022624790454
parse	common48	scGen	input_centered_effect	48	29	1	722	0.1814107946100499
parse	common48	scGen	input_centered_effect	48	29	2	722	0.17319561900206273
parse	common48	scGen	input_centered_effect	48	29	3	722	0.17285222648662799
parse	common48	scGen	input_centered_effect	48	29	4	722	0.1797982357564992
parse	common48	scGen	input_centered_effect	48	29	5	722	0.17929497283600254
parse	common48	scGen	input_centered_effect	48	29	6	722	0.17485108832512947
parse	common48	scGen	input_centered_effect	48	29	7	722	0.1795871183351805
parse	common48	scGen	input_centered_effect	48	43	0	722	0.1720505122197019
parse	common48	scGen	input_centered_effect	48	43	1	722	0.18139593162097428
parse	common48	scGen	input_centered_effect	48	43	2	722	0.1732310041471576
parse	common48	scGen	input_centered_effect	48	43	3	722	0.17288742399230658
parse	common48	scGen	input_centered_effect	48	43	4	722	0.17982404097416635
parse	common48	scGen	input_centered_effect	48	43	5	722	0.179305098469521
parse	common48	scGen	input_centered_effect	48	43	6	722	0.174857523254294
parse	common48	scGen	input_centered_effect	48	43	7	722	0.17959129039607347
