root_code	reference_distance	E1	E2	margin_A	margin_B	margin_C	margin_shift_B_minus_C	root_crossing_C_to_B	ridge_utility_shift_B_minus_C	cellflow_utility_shift_B_minus_C	ridge_rms_output_displacement	cellflow_rms_output_displacement
ROOT_01	0.48288398294987112	0.48288398294987112	0.48288398294987112	0.027662827562108517	-0.0014664515251362603	0.013098188018486129	-0.014564639543622389	1	0.001042529000626069	0.015607168544248595	0.047744486308651767	0.18622194716460577
ROOT_02	0.46559054345552042	0.46559054345552042	0.46559054345552031	0.033177077336047966	0.0023447140036959727	0.017760895669871969	-0.015416181666175997	0	0.0013077889972451517	0.016723970663421239	0.049241275817183461	0.20730326342983046
ROOT_03	0.5245741525832649	0.52457415258326501	0.52457415258326501	0.059231619754828671	-0.0045424979276931328	0.027344560913567767	-0.031887058841260897	1	0.0041103040356814668	0.035997362876942773	0.093982599468249925	0.24681361458001677
ROOT_04	0.50594305467682466	0.50594305467682466	0.50594305467682466	0.040429622561217043	-0.0032520394681068397	0.018588791546555128	-0.021840831014661968	1	0.0013542468984902856	0.023195077913152229	0.065854596000012519	0.2108150621607939
ROOT_05	0.47727006312566789	0.47727006312566794	0.47727006312566789	0.030934270837664268	-0.0035416005037773521	0.013696335166943458	-0.017237935670720808	1	0.0015302143989072148	0.018768150069628065	0.054094871257082497	0.1976574100479328
ROOT_06	0.49149655722389152	0.49149655722389152	0.49149655722389152	0.036181839921666153	0.0035631547702725279	0.019872497345969336	-0.016309342575696807	0	0.00248096732141323	0.018790309897110169	0.081472025688000951	0.20756963053422955
ROOT_07	0.50127945805395224	0.50127945805395224	0.50127945805395224	0.043121765117139083	0.0017777277930356948	0.022449746455087381	-0.020672018662051685	0	0.0017686958202502989	0.022440714482302004	0.05973699585007209	0.21798049452528034
ROOT_08	0.47856511739209884	0.47856511739209884	0.47856511739209873	0.029721644576285851	-0.0029705095187073215	0.013375567528789267	-0.016346077047496591	1	0.0012533895753511493	0.017599466622847837	0.059303286835547982	0.18959071522586082
