dataset	regime	panel	seed	depth	unit	allocations	biological_roots	contrast	family	utility_before	utility_after	utility_gain	structural_input_unused	deterministic_seed_alias
gse162632	cap48	primary	17	4	root_06	1000	1	S_to_M	CM	-0.4080312246171032	-0.4080312246171032	1.6542323066914832e-17	True	True
gse162632	cap48	primary	17	4	root_06	1000	1	S_to_M	TW	-0.40734566899049285	-0.40734566899049285	1.6486811915683574e-17	True	True
gse162632	cap48	primary	17	4	root_06	1000	1	S_to_M	PCA	-0.40699427445856373	-0.4069942744585637	1.4765966227514583e-17	True	True
gse162632	cap48	primary	17	4	root_06	1000	1	S_to_M	RBF	-0.40642604489046913	-0.4064260448904691	1.6209256159527284e-17	True	True
gse162632	cap48	primary	17	4	root_06	1000	1	S_to_M	scGen	-0.15877182439718393	-0.15877182439872362	-1.5395630326153764e-12	False	False
gse162632	cap48	primary	17	4	root_06	1000	1	S_to_M	CPA	-0.5088140967977534	-0.508814096829053	-3.12993188589239e-11	False	False
gse162632	cap48	primary	17	4	root_06	1000	1	S_to_M	CellOT	-0.1687556845791049	-0.16875568457735457	1.7505300264897273e-12	False	False
gse162632	cap48	primary	17	4	root_07	1000	1	D_to_O	NC	-0.4252949607573834	-0.4252949607573833	-3.608224830031759e-18	True	True
gse162632	cap48	primary	17	4	root_07	1000	1	D_to_O	CM	-0.3605370218862029	-0.3605370218862029	-7.771561172376096e-19	True	True
gse162632	cap48	primary	17	4	root_07	1000	1	D_to_O	TW	-0.36050918888553546	-0.36050918888553546	-7.216449660063517e-19	True	True
gse162632	cap48	primary	17	4	root_07	1000	1	D_to_O	PCA	-0.36043240298191853	-0.36043240298191853	-1.0547118733938987e-18	True	True
gse162632	cap48	primary	17	4	root_07	1000	1	D_to_O	RBF	-0.36036750555563746	-0.36036750555563746	-1.1102230246251566e-18	True	True
