regime	label	input_block	observation_block	seed_summary	root_index	root_id	S_family	D_family	mse_S	mse_D	mse_D_minus_S	mae_S	mae_D	cohort_display	evaluation	cohort	program_panel	donor_id	batch_id	capture_orientation	mae_D_minus_S	prediction_mae_difference
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0064258929961407002	0.0069877386531109996	0.00056184565697030005	0.061868535150356403	0.066140471424038505	new39	shared_observation	primary39_two_types	all37	V08	B7	NI_capture_2	0.0042719362736820003	0.049285343774388798
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.016061344264526201	0.024212678917727399	0.0081513346532011005	0.099596326415801503	0.1244896342076466	new39	shared_observation	primary39_two_types	all37	V09	B7	NI_capture_2	0.0248933077918451	0.049102001309635997
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0084072757375076995	0.0087607694169984998	0.00035349367949080002	0.071968823137886398	0.069138998636745302	new39	shared_observation	primary39_two_types	all37	V10	B7	NI_capture_2	-0.0028298245011410001	0.0575245468521043
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0046011490806631	0.0090186796024874002	0.0044175305218243002	0.050377316924092898	0.079792507118344194	new39	shared_observation	primary39_two_types	all37	V11	B1	NI_capture_1	0.029415190194251199	0.049126766557159703
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.019764501199283701	0.016509318159512201	-0.0032551830397714002	0.12843854152913151	0.1114246147499714	new39	shared_observation	primary39_two_types	all37	V12	B1	NI_capture_1	-0.0170139267791601	0.056032334130350803
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.020808883870747599	0.023747175185754602	0.0029382913150070001	0.1190779785842561	0.1182191169874677	new39	shared_observation	primary39_two_types	all37	V13	B1	NI_capture_2	-0.00085886159678830003	0.060119242869708399
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0085892622916239007	0.010513309842419201	0.0019240475507951999	0.073085814195087195	0.081183043325028598	new39	shared_observation	primary39_two_types	all37	V14	B1	NI_capture_2	0.0080972291299414006	0.0457491907977415
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0056770607885414997	0.0066977749310912996	0.0010207141425497999	0.059231523898323299	0.064024258874274306	new39	shared_observation	primary39_two_types	all37	V15	B1	NI_capture_2	0.0047927349759509996	0.049818507674576497
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.030442022964394602	0.028636812597563101	-0.0018052103668315001	0.1434585949943972	0.1409383647228018	new39	shared_observation	primary39_two_types	all37	V16	B2	NI_capture_1	-0.0025202302715953001	0.052241173815318002
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.015255822787215699	0.021658042963837401	0.0064022201766217	0.097425725974304295	0.12614978409742389	new39	shared_observation	primary39_two_types	all37	V17	B2	NI_capture_1	0.028724058123119602	0.053073416654459402
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.021379400679361699	0.024992991399887799	0.0036135907205261	0.1093260791830117	0.12083571978039211	new39	shared_observation	primary39_two_types	all37	V18	B2	NI_capture_2	0.0115096405973804	0.054753981383422697
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0068130696082227002	0.0116123779628665	0.0047993083546438	0.063787817995703905	0.079979142042321899	new39	shared_observation	primary39_two_types	all37	V19	B2	NI_capture_2	0.016191324046618001	0.042295592136590399
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0359646535246353	0.036523499476426503	0.00055884595179119998	0.1493905576534266	0.16191423562631091	new39	shared_observation	primary39_two_types	all37	V20	B2	NI_capture_2	0.012523677972884201	0.047135833789192297
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0283804134295992	0.033188222321607098	0.0048078088920079001	0.14210457073850069	0.15757023970714179	new39	shared_observation	primary39_two_types	all37	V21	B9	NI_capture_1	0.015465668968641001	0.048916775372128303
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0053023490208856999	0.0060135968446598	0.000711247823774	0.058611593092012998	0.062592639726630706	new39	shared_observation	primary39_two_types	all37	V22	B9	NI_capture_1	0.0039810466346176	0.043557723861167998
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0044662135933269996	0.0090955416471096995	0.0046293280537826002	0.052135909370610599	0.074592044978683797	new39	shared_observation	primary39_two_types	all37	V23	B9	NI_capture_1	0.022456135608073201	0.046034557495809703
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0084441006273111002	0.0084065674150769001	-3.7533212234206522e-05	0.071987706836416601	0.069945585068806201	new39	shared_observation	primary39_two_types	all37	V24	B9	NI_capture_2	-0.0020421217676104002	0.046975622454097497
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.026729775241012801	0.026790009497069601	6.0234256056738468e-05	0.1316065116651074	0.13071478126355399	new39	shared_observation	primary39_two_types	all37	V25	B9	NI_capture_2	-0.00089173040155339999	0.046600146307655903
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0160224395028374	0.0252406240058109	0.0092181845029735004	0.1066783472747892	0.13230760506260689	new39	shared_observation	primary39_two_types	all37	V26	B13	NI_capture_1	0.025629257787817598	0.050218697700738897
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0087846880242523993	0.0097521777407919997	0.00096748971653950002	0.0666303267339107	0.073016962138704899	new39	shared_observation	primary39_two_types	all37	V27	B13	NI_capture_1	0.0063866354047941	0.0567705590489768
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.013597951934548	0.016021417950973699	0.0024234660164256	0.087791233185270406	0.093776874048327893	new39	shared_observation	primary39_two_types	all37	V28	B13	NI_capture_1	0.0059856408630574003	0.054651767323100703
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.012083389343742101	0.0140245556180925	0.0019411662743503001	0.090981372485335998	0.094446130399430797	new39	shared_observation	primary39_two_types	all37	V29	B13	NI_capture_2	0.0034647579140946998	0.053791860104276903
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.033264921811424202	0.044882812404555099	0.011617890593130901	0.10612219720516231	0.14245853377418791	new39	shared_observation	primary39_two_types	all37	V30	B13	NI_capture_2	0.036336336569025497	0.051536131558088699
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.020585755825261301	0.027353230175373701	0.0067674743501123999	0.097682247342828807	0.1262376791937051	new39	shared_observation	primary39_two_types	all37	V31	B3	NI_capture_1	0.028555431850876299	0.064263521296074697
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0084648107107037993	0.0139028947176583	0.0054380840069543999	0.0699580300871223	0.0862095322322287	new39	shared_observation	primary39_two_types	all37	V32	B3	NI_capture_1	0.0162515021451064	0.051978390773451399
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0086538245226881003	0.0093781214371747995	0.00072429691448659998	0.075225257326434702	0.078003007406708	new39	shared_observation	primary39_two_types	all37	V33	B3	NI_capture_1	0.0027777500802731998	0.074617666807743094
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0194611594597504	0.017532914799027799	-0.0019282446607226001	0.1133700376730372	0.1085796145956418	new39	shared_observation	primary39_two_types	all37	V34	B3	NI_capture_2	-0.0047904230773954002	0.044652562822193501
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0227777727184694	0.0280798278726016	0.0053020551541322	0.1244320354450303	0.12861078000471279	new39	shared_observation	primary39_two_types	all37	V35	B3	NI_capture_2	0.0041787445596824999	0.055257095880185701
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0055215126780796004	0.0083739682870059996	0.0028524556089264	0.058066474063846497	0.069290856576264701	new39	shared_observation	primary39_two_types	all37	V36	B15	NI_capture_1	0.011224382512418101	0.050818820233233697
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0145408126896678	0.0116271102821498	-0.002913702407518	0.083967137599716704	0.084974305582563206	new39	shared_observation	primary39_two_types	all37	V37	B15	NI_capture_1	0.0010071679828464	0.046519663029097602
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0453815270337114	0.0450434396339486	-0.00033808739976269998	0.18373818678286871	0.17651862563422829	new39	shared_observation	primary39_two_types	all37	V38	B15	NI_capture_1	-0.0072195611486402999	0.048045590098932403
cap48	0	1	1	mean_of_scored_seeds			scGen	PCA	0.0118541408091747	0.015244122904511499	0.0033899820953367998	0.085735428048500401	0.092075985621337494	new39	shared_observation	primary39_two_types	all37	V39	B15	NI_capture_2	0.0063405575728370999	0.044123535579184602
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0276235141833658	0.0224466337993257	-0.0051768803840400003	0.136806628013246	0.1182526895562401	new39	independent_observation	primary39_two_types	all37	V01	B12	NI_capture_1	-0.018553938457005901	0.063044929497017094
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.027189174585503802	0.026632756246436001	-0.00055641833906780003	0.121851634023852	0.11822156709988881	new39	independent_observation	primary39_two_types	all37	V02	B12	NI_capture_1	-0.0036300669239632002	0.060864462944082799
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.010550053933842399	0.0091998250933779998	-0.0013502288404642999	0.086133738283418596	0.075644666035911107	new39	independent_observation	primary39_two_types	all37	V03	B12	NI_capture_2	-0.010489072247507499	0.063570144399883094
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0128449255192289	0.014833327775389	0.0019884022561600999	0.0864189195552377	0.096103288931121494	new39	independent_observation	primary39_two_types	all37	V04	B12	NI_capture_2	0.0096843693758837009	0.056468755709547798
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.026874814924737402	0.024625202133177201	-0.0022496127915600998	0.13889554988996139	0.1276811649124443	new39	independent_observation	primary39_two_types	all37	V05	B12	NI_capture_2	-0.011214384977517099	0.059963699466785203
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0201407017608594	0.0174891814666321	-0.0026515202942273002	0.11433014558817201	0.10246848985549981	new39	independent_observation	primary39_two_types	all37	V06	B7	NI_capture_1	-0.011861655732672199	0.045067220704089098
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0196886071287374	0.0213009501954123	0.0016123430666749	0.1118720190779474	0.121504748656698	new39	independent_observation	primary39_two_types	all37	V07	B7	NI_capture_1	0.0096327295787506009	0.053201008586844803
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.014918339708576801	0.0091529384908830003	-0.0057654012176938003	0.099348019656307796	0.076283664241935403	new39	independent_observation	primary39_two_types	all37	V08	B7	NI_capture_2	-0.023064355414372399	0.049285343774388798
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.032076421482845903	0.036330994687712899	0.0042545732048670003	0.1483369672236155	0.16004230574064179	new39	independent_observation	primary39_two_types	all37	V09	B7	NI_capture_2	0.011705338517026299	0.049102001309635997
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0098809937925192007	0.0053114004383600999	-0.0045695933541590999	0.076611857872978306	0.056673463115359202	new39	independent_observation	primary39_two_types	all37	V10	B7	NI_capture_2	-0.019938394757619	0.0575245468521043
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0119799478144893	0.0115620154876567	-0.00041793232683259997	0.087361913557605697	0.092373638121997004	new39	independent_observation	primary39_two_types	all37	V11	B1	NI_capture_1	0.0050117245643912	0.049126766557159703
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.030857061301913	0.020528483860985901	-0.010328577440927101	0.14046875712838949	0.1108276073881603	new39	independent_observation	primary39_two_types	all37	V12	B1	NI_capture_1	-0.029641149740229199	0.056032334130350803
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0310442026501404	0.025303322152627199	-0.0057408804975132002	0.147490697829053	0.1279281772573248	new39	independent_observation	primary39_two_types	all37	V13	B1	NI_capture_2	-0.019562520571728099	0.060119242869708399
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.017225763699068	0.0119353333795178	-0.0052904303195501004	0.10461981535021	0.0857284599793042	new39	independent_observation	primary39_two_types	all37	V14	B1	NI_capture_2	-0.018891355370905701	0.0457491907977415
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.015359470520951501	0.0110263519516618	-0.0043331185692896002	0.10110817791262219	0.083269853513154801	new39	independent_observation	primary39_two_types	all37	V15	B1	NI_capture_2	-0.017838324399467399	0.049818507674576497
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.044655249762743397	0.031192648198843299	-0.013462601563900001	0.1833467571347748	0.15714425460740911	new39	independent_observation	primary39_two_types	all37	V16	B2	NI_capture_1	-0.026202502527365699	0.052241173815318002
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.014254478033368601	0.0147038813369585	0.00044940330358989998	0.0908967040035389	0.0975682298972015	new39	independent_observation	primary39_two_types	all37	V17	B2	NI_capture_1	0.0066715258936625998	0.053073416654459402
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0304420240720761	0.024403193682153702	-0.0060388303899223004	0.12970651059534971	0.11713863559302699	new39	independent_observation	primary39_two_types	all37	V18	B2	NI_capture_2	-0.0125678750023227	0.054753981383422697
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.020544393315628399	0.018163056311831301	-0.0023813370037969999	0.1159351909057118	0.1102277357988375	new39	independent_observation	primary39_two_types	all37	V19	B2	NI_capture_2	-0.0057074551068741998	0.042295592136590399
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.038574575668045001	0.035503764884371597	-0.0030708107836733998	0.1544273184634051	0.1607315380603786	new39	independent_observation	primary39_two_types	all37	V20	B2	NI_capture_2	0.0063042195969734999	0.047135833789192297
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.030066748157478802	0.026122204278332801	-0.0039445438791459999	0.12875451110912059	0.1282473335677248	new39	independent_observation	primary39_two_types	all37	V21	B9	NI_capture_1	-0.00050717754139570001	0.048916775372128303
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0094324805562928001	0.0053805955763784	-0.0040518849799144	0.073235310145892102	0.057131526388039498	new39	independent_observation	primary39_two_types	all37	V22	B9	NI_capture_1	-0.016103783757852499	0.043557723861167998
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0143896973851499	0.015307575321143799	0.0009178779359939	0.093898325279739001	0.10007870351617081	new39	independent_observation	primary39_two_types	all37	V23	B9	NI_capture_1	0.0061803782364317997	0.046034557495809703
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0172161576333754	0.011030553467275699	-0.0061856041660996999	0.10190740608021941	0.079387756906273602	new39	independent_observation	primary39_two_types	all37	V24	B9	NI_capture_2	-0.022519649173945701	0.046975622454097497
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.036239239015561503	0.031783650614485598	-0.0044555884010758001	0.15373640111312389	0.1453628910711515	new39	independent_observation	primary39_two_types	all37	V25	B9	NI_capture_2	-0.0083735100419724002	0.046600146307655903
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0146015607996082	0.0102940597058685	-0.0043075010937397001	0.095566900121631299	0.084107290991767697	new39	independent_observation	primary39_two_types	all37	V26	B13	NI_capture_1	-0.011459609129863499	0.050218697700738897
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.017451646994652702	0.010403569223262899	-0.0070480777713897002	0.10208514532800909	0.079674811269780099	new39	independent_observation	primary39_two_types	all37	V27	B13	NI_capture_1	-0.022410334058228901	0.0567705590489768
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0237187684781082	0.0155358313577167	-0.0081829371203913995	0.1149304358704915	0.094055615280979804	new39	independent_observation	primary39_two_types	all37	V28	B13	NI_capture_1	-0.020874820589511699	0.054651767323100703
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0148051875288865	0.0087092706624384997	-0.0060959168664479002	0.097750561661482896	0.075923736140391704	new39	independent_observation	primary39_two_types	all37	V29	B13	NI_capture_2	-0.021826825521091098	0.053791860104276903
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.044996793455739197	0.051330064342785399	0.0063332708870461997	0.13890625988961519	0.1551373472977432	new39	independent_observation	primary39_two_types	all37	V30	B13	NI_capture_2	0.016231087408127998	0.051536131558088699
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.018788221598435899	0.019590573448780998	0.00080235185034500001	0.1035228225098781	0.1168876584547328	new39	independent_observation	primary39_two_types	all37	V31	B3	NI_capture_1	0.0133648359448547	0.064263521296074697
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.025350627207610599	0.019855615551146101	-0.0054950116564644004	0.1328501913851223	0.1137744325804405	new39	independent_observation	primary39_two_types	all37	V32	B3	NI_capture_1	-0.019075758804681701	0.051978390773451399
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.015513277095683399	0.012225389297048301	-0.0032878877986349999	0.097685090191847804	0.087218312159567699	new39	independent_observation	primary39_two_types	all37	V33	B3	NI_capture_1	-0.010466778032279999	0.074617666807743094
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.020144715529173698	0.0149133823583813	-0.0052313331707922999	0.1122531099412182	0.096257846352356694	new39	independent_observation	primary39_two_types	all37	V34	B3	NI_capture_2	-0.0159952635888614	0.044652562822193501
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.018250456834611399	0.0182226147163695	-2.7842118241881708e-05	0.10788088120942101	0.10559207980546149	new39	independent_observation	primary39_two_types	all37	V35	B3	NI_capture_2	-0.0022888014039595	0.055257095880185701
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.013893553173426301	0.0126151620483463	-0.0012783911250799	0.095154481082563205	0.091390967822250299	new39	independent_observation	primary39_two_types	all37	V36	B15	NI_capture_1	-0.0037635132603129002	0.050818820233233697
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0278269046585513	0.017858478533518699	-0.0099684261250325996	0.13247096447258899	0.1079948710352184	new39	independent_observation	primary39_two_types	all37	V37	B15	NI_capture_1	-0.024476093437370599	0.046519663029097602
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.0257618207122641	0.019632890064209201	-0.0061289306480548002	0.12176723535728699	0.10321415743394	new39	independent_observation	primary39_two_types	all37	V38	B15	NI_capture_1	-0.018553077923347001	0.048045590098932403
cap48	0	1	2	mean_of_scored_seeds			scGen	PCA	0.018392753179083302	0.0141903890795969	-0.0042023640994864001	0.11047589022242189	0.0976725323485471	new39	independent_observation	primary39_two_types	all37	V39	B15	NI_capture_2	-0.0128033578738748	0.044123535579184602
