allocation	depth_per_gemgroup	model_a	model_b	pair_role	pattern	S_margin	margin	displacement	strict_crossing
0	32	additive	CPA_0.8.8	primary_state_pair	D	0.04861055593727298	0.048610555937272995	1.3877787807814457e-17	False
0	32	additive	zero_effect	zero_effect_diagnostic	S	0.08063074752842903	0.08063074752842903	0.0	False
0	32	additive	zero_effect	zero_effect_diagnostic	M	0.08063074752842903	0.08063074752842901	-1.3877787807814457e-17	False
0	32	additive	zero_effect	zero_effect_diagnostic	P	0.08063074752842903	0.07340792953943581	-0.007222817988993213	False
0	32	additive	zero_effect	zero_effect_diagnostic	O	0.08063074752842903	0.07340792953943581	-0.007222817988993213	False
0	32	additive	zero_effect	zero_effect_diagnostic	D	0.08063074752842903	0.07340792953943581	-0.007222817988993213	False
0	32	compositional_ridge	CPA_0.8.8	primary_state_pair	S	0.049401792002198304	0.049401792002198304	0.0	False
0	32	compositional_ridge	CPA_0.8.8	primary_state_pair	M	0.049401792002198304	0.049401792002198304	0.0	False
0	32	compositional_ridge	CPA_0.8.8	primary_state_pair	P	0.049401792002198304	0.049890581360828856	0.0004887893586305522	False
0	32	compositional_ridge	CPA_0.8.8	primary_state_pair	O	0.049401792002198304	0.04891300264356779	-0.0004887893586305106	False
0	32	compositional_ridge	CPA_0.8.8	primary_state_pair	D	0.049401792002198304	0.04940179200219831	6.938893903907228e-18	False
0	32	compositional_ridge	zero_effect	zero_effect_diagnostic	S	0.08142198359335434	0.08142198359335434	0.0	False
0	32	compositional_ridge	zero_effect	zero_effect_diagnostic	M	0.08142198359335434	0.08142198359335434	0.0	False
0	32	compositional_ridge	zero_effect	zero_effect_diagnostic	P	0.08142198359335434	0.07419916560436113	-0.007222817988993213	False
0	32	compositional_ridge	zero_effect	zero_effect_diagnostic	O	0.08142198359335434	0.07419916560436113	-0.007222817988993213	False
0	32	compositional_ridge	zero_effect	zero_effect_diagnostic	D	0.08142198359335434	0.07419916560436113	-0.007222817988993213	False
0	32	CPA_0.8.8	zero_effect	zero_effect_diagnostic	S	0.032020191591156044	0.032020191591156044	0.0	False
0	32	CPA_0.8.8	zero_effect	zero_effect_diagnostic	M	0.032020191591156044	0.03202019159115603	-1.3877787807814457e-17	False
0	32	CPA_0.8.8	zero_effect	zero_effect_diagnostic	P	0.032020191591156044	0.024308584243532272	-0.007711607347623772	False
0	32	CPA_0.8.8	zero_effect	zero_effect_diagnostic	O	0.032020191591156044	0.025286162960793335	-0.0067340286303627095	False
0	32	CPA_0.8.8	zero_effect	zero_effect_diagnostic	D	0.032020191591156044	0.024797373602162817	-0.007222817988993227	False
0	64	additive	compositional_ridge	primary_state_pair	S	-0.0007912360649253228	-0.0007912360649253228	0.0	False
0	64	additive	compositional_ridge	primary_state_pair	M	-0.0007912360649253228	-0.0007912360649253228	0.0	False
0	64	additive	compositional_ridge	primary_state_pair	P	-0.0007912360649253228	-0.0007912360649253193	3.469446951953614e-18	False
0	64	additive	compositional_ridge	primary_state_pair	O	-0.0007912360649253228	-0.0007912360649253193	3.469446951953614e-18	False
0	64	additive	compositional_ridge	primary_state_pair	D	-0.0007912360649253228	-0.0007912360649253193	3.469446951953614e-18	False
0	64	additive	CPA_0.8.8	primary_state_pair	S	0.04825179252780831	0.04825179252780831	0.0	False
0	64	additive	CPA_0.8.8	primary_state_pair	M	0.04825179252780831	0.04825179252780831	0.0	False
0	64	additive	CPA_0.8.8	primary_state_pair	P	0.04825179252780831	0.04852061203477224	0.0002688195069639257	False
0	64	additive	CPA_0.8.8	primary_state_pair	O	0.04825179252780831	0.0479829730208444	-0.0002688195069639118	False
